Object Number,Record Type,URL,ResourceID,Reference Number,Carrier Type,Carrier Colour,Temporary Location Note,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhtk:4801,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:4801/N,cc8bfa01-467d-5d3e-b1b9-d489c24ca911,BE-ANN07/tk/000002071,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cc8bfa01-467d-5d3e-b1b9-d489c24ca911,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:5713,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:5713/N,eac46071-be40-5dbe-a410-e791114d5888,BE-ANN07/tk/000002774,cardboard,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/eac46071-be40-5dbe-a410-e791114d5888,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:10002,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:10002/N,c4665078-eba4-59b4-a8b5-a1abd7be42d0,BE-ANN07/tk/000005575,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c4665078-eba4-59b4-a8b5-a1abd7be42d0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:8121,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:8121/N,f8eb76a0-376d-5295-a765-eba563af6537,BE-ANN07/tk/000004524,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f8eb76a0-376d-5295-a765-eba563af6537,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:5343,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:5343/N,1701a65f-94df-5108-a5e7-9a55252f86d2,BE-ANN07/tk/000002538,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1701a65f-94df-5108-a5e7-9a55252f86d2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:14942,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:14942/N,da1e697f-f2ea-59e1-82ae-27d475debd20,BE-ANN07/tk/000010422,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/da1e697f-f2ea-59e1-82ae-27d475debd20,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:12195,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:12195/N,bb5f05d6-be47-5796-825d-7a062d89d40e,BE-ANN07/tk/000007735,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bb5f05d6-be47-5796-825d-7a062d89d40e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:10452,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:10452/N,5779ee79-9e04-50e5-8bc4-4e14e11ded2a,BE-ANN07/tk/000006004,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5779ee79-9e04-50e5-8bc4-4e14e11ded2a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:6996,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:6996/N,06d1391d-1272-523d-87a4-e1d476df3834,BE-ANN07/tk/000003614,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/06d1391d-1272-523d-87a4-e1d476df3834,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:7684,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:7684/N,8b21077c-0680-5011-9f48-625c35b1e730,BE-ANN07/tk/000004176,sketchbooks,blue (color),K1,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8b21077c-0680-5011-9f48-625c35b1e730,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:4102,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:4102/N,5a8374ad-fb47-58b1-83da-9edc8ae8ad3c,BE-ANN07/tk/000001581,sketchbooks,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5a8374ad-fb47-58b1-83da-9edc8ae8ad3c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:14411,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:14411/N,a33636e9-aace-57a9-85f3-9f8f0fdd098b,BE-ANN07/tk/000009905,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a33636e9-aace-57a9-85f3-9f8f0fdd098b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:10901,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:10901/N,cec36ff5-0f4d-58f6-8f75-c6f94a42d868,BE-ANN07/tk/000006444,paper (fiber product),ivory (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cec36ff5-0f4d-58f6-8f75-c6f94a42d868,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:8822,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:8822/N,42478c24-9af1-5a3d-ab14-29b9abbe41dd,BE-ANN07/tk/000004840,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/42478c24-9af1-5a3d-ab14-29b9abbe41dd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:9730,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:9730/N,75b72ef0-d0b6-5e8d-bd78-0a81e6121dc2,BE-ANN07/tk/000005310,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/75b72ef0-d0b6-5e8d-bd78-0a81e6121dc2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:11613,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:11613/N,4f27a449-13a4-5eb0-9d4a-07bbe9d7ca7f,BE-ANN07/tk/000007154,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4f27a449-13a4-5eb0-9d4a-07bbe9d7ca7f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:3297,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:3297/N,1f3084d0-ee14-5562-9c5d-5d3967a5f1c1,BE-ANN07/tk/000001091,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1f3084d0-ee14-5562-9c5d-5d3967a5f1c1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:4552,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:4552/N,d6cc1b65-b4c8-57c7-9878-976673a8da6d,BE-ANN07/tk/000001850,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d6cc1b65-b4c8-57c7-9878-976673a8da6d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:12896,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:12896/N,9db2f07a-c0a9-535d-8a38-7f7bcd99d6ea,BE-ANN07/tk/000008431,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9db2f07a-c0a9-535d-8a38-7f7bcd99d6ea,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:8988,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:8988/N,b9a42d88-653b-54aa-900a-7a0ff9c27f5b,BE-ANN07/tk/000004875,tracing paper,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b9a42d88-653b-54aa-900a-7a0ff9c27f5b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:13784,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:13784/N,2f132eb7-9519-5d54-a59d-9393682b7b83,BE-ANN07/tk/000009303,cardboard,white (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2f132eb7-9519-5d54-a59d-9393682b7b83,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:14041,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:14041/N,7330ec56-36dd-55dd-981b-977bffbbbe5b,BE-ANN07/tk/000009552,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7330ec56-36dd-55dd-981b-977bffbbbe5b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:11243,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:11243/N,b01d820b-19f2-55c4-9395-eb975be243c7,BE-ANN07/tk/000006785,paper (fiber product),ivory (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b01d820b-19f2-55c4-9395-eb975be243c7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:6095,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:6095/N,118428bb-f90b-5fa2-93d4-7fa13156664c,BE-ANN07/tk/000003106,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/118428bb-f90b-5fa2-93d4-7fa13156664c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:12879,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:12879/N,4a7c419b-f57e-58d5-9e2b-f412bb66d817,BE-ANN07/tk/000008414,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4a7c419b-f57e-58d5-9e2b-f412bb66d817,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:10844,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:10844/N,6ff7227d-459f-5f79-b8c5-8eb8d88fc087,BE-ANN07/tk/000006388,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6ff7227d-459f-5f79-b8c5-8eb8d88fc087,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:11756,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:11756/N,1d41de2c-01cb-5ac6-a561-a84baed2e148,BE-ANN07/tk/000007297,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1d41de2c-01cb-5ac6-a561-a84baed2e148,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:9675,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:9675/N,726490aa-5f3a-5170-a786-dd2cb2503778,BE-ANN07/tk/000005255,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/726490aa-5f3a-5170-a786-dd2cb2503778,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:6580,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:6580/N,058f72e9-510c-5bd5-981a-c588504a8236,BE-ANN07/tk/000003419,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/058f72e9-510c-5bd5-981a-c588504a8236,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:2890,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:2890/N,4d40b3fa-35f8-5e53-b9cb-b9621d9ccdda,BE-ANN07/tk/000000824,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4d40b3fa-35f8-5e53-b9cb-b9621d9ccdda,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:4047,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:4047/N,bd4e7c3e-56a4-58f9-a5a2-9d4c375e650e,BE-ANN07/tk/000001536,paper (fiber product),gray (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bd4e7c3e-56a4-58f9-a5a2-9d4c375e650e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:14554,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:14554/N,572fab66-bfe1-51e7-be78-e043195bc1b2,BE-ANN07/tk/000010046,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/572fab66-bfe1-51e7-be78-e043195bc1b2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:13291,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:13291/N,ed5a08d9-7135-5376-965b-e152a2487c01,BE-ANN07/tk/000008817,paper (fiber product),white (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ed5a08d9-7135-5376-965b-e152a2487c01,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:11306,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:11306/N,cd9a66ad-9051-5830-b9a9-e82a7472ff66,BE-ANN07/tk/000006848,paper (fiber product),ivory (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cd9a66ad-9051-5830-b9a9-e82a7472ff66,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:9225,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:9225/N,35476ce7-108e-5074-ae36-7844c7fff013,BE-ANN07/tk/000004952,paper (fiber product),white (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/35476ce7-108e-5074-ae36-7844c7fff013,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:1615,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:1615/N,b1d2cfb7-dc4a-53c3-8cf4-89b6401b36d3,BE-ANN07/tk/000000189,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b1d2cfb7-dc4a-53c3-8cf4-89b6401b36d3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:3628,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:3628/N,82400e9a-77a0-5a9f-9b75-4cb8783042a8,BE-ANN07/tk/000001259,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/82400e9a-77a0-5a9f-9b75-4cb8783042a8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:14104,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:14104/N,a20874bf-397e-529a-9d87-e0f28c10d4e1,BE-ANN07/tk/000009607,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a20874bf-397e-529a-9d87-e0f28c10d4e1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:10147,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:10147/N,e5582811-908b-5942-90ad-1df41bbe66bb,BE-ANN07/tk/000005720,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e5582811-908b-5942-90ad-1df41bbe66bb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:4944,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:4944/N,426cc11e-b840-5196-9ef8-a5198e707815,BE-ANN07/tk/000002208,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/426cc11e-b840-5196-9ef8-a5198e707815,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:6979,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:6979/N,2db39858-1817-5c2e-b4f0-5e836fbd73ad,BE-ANN07/tk/000003598,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2db39858-1817-5c2e-b4f0-5e836fbd73ad,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:2193,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:2193/N,3a7e8ab8-7ed2-539e-b79e-de011399b07c,BE-ANN07/tk/000000517,paper (fiber product),ocher (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3a7e8ab8-7ed2-539e-b79e-de011399b07c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:5656,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:5656/N,31162217-afd2-51cb-8096-3fe7baf6e3a4,BE-ANN07/tk/000002761,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/31162217-afd2-51cb-8096-3fe7baf6e3a4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:12480,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:12480/N,5e2bfd2e-c3bd-526a-93a1-c64c48a1a7bc,BE-ANN07/tk/000008017,paper (fiber product),cream (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5e2bfd2e-c3bd-526a-93a1-c64c48a1a7bc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:10517,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:10517/N,95a1097e-ff6d-5de3-a049-5b611167afc7,BE-ANN07/tk/000006068,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/95a1097e-ff6d-5de3-a049-5b611167afc7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:2039,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:2039/N,d306fa40-b680-5929-9af5-7e0f1721b6cb,BE-ANN07/tk/000000412,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d306fa40-b680-5929-9af5-7e0f1721b6cb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:5206,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:5206/N,0b8e1a7c-9a0f-508f-829d-acc0616f3bff,BE-ANN07/tk/000002439,tracing paper,brown (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0b8e1a7c-9a0f-508f-829d-acc0616f3bff,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:14807,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:14807/N,abc2a368-d2b7-581f-bc58-caa56df4eabb,BE-ANN07/tk/000010291,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/abc2a368-d2b7-581f-bc58-caa56df4eabb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:3501,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:3501/N,79bfb44f-2f01-5bbe-bc6c-3550eb7e1c1b,BE-ANN07/tk/000001214,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/79bfb44f-2f01-5bbe-bc6c-3550eb7e1c1b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:13012,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:13012/N,b7958a0c-1f74-5819-a452-ac37d722d9e8,BE-ANN07/tk/000008545,paper (fiber product),cream (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b7958a0c-1f74-5819-a452-ac37d722d9e8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:7811,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:7811/N,69eb4d05-a5c2-5c66-88e7-443a74a5f03b,BE-ANN07/tk/000004300,paper (fiber product),,K1,Letterenhuis,https://data.letterenhuis.be/ark:/24970/69eb4d05-a5c2-5c66-88e7-443a74a5f03b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:4694,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:4694/N,4e755f42-0f06-5649-9b9c-eec501e006b9,BE-ANN07/tk/000001969,tracing paper,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4e755f42-0f06-5649-9b9c-eec501e006b9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:3151,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:3151/N,e954b9ed-80c6-5eed-9e2d-a6b34c991da8,BE-ANN07/tk/000001026,tracing paper,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e954b9ed-80c6-5eed-9e2d-a6b34c991da8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:14387,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:14387/N,f66b0346-f14c-5d5c-a183-22fb3bbd60b8,BE-ANN07/tk/000009882,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f66b0346-f14c-5d5c-a183-22fb3bbd60b8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:13442,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:13442/N,80bd128b-5c7f-5ed6-8d67-2b0de702a108,BE-ANN07/tk/000008960,paper (fiber product),white (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/80bd128b-5c7f-5ed6-8d67-2b0de702a108,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:11185,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:11185/N,30889f19-eee9-5a7b-a68d-5ff7cf1d54a8,BE-ANN07/tk/000006727,paper (fiber product),cream (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/30889f19-eee9-5a7b-a68d-5ff7cf1d54a8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:1496,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:1496/N,274d75e0-d948-5194-86de-ff92739918f1,BE-ANN07/tk/000000130,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/274d75e0-d948-5194-86de-ff92739918f1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:12603,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:12603/N,6de8b7b6-64d2-5d09-a29f-e764e26ee68a,BE-ANN07/tk/000008140,paper (fiber product),cream (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6de8b7b6-64d2-5d09-a29f-e764e26ee68a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:13911,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:13911/N,691c0350-2508-5267-834c-0754671d36d9,BE-ANN07/tk/000009426,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/691c0350-2508-5267-834c-0754671d36d9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:7112,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:7112/N,78f93d9c-5026-5700-85dd-4355c9406883,BE-ANN07/tk/000003703,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/78f93d9c-5026-5700-85dd-4355c9406883,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:5085,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:5085/N,dbe50235-6944-5f58-b53a-1f3fc1e9e3c6,BE-ANN07/tk/000002340,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/dbe50235-6944-5f58-b53a-1f3fc1e9e3c6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:12253,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:12253/N,970caa7c-c870-5357-8235-4c550fd69b46,BE-ANN07/tk/000007794,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/970caa7c-c870-5357-8235-4c550fd69b46,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:10794,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:10794/N,4035762c-21fb-5985-910e-d1468d655077,BE-ANN07/tk/000006339,paper (fiber product),ivory (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4035762c-21fb-5985-910e-d1468d655077,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:11886,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:11886/N,6bcd0fc0-d93d-591c-86dc-c134160b5f90,BE-ANN07/tk/000007427,paper (fiber product),beige (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6bcd0fc0-d93d-591c-86dc-c134160b5f90,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:7057,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:7057/N,490b3e2e-736a-53f5-bed1-b92490bd6b68,BE-ANN07/tk/000003665,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/490b3e2e-736a-53f5-bed1-b92490bd6b68,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:1880,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:1880/N,00b6847c-acd9-576d-ab43-b916c3d3d745,BE-ANN07/tk/000000322,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/00b6847c-acd9-576d-ab43-b916c3d3d745,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:5590,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:5590/N,3806084e-d013-59ce-847c-fd2f8166eac9,BE-ANN07/tk/000002717,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3806084e-d013-59ce-847c-fd2f8166eac9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:2255,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:2255/N,58e3d599-a85e-511e-8501-1284529ccd91,BE-ANN07/tk/000000559,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/58e3d599-a85e-511e-8501-1284529ccd91,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:15083,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:15083/N,ac3a098e-38a5-5190-a470-316dd8c066d5,BE-ANN07/tk/000010559,paper (fiber product),white (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ac3a098e-38a5-5190-a470-316dd8c066d5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:12746,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:12746/N,04197e14-886e-5f85-807f-9ba2a0402221,BE-ANN07/tk/000008283,paper (fiber product),cream (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/04197e14-886e-5f85-807f-9ba2a0402221,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:13854,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:13854/N,e6790001-6bf6-55c0-84f6-ed89f6325709,BE-ANN07/tk/000009372,paper (fiber product),white (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e6790001-6bf6-55c0-84f6-ed89f6325709,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhtk:11869,Tekeningen,https://anet.be/record/opaclhobj/tg:lhtk:11869/N,ce3eda63-204c-5614-8ebe-ce9c624500f6,BE-ANN07/tk/000007409,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ce3eda63-204c-5614-8ebe-ce9c624500f6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
