Object Number,Record Type,URL,ResourceID,Reference Number,Status,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhhs:5092,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:5092/N,c69df43f-770b-54d0-8971-4f1304739459,BE-ANN07/hs/000004921,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c69df43f-770b-54d0-8971-4f1304739459,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:18649,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:18649/N,088ef9c1-91c2-5727-b665-34758ce87f81,BE-ANN07/hs/000017748,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/088ef9c1-91c2-5727-b665-34758ce87f81,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:2757,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:2757/N,7fa06cf3-3e55-5708-a3d3-c73017ae07a5,BE-ANN07/hs/000002625,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7fa06cf3-3e55-5708-a3d3-c73017ae07a5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:15581,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:15581/N,e3f74456-32ec-5d6a-938e-f9a0f84dc08d,BE-ANN07/hs/000014830,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e3f74456-32ec-5d6a-938e-f9a0f84dc08d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:12244,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:12244/N,0756d64f-5254-5d33-9026-1b2fd87b4ec9,BE-ANN07/hs/000011706,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0756d64f-5254-5d33-9026-1b2fd87b4ec9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:17416,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:17416/N,b786de25-fee9-57d5-86f1-885e4b3bec2f,BE-ANN07/hs/000016574,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b786de25-fee9-57d5-86f1-885e4b3bec2f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:20765,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:20765/N,f53ac3d3-282a-5d00-b692-ae2b3e35f2fe,BE-ANN07/hs/000019802,verbeterde drukproef,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f53ac3d3-282a-5d00-b692-ae2b3e35f2fe,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:5138,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:5138/N,6ed1aea1-1441-591b-b91b-0b0599bc6dee,BE-ANN07/hs/000004966,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6ed1aea1-1441-591b-b91b-0b0599bc6dee,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:7105,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:7105/N,b7dd0a97-dd9f-50f8-9bf3-90077f1de81c,BE-ANN07/hs/000006917,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b7dd0a97-dd9f-50f8-9bf3-90077f1de81c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:2307,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:2307/N,e4d4cdd5-9645-5344-8412-6da9106b800d,BE-ANN07/hs/000002221,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e4d4cdd5-9645-5344-8412-6da9106b800d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:18219,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:18219/N,3f9b4121-b684-5993-86d6-58a78f276440,BE-ANN07/hs/000017332,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3f9b4121-b684-5993-86d6-58a78f276440,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:13906,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:13906/N,28af77dd-fba0-5a31-b508-6f0cab40f587,BE-ANN07/hs/000013308,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/28af77dd-fba0-5a31-b508-6f0cab40f587,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:10629,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:10629/N,21cde1d8-3972-5fa6-9871-8800675ec850,BE-ANN07/hs/000010151,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/21cde1d8-3972-5fa6-9871-8800675ec850,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:12614,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:12614/N,f3b86e3a-0a4c-58da-838f-f642a957eb10,BE-ANN07/hs/000012066,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f3b86e3a-0a4c-58da-838f-f642a957eb10,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:15978,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:15978/N,13c632d0-fa5e-5363-9f05-2ef43448fa68,BE-ANN07/hs/000015223,typewriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/13c632d0-fa5e-5363-9f05-2ef43448fa68,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:17945,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:17945/N,28923cb6-0423-509e-b5f0-e69a056a76a7,BE-ANN07/hs/000017064,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/28923cb6-0423-509e-b5f0-e69a056a76a7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:16657,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:16657/N,e7e6cf69-b9bd-55d6-87e6-3e3fe48d08c5,BE-ANN07/hs/000015870,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e7e6cf69-b9bd-55d6-87e6-3e3fe48d08c5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:11192,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:11192/N,85093959-db78-598b-9be5-1b1393283043,BE-ANN07/hs/000010698,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/85093959-db78-598b-9be5-1b1393283043,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:6344,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:6344/N,c9f91e13-4028-5cf7-b959-d923fe6cb4c3,BE-ANN07/hs/000006158,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c9f91e13-4028-5cf7-b959-d923fe6cb4c3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:4379,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:4379/N,3561e09e-e352-5e6d-9918-a137405dd520,BE-ANN07/hs/000004211,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3561e09e-e352-5e6d-9918-a137405dd520,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:1481,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:1481/N,31b3b7e5-efe4-5232-9b3a-4b15a5da4ff1,BE-ANN07/hs/000001407,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/31b3b7e5-efe4-5232-9b3a-4b15a5da4ff1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:5991,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:5991/N,d698d8c3-9ee1-5262-8b81-0dea0e5311f8,BE-ANN07/hs/000005807,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d698d8c3-9ee1-5262-8b81-0dea0e5311f8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:3146,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:3146/N,d927a093-a5ef-5711-ac40-913e3508ad86,BE-ANN07/hs/000003007,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d927a093-a5ef-5711-ac40-913e3508ad86,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:4683,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:4683/N,e72189de-c20a-53e4-8654-12fbd5eee654,BE-ANN07/hs/000004513,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e72189de-c20a-53e4-8654-12fbd5eee654,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:13455,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:13455/N,6ee82b28-8108-517d-9459-f87067b78f8e,BE-ANN07/hs/000012880,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6ee82b28-8108-517d-9459-f87067b78f8e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:14390,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:14390/N,63e61ccc-3ba2-50b0-b3cf-2c39e18cf97e,BE-ANN07/hs/000013770,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/63e61ccc-3ba2-50b0-b3cf-2c39e18cf97e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:11468,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:11468/N,eed46f15-5dc9-5141-9095-905e28c51909,BE-ANN07/hs/000010965,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/eed46f15-5dc9-5141-9095-905e28c51909,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:16207,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:16207/N,ac59d74e-170b-59ad-a911-439209a407ac,BE-ANN07/hs/000015442,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ac59d74e-170b-59ad-a911-439209a407ac,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:7806,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:7806/N,4500f9ae-90e7-5722-83f6-6d0cfcd198bc,BE-ANN07/hs/000007616,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4500f9ae-90e7-5722-83f6-6d0cfcd198bc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:6714,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:6714/N,c89fa55e-58d5-506f-807b-12c4076b526b,BE-ANN07/hs/000006526,typewriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c89fa55e-58d5-506f-807b-12c4076b526b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:4729,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:4729/N,f89d8c52-1445-536a-9c36-432ab59198f4,BE-ANN07/hs/000004559,typewriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f89d8c52-1445-536a-9c36-432ab59198f4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:19408,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:19408/N,fc57e9f9-a56a-57cc-8042-a2d75eb1d64c,BE-ANN07/hs/000018485,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fc57e9f9-a56a-57cc-8042-a2d75eb1d64c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:3516,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:3516/N,df88ddbb-fb23-5ac1-a79c-2414793852a9,BE-ANN07/hs/000003369,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/df88ddbb-fb23-5ac1-a79c-2414793852a9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:13005,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:13005/N,7a6a686c-a5a2-5464-b10c-047c8ab0aafc,BE-ANN07/hs/000012441,typewriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7a6a686c-a5a2-5464-b10c-047c8ab0aafc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:11038,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:11038/N,a7a1a31d-5719-5a1f-95be-dff129128af2,BE-ANN07/hs/000010547,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a7a1a31d-5719-5a1f-95be-dff129128af2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:3003,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:3003/N,5fbf842c-09a1-5e98-87b5-998ccdee9f67,BE-ANN07/hs/000002865,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5fbf842c-09a1-5e98-87b5-998ccdee9f67,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:13510,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:13510/N,38830549-dfb5-5028-aac5-ded69aaa7098,BE-ANN07/hs/000012927,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/38830549-dfb5-5028-aac5-ded69aaa7098,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:17800,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:17800/N,a7b030f7-fa37-543e-aa00-aa87a2d0a26d,BE-ANN07/hs/000016921,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a7b030f7-fa37-543e-aa00-aa87a2d0a26d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:16712,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:16712/N,a64d435c-ca00-5c15-97d3-1b8f5b33620f,BE-ANN07/hs/000015923,typewriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a64d435c-ca00-5c15-97d3-1b8f5b33620f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:6201,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:6201/N,713d1477-4c34-5cba-aae9-5b87a7c9ab24,BE-ANN07/hs/000006015,typewriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/713d1477-4c34-5cba-aae9-5b87a7c9ab24,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:4396,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:4396/N,f1f268de-fbd6-5cf2-a9c9-df5e1d94c9f4,BE-ANN07/hs/000004228,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f1f268de-fbd6-5cf2-a9c9-df5e1d94c9f4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:3453,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:3453/N,cf9b8c2e-b098-5d6a-9bea-330e37782669,BE-ANN07/hs/000003307,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cf9b8c2e-b098-5d6a-9bea-330e37782669,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:15997,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:15997/N,948522c2-fca8-59de-af22-9269988fdd9e,BE-ANN07/hs/000015241,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/948522c2-fca8-59de-af22-9269988fdd9e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:14685,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:14685/N,f0302316-e3f2-5822-b95d-613bf1dee4ad,BE-ANN07/hs/000014037,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f0302316-e3f2-5822-b95d-613bf1dee4ad,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:13140,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:13140/N,5945ada7-11d8-5526-b0ea-f8ddd46fa0b0,BE-ANN07/hs/000012574,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5945ada7-11d8-5526-b0ea-f8ddd46fa0b0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:11487,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:11487/N,00c51ab2-b35f-5625-a0a5-c8caaa8733da,BE-ANN07/hs/000010984,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/00c51ab2-b35f-5625-a0a5-c8caaa8733da,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:16342,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:16342/N,715572b3-ae46-5a2e-a3cc-93f9bee720df,BE-ANN07/hs/000015569,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/715572b3-ae46-5a2e-a3cc-93f9bee720df,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:21031,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:21031/N,524f08bf-8884-5312-a32d-49b5718f1d81,BE-ANN07/hs/000020057,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/524f08bf-8884-5312-a32d-49b5718f1d81,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:7943,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:7943/N,a17e1cc8-ecdb-541b-bca7-b04193d13b20,BE-ANN07/hs/000007752,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a17e1cc8-ecdb-541b-bca7-b04193d13b20,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:1194,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:1194/N,f1a1c435-68e1-5e07-a1f9-1f4c36b99ad7,BE-ANN07/hs/000001130,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f1a1c435-68e1-5e07-a1f9-1f4c36b99ad7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:6651,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:6651/N,2395c702-7f81-5fa1-906f-5cc9c81c664f,BE-ANN07/hs/000006463,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2395c702-7f81-5fa1-906f-5cc9c81c664f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:3900,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:3900/N,c3123b2d-3807-5d62-b42f-5c5844bd8ca2,BE-ANN07/hs/000003742,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c3123b2d-3807-5d62-b42f-5c5844bd8ca2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:2612,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:2612/N,a4b26a92-0fce-520f-97d4-c1f5fdfcb0d5,BE-ANN07/hs/000002514,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a4b26a92-0fce-520f-97d4-c1f5fdfcb0d5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:12301,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:12301/N,65543526-1ae2-5924-987e-0eb049548c1b,BE-ANN07/hs/000011762,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/65543526-1ae2-5924-987e-0eb049548c1b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:20270,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:20270/N,ec2919a6-ee08-5bb0-b09a-84ad751d60bc,BE-ANN07/hs/000019326,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ec2919a6-ee08-5bb0-b09a-84ad751d60bc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:908,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:908/N,d7ac0921-2962-5595-ac04-60d66b0b17a1,BE-ANN07/hs/000000851,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d7ac0921-2962-5595-ac04-60d66b0b17a1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:17103,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:17103/N,d86eb515-309e-5304-a514-a556bc8356e8,BE-ANN07/hs/000016287,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d86eb515-309e-5304-a514-a556bc8356e8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:7410,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:7410/N,58645e43-a742-5434-a607-6aa7f05a113f,BE-ANN07/hs/000007222,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/58645e43-a742-5434-a607-6aa7f05a113f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:2242,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:2242/N,babd4797-f913-5f41-85b7-1c39ae237ca1,BE-ANN07/hs/000002157,verbeterde drukproef,Letterenhuis,https://data.letterenhuis.be/ark:/24970/babd4797-f913-5f41-85b7-1c39ae237ca1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:5587,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:5587/N,e3a5ef5b-d08a-5abe-94d9-2b96f94ef63e,BE-ANN07/hs/000005410,verbeterde drukproef,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e3a5ef5b-d08a-5abe-94d9-2b96f94ef63e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:13843,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:13843/N,e0b73de0-25eb-5767-b8c1-ecc0d2845644,BE-ANN07/hs/000013245,typewriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e0b73de0-25eb-5767-b8c1-ecc0d2845644,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:12751,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:12751/N,00dfbe0b-118c-50b3-8204-41b363e9aa3b,BE-ANN07/hs/000012195,verbeterde drukproef,Letterenhuis,https://data.letterenhuis.be/ark:/24970/00dfbe0b-118c-50b3-8204-41b363e9aa3b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:15094,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:15094/N,fb2142c5-9797-588b-b82d-3db674a8d056,BE-ANN07/hs/000014391,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fb2142c5-9797-588b-b82d-3db674a8d056,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:17553,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:17553/N,19188355-e0ec-5fc2-8885-944243979694,BE-ANN07/hs/000016700,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/19188355-e0ec-5fc2-8885-944243979694,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:10296,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:10296/N,d35f40ba-c740-5460-a6f0-388ac577b04e,BE-ANN07/hs/000009829,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d35f40ba-c740-5460-a6f0-388ac577b04e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:20620,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:20620/N,fafd2e3a-471c-5233-8860-08e6be5130fc,BE-ANN07/hs/000019666,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fafd2e3a-471c-5233-8860-08e6be5130fc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:1897,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:1897/N,cf15024e-4b2c-523a-a60c-ab7eb221d5b2,BE-ANN07/hs/000001816,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cf15024e-4b2c-523a-a60c-ab7eb221d5b2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:7040,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:7040/N,739ef882-25e4-53db-a835-710dfe125be1,BE-ANN07/hs/000006852,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/739ef882-25e4-53db-a835-710dfe125be1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:288,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:288/N,fcef556e-34f2-594b-bf5e-f3e2fd2016f7,BE-ANN07/hs/000000276,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fcef556e-34f2-594b-bf5e-f3e2fd2016f7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:9377,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:9377/N,10e8ebae-ffa8-56f8-bc3a-dea187f79e58,BE-ANN07/hs/000009054,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/10e8ebae-ffa8-56f8-bc3a-dea187f79e58,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:13269,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:13269/N,e3c8c1cd-29b0-5087-a99b-0a20bdef6cc5,BE-ANN07/hs/000012699,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e3c8c1cd-29b0-5087-a99b-0a20bdef6cc5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:16591,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:16591/N,d0f7692e-ec7a-5dec-9e4c-5b08697a7f46,BE-ANN07/hs/000015804,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d0f7692e-ec7a-5dec-9e4c-5b08697a7f46,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:1747,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:1747/N,d99c6346-ebf0-54dc-af1e-72e430da0145,BE-ANN07/hs/000001670,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d99c6346-ebf0-54dc-af1e-72e430da0145,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:6082,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:6082/N,5ec234e2-7dba-56d2-9892-f9d38ab817af,BE-ANN07/hs/000005898,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5ec234e2-7dba-56d2-9892-f9d38ab817af,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:18976,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:18976/N,dc5e9762-6ddf-59f1-91bd-dd375549e169,BE-ANN07/hs/000018068,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/dc5e9762-6ddf-59f1-91bd-dd375549e169,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
