ResourceID,brocade.id,card,order,Format Unit Type,Format Number Type,Page Numbers,Sheet Numbers,Format Unit Qualifier
9720d776-2b34-5470-814f-906a74a1cbf4,tg:lhhs:12435,Formats,1,sheets,total,,40,
9720d776-2b34-5470-814f-906a74a1cbf4,tg:lhhs:12435,Formats,1,pages,written,80,,
71fcc02e-6c9b-5dc7-a5ec-c23bbe4bbf3e,tg:lhhs:10408,Formats,1,sheets,total,,41,
71fcc02e-6c9b-5dc7-a5ec-c23bbe4bbf3e,tg:lhhs:10408,Formats,1,pages,written,41,,
5b190e90-c768-5398-a27b-8dccea3b96ff,tg:lhhs:2126,Formats,1,sheets,total,,3,
5b190e90-c768-5398-a27b-8dccea3b96ff,tg:lhhs:2126,Formats,1,pages,written,3,,
7e74fc20-ff93-53ef-ba88-78faa1c01207,tg:lhhs:18038,Formats,1,sheets,total,,17,
7e74fc20-ff93-53ef-ba88-78faa1c01207,tg:lhhs:18038,Formats,1,pages,written,19,,
8bdff66f-4c20-527a-8d64-7fda47291fa0,tg:lhhs:18891,Formats,1,sheets,total,,14,
8bdff66f-4c20-527a-8d64-7fda47291fa0,tg:lhhs:18891,Formats,1,pages,written,14,,
3a6f2edd-79ac-55e0-af79-8458e2d852ab,tg:lhhs:4158,Formats,1,pages,written,165,,
c7fc339a-ac52-5977-bc44-00c5ee7a28aa,tg:lhhs:19783,Formats,1,pages,written,1,,
72b601a6-d9c7-5092-ac38-fa4380e489d8,tg:lhhs:6165,Formats,1,pages,written,1,,
8faa59e4-6f75-577e-96a3-84096b850048,tg:lhhs:20817,Formats,1,sheets,total,,55,
8faa59e4-6f75-577e-96a3-84096b850048,tg:lhhs:20817,Formats,1,pages,written,55,,
5fd3d2ab-850e-595a-8f82-f42094d577c8,tg:lhhs:16476,Formats,1,sheets,total,,33,
5fd3d2ab-850e-595a-8f82-f42094d577c8,tg:lhhs:16476,Formats,1,pages,written,33,,
91fa0649-44ef-5677-a9bd-63c2ca3d8aa7,tg:lhhs:12966,Formats,1,sheets,total,,2,
91fa0649-44ef-5677-a9bd-63c2ca3d8aa7,tg:lhhs:12966,Formats,1,pages,written,2,,
d31d55fd-af49-5e67-9e26-4ebf8b195a2d,tg:lhhs:8878,Formats,1,sheets,total,,40,
d31d55fd-af49-5e67-9e26-4ebf8b195a2d,tg:lhhs:8878,Formats,1,pages,written,40,,
51996a47-2467-5d9e-9862-5e6f03788d63,tg:lhhs:11649,Formats,1,sheets,total,,8,
51996a47-2467-5d9e-9862-5e6f03788d63,tg:lhhs:11649,Formats,1,pages,written,8,,
b4db3d68-f93a-55d7-b5ef-d5814f071784,tg:lhhs:13674,Formats,1,sheets,total,,3,
b4db3d68-f93a-55d7-b5ef-d5814f071784,tg:lhhs:13674,Formats,1,pages,written,3,,
dba8a7ae-e367-5469-92c3-ac7dc913aeac,tg:lhhs:3367,Formats,1,sheets,total,,36,ca
dba8a7ae-e367-5469-92c3-ac7dc913aeac,tg:lhhs:3367,Formats,1,pages,written,66,,
33643658-a2d8-57a6-bc63-f8ca40dd5363,tg:lhhs:19279,Formats,1,sheets,total,,5,
33643658-a2d8-57a6-bc63-f8ca40dd5363,tg:lhhs:19279,Formats,1,pages,written,5,,
6e62c5f9-626a-516c-9fbb-c5730f10499c,tg:lhhs:4508,Formats,1,sheets,total,,1,
6e62c5f9-626a-516c-9fbb-c5730f10499c,tg:lhhs:4508,Formats,1,pages,written,2,,
ac4ab677-84db-5dd9-af17-3ca9c47a6197,tg:lhhs:6535,Formats,1,sheets,total,,1,
27baa694-960f-50bf-8251-d3c4b5cc9d07,tg:lhhs:16026,Formats,1,sheets,total,,60,
27baa694-960f-50bf-8251-d3c4b5cc9d07,tg:lhhs:16026,Formats,1,pages,written,60,,
74327130-bfae-5595-93cd-3159ac442a95,tg:lhhs:11219,Formats,1,sheets,total,,3,
74327130-bfae-5595-93cd-3159ac442a95,tg:lhhs:11219,Formats,1,pages,written,5,,
16a37e2b-5aa6-5011-b4ef-5a119f4d1d2c,tg:lhhs:13224,Formats,1,sheets,total,,3,
16a37e2b-5aa6-5011-b4ef-5a119f4d1d2c,tg:lhhs:13224,Formats,1,pages,written,3,,
1807e67a-6e5a-5ba0-be7e-90c4f74d4325,tg:lhhs:2825,Formats,1,sheets,total,,21,
45d2f8d5-5cfd-50d2-867a-d9ff9ec26040,tg:lhhs:19629,Formats,1,sheets,total,,1,
45d2f8d5-5cfd-50d2-867a-d9ff9ec26040,tg:lhhs:19629,Formats,1,pages,written,1,,
e360b1a0-0bf3-50d8-9687-135e3d36deb0,tg:lhhs:3737,Formats,1,sheets,total,,15,
e360b1a0-0bf3-50d8-9687-135e3d36deb0,tg:lhhs:3737,Formats,1,pages,written,10,,
03195429-c200-57f6-97ff-6247e9bf028e,tg:lhhs:12823,Formats,1,sheets,total,,6,
03195429-c200-57f6-97ff-6247e9bf028e,tg:lhhs:12823,Formats,1,pages,written,6,,
dead18ca-d9f0-5c39-ae14-14cd399ffbc3,tg:lhhs:13731,Formats,1,sheets,total,,7,
dead18ca-d9f0-5c39-ae14-14cd399ffbc3,tg:lhhs:13731,Formats,1,pages,written,7,,
26b4afc2-bebf-578e-b855-f4debf40abcb,tg:lhhs:3222,Formats,1,sheets,total,,1,
13122830-7d35-5b45-9986-3c391e7eb0f1,tg:lhhs:6020,Formats,1,sheets,total,,3,
dcf9eb46-4760-50aa-8dd1-8934accaa065,tg:lhhs:16533,Formats,1,sheets,total,,2,
dcf9eb46-4760-50aa-8dd1-8934accaa065,tg:lhhs:16533,Formats,1,pages,written,2,,
5fc234c5-94f4-5e57-9f6a-680199c9665b,tg:lhhs:20952,Formats,1,sheets,total,,3,
5fc234c5-94f4-5e57-9f6a-680199c9665b,tg:lhhs:20952,Formats,1,pages,written,3,,
6555e5a9-e900-5c80-bf33-1665111d3ddb,tg:lhhs:13361,Formats,1,sheets,total,,2,
6555e5a9-e900-5c80-bf33-1665111d3ddb,tg:lhhs:13361,Formats,1,pages,written,2,,
d9440797-70f0-58a3-be2e-5a6acbb07cd6,tg:lhhs:16499,Formats,1,sheets,total,,47,
d9440797-70f0-58a3-be2e-5a6acbb07cd6,tg:lhhs:16499,Formats,1,pages,written,47,,
7f27f378-e3a8-57f5-baf9-98071f45ab46,tg:lhhs:380,Formats,1,sheets,total,,1,
7f27f378-e3a8-57f5-baf9-98071f45ab46,tg:lhhs:380,Formats,1,pages,written,2,,
df463c3f-8531-548a-8a57-2e1ed07b5511,tg:lhhs:2960,Formats,1,sheets,total,,1,
df463c3f-8531-548a-8a57-2e1ed07b5511,tg:lhhs:2960,Formats,1,pages,written,2,,
e722060b-9fd7-51c5-baf3-2bf65a479c92,tg:lhhs:3672,Formats,1,sheets,total,,29,
e722060b-9fd7-51c5-baf3-2bf65a479c92,tg:lhhs:3672,Formats,1,pages,written,56,,
cc7ac48b-f4aa-56c1-9372-d34f2fa8bc3c,tg:lhhs:3388,Formats,1,pages,written,30,,
5ccc3368-9d80-5ab4-8429-e8fd82341755,tg:lhhs:19296,Formats,1,pages,written,8,,
2d6fe650-d5be-59c7-a8d2-359caa63d038,tg:lhhs:6470,Formats,1,sheets,total,,173,
2d6fe650-d5be-59c7-a8d2-359caa63d038,tg:lhhs:6470,Formats,1,pages,written,172,,
0d61f417-1a67-53f8-999e-1afef425d19e,tg:lhhs:12989,Formats,1,sheets,total,,150,ca
0d61f417-1a67-53f8-999e-1afef425d19e,tg:lhhs:12989,Formats,1,pages,written,300,,
1e67d21a-daa2-58c7-bd7e-f4ff3296a223,tg:lhhs:8897,Formats,1,sheets,total,,60,
1e67d21a-daa2-58c7-bd7e-f4ff3296a223,tg:lhhs:8897,Formats,1,pages,written,61,,
3cfef440-96e3-556f-8e6a-77bd7af57dc9,tg:lhhs:16163,Formats,1,sheets,total,,2,
3cfef440-96e3-556f-8e6a-77bd7af57dc9,tg:lhhs:16163,Formats,1,pages,written,2,,
d9a67192-3468-5ecd-aa23-f425db8fad2c,tg:lhhs:12120,Formats,1,sheets,total,,7,
d9a67192-3468-5ecd-aa23-f425db8fad2c,tg:lhhs:12120,Formats,1,pages,written,7,,
5faf39d5-95ae-5994-8076-21df5df2b26e,tg:lhhs:2433,Formats,1,sheets,total,,3,
5faf39d5-95ae-5994-8076-21df5df2b26e,tg:lhhs:2433,Formats,1,pages,written,3,,
72484174-0a37-573f-9f72-f07dfcbeb03d,tg:lhhs:6923,Formats,1,sheets,total,,8,
72484174-0a37-573f-9f72-f07dfcbeb03d,tg:lhhs:6923,Formats,1,pages,written,16,,
c4367889-08c9-57a3-93dd-40638e554717,tg:lhhs:7631,Formats,1,sheets,total,,2,
c4367889-08c9-57a3-93dd-40638e554717,tg:lhhs:7631,Formats,1,pages,written,2,,
4dc7b30a-d8ad-51c9-8640-7344b609fbb3,tg:lhhs:17322,Formats,1,sheets,total,,1,
4dc7b30a-d8ad-51c9-8640-7344b609fbb3,tg:lhhs:17322,Formats,1,pages,written,2,,
381eee4f-365c-56ac-9a16-5d4de7c9c131,tg:lhhs:20051,Formats,1,sheets,total,,48,
381eee4f-365c-56ac-9a16-5d4de7c9c131,tg:lhhs:20051,Formats,1,pages,written,48,,
67729ea8-67bd-51c6-99ca-8676d6c922f0,tg:lhhs:12570,Formats,1,sheets,total,,241,
67729ea8-67bd-51c6-99ca-8676d6c922f0,tg:lhhs:12570,Formats,1,pages,written,241,,
992ce359-e851-5560-87d2-c093df2d10d1,tg:lhhs:17288,Formats,1,sheets,total,,2,
992ce359-e851-5560-87d2-c093df2d10d1,tg:lhhs:17288,Formats,1,pages,written,2,,
4454be31-ca49-59b7-9431-514a29028a3a,tg:lhhs:6889,Formats,1,sheets,total,,1,
4454be31-ca49-59b7-9431-514a29028a3a,tg:lhhs:6889,Formats,1,pages,written,1,,
7ac96b27-70f6-5aef-a131-466140247e82,tg:lhhs:2063,Formats,1,sheets,total,,300,ca
7ac96b27-70f6-5aef-a131-466140247e82,tg:lhhs:2063,Formats,1,pages,written,81,,
107c320e-140a-5a25-9275-c4e0ce5a1928,tg:lhhs:18487,Formats,1,sheets,total,,36,
107c320e-140a-5a25-9275-c4e0ce5a1928,tg:lhhs:18487,Formats,1,pages,written,44,,
81307503-0a0f-5b83-bcf5-eb0526cc758f,tg:lhhs:2599,Formats,1,sheets,total,,3,
81307503-0a0f-5b83-bcf5-eb0526cc758f,tg:lhhs:2599,Formats,1,pages,written,3,,
d3d525cd-e704-5c00-9a71-af43b8cc7e6f,tg:lhhs:7261,Formats,1,sheets,total,,8,
e1447e40-1e1a-53f8-add9-a4d02ef2713a,tg:lhhs:20401,Formats,1,sheets,total,,3,
e1447e40-1e1a-53f8-add9-a4d02ef2713a,tg:lhhs:20401,Formats,1,pages,written,4,,
2d8436df-e4b0-5a61-97eb-e28b9376eb31,tg:lhhs:8194,Formats,1,sheets,total,,10,
2d8436df-e4b0-5a61-97eb-e28b9376eb31,tg:lhhs:8194,Formats,1,pages,written,10,,
be4d8a9d-4195-5540-8eba-17de2ccfb7ce,tg:lhhs:19445,Formats,1,sheets,total,,20,ca
be4d8a9d-4195-5540-8eba-17de2ccfb7ce,tg:lhhs:19445,Formats,1,pages,written,40,,
fe686a51-21f5-58f4-9993-ee6c6a349761,tg:lhhs:1566,Formats,1,sheets,total,,14,
fe686a51-21f5-58f4-9993-ee6c6a349761,tg:lhhs:1566,Formats,1,pages,written,14,,
d19f5112-5ed7-534c-841e-d2049400da27,tg:lhhs:9156,Formats,1,sheets,total,,157,
d19f5112-5ed7-534c-841e-d2049400da27,tg:lhhs:9156,Formats,1,pages,written,157,,
dc539d88-d71c-5099-b556-de9d72153125,tg:lhhs:13048,Formats,1,sheets,total,,38,
dc539d88-d71c-5099-b556-de9d72153125,tg:lhhs:13048,Formats,1,pages,written,38,,
0f72258c-9074-5776-9230-4d74d5c24042,tg:lhhs:11075,Formats,1,sheets,total,,110,
0f72258c-9074-5776-9230-4d74d5c24042,tg:lhhs:11075,Formats,1,pages,written,110,,
31a33b61-3c40-5f40-a3e5-90b576b9c340,tg:lhhs:21139,Formats,1,pages,written,1,,
0a4b5882-ccc8-54d1-a3ed-3268afbc1aee,tg:lhhs:14277,Formats,1,sheets,total,,16,
0a4b5882-ccc8-54d1-a3ed-3268afbc1aee,tg:lhhs:14277,Formats,1,pages,written,16,,
3a1dd281-53e4-5049-88f8-ee08298b6452,tg:lhhs:6759,Formats,1,sheets,total,,1,
22221a53-e892-5db5-af5f-34e2da93785d,tg:lhhs:4764,Formats,1,sheets,total,,10,
22221a53-e892-5db5-af5f-34e2da93785d,tg:lhhs:4764,Formats,1,pages,written,11,,
c1bcbae0-6f4c-5f63-8977-0ce9ff1ad4e6,tg:lhhs:5876,Formats,1,sheets,total,,2,
5f5e7b2e-5e0f-52fa-bfe9-735549a0ee5d,tg:lhhs:19015,Formats,1,pages,written,55,,
d001a0d7-89e1-5478-8869-32abb416ee3a,tg:lhhs:1136,Formats,1,sheets,total,,1,
d001a0d7-89e1-5478-8869-32abb416ee3a,tg:lhhs:1136,Formats,1,pages,written,1,,
76c2a474-755c-5633-8de6-b78a03295929,tg:lhhs:21093,Formats,1,sheets,total,,5,
76c2a474-755c-5633-8de6-b78a03295929,tg:lhhs:21093,Formats,1,pages,written,5,,
b15498c3-9366-5db1-b1b2-7590ffda8cc3,tg:lhhs:13418,Formats,1,sheets,total,,24,
b15498c3-9366-5db1-b1b2-7590ffda8cc3,tg:lhhs:13418,Formats,1,pages,written,24,,
30516a6a-ea53-55c8-8a7d-f24451b904b0,tg:lhhs:11425,Formats,1,sheets,total,,6,
30516a6a-ea53-55c8-8a7d-f24451b904b0,tg:lhhs:11425,Formats,1,pages,written,6,,
7ab8d5c6-63a0-5d4d-ad02-776a0ebe711e,tg:lhhs:14627,Formats,1,sheets,total,,71,
7ab8d5c6-63a0-5d4d-ad02-776a0ebe711e,tg:lhhs:14627,Formats,1,pages,written,71,,
8d1f20bd-1e82-55cf-afe0-b425c4438f9d,tg:lhhs:15935,Formats,1,sheets,total,,15,
49e2b42a-a1f4-5dab-b2c1-7fa24d30c6f3,tg:lhhs:17908,Formats,1,pages,written,21 + 19,,
691e7cfa-f1d0-5c9d-b09c-c6abc299fd0c,tg:lhhs:6309,Formats,1,sheets,total,,2,
691e7cfa-f1d0-5c9d-b09c-c6abc299fd0c,tg:lhhs:6309,Formats,1,pages,written,4,,
d9bfb8f1-95f6-5f84-808a-8dcd5287ce45,tg:lhhs:4334,Formats,1,sheets,total,,69,ca
d9bfb8f1-95f6-5f84-808a-8dcd5287ce45,tg:lhhs:4334,Formats,1,pages,written,69,,
f6ce3d34-c23b-5952-8835-0289b5d93b7d,tg:lhhs:10664,Formats,1,sheets,total,,6,
f6ce3d34-c23b-5952-8835-0289b5d93b7d,tg:lhhs:10664,Formats,1,pages,written,6,,
24c71e1a-c167-526e-b7e5-a5940cc54832,tg:lhhs:12659,Formats,1,sheets,total,,25,
24c71e1a-c167-526e-b7e5-a5940cc54832,tg:lhhs:12659,Formats,1,pages,written,50,,
b537d587-a02f-56c2-a5ca-e83dd48249fc,tg:lhhs:9855,Formats,1,sheets,total,,8,
b537d587-a02f-56c2-a5ca-e83dd48249fc,tg:lhhs:9855,Formats,1,pages,written,8,,
ce2fc853-d31c-5938-85f7-d4660f7f4a2f,tg:lhhs:11976,Formats,1,sheets,total,,90,
ce2fc853-d31c-5938-85f7-d4660f7f4a2f,tg:lhhs:11976,Formats,1,pages,written,90,,
39171d05-5676-5651-8597-3ce721320cf2,tg:lhhs:20728,Formats,1,sheets,total,,3,
39171d05-5676-5651-8597-3ce721320cf2,tg:lhhs:20728,Formats,1,pages,written,3,,
508f9a82-a73a-54df-9a20-9b97a460e324,tg:lhhs:15466,Formats,1,sheets,total,,344,
508f9a82-a73a-54df-9a20-9b97a460e324,tg:lhhs:15466,Formats,1,pages,written,344,,
119f3b38-e0da-5ab0-884b-d6fdc6087dc1,tg:lhhs:5175,Formats,1,pages,written,1,,
ebf62b25-a9b0-57a8-8bc6-816f27fae2fa,tg:lhhs:7148,Formats,1,pages,written,1,,
7d23b11b-0137-53eb-86f6-eb4298bf36ac,tg:lhhs:18604,Formats,1,sheets,total,,3,
7d23b11b-0137-53eb-86f6-eb4298bf36ac,tg:lhhs:18604,Formats,1,pages,written,6,,
9aa407a4-7959-55ad-b9ba-e5617ca0bdfb,tg:lhhs:19916,Formats,1,sheets,total,,14 + 33,
9aa407a4-7959-55ad-b9ba-e5617ca0bdfb,tg:lhhs:19916,Formats,1,pages,written,14 + 33,,
d12973ce-1ad6-5838-94f4-340fc5db1430,tg:lhhs:3808,Formats,1,pages,written,5,,
07be44ee-051b-560d-9bcf-43a04ed6b213,tg:lhhs:1835,Formats,1,sheets,total,,4,
c830679f-facc-51e9-9930-e1cb6ee07c22,tg:lhhs:10234,Formats,1,sheets,total,,2,
c830679f-facc-51e9-9930-e1cb6ee07c22,tg:lhhs:10234,Formats,1,pages,written,4,,
f4d4ca7f-9273-598c-b28a-f429b9df33a6,tg:lhhs:8317,Formats,1,sheets,total,,8,
f4d4ca7f-9273-598c-b28a-f429b9df33a6,tg:lhhs:8317,Formats,1,pages,written,8,,
92270524-ac41-5d77-91fe-27e759bea213,tg:lhhs:15036,Formats,1,sheets,total,,118,
92368c61-8191-5c65-a49c-3d9bef272ae4,tg:lhhs:20378,Formats,1,sheets,total,,42,
92368c61-8191-5c65-a49c-3d9bef272ae4,tg:lhhs:20378,Formats,1,pages,written,83,,
d7ab34e2-0bf9-5bc3-b28f-59da43d029c7,tg:lhhs:800,Formats,1,pages,written,66,,
cc601362-bd1c-572a-a048-5e232515c196,tg:lhhs:5525,Formats,1,sheets,total,,2,
56b797c0-cbfb-5120-aa33-0151cff13880,tg:lhhs:7518,Formats,1,sheets,total,,2,
56b797c0-cbfb-5120-aa33-0151cff13880,tg:lhhs:7518,Formats,1,pages,written,2,,
1cb04db7-c2ee-5250-aa69-5eb64badd111,tg:lhhs:15523,Formats,1,sheets,total,,20,ca
676d27e1-e3aa-50aa-a43c-0fde622fa961,tg:lhhs:5030,Formats,1,sheets,total,,31,
676d27e1-e3aa-50aa-a43c-0fde622fa961,tg:lhhs:5030,Formats,1,pages,written,36,,
d1c8e7fd-545a-530d-8f43-99c766c0019b,tg:lhhs:18311,Formats,1,sheets,total,,69,
d1c8e7fd-545a-530d-8f43-99c766c0019b,tg:lhhs:18311,Formats,1,pages,written,77,,
06120f48-eb7e-5523-92aa-5ff3948e0049,tg:lhhs:8602,Formats,1,sheets,total,,1,
06120f48-eb7e-5523-92aa-5ff3948e0049,tg:lhhs:8602,Formats,1,pages,written,1,,
bfaf8ae5-6f46-5d88-96e3-287685e41843,tg:lhhs:10721,Formats,1,sheets,total,,4,
bfaf8ae5-6f46-5d88-96e3-287685e41843,tg:lhhs:10721,Formats,1,pages,written,4,,
d1d12530-cd1a-5a7e-880e-ebf6167af8c5,tg:lhhs:11833,Formats,1,sheets,total,,118,
d1d12530-cd1a-5a7e-880e-ebf6167af8c5,tg:lhhs:11833,Formats,1,pages,written,118,,
ce2e6568-f32d-591e-b11e-3b745ad62585,tg:lhhs:20397,Formats,1,sheets,total,,210,ca
ce2e6568-f32d-591e-b11e-3b745ad62585,tg:lhhs:20397,Formats,1,pages,written,400,,
1757a2ab-0632-58fc-9f57-5d7cbec08595,tg:lhhs:9910,Formats,1,sheets,total,,20,
1757a2ab-0632-58fc-9f57-5d7cbec08595,tg:lhhs:9910,Formats,1,pages,written,20,,
3e2fb151-7b16-5aae-b574-20e1d1b008df,tg:lhhs:15173,Formats,1,sheets,total,,5,
ca2a309d-a45e-5f44-9365-e3e520fb5a84,tg:lhhs:11999,Formats,1,sheets,total,,3,
ca2a309d-a45e-5f44-9365-e3e520fb5a84,tg:lhhs:11999,Formats,1,pages,written,3,,
39b40876-914b-50ce-b51b-018a0de72c7c,tg:lhhs:945,Formats,1,sheets,total,,5,
91728d9f-15c3-5310-aede-4ce302f3d209,tg:lhhs:5460,Formats,1,pages,written,34,,
77294bf6-0d08-5285-a68e-9525f97c02ba,tg:lhhs:18741,Formats,1,sheets,total,,1,
77294bf6-0d08-5285-a68e-9525f97c02ba,tg:lhhs:18741,Formats,1,pages,written,2,,
da1f5a8c-1171-5afc-997d-75a7452d094a,tg:lhhs:1970,Formats,1,sheets,total,,3,
da1f5a8c-1171-5afc-997d-75a7452d094a,tg:lhhs:1970,Formats,1,pages,written,3,,
9d43254f-1e87-5bd2-87d6-853aae2caa82,tg:lhhs:19853,Formats,1,sheets,total,,3,
9d43254f-1e87-5bd2-87d6-853aae2caa82,tg:lhhs:19853,Formats,1,pages,written,3,,
a4760fab-9d47-589e-9445-1ce1f7103b90,tg:lhhs:8252,Formats,1,sheets,total,,1,
a4760fab-9d47-589e-9445-1ce1f7103b90,tg:lhhs:8252,Formats,1,pages,written,2,,
8535bddc-dbd3-5e53-b834-950963c633ec,tg:lhhs:15489,Formats,1,sheets,total,,1,
8535bddc-dbd3-5e53-b834-950963c633ec,tg:lhhs:15489,Formats,1,pages,written,1,,
bf7a5d65-90e5-50ae-af4a-ecd748602ace,tg:lhhs:10371,Formats,1,sheets,total,,3,
bf7a5d65-90e5-50ae-af4a-ecd748602ace,tg:lhhs:10371,Formats,1,pages,written,3,,
4c740bea-02a5-57dd-9d45-c2e3fec46ac7,tg:lhhs:416,Formats,1,sheets,total,,40,
53092e44-9cb8-52eb-be1b-7a1475a663b1,tg:lhhs:14332,Formats,1,sheets,total,,231,
53092e44-9cb8-52eb-be1b-7a1475a663b1,tg:lhhs:14332,Formats,1,pages,written,229,,
79c32761-16e8-5f45-b2a9-e955e3bce252,tg:lhhs:4621,Formats,1,sheets,total,,1,
7ca4c802-5846-5234-aa94-baa675fa3cc0,tg:lhhs:5933,Formats,1,pages,written,1,,
f1347269-4480-5ff8-83a5-46132a1c2a95,tg:lhhs:1423,Formats,1,sheets,total,,11,
f1347269-4480-5ff8-83a5-46132a1c2a95,tg:lhhs:1423,Formats,1,pages,written,11,,
dd1c0b52-7746-5a37-bda9-d2242f082257,tg:lhhs:19500,Formats,1,sheets,total,,54,
dd1c0b52-7746-5a37-bda9-d2242f082257,tg:lhhs:19500,Formats,1,pages,written,54,,
27dc56f8-1663-561a-8e46-e8f4e3684b3b,tg:lhhs:11130,Formats,1,sheets,total,,1,
27dc56f8-1663-561a-8e46-e8f4e3684b3b,tg:lhhs:11130,Formats,1,pages,written,3,,
9d38ef93-8e4c-5003-acea-7142cd537338,tg:lhhs:4271,Formats,1,sheets,total,,1,
8e9c0733-7a45-568f-893b-73fc0ebe59ba,tg:lhhs:1589,Formats,1,sheets,total,,12,
8e9c0733-7a45-568f-893b-73fc0ebe59ba,tg:lhhs:1589,Formats,1,pages,written,12,,
ddd921a7-45c3-526a-b5d1-a65978202747,tg:lhhs:1073,Formats,1,pages,written,125,,
0389cb37-ffd0-5bf6-8b38-2bc041e19b90,tg:lhhs:19150,Formats,1,sheets,total,,1,
0389cb37-ffd0-5bf6-8b38-2bc041e19b90,tg:lhhs:19150,Formats,1,pages,written,2,,
557f834d-5dfd-560c-822d-b0b51d1b2202,tg:lhhs:5899,Formats,1,sheets,total,,1,
9d27326f-ae9d-5f45-8e98-c37f1e94951b,tg:lhhs:11560,Formats,1,sheets,total,,12,
9d27326f-ae9d-5f45-8e98-c37f1e94951b,tg:lhhs:11560,Formats,1,pages,written,12,,
0f7d593e-7312-54b9-af0d-9a8c7059c85d,tg:lhhs:9443,Formats,1,sheets,total,,9,
0f7d593e-7312-54b9-af0d-9a8c7059c85d,tg:lhhs:9443,Formats,1,pages,written,9,,
909fa7dc-9107-50c9-b039-54e30cade1f9,tg:lhhs:1264,Formats,1,sheets,total,,2,
909fa7dc-9107-50c9-b039-54e30cade1f9,tg:lhhs:1264,Formats,1,pages,written,4,,
6bba0ec7-4af8-5078-8b6a-fd8e2574b304,tg:lhhs:3259,Formats,1,sheets,total,,7,
dd1ae36a-9147-5e75-884d-622c1f82b02f,tg:lhhs:19347,Formats,1,sheets,total,,5,
dd1ae36a-9147-5e75-884d-622c1f82b02f,tg:lhhs:19347,Formats,1,pages,written,8,,
5c9c2f9c-1b60-5e2a-b588-bd600033ec6a,tg:lhhs:12858,Formats,1,sheets,total,,13,
5c9c2f9c-1b60-5e2a-b588-bd600033ec6a,tg:lhhs:12858,Formats,1,pages,written,13,,
72bb5dbc-c20b-5f02-ba5c-c21d4e761b33,tg:lhhs:8946,Formats,1,sheets,total,,236,
72bb5dbc-c20b-5f02-ba5c-c21d4e761b33,tg:lhhs:8946,Formats,1,pages,written,236,,
6fc4c8ed-01ca-5b58-b6ae-ebb8dad5abdf,tg:lhhs:10865,Formats,1,sheets,total,,3,
6fc4c8ed-01ca-5b58-b6ae-ebb8dad5abdf,tg:lhhs:10865,Formats,1,pages,written,10,,
5001d9f2-6d9c-5765-9e3c-bc06ed85cc02,tg:lhhs:11777,Formats,1,sheets,total,,62,
5001d9f2-6d9c-5765-9e3c-bc06ed85cc02,tg:lhhs:11777,Formats,1,pages,written,62,,
6d8083e6-6b01-5ecc-bcba-6ee17afff80d,tg:lhhs:9654,Formats,1,sheets,total,,1,
6d8083e6-6b01-5ecc-bcba-6ee17afff80d,tg:lhhs:9654,Formats,1,pages,written,1,,
547b8190-5e57-5071-8eca-9af122bbbf99,tg:lhhs:251,Formats,1,sheets,total,,200,
547b8190-5e57-5071-8eca-9af122bbbf99,tg:lhhs:251,Formats,1,pages,written,400,,
a90e9179-939e-518e-8077-fc811b7aba54,tg:lhhs:14575,Formats,1,sheets,total,,1,
a90e9179-939e-518e-8077-fc811b7aba54,tg:lhhs:14575,Formats,1,pages,written,1,,
bb4d9f80-fbe7-570a-bd7d-45e0abc8e0f6,tg:lhhs:16548,Formats,1,sheets,total,,1,
bb4d9f80-fbe7-570a-bd7d-45e0abc8e0f6,tg:lhhs:16548,Formats,1,pages,written,1,,
8877357b-033e-5a96-94a2-5fc6bdb4a455,tg:lhhs:4066,Formats,1,sheets,total,,2,
b6cc8c1c-ff00-5c72-b3e5-b45a1f103a67,tg:lhhs:18805,Formats,1,sheets,total,,3,
b6cc8c1c-ff00-5c72-b3e5-b45a1f103a67,tg:lhhs:18805,Formats,1,pages,written,7,,
2e128a16-3c39-5962-9409-11d75d4adeef,tg:lhhs:1634,Formats,1,sheets,total,,20,
2e128a16-3c39-5962-9409-11d75d4adeef,tg:lhhs:1634,Formats,1,pages,written,20,,
05774ed9-cf0e-5fb6-9ad9-171e16049dd2,tg:lhhs:3609,Formats,1,sheets,total,,160,
1f829f5d-a4ec-5fd4-9c0f-6550031f36b1,tg:lhhs:20883,Formats,1,sheets,total,,1,
1f829f5d-a4ec-5fd4-9c0f-6550031f36b1,tg:lhhs:20883,Formats,1,pages,written,2,,
f4436af3-3625-5399-875d-934222949527,tg:lhhs:11327,Formats,1,sheets,total,,2,
f4436af3-3625-5399-875d-934222949527,tg:lhhs:11327,Formats,1,pages,written,2,,
915c109f-1a88-56c0-81d4-893cd339acd9,tg:lhhs:9204,Formats,1,sheets,total,,13,
915c109f-1a88-56c0-81d4-893cd339acd9,tg:lhhs:9204,Formats,1,pages,written,13,,
235fa5ee-1001-5da9-a749-8811921e1769,tg:lhhs:14125,Formats,1,sheets,total,,1,
235fa5ee-1001-5da9-a749-8811921e1769,tg:lhhs:14125,Formats,1,pages,written,1,,
48b73194-744e-5211-9bc6-953ed9c83ba5,tg:lhhs:601,Formats,1,sheets,total,,3,
fb461a87-4fc3-5c79-8c4b-f47ee46a1314,tg:lhhs:4436,Formats,1,pages,written,1,,
4b8f550c-1df0-58b6-8c00-812858f589ea,tg:lhhs:18556,Formats,1,sheets,total,,6,
