Object Number,Record Type,URL,ResourceID,Reference Number,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card,brocade.id,Acquisition Brocade ID,Acquisition Name,Acquisition Identifier,note,Annotation,Annotation Type,Annotation Language,Archive Brocade ID,Archive Name,Archive Identifier,Description,Description Type,Description Language,Dimension Value,Dimension Type,Dimension Measurement Unit,Illustration Type,Illustration URL,Brocade ID,ISAAR Brocade ID,Entity Identifier,ire.type.value,Entity Type,Entity Name,Relation Type,Acquisition Note,Registration Number value,Archive Note,Location Number,Source Note,Serial Number,Warehouse Location (begin),Warehouse Location (ende),Source Note Language,Source Note Type,id/place.place,Production Place Name,Production Place ID,Production Place Identifier,Object Type,Production Actor Identifier,Production Actor ID,Production Actor Name,Production Actor Role,Production Actor Capacity
,,,b0ebe127-f4fa-53c0-b6ce-f79762cbc1e3,,,,,,,,,,,1,ProductionActors,tg:lhph:48775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/db4933b2-5278-59c6-a9fb-0858fc9e6aec'},au::108625,Lisbeth Aerens-Verwest,Fotograaf,
,,,b0ebe127-f4fa-53c0-b6ce-f79762cbc1e3,,,,,,,,,,,2,ProductionActors,tg:lhph:48775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/8abb65e9-5361-5278-9d0a-5fb15e98cd9e'},au::28751,Raymond Limbosch,Fotograaf,
,,,b0ebe127-f4fa-53c0-b6ce-f79762cbc1e3,,,,,,,,,,,3,ProductionActors,tg:lhph:48775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/4e2c4a9b-6529-5499-bb92-c194d4197983'},au::3783,Gerard Ceunis,Fotograaf,
,,,b0ebe127-f4fa-53c0-b6ce-f79762cbc1e3,,,,,,,,,,,4,ProductionActors,tg:lhph:48775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/c80bb716-4bff-5a14-956d-244797c42801'},au::27432,Lize Ceunis-van Damme,Fotograaf,
tg:lhph:4288,Foto,https://anet.be/record/opaclhobj/tg:lhph:4288/N,b12112e4-ae11-5057-854c-d82eaf3f4d0d,BE-ANN07/ph/000004005,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b12112e4-ae11-5057-854c-d82eaf3f4d0d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b12112e4-ae11-5057-854c-d82eaf3f4d0d,,,,,,,,,,,1,Acquisitions,tg:lhph:4288,tr:lh:4895,Aankoop bij Frans van den Bremt,{'url':'https://id.letterenhuis.be/ark:/24970/b12112e4-ae11-5057-854c-d82eaf3f4d0d'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b12112e4-ae11-5057-854c-d82eaf3f4d0d,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Jos Albert ten halven lijve, in zijn atelier.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b12112e4-ae11-5057-854c-d82eaf3f4d0d,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"173,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b12112e4-ae11-5057-854c-d82eaf3f4d0d,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"223,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b12112e4-ae11-5057-854c-d82eaf3f4d0d,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:4288,au::2832,{'url': 'https://anet.be/record/isaarlh/au::2832'},fo,Persoon,Frans van den Bremt,Fotograaf,,,,,,,,,,,,,,,,,,,,
,,,b12112e4-ae11-5057-854c-d82eaf3f4d0d,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:4288,au::230,{'url': 'https://anet.be/record/isaarlh/au::230'},kw,Persoon,Jos Albert,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,b12112e4-ae11-5057-854c-d82eaf3f4d0d,,,,,,,,,,,1,Images,tg:lhph:4288,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:497252'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b12112e4-ae11-5057-854c-d82eaf3f4d0d,,,,,,,,,,,2,Images,tg:lhph:4288,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:539081'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b12112e4-ae11-5057-854c-d82eaf3f4d0d,,,,,,,,,,,1,Items,tg:lhph:4288,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:4895,97870/2,,A 2474 / P,,,,,Nederlands,Noot,,,,,,,,,,
,,,b12112e4-ae11-5057-854c-d82eaf3f4d0d,,,,,,,,,,,1,ObjectTypes,tg:lhph:4288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Foto,,,,,
,,,b12112e4-ae11-5057-854c-d82eaf3f4d0d,,,,,,,,,,,1,ProductionActors,tg:lhph:4288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/fe15e466-7bbd-5793-a2c2-ed26aa3e246e'},au::2832,Frans van den Bremt,Fotograaf,
tg:lhph:6489,Foto,https://anet.be/record/opaclhobj/tg:lhph:6489/N,b14cf90b-19a9-5639-a891-8d9f62d7308b,BE-ANN07/ph/000006153,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b14cf90b-19a9-5639-a891-8d9f62d7308b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b14cf90b-19a9-5639-a891-8d9f62d7308b,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Het Renaat de Rudder-koor tijdens de dertigste bedevaart, het jaar waarin oud-voorzitter prof. Daels 75 jaar oud werd.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b14cf90b-19a9-5639-a891-8d9f62d7308b,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"132,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b14cf90b-19a9-5639-a891-8d9f62d7308b,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"180,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b14cf90b-19a9-5639-a891-8d9f62d7308b,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:6489,au::29859,{'url': 'https://anet.be/record/isaarlh/au::29859'},fo,Tijdschrift,Het Nieuwsblad,Fotograaf,,,,,,,,,,,,,,,,,,,,
,,,b14cf90b-19a9-5639-a891-8d9f62d7308b,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:6489,au::9330,{'url': 'https://anet.be/record/isaarlh/au::9330'},kw,Evenement,IJzerbedevaarten,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,b14cf90b-19a9-5639-a891-8d9f62d7308b,,,,,,,,,,,1,Images,tg:lhph:6489,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:7292'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b14cf90b-19a9-5639-a891-8d9f62d7308b,,,,,,,,,,,2,Images,tg:lhph:6489,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:132259'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b14cf90b-19a9-5639-a891-8d9f62d7308b,,,,,,,,,,,1,Items,tg:lhph:6489,,,,,,,,,,,,,,,,,,,,,,,,,,,234798/171,,Y 952 / P,,,,,Nederlands,Noot,,,,,,,,,,
,,,b14cf90b-19a9-5639-a891-8d9f62d7308b,,,,,,,,,,,1,ObjectTypes,tg:lhph:6489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Foto,,,,,
,,,b14cf90b-19a9-5639-a891-8d9f62d7308b,,,,,,,,,,,1,Places,tg:lhph:6489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{'value': 'Diksmuide'}],Diksmuide,,,,,,,,
,,,b14cf90b-19a9-5639-a891-8d9f62d7308b,,,,,,,,,,,1,ProductionActors,tg:lhph:6489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/281d2417-40e8-5a23-9f86-5c09854d2ca9'},au::29859,Het Nieuwsblad,Fotograaf,
tg:lhph:44351,Foto,https://anet.be/record/opaclhobj/tg:lhph:44351/N,b16782d2-5c90-5830-b3ce-70e8f0a62182,BE-ANN07/ph/000042915,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b16782d2-5c90-5830-b3ce-70e8f0a62182'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b16782d2-5c90-5830-b3ce-70e8f0a62182,,,,,,,,,,,1,Annotations,tg:lhph:44351,,,,note.lhalg,Foto: Joris Luyten.,Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b16782d2-5c90-5830-b3ce-70e8f0a62182,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"V.l.n.r.: ?, Bert Decorte, Hubert van Herreweghen, Jan Berghmans.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b16782d2-5c90-5830-b3ce-70e8f0a62182,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"126,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b16782d2-5c90-5830-b3ce-70e8f0a62182,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"176,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b16782d2-5c90-5830-b3ce-70e8f0a62182,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:44351,au::1633,{'url': 'https://anet.be/record/isaarlh/au::1633'},kw,Persoon,Jan Berghmans,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,b16782d2-5c90-5830-b3ce-70e8f0a62182,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:44351,au::5075,{'url': 'https://anet.be/record/isaarlh/au::5075'},kw,Persoon,Bert Decorte,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,b16782d2-5c90-5830-b3ce-70e8f0a62182,,,,,,,,,,,3,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:44351,au::8733,{'url': 'https://anet.be/record/isaarlh/au::8733'},kw,Persoon,Hubert van Herreweghen,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,b16782d2-5c90-5830-b3ce-70e8f0a62182,,,,,,,,,,,1,Images,tg:lhph:44351,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:43466'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b16782d2-5c90-5830-b3ce-70e8f0a62182,,,,,,,,,,,2,Images,tg:lhph:44351,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:168535'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b16782d2-5c90-5830-b3ce-70e8f0a62182,,,,,,,,,,,1,Items,tg:lhph:44351,,,,,,,,,,,,,,,,,,,,,,,,,,,220195,,D 2375 / P,,,,,Nederlands,Noot,,,,,,,,,,
,,,b16782d2-5c90-5830-b3ce-70e8f0a62182,,,,,,,,,,,1,ObjectTypes,tg:lhph:44351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Foto,,,,,
tg:lhph:50596,Foto,https://anet.be/record/opaclhobj/tg:lhph:50596/N,b1bc324b-4edd-5ad5-b535-0f573b7cb7a7,BE-ANN07/ph/000048781,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b1bc324b-4edd-5ad5-b535-0f573b7cb7a7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b1bc324b-4edd-5ad5-b535-0f573b7cb7a7,,,,,,,,,,,1,Archives,tg:lhph:50596,,,,,,,,isad:lh:146541,Jacques Vandersichel,{'url':'https://id.letterenhuis.be/ark:/24970/b1bc324b-4edd-5ad5-b535-0f573b7cb7a7'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b1bc324b-4edd-5ad5-b535-0f573b7cb7a7,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,Een cameraman filmt een man die aan een tafel zit. Tussen hen staat Jacques Vandersichel.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b1bc324b-4edd-5ad5-b535-0f573b7cb7a7,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"117,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b1bc324b-4edd-5ad5-b535-0f573b7cb7a7,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"80,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b1bc324b-4edd-5ad5-b535-0f573b7cb7a7,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:50596,au::12170,{'url': 'https://anet.be/record/isaarlh/au::12170'},vb,Organisatie,Manteau,In Verband Met,,,,,,,,,,,,,,,,,,,,
,,,b1bc324b-4edd-5ad5-b535-0f573b7cb7a7,,,,,,,,,,,1,Images,tg:lhph:50596,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:737565'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b1bc324b-4edd-5ad5-b535-0f573b7cb7a7,,,,,,,,,,,2,Images,tg:lhph:50596,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:737741'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b1bc324b-4edd-5ad5-b535-0f573b7cb7a7,,,,,,,,,,,1,ObjectTypes,tg:lhph:50596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Foto,,,,,
tg:lhph:47592,Foto,https://anet.be/record/opaclhobj/tg:lhph:47592/N,b202e3bb-75e0-5461-a8f4-ee7c25f5047b,BE-ANN07/ph/000045937,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b202e3bb-75e0-5461-a8f4-ee7c25f5047b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b202e3bb-75e0-5461-a8f4-ee7c25f5047b,,,,,,,,,,,1,Acquisitions,tg:lhph:47592,tr:lh:103933,Archief van Jozef Peeters,{'url':'https://id.letterenhuis.be/ark:/24970/b202e3bb-75e0-5461-a8f4-ee7c25f5047b'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b202e3bb-75e0-5461-a8f4-ee7c25f5047b,,,,,,,,,,,1,Archives,tg:lhph:47592,,,,,,,,isad:lh:105406,Familiefoto's,{'url':'https://id.letterenhuis.be/ark:/24970/b202e3bb-75e0-5461-a8f4-ee7c25f5047b'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b202e3bb-75e0-5461-a8f4-ee7c25f5047b,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,Twee kinderen (Peeters?),Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b202e3bb-75e0-5461-a8f4-ee7c25f5047b,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"85,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b202e3bb-75e0-5461-a8f4-ee7c25f5047b,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"57,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b202e3bb-75e0-5461-a8f4-ee7c25f5047b,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:47592,au::14546,{'url': 'https://anet.be/record/isaarlh/au::14546'},vb,Persoon,Jozef Peeters,In Verband Met,,,,,,,,,,,,,,,,,,,,
,,,b202e3bb-75e0-5461-a8f4-ee7c25f5047b,,,,,,,,,,,1,Images,tg:lhph:47592,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:672849'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b202e3bb-75e0-5461-a8f4-ee7c25f5047b,,,,,,,,,,,2,Images,tg:lhph:47592,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:672986'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b202e3bb-75e0-5461-a8f4-ee7c25f5047b,,,,,,,,,,,1,Items,tg:lhph:47592,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:103933,,isad:lh:105406,,,P 272639 / 6,V2 A 4 D2,V2 A 4 D2,Nederlands,Noot,,,,,,,,,,
,,,b202e3bb-75e0-5461-a8f4-ee7c25f5047b,,,,,,,,,,,1,ObjectTypes,tg:lhph:47592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Negatief,,,,,
tg:lhph:42682,Foto,https://anet.be/record/opaclhobj/tg:lhph:42682/N,b27b334c-94f0-507f-9652-fdb8911a590d,BE-ANN07/ph/000041393,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b27b334c-94f0-507f-9652-fdb8911a590d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b27b334c-94f0-507f-9652-fdb8911a590d,,,,,,,,,,,1,Acquisitions,tg:lhph:42682,tr:lh:6914,Archief van Josse Goris,{'url':'https://id.letterenhuis.be/ark:/24970/b27b334c-94f0-507f-9652-fdb8911a590d'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b27b334c-94f0-507f-9652-fdb8911a590d,,,,,,,,,,,1,Annotations,tg:lhph:42682,,,,note.lhalg,"Met gekartelde randen, op achterkant stempel 'Photo Artistic, Mortsel'..",Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b27b334c-94f0-507f-9652-fdb8911a590d,,,,,,,,,,,1,Archives,tg:lhph:42682,,,,,,,,isad:lh:95695,Foto's i.v.m. Josse Goris,{'url':'https://id.letterenhuis.be/ark:/24970/b27b334c-94f0-507f-9652-fdb8911a590d'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b27b334c-94f0-507f-9652-fdb8911a590d,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Begrafenis Josse Goris, de kist wordt naar buiten gedragen.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b27b334c-94f0-507f-9652-fdb8911a590d,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"100,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b27b334c-94f0-507f-9652-fdb8911a590d,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"145,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b27b334c-94f0-507f-9652-fdb8911a590d,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:42682,au::7771,{'url': 'https://anet.be/record/isaarlh/au::7771'},vb,Persoon,Josse Goris,In Verband Met,,,,,,,,,,,,,,,,,,,,
,,,b27b334c-94f0-507f-9652-fdb8911a590d,,,,,,,,,,,1,Images,tg:lhph:42682,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:42007'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b27b334c-94f0-507f-9652-fdb8911a590d,,,,,,,,,,,2,Images,tg:lhph:42682,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:167072'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b27b334c-94f0-507f-9652-fdb8911a590d,,,,,,,,,,,1,Items,tg:lhph:42682,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:6914,171054/5,isad:lh:95695,GG 156 / P,,,,,Nederlands,Noot,,,,,,,,,,
,,,b27b334c-94f0-507f-9652-fdb8911a590d,,,,,,,,,,,1,ObjectTypes,tg:lhph:42682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Foto,,,,,
,,,b27b334c-94f0-507f-9652-fdb8911a590d,,,,,,,,,,,1,Places,tg:lhph:42682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{'value': 'Mortsel'}],Mortsel,,,,,,,,
tg:lhph:8839,Foto,https://anet.be/record/opaclhobj/tg:lhph:8839/N,b2b29c96-8970-5174-a375-23b5b96d7f25,BE-ANN07/ph/000008472,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b2b29c96-8970-5174-a375-23b5b96d7f25'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b2b29c96-8970-5174-a375-23b5b96d7f25,,,,,,,,,,,1,Acquisitions,tg:lhph:8839,tr:lh:157,Archief van Pol de Mont,{'url':'https://id.letterenhuis.be/ark:/24970/b2b29c96-8970-5174-a375-23b5b96d7f25'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b2b29c96-8970-5174-a375-23b5b96d7f25,,,,,,,,,,,2,Acquisitions,tg:lhph:8839,tr:lh:3200,Archief van Gustaaf Schamelhout,{'url':'https://id.letterenhuis.be/ark:/24970/b2b29c96-8970-5174-a375-23b5b96d7f25'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b2b29c96-8970-5174-a375-23b5b96d7f25,,,,,,,,,,,3,Acquisitions,tg:lhph:8839,tr:lh:4795,Archief van Pol de Mont,{'url':'https://id.letterenhuis.be/ark:/24970/b2b29c96-8970-5174-a375-23b5b96d7f25'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b2b29c96-8970-5174-a375-23b5b96d7f25,,,,,,,,,,,1,Annotations,tg:lhph:8839,,,,note.lhalg,"Drie exemplaren, een uit verzameling Frits de Mont (Reeks I letter A nr. 11.XXIV).",Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b2b29c96-8970-5174-a375-23b5b96d7f25,,,,,,,,,,,1,Archives,tg:lhph:8839,,,,,,,,isad:lh:93469,Foto's i.v.m. Pol de Mont,{'url':'https://id.letterenhuis.be/ark:/24970/b2b29c96-8970-5174-a375-23b5b96d7f25'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b2b29c96-8970-5174-a375-23b5b96d7f25,,,,,,,,,,,2,Archives,tg:lhph:8839,,,,,,,,isad:lh:93059,Foto's i.v.m. Gustaaf Schamelhout,{'url':'https://id.letterenhuis.be/ark:/24970/b2b29c96-8970-5174-a375-23b5b96d7f25'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b2b29c96-8970-5174-a375-23b5b96d7f25,,,,,,,,,,,3,Archives,tg:lhph:8839,,,,,,,,isad:lh:93469,Foto's i.v.m. Pol de Mont,{'url':'https://id.letterenhuis.be/ark:/24970/b2b29c96-8970-5174-a375-23b5b96d7f25'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b2b29c96-8970-5174-a375-23b5b96d7f25,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Omer Wattez, Gustaaf Schamelhout en Pol de Mont in de tuin van de normaalschool, Quellinstraat.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b2b29c96-8970-5174-a375-23b5b96d7f25,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"183,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b2b29c96-8970-5174-a375-23b5b96d7f25,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"242,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b2b29c96-8970-5174-a375-23b5b96d7f25,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:8839,au::46689,{'url': 'https://anet.be/record/isaarlh/au::46689'},fo,Organisatie,Photopresse,Fotograaf,,,,,,,,,,,,,,,,,,,,
,,,b2b29c96-8970-5174-a375-23b5b96d7f25,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:8839,au::13075,{'url': 'https://anet.be/record/isaarlh/au::13075'},kw,Persoon,Pol de Mont,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,b2b29c96-8970-5174-a375-23b5b96d7f25,,,,,,,,,,,3,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:8839,au::16443,{'url': 'https://anet.be/record/isaarlh/au::16443'},kw,Persoon,Gustaaf Schamelhout,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,b2b29c96-8970-5174-a375-23b5b96d7f25,,,,,,,,,,,4,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:8839,au::21083,{'url': 'https://anet.be/record/isaarlh/au::21083'},kw,Persoon,Omer Wattez,Trefwoord,,,,,,,,,,,,,,,,,,,,
