Object Number,Record Type,URL,ResourceID,Reference Number,Stage Type,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:rubdoc:182,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:182/N,7fd0b284-4e96-538a-96cf-203c1e2ff4d1,BE-ANN14/doc/V17/RUBENSPP/EU/042,,Rubenianum,https://data.rubenianum.be//ark:/86530/7fd0b284-4e96-538a-96cf-203c1e2ff4d1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:478,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:478/N,f1b3ae1b-2211-5864-ace0-80e4a8a271c2,BE-ANN14/doc/V17/RUBENSPP/YC/042,,Rubenianum,https://data.rubenianum.be//ark:/86530/f1b3ae1b-2211-5864-ace0-80e4a8a271c2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:115,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:115/N,6bdab216-eab6-5653-b896-57492506250a,BE-ANN14/hs/RA001/122/056,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/6bdab216-eab6-5653-b896-57492506250a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:142,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:142/N,651614bc-d11c-5d51-a064-34ed34494f8d,BE-ANN14/hs/RA001/122/082,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/651614bc-d11c-5d51-a064-34ed34494f8d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:154,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:154/N,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,BE-ANN14/hs/RA001/122/093,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/34cdbfe1-25aa-59d8-9c0c-8f805df7634f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:103,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:103/N,f89075b7-bbea-5413-b7c5-5f40bfb1ea45,BE-ANN14/hs/RA001/002/008,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/f89075b7-bbea-5413-b7c5-5f40bfb1ea45,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:197,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:197/N,77edd04e-5fb6-5474-8b0a-91d9907eccc0,BE-ANN14/hs/RA001/122/127,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/77edd04e-5fb6-5474-8b0a-91d9907eccc0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:178,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:178/N,6472f2e0-2285-519c-9c4a-3f62b23532ac,BE-ANN14/hs/RA001/122/115,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/6472f2e0-2285-519c-9c4a-3f62b23532ac,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:20,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:20/N,e63337da-bf45-5777-bb14-d3ef95982778,BE-ANN14/hs/RA001/001/16,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/e63337da-bf45-5777-bb14-d3ef95982778,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:206,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:206/N,23b02e04-46f9-5eb4-8eb9-8b3dede41e80,BE-ANN14/hs/RA001/122/136,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/23b02e04-46f9-5eb4-8eb9-8b3dede41e80,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:77,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:77/N,96420871-9263-54bc-b914-66a155f7623b,BE-ANN14/hs/RA001/122/027,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/96420871-9263-54bc-b914-66a155f7623b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:210,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:210/N,f922fabb-2edf-5f02-a48b-b520db166615,BE-ANN14/hs/RA001/122/140,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/f922fabb-2edf-5f02-a48b-b520db166615,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:139,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:139/N,facadc33-bdd7-54fd-8c35-a3156f280ad9,BE-ANN14/hs/RA001/122/080,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/facadc33-bdd7-54fd-8c35-a3156f280ad9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:61,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:61/N,8ba8ffac-3c35-5178-85a8-0df0924a37f1,BE-ANN14/hs/RA001/122/011,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/8ba8ffac-3c35-5178-85a8-0df0924a37f1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:181,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:181/N,71cefda3-be50-508c-a98e-c9c552369f73,BE-ANN14/hs/RA001/122/118,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/71cefda3-be50-508c-a98e-c9c552369f73,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:36,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:36/N,013db479-4b8e-51d9-8e5d-793832023bda,BE-ANN14/hs/RA001/001/32,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/013db479-4b8e-51d9-8e5d-793832023bda,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:119,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:119/N,cf13a37b-d8f8-5092-8ccb-56c26be682eb,BE-ANN14/hs/RA001/122/060,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/cf13a37b-d8f8-5092-8ccb-56c26be682eb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:41,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:41/N,fb58236a-34ca-5dce-9524-4234b548880e,BE-ANN14/hs/RA001/001/37,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/fb58236a-34ca-5dce-9524-4234b548880e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:16,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:16/N,ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8,BE-ANN14/hs/RA001/001/12,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:158,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:158/N,76405c8e-f119-5338-99fc-65a0be468e3b,BE-ANN14/hs/RA001/122/097,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/76405c8e-f119-5338-99fc-65a0be468e3b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:57,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:57/N,db03d75c-f6bd-560e-a0bc-701dccd7cdac,BE-ANN14/hs/RA001/122/007,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/db03d75c-f6bd-560e-a0bc-701dccd7cdac,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:174,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:174/N,1575e60d-ff57-5aa7-8698-f8ab175402dd,BE-ANN14/hs/RA001/122/111,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/1575e60d-ff57-5aa7-8698-f8ab175402dd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:94,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:94/N,a3efe53b-777c-5c27-8fac-b2ab7e054028,BE-ANN14/hs/RA001/122/044,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/a3efe53b-777c-5c27-8fac-b2ab7e054028,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:123,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:123/N,e8f343b6-5e7d-5204-bb58-d426e6016269,BE-ANN14/hs/RA001/122/064,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/e8f343b6-5e7d-5204-bb58-d426e6016269,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:82,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:82/N,4b9d89fc-1d97-5e7e-8e3d-7fa0a5b7c1fc,BE-ANN14/hs/RA001/122/032,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/4b9d89fc-1d97-5e7e-8e3d-7fa0a5b7c1fc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:6,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:6/N,b412a4ae-4325-5a90-83f0-e809116a7f9e,BE-ANN14/hs/RA001/001/2,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/b412a4ae-4325-5a90-83f0-e809116a7f9e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:135,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:135/N,e84587f9-c4ac-5f8d-bf98-256295b41cde,BE-ANN14/hs/RA001/122/076,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/e84587f9-c4ac-5f8d-bf98-256295b41cde,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:162,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:162/N,bba95541-b953-51cb-bb30-06349e54c4d3,BE-ANN14/hs/RA001/122/099,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/bba95541-b953-51cb-bb30-06349e54c4d3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:163,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:163/N,4d430dc5-68c5-5556-9ddc-4b9041c573e9,BE-ANN14/hs/RA001/122/100,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/4d430dc5-68c5-5556-9ddc-4b9041c573e9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:83,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:83/N,6ba58e6a-c5aa-528d-8223-0cdeecb3d481,BE-ANN14/hs/RA001/122/033,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/6ba58e6a-c5aa-528d-8223-0cdeecb3d481,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:134,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:134/N,7c225786-d095-55ee-8d80-eaf75ab82926,BE-ANN14/hs/RA001/122/075,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/7c225786-d095-55ee-8d80-eaf75ab82926,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:95,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:95/N,c9314aa8-f637-5d3d-aab1-b5a856601641,BE-ANN14/hs/RA001/002/001,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/c9314aa8-f637-5d3d-aab1-b5a856601641,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:122,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:122/N,80ddb6da-09ba-512d-a340-2a29e29da93e,BE-ANN14/hs/RA001/122/063,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/80ddb6da-09ba-512d-a340-2a29e29da93e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:175,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:175/N,9d985d63-cbb7-5c4a-aa79-18748d76f47e,BE-ANN14/hs/RA001/122/112,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/9d985d63-cbb7-5c4a-aa79-18748d76f47e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:56,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:56/N,654d6d97-997d-555f-ad89-c11f184b9917,BE-ANN14/hs/RA001/122/006,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/654d6d97-997d-555f-ad89-c11f184b9917,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:159,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:159/N,3ac3e81b-bc7e-5499-ac45-6389e06c6ec1,BE-ANN14/hs/RA001/122/098,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/3ac3e81b-bc7e-5499-ac45-6389e06c6ec1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:17,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:17/N,bb580b69-be01-550d-9ef8-8ecd9a1e9dc4,BE-ANN14/hs/RA001/001/011,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/bb580b69-be01-550d-9ef8-8ecd9a1e9dc4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:118,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:118/N,a7b7dfe7-8bff-58b8-b9a6-7d85258ad951,BE-ANN14/hs/RA001/122/059,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/a7b7dfe7-8bff-58b8-b9a6-7d85258ad951,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:40,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:40/N,302dadda-bf64-5ec1-b32b-5bfdc490fc08,BE-ANN14/hs/RA001/001/36,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/302dadda-bf64-5ec1-b32b-5bfdc490fc08,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:180,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:180/N,1f7c8be3-70e8-5048-ace7-65dcbee30cdd,BE-ANN14/hs/RA001/122/117,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/1f7c8be3-70e8-5048-ace7-65dcbee30cdd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:37,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:37/N,5454dcb4-ee56-5ff9-ab6c-9f8a28f1b745,BE-ANN14/hs/RA001/001/33,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/5454dcb4-ee56-5ff9-ab6c-9f8a28f1b745,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:138,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:138/N,568eb2b2-e872-5bd4-b883-d45041fbf573,BE-ANN14/hs/RA001/122/079,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/568eb2b2-e872-5bd4-b883-d45041fbf573,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:60,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:60/N,75577ba0-3510-5f3a-a847-8e835bbcf15b,BE-ANN14/hs/RA001/122/010,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/75577ba0-3510-5f3a-a847-8e835bbcf15b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:211,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:211/N,2f639716-8718-5e72-a485-c6e0b0ec814c,BE-ANN14/hs/RA001/122/141,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/2f639716-8718-5e72-a485-c6e0b0ec814c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:99,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:99/N,3bad7f9e-001c-5157-aaad-666a587bcb81,BE-ANN14/hs/RA001/002/004,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/3bad7f9e-001c-5157-aaad-666a587bcb81,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:76,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:76/N,5154fddb-09a7-5763-a247-6619b67a6a9d,BE-ANN14/hs/RA001/122/026,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/5154fddb-09a7-5763-a247-6619b67a6a9d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:207,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:207/N,67b63eb1-4d26-5a98-aa53-0bb599a0920e,BE-ANN14/hs/RA001/122/137,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/67b63eb1-4d26-5a98-aa53-0bb599a0920e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:196,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:196/N,e11971b7-5b6c-5359-9502-f436522362e4,BE-ANN14/hs/RA001/122/126,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/e11971b7-5b6c-5359-9502-f436522362e4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:179,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:179/N,ba53b791-7b7d-54c1-ab97-d87002a8a91d,BE-ANN14/hs/RA001/122/116,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/ba53b791-7b7d-54c1-ab97-d87002a8a91d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:21,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:21/N,9393531a-c279-5330-a028-1eaad6505039,BE-ANN14/hs/RA001/001/17,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/9393531a-c279-5330-a028-1eaad6505039,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:102,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:102/N,d609fecc-495a-59f3-aea5-37d40adc6052,BE-ANN14/hs/RA001/002/007,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/d609fecc-495a-59f3-aea5-37d40adc6052,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:155,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:155/N,27533568-4345-51b9-a141-691a47ff01e0,BE-ANN14/hs/RA001/122/094,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/27533568-4345-51b9-a141-691a47ff01e0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:143,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:143/N,8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,BE-ANN14/hs/RA001/122/083,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:114,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:114/N,18735cac-fb72-587a-a72c-5e04d3655815,BE-ANN14/hs/RA001/122/055,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/18735cac-fb72-587a-a72c-5e04d3655815,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:47,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:47/N,86600d7a-ac3d-51e3-9e1a-b63888d9bba4,BE-ANN14/hs/RA001/001/43,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/86600d7a-ac3d-51e3-9e1a-b63888d9bba4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:148,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:148/N,4a5d8e8c-601e-58d6-83be-195dea6361b9,BE-ANN14/hs/RA001/122/088,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/4a5d8e8c-601e-58d6-83be-195dea6361b9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:10,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:10/N,02feda08-6016-59e2-8d63-e116729cdb80,BE-ANN14/hs/RA001/001/6,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/02feda08-6016-59e2-8d63-e116729cdb80,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:109,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:109/N,e84d86a6-03a8-526f-b4ed-5f2ab3a1956d,BE-ANN14/hs/RA001/122/050,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/e84d86a6-03a8-526f-b4ed-5f2ab3a1956d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:51,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:51/N,27b6c1e7-9d36-5a2f-80cd-1051b8bd1cca,BE-ANN14/hs/RA001/122/001,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/27b6c1e7-9d36-5a2f-80cd-1051b8bd1cca,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:172,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:172/N,a5f10b42-d12b-566f-a7b3-0de3687cc628,BE-ANN14/hs/RA001/122/109,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/a5f10b42-d12b-566f-a7b3-0de3687cc628,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:92,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:92/N,98f0d247-783b-5752-836d-9621070e1b9e,BE-ANN14/hs/RA001/122/042,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/98f0d247-783b-5752-836d-9621070e1b9e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:125,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:125/N,f6b83aad-4ed0-5712-ae85-b8d06b33a818,BE-ANN14/hs/RA001/122/066,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/f6b83aad-4ed0-5712-ae85-b8d06b33a818,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:84,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:84/N,29e1e71f-b40a-544c-8eda-5211248c5baf,BE-ANN14/hs/RA001/122/034,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/29e1e71f-b40a-544c-8eda-5211248c5baf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:133,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:133/N,f4f61012-e6e6-53f0-87aa-1af53cde29a3,BE-ANN14/hs/RA001/122/074,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/f4f61012-e6e6-53f0-87aa-1af53cde29a3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:164,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:164/N,28c0517b-4e9b-55a4-9055-fcbb1599aadd,BE-ANN14/hs/RA001/122/101,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/28c0517b-4e9b-55a4-9055-fcbb1599aadd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:113,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:113/N,5a984b56-7518-5567-bd45-9da5759b06b6,BE-ANN14/hs/RA001/122/054,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/5a984b56-7518-5567-bd45-9da5759b06b6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:144,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:144/N,5c8aa656-79a3-5339-a7bd-e3b4e3e25278,BE-ANN14/hs/RA001/122/084,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/5c8aa656-79a3-5339-a7bd-e3b4e3e25278,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:105,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:105/N,1b921760-1f17-5fe5-be95-642c417b73b3,BE-ANN14/hs/RA001/122/046,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/1b921760-1f17-5fe5-be95-642c417b73b3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:26,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:26/N,5e546408-f4a9-5c7c-b046-f311a42a1621,BE-ANN14/hs/RA001/001/22,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/5e546408-f4a9-5c7c-b046-f311a42a1621,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:200,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:200/N,4fcc995a-85b4-5c9b-9fb9-2219c5f26625,BE-ANN14/hs/RA001/122/130,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/4fcc995a-85b4-5c9b-9fb9-2219c5f26625,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:129,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:129/N,e496d231-d3f7-53ab-b1f6-18b3290f9a5a,BE-ANN14/hs/RA001/122/070,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/e496d231-d3f7-53ab-b1f6-18b3290f9a5a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:71,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:71/N,cf683190-a7ff-54ab-94ad-351d3e2c72d7,BE-ANN14/hs/RA001/122/021,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/cf683190-a7ff-54ab-94ad-351d3e2c72d7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:88,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:88/N,da1c9379-7cb1-59a3-90a7-41c1bea975a7,BE-ANN14/hs/RA001/122/038,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/da1c9379-7cb1-59a3-90a7-41c1bea975a7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:67,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:67/N,7c564919-563f-5ffe-8f08-ff864b9ef5bc,BE-ANN14/hs/RA001/122/017,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/7c564919-563f-5ffe-8f08-ff864b9ef5bc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubhs:187,Handschriften,https://anet.be/record/opacrubobj/tg:rubhs:187/N,fc2118b1-b344-55e4-bb6e-0a98740e35aa,BE-ANN14/hs/RA001/122/122,handwriting,Rubenianum,https://data.rubenianum.be//ark:/86530/fc2118b1-b344-55e4-bb6e-0a98740e35aa,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
