brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,Serial Number,adm.note,adm.note.language,adm.note.type
tg:lhbr:90724,cccdf808-633b-58a4-99a2-0b7cf9bc50f1,Items,1,tr:lh:6004,132291/3,isad:lh:38789,R 512 / B,,,Nederlands,remarks
tg:lhbr:243240,87807fa8-6f17-5377-96d7-9853610199bc,Items,1,tr:lh:126473,,isad:lh:130165,,D 9653 / 11 (41),,Nederlands,remarks
tg:lhbr:288344,cb90a294-2bc7-5f71-92a2-08e09b5cc9dd,Items,1,tr:lh:5479,107680,isad:lh:164987,,R 1476 / 173,,Nederlands,remarks
tg:lhbr:215420,3e213959-39c2-524a-8aca-99d8f9bab7e1,Items,1,tr:lh:7624,199194/7a-c,isad:lh:78307,M 224 / B2,,,Nederlands,remarks
tg:lhbr:156914,51cfcf4d-d306-5abd-92e7-0f5d374dd41a,Items,1,tr:lh:6861,169807/33,isad:lh:64560,W 144 / B,,,Nederlands,remarks
tg:lhbr:70570,d1c1b4a6-b771-56d9-9d6d-48a26f30b304,Items,1,tr:lh:4015,76700/411,isad:lh:31822,H 474 / B,,,Nederlands,remarks
tg:lhbr:26310,85d1373b-1f2b-5761-ab6e-1a4f27c53b06,Items,1,tr:lh:7314,,isad:lh:12796,FVCA / B (1919-1932),,,Nederlands,remarks
tg:lhbr:225096,47ef7428-a3fb-5780-9e63-c04c43aaaab4,Items,1,tr:lh:7860,203519/238,isad:lh:81251,M 224 / B,,,Nederlands,remarks
tg:lhbr:157606,4f6bfaa7-e003-5fa1-8962-a2c1991792d1,Items,1,tr:lh:5936,129188/259,isad:lh:2094,G 102 / B (8),,,Nederlands,remarks
tg:lhbr:101066,b5c3ec6c-a2cb-5c37-aa38-31e18a7f0ed5,Items,1,tr:lh:4421,84839/202,isad:lh:42881,M 699 / B,,,Nederlands,remarks
tg:lhbr:91836,f5b4cf4f-fdc7-5f41-8cd3-3f1ea6fee51c,Items,1,tr:lh:683,13394/979,isad:lh:39249,L 597 / B,,,Nederlands,remarks
tg:lhbr:294367,6dcd8d37-a505-5a62-ae2d-ef9ba1eb6d54,Items,1,,,isad:lh:181366,,B 9325 / 416,,Nederlands,remarks
tg:lhbr:181833,d8052413-7dc6-5c6b-a2da-4e1c46e283e1,Items,1,tr:lh:7478,197237/163,isad:lh:72253,M 224 / B,,,Nederlands,remarks
tg:lhbr:209403,33238192-e253-5170-908f-e5830716e48b,Items,1,tr:lh:7843,202555/24a-b,isad:lh:76786,,D 325/73,,Nederlands,remarks
tg:lhbr:11063,980aa067-08e1-5baf-83d7-45b9b8410fbe,Items,1,tr:lh:5282,103875/453,isad:lh:389,H 157 / B (1975-1976),,,Nederlands,remarks
tg:lhbr:47603,85c68387-7685-50a9-a249-5c4ce582f0ff,Items,1,tr:lh:5505,108361,isad:lh:21865,D 7945 / B,,,Nederlands,remarks
tg:lhbr:222753,8a85ccb9-a862-59f1-94cd-50d948d9a0db,Items,1,tr:lh:7601,198957/556,isad:lh:80474,G 9947 / B1,,,Nederlands,remarks
tg:lhbr:274133,fb31c033-3eeb-5da8-9d3f-1e022cd260a3,Items,1,tr:lh:110330,,isad:lh:115658,,R 8963 / 969,,Nederlands,remarks
tg:lhbr:257653,3f59992f-fbde-582f-a91a-f0d8153d568a,Items,1,tr:lh:9770,,isad:lh:147170,,J 416 / 64,,Nederlands,remarks
tg:lhbr:201033,f9ca4840-3c05-5a26-8ec6-6a8ea335ed20,Items,1,tr:lh:6937,173055/6,isad:lh:46064,O 109 / B1,,,Nederlands,remarks
tg:lhbr:64163,a6c84b19-5641-571d-9714-4ae65ed97a6a,Items,1,tr:lh:5257,103865/274,isad:lh:29474,G 5643 / B,,,Nederlands,remarks
tg:lhbr:32703,4f906545-2065-5570-be9a-a331b7a7f44f,Items,1,tr:lh:3750,72151/2,isad:lh:15769,C 2842053 / B,,,Nederlands,remarks
tg:lhbr:19453,fe853303-7a64-5ddf-b496-d0c3c19c8084,Items,1,tr:lh:4744,92378/39,isad:lh:10017,B 92995 / B,,,Nederlands,remarks
tg:lhbr:84337,59dc4776-2bb2-5916-be1f-0e8293e91838,Items,1,tr:lh:5400,105863/37c,isad:lh:36526,K 8507 / B,,,Nederlands,remarks
tg:lhbr:1570,e4d73e97-5069-5df5-8ff6-a8ee3b09cf6c,Items,1,tr:lh:5901,127107/7,isad:lh:1355,K 174 / B2,,,Nederlands,remarks
tg:lhbr:194332,3cdd5ea8-b6e0-56ec-94e1-ca4cc28b368b,Items,1,tr:lh:7542,198136/22,isad:lh:74512,I 353 / B2,,,Nederlands,remarks
tg:lhbr:281866,e327e472-4860-56bf-b466-3d6a21221a7d,Items,1,,,isad:lh:161974,,L 1833 / 133,,Nederlands,remarks
tg:lhbr:109456,a899fd02-5bcd-5b9c-883d-59964c6658c7,Items,1,tr:lh:4772,93947/251,isad:lh:46438,O 3346 / B,,,Nederlands,remarks
tg:lhbr:4288,06ff197b-d8e6-5959-9655-74a34ea025be,Items,1,tr:lh:4743,98743/7,isad:lh:2978,P 305 / B,,,Nederlands,remarks
tg:lhbr:122706,c5944376-ae70-5b7c-aa9a-0b123c6ccc99,Items,1,tr:lh:5778,119359/2,isad:lh:52031,R 5845 / B,,,Nederlands,remarks
tg:lhbr:174166,a02b13e3-c46d-5f1f-928e-2c58ca3fc829,Items,1,tr:lh:7063,177311/84,isad:lh:70373,D 125 / B,,,Nederlands,remarks
tg:lhbr:250196,2f6c9095-f840-500f-90bd-86269878ed9d,Items,1,tr:lh:3456,68176 / 766,isad:lh:142961,A 493 / B2,,,Nederlands,remarks
tg:lhbr:141228,18342cbb-2e5e-5d04-aa7d-3490cc7b4f60,Items,1,tr:lh:992,18448/9,isad:lh:58721,T 215 / B,,,Nederlands,remarks
tg:lhbr:117448,0bba141f-4a87-50a5-9b8a-7751d24a7e05,Items,1,tr:lh:1697,30672/1,isad:lh:49881,P 7457 / B,,,Nederlands,remarks
tg:lhbr:53210,4d6c987d-d974-5adf-bf2e-89e9f731eacd,Items,1,tr:lh:138,1937/a-d,isad:lh:24087,F 3555 / B,,,Nederlands,remarks
tg:lhbr:98314,b6fe9113-d040-58b1-bbcc-56152518c9b3,Items,1,tr:lh:4884,97480/7,isad:lh:41814,M 475 / B,,,Nederlands,remarks
tg:lhbr:236340,da094d62-0a6d-5211-8cd5-3cd41eb647bd,Items,1,tr:lh:2081,39406/1,isad:lh:84674,M 762 / B1,,,Nederlands,remarks
tg:lhbr:260520,9f5b926e-0d06-520d-a6ca-2a576d68b1de,Items,1,tr:lh:9770,,isad:lh:149186,,J 416 / 76,,Nederlands,remarks
tg:lhbr:123814,362465c0-21ed-5406-9393-b62a24d5a1a2,Items,1,tr:lh:992,18453/6,isad:lh:52470,R 635 / B,,,Nederlands,remarks
tg:lhbr:78140,7ee7f921-814a-5292-b739-92d25fffb14c,Items,1,,133426,isad:lh:34397,D 2195 / B2,,,Nederlands,remarks
tg:lhbr:280774,4f6e5b61-4b1f-5bc3-92fb-08ab99fe01d4,Items,1,,,isad:lh:161030,B 413 / B2,,,Nederlands,remarks
tg:lhbr:121829,5281b3c3-86aa-50d1-8589-b47256321656,Items,1,tr:lh:4743,91703/30,isad:lh:51681,R 985 / B,,,Nederlands,remarks
tg:lhbr:60989,41e23669-a2cd-52e4-a7c4-8a7a91ffbab7,Items,1,,,isad:lh:26929,G 563 / B,,,Nederlands,remarks
tg:lhbr:282749,11115917-18d1-5862-b6a7-f6832f072758,Items,1,tr:lh:7843,202504/60a-b,isad:lh:162495,,D 325 / 1045,,Nederlands,remarks
tg:lhbr:33811,87e3102f-f9de-59a4-a1a5-ca1c07dccc9f,Items,1,tr:lh:4798,95614/123,isad:lh:10058,N 1725 / B (19),,,Nederlands,remarks
tg:lhbr:231485,1e2c4630-cf54-5265-afa1-60ab576344f1,Items,1,,,isad:lh:83188,HH 82 / B (Michaut),,,Nederlands,remarks
tg:lhbr:143215,26c1fbfd-87c1-5c54-864d-57eb9a6a0f41,Items,1,tr:lh:228,4320/32,isad:lh:59525,T 3635 / B,,,Nederlands,remarks
tg:lhbr:188311,904d1547-86c1-55e6-aece-11d8f0df2b14,Items,1,tr:lh:6714,166500/6,isad:lh:46556,O 3359 / B1,,,Nederlands,remarks
tg:lhbr:256941,dc850bab-e450-58f3-a989-7b2be18edda3,Items,1,tr:lh:139785,,isad:lh:69124,D 125 / B2,,,Nederlands,remarks
tg:lhbr:115475,33f3079b-5f79-5777-ac1d-44f2979c5d55,Items,1,tr:lh:4286,83008/55,isad:lh:48971,P 454 / B,,,Nederlands,remarks
tg:lhbr:294672,5feed860-9c3f-515e-a0ab-e65721afb2b1,Items,1,,,isad:lh:110477,,HH 80/73,,Nederlands,remarks
tg:lhbr:209116,ac148e47-076e-5462-a702-ae653cfbbd09,Items,1,tr:lh:6413,151821/2,isad:lh:76920,W 256 / B2 ((periode L. Simons 1969-1984) 19),,,Nederlands,remarks
tg:lhbr:11576,75fa9215-b4e4-5967-8da2-308d4d41e6e3,Items,1,tr:lh:5752,117482/6,isad:lh:6718,B 606 / B,,,Nederlands,remarks
tg:lhbr:47316,a2fdd834-c174-5db7-9504-c364d4e00a57,Items,1,tr:lh:6479,158835/163,isad:lh:21732,L 5335 / B2,,,Nederlands,remarks
tg:lhbr:222246,dccf4592-f13d-566e-bc54-bde30a313054,Items,1,tr:lh:7336,187428/16,isad:lh:80329,S 59 / Archief L,,,Nederlands,remarks
tg:lhbr:137912,16875191-ed39-555b-ba3a-3b48cfbf2d24,Items,1,tr:lh:238,5121/2,isad:lh:57473,S 9685 / B,,,Nederlands,remarks
tg:lhbr:274426,9d1a9973-a436-5822-8d62-e3ac521bbaf7,Items,1,tr:lh:126473,,isad:lh:130226,, D 9653 / 49,,Nederlands,remarks
tg:lhbr:9455,77e1c4f1-2636-571f-b50b-d6395b3d08e0,Items,1,,143552/a-b,,B 435 / B,,,Nederlands,remarks
tg:lhbr:225583,fe4fe37c-8d2f-592f-9077-2f968dedbc9a,Items,1,tr:lh:7860,203525/103,isad:lh:81408,M 224 / B,,,Nederlands,remarks
tg:lhbr:27917,111e53ea-1692-5666-8301-40b90cd9fab7,Items,1,tr:lh:7314,,isad:lh:13566,FVCA / B (1919-1932),,,Nederlands,remarks
tg:lhbr:157313,8e137b69-75c8-54de-abde-80dbe5116f1c,Items,1,tr:lh:4231,81724/153,isad:lh:64684,Z 165 / B,,,Nederlands,remarks
tg:lhbr:101573,bdd5827a-ace7-5b4a-8bca-37b636a6e40e,Items,1,tr:lh:337,7015/3,isad:lh:43077,M 762 / B,,,Nederlands,remarks
tg:lhbr:289943,de81af81-5872-5133-ba0b-20940a8c8487,Items,1,tr:lh:140276,160861/28,isad:lh:169552,T 394 / B2,,,Nederlands,remarks
tg:lhbr:182209,970211fb-000a-5bd0-9981-d024c350132e,Items,1,tr:lh:7478,197245/156,isad:lh:72365,M 224 / B,,,Nederlands,remarks
tg:lhbr:39909,9d007a6a-de94-5688-a7b3-95c29173ae4b,Items,1,tr:lh:6049,135486,isad:lh:18809,D 1173 / B,,,Nederlands,remarks
tg:lhbr:268405,0d1b19e1-aef9-5f0c-8327-d95ca0ddb85a,Items,1,tr:lh:7843,202558/3a,isad:lh:154391,,D 325/82,,Nederlands,remarks
tg:lhbr:90231,a1de19a9-9225-5043-87bc-c997d6943bbd,Items,1,tr:lh:6004,132181/1-3,isad:lh:38611,R 512 / B,,,Nederlands,remarks
tg:lhbr:288651,f93ec67f-2bf7-5921-b42a-bd08e1577511,Items,1,tr:lh:5479,,isad:lh:164822,,R 1476 / 173,,Nederlands,remarks
tg:lhbr:243755,73475133-9d94-5bbc-b580-35261d84d991,Items,1,tr:lh:126473,,isad:lh:130167,,D 9653 / 13 (18),,Nederlands,remarks
tg:lhbr:215135,d7b513d6-74e5-5c73-b6dc-2c3bcd7a3383,Items,1,tr:lh:7624,199180/10a-b,isad:lh:77892,M 224 / B,,,Nederlands,remarks
tg:lhbr:70065,473cb486-4af2-5f3a-82b1-64ae490d2eb4,Items,1,tr:lh:170,2805/1,,H 416 / B,,,Nederlands,remarks
tg:lhbr:26605,93a77b41-39d4-51e9-a66e-bb5e6c341360,Items,1,tr:lh:7314,,isad:lh:12930,FVCA / B (1940-1944),,,Nederlands,remarks
tg:lhbr:59308,fb2de13d-02bf-5317-a188-a011cdfb70fe,Items,1,tr:lh:4544,87315/403,isad:lh:26339,K 98536 / B2,,,Nederlands,remarks
tg:lhbr:241768,635d0904-b743-513a-ae37-09f01c3c50d8,Items,1,tr:lh:110434,,isad:lh:126881,,C 2756 / 440,,Nederlands,remarks
tg:lhbr:217108,4fafd0e7-67f6-5ad9-8243-fbf43b861a73,Items,1,tr:lh:7668,199581/41,isad:lh:78841,D 4252 / B2,,,Nederlands,remarks
tg:lhbr:72058,805bad38-975e-5f87-9426-5d1751ea8a8d,Items,1,tr:lh:6363,148701/29,isad:lh:32526,BB 155 / B2,,,Nederlands,remarks
tg:lhbr:165798,adb5ce88-326a-5e4d-b8b7-9d4e031dbf0b,Items,1,tr:lh:3772,72465/289,isad:lh:450,T 48399 / B (1947),,,Nederlands,remarks
tg:lhbr:24638,79bf9477-aba7-5ab6-99e3-ded61b494076,Items,1,tr:lh:6392,149391/244,isad:lh:12187,CC 92 / B2,,,Nederlands,remarks
tg:lhbr:136600,ed88517a-2331-5175-b7cd-9217f853b788,Items,1,tr:lh:4786,94918/a-b,isad:lh:56958,S 788 / B,,,Nederlands,remarks
tg:lhbr:160060,a09c1a94-55b0-5a6e-ae71-ebb6618cbd54,Items,1,tr:lh:5552,110092/827,isad:lh:65633,K 162 / B,,,Nederlands,remarks
tg:lhbr:244090,511b500d-f109-5525-88af-6f9f317a9d22,Items,1,tr:lh:126473,,isad:lh:130169,,D 9653 / 15 (16),,Nederlands,remarks
tg:lhbr:180234,4b0e46c5-e784-5983-804d-d38439bbac5f,Items,1,tr:lh:6920,171175/265,isad:lh:72012,C 2 / B2,,,Nederlands,remarks
tg:lhbr:295960,1cf3affe-e037-545c-b07c-e57f7f11c508,Items,1,,,isad:lh:125497,,C 33941 / 68,,Nederlands,remarks
tg:lhbr:110698,40213eda-5b73-5dc9-b051-051ec7b1e4f4,Items,1,tr:lh:4736,90577/36,isad:lh:47061,O 345 / B,,,Nederlands,remarks
tg:lhbr:51738,c88bd3ae-f409-5047-af66-47ea42a454f8,Items,1,tr:lh:4006,76621/18,isad:lh:23515,E 40 / B,,,Nederlands,remarks
tg:lhbr:234668,b981461e-9c63-5762-9d97-87771cf7ab79,Items,1,tr:lh:9840,218105/72,isad:lh:83974,T 3465 / B1 (Marieke Timmermans),,,Nederlands,remarks
tg:lhbr:262008,4b044345-3f8b-5465-ae5d-5568980349f4,Items,1,tr:lh:139974,,isad:lh:150059,,B 798 / 125 - 177,,Nederlands,remarks
tg:lhbr:249358,7dd39444-5eb0-5964-941c-e6ca8aa12f77,Items,1,tr:lh:4326,,isad:lh:141645,A 493 / B2,,,Nederlands,remarks
tg:lhbr:197908,27f210f7-23e4-5594-a594-ac35dc82db95,Items,1,tr:lh:6598,166196/2765,isad:lh:74941,B 417 / B2,,,Nederlands,remarks
tg:lhbr:85930,01ceacd8-8d55-5e5a-9928-e2766cca4b60,Items,1,tr:lh:6382,149197/66,isad:lh:37102,T 2806 / B,,,Nederlands,remarks
tg:lhbr:168450,071eee65-192a-575c-87a1-e9df878cc830,Items,1,tr:lh:6086,139052/31a-c,isad:lh:5906,B 742 / B (35),,,Nederlands,remarks
tg:lhbr:231190,b4688805-aa60-5e43-9d65-7be102d5c8cc,Items,1,tr:lh:7864,203558/10,isad:lh:83121,HH 82 / B (Heibel),,,Nederlands,remarks
tg:lhbr:188604,7c240d36-50fa-57f6-b6c8-02e4e4c32e44,Items,1,tr:lh:3772,72465/157,isad:lh:73830,T 48399 / B (1954),,,Nederlands,remarks
tg:lhbr:143700,58246f79-b572-59b6-81aa-ed01f9dcf989,Items,1,tr:lh:2055,38871/59,isad:lh:59723,T 394 / B,,,Nederlands,remarks
tg:lhbr:115160,225930d7-4cad-590d-b98b-d58b16ae7aa8,Items,1,tr:lh:6415,153467/12a-b,isad:lh:749,D 125 / B2 (Lezingen),,,Nederlands,remarks
tg:lhbr:285599,162531a7-f40a-539b-9ac3-63b67c219aaa,Items,1,tr:lh:9500,,isad:lh:164314,,B 805 /54,,Nederlands,remarks
tg:lhbr:229959,e294b33d-7553-506d-b020-6f61277117c5,Items,1,tr:lh:7823,202222/169,isad:lh:82712,R 462 / B2,,,Nederlands,remarks
tg:lhbr:98601,2dd62174-be46-5802-89ad-7fd4588d4557,Items,1,tr:lh:3633,71492/a-c,isad:lh:41931,M 51625 / B,,,Nederlands,remarks
tg:lhbr:53705,97e16979-4e18-567c-bf26-2181dd81c429,Items,1,tr:lh:6133,141319,isad:lh:24242,B 601 / B,,,Nederlands,remarks
tg:lhbr:236655,7d09e762-8550-503c-9780-a1826d15550b,Items,1,tr:lh:2783,55079/1,isad:lh:84776,N 135 / B1,,,Nederlands,remarks
tg:lhbr:260035,f191808b-c543-545f-9052-612ca5ba5e49,Items,1,tr:lh:9770,,isad:lh:148748,,J 416 / 75,Uitnodiging.,Nederlands,remarks
tg:lhbr:78455,9b833a84-0002-5bd4-b275-b15373695e4a,Items,1,tr:lh:7314,,isad:lh:34521,FVCA / B2 (1940-1944),,,Nederlands,remarks
tg:lhbr:280261,3a95c396-52a3-54ff-9d13-78adf2834cac,Items,1,tr:lh:7843,202504/60a-b,isad:lh:160362,,D 325 / 688,,Nederlands,remarks
tg:lhbr:195935,a6af8299-3647-5dd4-b10a-a5f8afdd5be6,Items,1,tr:lh:6598,166196/1777,isad:lh:74689,B 417 / B2,,,Nederlands,remarks
tg:lhbr:1065,f5ec9fb7-7055-5b0b-a602-038f26b08adf,Items,1,tr:lh:5863,124381/136,isad:lh:1040,A 242 / B,,,Nederlands,remarks
tg:lhbr:194627,c918d1e7-1c09-5fed-90f4-5e4798296c1d,Items,1,tr:lh:6598,166196/853,isad:lh:74546,B 417 / B1,,,Nederlands,remarks
tg:lhbr:109143,2d3771ab-a8c6-5ddc-ab83-9e5e97c886e8,Items,1,tr:lh:5630,112979/1,isad:lh:46301,O 276 / B,,,Nederlands,remarks
tg:lhbr:122213,43900c4c-927f-5153-90b6-15f77f5a28ef,Items,1,tr:lh:5904,127301/6,isad:lh:51818,R 544 / B,,,Nederlands,remarks
tg:lhbr:174473,9a36dcc2-d577-542f-baf3-2a4e630cb5d3,Items,1,tr:lh:7165,178890/77,isad:lh:70429,R 286 / B2,,,Nederlands,remarks
tg:lhbr:237947,8128be83-a7dd-5856-adbe-0c5950eb1f06,Items,1,,219372/89,isad:lh:85318,T 3128 / B2,,,Nederlands,remarks
tg:lhbr:250483,19e32aa0-f42f-5187-96df-2e5eddc4e6a8,Items,1,tr:lh:3456,147702 / 10,isad:lh:143157,A 493 / B2,,,Nederlands,remarks
tg:lhbr:52817,ed952e73-3916-55a6-b8e3-21173a2c10c6,Items,1,tr:lh:4353,84148/169,isad:lh:23947,W 5665 / B,,,Nederlands,remarks
tg:lhbr:99913,5224491c-6047-53df-8327-8b7dec88ed94,Items,1,tr:lh:53,1077/2,isad:lh:42462,M 6305 / B,,,Nederlands,remarks
tg:lhbr:257346,ca03d9e1-28e6-514e-9ec5-bac8955774e4,Items,1,tr:lh:9770,,isad:lh:147058,,J 416 / 64,,Nederlands,remarks
tg:lhbr:142812,d01a7f05-9680-51d6-bbf3-1c79db1099b4,Items,1,tr:lh:6004,132032/4,isad:lh:59354,R 512 / B2,,,Nederlands,remarks
tg:lhbr:201526,26d3a329-a405-5315-9e4b-0535d96b8792,Items,1,tr:lh:6415,153223/13a-f,isad:lh:73917,D 125 / B2,,,Nederlands,remarks
tg:lhbr:189916,010c6288-6465-513a-97f1-4b58e392ff6e,Items,1,,,isad:lh:57543,G 994 / B2,,,Nederlands,remarks
tg:lhbr:3058,4b474a41-2b1f-50bb-aa90-e6b68dbc2000,Items,1,tr:lh:4736,90506/15,isad:lh:2289,A 4251 / B,,,Nederlands,remarks
tg:lhbr:64476,86ddcf83-003c-567f-a3ee-2bcc2145e999,Items,1,tr:lh:5850,123806/1094a-b,isad:lh:2307,W 686 / B (42),,,Nederlands,remarks
tg:lhbr:32216,eeff81f7-3b10-522c-b11b-d2e40f03c085,Items,1,,,isad:lh:15639,C 2753 / B,,,Nederlands,remarks
tg:lhbr:84622,29029ab5-942b-53ba-8a09-1d12b01d74b8,Items,1,tr:lh:1693,29847/2,isad:lh:36636,K 907 / B,,,Nederlands,remarks
tg:lhbr:281889,68e2e4be-0b89-5bcd-ad9b-d8a3cb46f696,Items,1,,,isad:lh:161974,,L 1833 / 133,,Nederlands,remarks
tg:lhbr:48519,ace4f188-8cdc-5ede-bf2f-0dbb09f80be6,Items,1,tr:lh:5863,124384/1078,isad:lh:22204,D 92215 / B,,,Nederlands,remarks
tg:lhbr:63649,4ea1a7b7-4e9b-5be2-846c-603415aee7ee,Items,1,,,isad:lh:29128,G 563 / B,,,Nederlands,remarks
tg:lhbr:4267,68dbb0e9-5af9-5128-820f-57c2d287e35d,Items,1,tr:lh:5752,117467/5,isad:lh:2965,B 117 / B,,,Nederlands,remarks
tg:lhbr:174189,bdc9d405-54a9-59d1-80ca-f210822943aa,Items,1,tr:lh:6753,167360/a-c,isad:lh:70378,M 554 / B1,,,Nederlands,remarks
tg:lhbr:35029,92298613-b0d6-572c-b161-9606bc494750,Items,1,tr:lh:4744,92303/27,isad:lh:16626,R 134 / B,,,Nederlands,remarks
tg:lhbr:250179,221fb89c-4d5d-593f-825f-97de6714f8e3,Items,1,tr:lh:3055,,isad:lh:141403,,B 708 / 1161,,Nederlands,remarks
tg:lhbr:206719,9a86cec9-ebbf-546f-82b2-b9b0f51fb3ff,Items,1,tr:lh:6413,151120/2,isad:lh:76046,W 256 / B2 ((periode L. Simons 1969-1984) 1),,,Nederlands,remarks
tg:lhbr:255681,9102483c-50b0-5c84-a246-3ca4af656ed6,Items,1,tr:lh:139884,,isad:lh:146012,,V 1574 / B2,Bijlage: Een typoscript antwoorden op de vragen van zijn enquête,Nederlands,remarks
tg:lhbr:127011,3c607a66-b38d-57c9-913a-230b2c719ffd,Items,1,tr:lh:4124,79951/418,isad:lh:4618,V 672 / B2 (1928),,,Nederlands,remarks
tg:lhbr:171671,ac597b64-446e-54a5-b972-e7ec2624abc2,Items,1,tr:lh:6762,167475/1,isad:lh:47313,M 3345 / B2,,,Nederlands,remarks
tg:lhbr:219815,fa4272f3-a035-5a2e-94b7-d2c8d8112c1f,Items,1,,,isad:lh:79663,S 59 / Archief C,,,Nederlands,remarks
tg:lhbr:191425,1dfcd7f1-500e-52c1-bc0b-6f8d27a18b96,Items,1,,163817/23,isad:lh:74183,G 395 / B2,,,Nederlands,remarks
tg:lhbr:193418,5dd35c2c-9f08-53b8-ba80-7cf9bf2b62ae,Items,1,,163835/31a-b,isad:lh:74377,G 395 / B2,,,Nederlands,remarks
tg:lhbr:81420,32d04368-12d8-5ca2-8ae0-ff14d465d973,Items,1,tr:lh:5650,113961/6,isad:lh:35592,K 174 / B,,,Nederlands,remarks
tg:lhbr:279214,4e5ae745-ee9d-50d5-8b73-f3ec09ac37af,Items,1,,,isad:lh:159718,B 413 / B2,,,Nederlands,remarks
tg:lhbr:61674,90954f7c-773e-5851-a03d-45ceddf1b13b,Items,1,,,isad:lh:27522,G 563 / B,,,Nederlands,remarks
tg:lhbr:37014,afd84171-eaf8-5663-a716-e313ded86cdf,Items,1,tr:lh:2770,54759/12,isad:lh:17499,S 304 / B5,,,Nederlands,remarks
tg:lhbr:204724,694bb2a7-5509-58e0-8ce2-fe1846a51f32,Items,1,tr:lh:6886,171373/2886a-b,isad:lh:75599,S 935 / B2,,,Nederlands,remarks
tg:lhbr:205836,e5602bc6-1538-5c87-beaa-aa82858131fe,Items,1,tr:lh:6411,151032/1a-g,isad:lh:75861,W 256 / B2 ((periode A. Westerlinck 1945-1968) 6),,,Nederlands,remarks
tg:lhbr:146502,49cbdfc3-95a9-5610-888f-f19e9a462f67,Items,1,tr:lh:2500,49183/32,isad:lh:486,B 6455 / B2 (Brievenboek),,,Nederlands,remarks
tg:lhbr:110362,e78f91ee-6d84-5804-9a81-920c2946cac5,Items,1,tr:lh:4736,90679/5+15,isad:lh:46886,O 345 / B,,,Nederlands,remarks
tg:lhbr:234392,b2312b9a-d8dc-5323-87c3-c374e46a0c89,Items,1,tr:lh:9767,217989/1058,isad:lh:83899,Y 2 / B2,,,Nederlands,remarks
tg:lhbr:60966,799fdfd8-70ff-545e-b5bf-12f0c453d53b,Items,1,,,isad:lh:26907,G 563 / B,,,Nederlands,remarks
tg:lhbr:285063,c3f83e5a-a570-55d2-95ca-f1499d6460a0,Items,1,tr:lh:9135,,isad:lh:164104,Z 115 / B2,,,Nederlands,remarks
tg:lhbr:218707,5bc9e560-cc7f-595c-96ab-1b22628c6a06,Items,1,tr:lh:7870,210887/1a-b-c-d,isad:lh:79371,S 59 / Archief A,,,Nederlands,remarks
tg:lhbr:233457,1458e6b6-1a3d-5e2a-8c33-e43470d5e6be,Items,1,tr:lh:9767,217989/98,isad:lh:83709,Y 2 / B2,,,Nederlands,remarks
tg:lhbr:265237,4f8ee6d5-57a5-5452-8457-fc1d2e79d78d,Items,1,tr:lh:3032,,isad:lh:151808,,B 708 / 1539-47,,Nederlands,remarks
tg:lhbr:56507,e886dd48-86a2-581f-aedb-83aadd4b9e56,Items,1,tr:lh:5976,130774/4,isad:lh:25296,G 36 / B,,,Nederlands,remarks
tg:lhbr:254993,60cc3f26-e0de-5f8b-b4c6-25150a583bc3,Items,1,tr:lh:9770,,isad:lh:145595,,J 416 / 53,,Nederlands,remarks
tg:lhbr:75267,a9f8c309-95aa-5769-91dc-6f8fb1a14a28,Items,1,tr:lh:9920,147304/2,isad:lh:33823,E 39499 / B2,,,Nederlands,remarks
tg:lhbr:23407,1f0fb305-6716-5a13-93d2-97d05257bc63,Items,1,tr:lh:5752,117511/16,isad:lh:11729,B 995 / B,,,Nederlands,remarks
tg:lhbr:221893,4851cd69-6d42-5a21-ae47-babb5f4b0b25,Items,1,tr:lh:7859,203508/1,isad:lh:80233,M 224 / B,,,Nederlands,remarks
tg:lhbr:105863,943b2704-4136-5eee-9316-867fb26d7220,Items,1,tr:lh:2046,39549/146,isad:lh:45010,M 896 / B,,,Nederlands,remarks
tg:lhbr:210337,87daa520-1a47-586f-84ea-ce836b196076,Items,1,tr:lh:6413,152300/1a-b,isad:lh:77489,W 256 / B2 ((periode L. Simons 1969-1984) 30),,,Nederlands,remarks
tg:lhbr:95033,86b1f19f-344f-56eb-8b9f-c5ed685756cd,Items,1,tr:lh:6415,153203/2,isad:lh:40504,D 125 / B2,,,Nederlands,remarks
tg:lhbr:185036,8bc7590b-c380-5284-8f18-57bffa68f580,Items,1,tr:lh:3772,72465/95,isad:lh:10561,T 48399 / B (1948),,,Nederlands,remarks
tg:lhbr:118752,3b705cd1-802e-5306-bc17-b1199b6a1269,Items,1,tr:lh:3903,74506/2,isad:lh:50443,P 978 / B,,,Nederlands,remarks
tg:lhbr:241292,362d9703-3330-52e0-9d01-309451f999bc,Items,1,tr:lh:110434,,isad:lh:125290,,C 2756 / 438,,Nederlands,remarks
tg:lhbr:270936,bd88e2fe-3538-506c-aebc-a27da75adbb3,Items,1,tr:lh:110330,,isad:lh:113813,,R 8963 / 446,,Nederlands,remarks
tg:lhbr:133402,6d1e1d29-7e16-5cb5-9018-4939000968b8,Items,1,tr:lh:6562,162002/239,isad:lh:55883,CC 92 / B2,,,Nederlands,remarks
