ResourceID,mmb_id_mat,card,order,Acquisition Brocade ID,Acquisition Widget,Archive Brocade ID,Archive Widget,Image URL,au_code,au_name,Production Actor Role,Production Actor Note,Production Actor Widget,Start Date,End Date,Keeper,Object Number,Object Number Type,Object Identifier,Warehouse Location (begin),Warehouse Location (end),Material,Object Type,Other Identifier Type,Other Identifier,Annotation Type,Annotation Language,Annotation,Document status
c09e6d4e-d1db-508f-a9f6-9f90dec63542,tg:mmbbr:1389_#1,e22_Archives,1,,,MMB.A.I.D.2.c,,,,,,,,,,,,,,,,,,,,,,,
c09e6d4e-d1db-508f-a9f6-9f90dec63542,tg:mmbbr:1389_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/o1eUiLXdYClbhSIuc8C5Z6wO,,,,,,,,,,,,,,,,,,,,,
c09e6d4e-d1db-508f-a9f6-9f90dec63542,tg:mmbbr:1389_#1,e22_ProductionActors,1,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",correspondents (correspondence writers),"No match for au::115207, correspondents (correspondence writers), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
c09e6d4e-d1db-508f-a9f6-9f90dec63542,tg:mmbbr:1389_#1,e22_ProductionActors,2,,,,,,au::27863:1,"Cols, Alphonse",recipients (people),,"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
c09e6d4e-d1db-508f-a9f6-9f90dec63542,tg:mmbbr:1389_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1906-06-28,,,,,,,,,,,,,,,
c0ab59b2-b8d8-5e4e-b21f-d38109bc7075,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1088_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c0ab59b2-b8d8-5e4e-b21f-d38109bc7075,Doos A.VIII,,ink,letters (correspondence),record identifiers,tg:mmbbr:1088_#1,remarks,Nederlands,MMB.0241,
c0ab59b2-b8d8-5e4e-b21f-d38109bc7075,tg:mmbbr:1088_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
c0ab59b2-b8d8-5e4e-b21f-d38109bc7075,tg:mmbbr:1088_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/t1aiNHQb8fdkkUdSEoycWUZR,,,,,,,,,,,,,,,,,,,,,
c0ab59b2-b8d8-5e4e-b21f-d38109bc7075,tg:mmbbr:1088_#1,e22_ProductionActors,1,,,,,,,"Lenaerts, P. ",correspondents (correspondence writers),"No au_code for briefschrijver, Lenaerts, P. ",,,,,,,,,,,,,,,,,
c0ab59b2-b8d8-5e4e-b21f-d38109bc7075,tg:mmbbr:1088_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
c0ab59b2-b8d8-5e4e-b21f-d38109bc7075,tg:mmbbr:1088_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1900-08-06,,,,,,,,,,,,,,,
c0f68155-0c43-5684-94a2-cbb64b8c83c0,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2403_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c0f68155-0c43-5684-94a2-cbb64b8c83c0,Doos A.XVIII,,ink,letters (correspondence),record identifiers,tg:mmbbr:2403_#1,,,,
c0f68155-0c43-5684-94a2-cbb64b8c83c0,tg:mmbbr:2403_#1,e22_Archives,1,,,MMB.A.I.B.3.d,,,,,,,,,,,,,,,,,,,,,,,
c0f68155-0c43-5684-94a2-cbb64b8c83c0,tg:mmbbr:2403_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/b1CwTHUL9OloYsH7xmQSY0zO,,,,,,,,,,,,,,,,,,,,,
c0f68155-0c43-5684-94a2-cbb64b8c83c0,tg:mmbbr:2403_#1,e22_ProductionActors,1,,,,,,au::115603:1,"Kock, Alphonse de",correspondents (correspondence writers),"No match for au::115603, correspondents (correspondence writers), Kock, Alphonse de",,,,,,,,,,,,,,,,,
c0f68155-0c43-5684-94a2-cbb64b8c83c0,tg:mmbbr:2403_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
c0f68155-0c43-5684-94a2-cbb64b8c83c0,tg:mmbbr:2403_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1905-01-12,,,,,,,,,,,,,,,
c112ad95-a731-54ca-b4a2-8d91944e6600,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:256_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c112ad95-a731-54ca-b4a2-8d91944e6600,Doos A.II,,ink,letters (correspondence),record identifiers,tg:mmbbr:256_#1,,,,
c112ad95-a731-54ca-b4a2-8d91944e6600,tg:mmbbr:256_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
c112ad95-a731-54ca-b4a2-8d91944e6600,tg:mmbbr:256_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/v1bQskdFNncPWOcgKD9RJa7I#id,,,,,,,,,,,,,,,,,,,,,
c112ad95-a731-54ca-b4a2-8d91944e6600,tg:mmbbr:256_#1,e22_ProductionActors,1,,,,,,au::115664:1,"Dyck, Charles van",correspondents (correspondence writers),"No match for au::115664, correspondents (correspondence writers), Dyck, Charles van",,,,,,,,,,,,,,,,,
c112ad95-a731-54ca-b4a2-8d91944e6600,tg:mmbbr:256_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
c112ad95-a731-54ca-b4a2-8d91944e6600,tg:mmbbr:256_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1905-03-06,,,,,,,,,,,,,,,
c1f90186-f4c2-5806-b2d6-8254fda94912,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1225_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c1f90186-f4c2-5806-b2d6-8254fda94912,Doos A.IX,,ink,postcards,record identifiers,tg:mmbbr:1225_#1,,,,
c1f90186-f4c2-5806-b2d6-8254fda94912,tg:mmbbr:1225_#1,e22_Archives,1,,,MMB.A.I.E.1,,,,,,,,,,,,,,,,,,,,,,,
c1f90186-f4c2-5806-b2d6-8254fda94912,tg:mmbbr:1225_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/L2admRkVVLoWaO3JEeHyBlh1,,,,,,,,,,,,,,,,,,,,,
c1f90186-f4c2-5806-b2d6-8254fda94912,tg:mmbbr:1225_#1,e22_ProductionActors,1,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",correspondents (correspondence writers),"No match for au::115207, correspondents (correspondence writers), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
c1f90186-f4c2-5806-b2d6-8254fda94912,tg:mmbbr:1225_#1,e22_ProductionActors,2,,,,,,au::5179:1,"Delbeke, August",recipients (people),,"dlod={""suggest"":[""/agents/people/554153"",""au::5179"",""au::5179:1"",""ark:/83110/x0/0247daf1-3723-5112-b386-c97178556126"",""August Delbeke""],""name"":""August Delbeke"",""ark"":""ark:/83110/x0/0247daf1-3723-5112-b386-c97178556126"",""uri"":""/agents/people/554153"",""id"":""au::5179:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
c1f90186-f4c2-5806-b2d6-8254fda94912,tg:mmbbr:1225_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1906-06-uu,,,,,,,,,,,,,,,
c242b806-ef83-5043-b0df-66389dbf9cf1,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:485_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c242b806-ef83-5043-b0df-66389dbf9cf1,Doos A.IV,,ink,letters (correspondence),record identifiers,tg:mmbbr:485_#1,,,,
c242b806-ef83-5043-b0df-66389dbf9cf1,tg:mmbbr:485_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
c242b806-ef83-5043-b0df-66389dbf9cf1,tg:mmbbr:485_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/k2kGknTYHNlWUVbeSl2MyNOT#id,,,,,,,,,,,,,,,,,,,,,
c242b806-ef83-5043-b0df-66389dbf9cf1,tg:mmbbr:485_#1,e22_ProductionActors,1,,,,,,,"Gambassini, Agostino",correspondents (correspondence writers),"No au_code for briefschrijver, Gambassini, Agostino",,,,,,,,,,,,,,,,,
c242b806-ef83-5043-b0df-66389dbf9cf1,tg:mmbbr:485_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
c242b806-ef83-5043-b0df-66389dbf9cf1,tg:mmbbr:485_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1894-07-30,,,,,,,,,,,,,,,
c275477b-c494-57d0-a910-b6e02537cb64,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1279_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c275477b-c494-57d0-a910-b6e02537cb64,Doos A.IX,,ink,letters (correspondence),record identifiers,tg:mmbbr:1279_#1,remarks,Nederlands,bevat enveloppe,
c275477b-c494-57d0-a910-b6e02537cb64,tg:mmbbr:1279_#1,e22_Archives,1,,,MMB.A.I.E.1,,,,,,,,,,,,,,,,,,,,,,,
c275477b-c494-57d0-a910-b6e02537cb64,tg:mmbbr:1279_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/PlGXBNtOeWYbOnhjPucDaVox,,,,,,,,,,,,,,,,,,,,,
c275477b-c494-57d0-a910-b6e02537cb64,tg:mmbbr:1279_#1,e22_ProductionActors,1,,,,,,,"Mosto, Chevalier da",correspondents (correspondence writers),"No au_code for briefschrijver, Mosto, Chevalier da",,,,,,,,,,,,,,,,,
c275477b-c494-57d0-a910-b6e02537cb64,tg:mmbbr:1279_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
c275477b-c494-57d0-a910-b6e02537cb64,tg:mmbbr:1279_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1901-03-05,,,,,,,,,,,,,,,
c2b553dc-c3e3-543e-90c7-8289ae626b14,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:87_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c2b553dc-c3e3-543e-90c7-8289ae626b14,Doos A.I,,ink,letters (correspondence),record identifiers,tg:mmbbr:87_#1,,,,
c2b553dc-c3e3-543e-90c7-8289ae626b14,tg:mmbbr:87_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
c2b553dc-c3e3-543e-90c7-8289ae626b14,tg:mmbbr:87_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/Y2dPTraUVZUXUdFLldDVIZGr#id,,,,,,,,,,,,,,,,,,,,,
c2b553dc-c3e3-543e-90c7-8289ae626b14,tg:mmbbr:87_#1,e22_ProductionActors,1,,,,,,au::115609:1,"Herck, Marie van",correspondents (correspondence writers),"No match for au::115609, correspondents (correspondence writers), Herck, Marie van",,,,,,,,,,,,,,,,,
c2b553dc-c3e3-543e-90c7-8289ae626b14,tg:mmbbr:87_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
c2b553dc-c3e3-543e-90c7-8289ae626b14,tg:mmbbr:87_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1889-01-25,,,,,,,,,,,,,,,
c2d4a947-609c-5d11-af18-b5ff2f603bf3,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1689_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c2d4a947-609c-5d11-af18-b5ff2f603bf3,Doos A.XII,,ink,letters (correspondence),record identifiers,tg:mmbbr:1689_#1,,,,
c2d4a947-609c-5d11-af18-b5ff2f603bf3,tg:mmbbr:1689_#1,e22_Archives,1,,,MMB.A.I.C.2,,,,,,,,,,,,,,,,,,,,,,,
c2d4a947-609c-5d11-af18-b5ff2f603bf3,tg:mmbbr:1689_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/Z1XMYTWaEeKdhccLqRAQX34A,,,,,,,,,,,,,,,,,,,,,
c2d4a947-609c-5d11-af18-b5ff2f603bf3,tg:mmbbr:1689_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
c2d4a947-609c-5d11-af18-b5ff2f603bf3,tg:mmbbr:1689_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1902-04-07,,,,,,,,,,,,,,,
c2fe658a-00fa-5f95-89c1-646cc0f7e79c,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:872_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c2fe658a-00fa-5f95-89c1-646cc0f7e79c,Doos A.VI,,ink,letters (correspondence),record identifiers,tg:mmbbr:872_#1,,,,
c2fe658a-00fa-5f95-89c1-646cc0f7e79c,tg:mmbbr:872_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
c2fe658a-00fa-5f95-89c1-646cc0f7e79c,tg:mmbbr:872_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/U1dXWFc6q6MQiHSsQGX6UQ8i,,,,,,,,,,,,,,,,,,,,,
c2fe658a-00fa-5f95-89c1-646cc0f7e79c,tg:mmbbr:872_#1,e22_ProductionActors,1,,,,,,au::41073:1,"Snick, Jozef van",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/4394811"",""au::41073"",""au::41073:1"",""ark:/83110/x0/06cd0338-ff7d-576c-9b5c-bb3c039f6b97"",""Jozef van Snick""],""name"":""Jozef van Snick"",""ark"":""ark:/83110/x0/06cd0338-ff7d-576c-9b5c-bb3c039f6b97"",""uri"":""/agents/people/4394811"",""id"":""au::41073:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
c2fe658a-00fa-5f95-89c1-646cc0f7e79c,tg:mmbbr:872_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
c2fe658a-00fa-5f95-89c1-646cc0f7e79c,tg:mmbbr:872_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1898-08-05,,,,,,,,,,,,,,,
c2ff7c09-f412-5bb1-8cfc-57ee2360a040,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1447_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c2ff7c09-f412-5bb1-8cfc-57ee2360a040,Doos A.X,,ink,letters (correspondence),record identifiers,tg:mmbbr:1447_#1,,,,
c2ff7c09-f412-5bb1-8cfc-57ee2360a040,tg:mmbbr:1447_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,
c2ff7c09-f412-5bb1-8cfc-57ee2360a040,tg:mmbbr:1447_#1,e22_Archives,1,,,MMB.A.I.D.2.c,,,,,,,,,,,,,,,,,,,,,,,
c2ff7c09-f412-5bb1-8cfc-57ee2360a040,tg:mmbbr:1447_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/h1LgZQRHPSLaXPbCgPsOQA1W,,,,,,,,,,,,,,,,,,,,,
c2ff7c09-f412-5bb1-8cfc-57ee2360a040,tg:mmbbr:1447_#1,e22_ProductionActors,1,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",correspondents (correspondence writers),"No match for au::115207, correspondents (correspondence writers), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
c2ff7c09-f412-5bb1-8cfc-57ee2360a040,tg:mmbbr:1447_#1,e22_ProductionActors,2,,,,,,au::27863:1,"Cols, Alphonse",recipients (people),,"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
c2ff7c09-f412-5bb1-8cfc-57ee2360a040,tg:mmbbr:1447_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1906-10-09,,,,,,,,,,,,,,,
c32a9770-6fc7-5729-aeb9-08dd6eaf85ae,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:272_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c32a9770-6fc7-5729-aeb9-08dd6eaf85ae,Doos A.II,,ink,letters (correspondence),record identifiers,tg:mmbbr:272_#1,,,,
c32a9770-6fc7-5729-aeb9-08dd6eaf85ae,tg:mmbbr:272_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
c32a9770-6fc7-5729-aeb9-08dd6eaf85ae,tg:mmbbr:272_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/p6lBUDRMEWNemfSXCjWkHgYx#id,,,,,,,,,,,,,,,,,,,,,
c32a9770-6fc7-5729-aeb9-08dd6eaf85ae,tg:mmbbr:272_#1,e22_ProductionActors,1,,,,,,au::115622:1,"Croquison-Lefebvre, Marie",correspondents (correspondence writers),"No match for au::115622, correspondents (correspondence writers), Croquison-Lefebvre, Marie",,,,,,,,,,,,,,,,,
c32a9770-6fc7-5729-aeb9-08dd6eaf85ae,tg:mmbbr:272_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
c32a9770-6fc7-5729-aeb9-08dd6eaf85ae,tg:mmbbr:272_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1892-03-17,,,,,,,,,,,,,,,
c3624ae0-3e43-5b5b-902f-6bb494acac3d,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:144_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c3624ae0-3e43-5b5b-902f-6bb494acac3d,Doos A.I,,ink,letters (correspondence),record identifiers,tg:mmbbr:144_#1,,,,
c3624ae0-3e43-5b5b-902f-6bb494acac3d,tg:mmbbr:144_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
c3624ae0-3e43-5b5b-902f-6bb494acac3d,tg:mmbbr:144_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/f1kLnpclNpq7TTb7TUrQDl9n#id,,,,,,,,,,,,,,,,,,,,,
c3624ae0-3e43-5b5b-902f-6bb494acac3d,tg:mmbbr:144_#1,e22_ProductionActors,1,,,,,,,"Putte-Voet, Van de",correspondents (correspondence writers),"No au_code for briefschrijver, Putte-Voet, Van de",,,,,,,,,,,,,,,,,
c3624ae0-3e43-5b5b-902f-6bb494acac3d,tg:mmbbr:144_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
c3624ae0-3e43-5b5b-902f-6bb494acac3d,tg:mmbbr:144_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1890-07-04,,,,,,,,,,,,,,,
c3a2be22-70c2-59ed-a45b-a8f8d041e025,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2196_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c3a2be22-70c2-59ed-a45b-a8f8d041e025,Doos A.XVI,,ink,postcards,record identifiers,tg:mmbbr:2196_#1,,,,
c3a2be22-70c2-59ed-a45b-a8f8d041e025,tg:mmbbr:2196_#1,e22_Archives,1,,,MMB.A.I.B.3.c,,,,,,,,,,,,,,,,,,,,,,,
c3a2be22-70c2-59ed-a45b-a8f8d041e025,tg:mmbbr:2196_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/e2JWgoLtRsHghLYhRrL4l4G5,,,,,,,,,,,,,,,,,,,,,
c3a2be22-70c2-59ed-a45b-a8f8d041e025,tg:mmbbr:2196_#1,e22_ProductionActors,1,,,,,,au::38679:1,"Osterrieth, Léonie",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/4138653"",""au::38679"",""au::38679:1"",""ark:/83110/x0/1857c6aa-1208-57f4-8ee3-17e96a4b2e69"",""L√©onie Osterrieth""],""name"":""L√©onie Osterrieth"",""ark"":""ark:/83110/x0/1857c6aa-1208-57f4-8ee3-17e96a4b2e69"",""uri"":""/agents/people/4138653"",""id"":""au::38679:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
c3a2be22-70c2-59ed-a45b-a8f8d041e025,tg:mmbbr:2196_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
c3c45848-edf1-5c3c-a5da-a8a9ffa70a4a,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:996_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c3c45848-edf1-5c3c-a5da-a8a9ffa70a4a,Doos A.VII,,ink,letters (correspondence),record identifiers,tg:mmbbr:996_#1,,,,
c3c45848-edf1-5c3c-a5da-a8a9ffa70a4a,tg:mmbbr:996_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
c3c45848-edf1-5c3c-a5da-a8a9ffa70a4a,tg:mmbbr:996_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/tUQaEDbfPLkgHaOMSYfAFmXY,,,,,,,,,,,,,,,,,,,,,
c3c45848-edf1-5c3c-a5da-a8a9ffa70a4a,tg:mmbbr:996_#1,e22_ProductionActors,1,,,,,,au::2072:1,"Bode, Wilhelm von",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/221704"",""au::2072"",""au::2072:1"",""ark:/83110/x0/1a1bed11-63c7-545d-8981-424dfc457ca8"",""Wilhelm von Bode""],""name"":""Wilhelm von Bode"",""ark"":""ark:/83110/x0/1a1bed11-63c7-545d-8981-424dfc457ca8"",""uri"":""/agents/people/221704"",""id"":""au::2072:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
c3c45848-edf1-5c3c-a5da-a8a9ffa70a4a,tg:mmbbr:996_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
c3c45848-edf1-5c3c-a5da-a8a9ffa70a4a,tg:mmbbr:996_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1899-11-05,,,,,,,,,,,,,,,
c3f5fe9f-fd05-5cc7-a404-09af3aa09249,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1893_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c3f5fe9f-fd05-5cc7-a404-09af3aa09249,Doos A.XIV,,ink,visiting cards,record identifiers,tg:mmbbr:1893_#1,,,,
c3f5fe9f-fd05-5cc7-a404-09af3aa09249,tg:mmbbr:1893_#1,e22_Archives,1,,,MMB.A.I.B.3.a,,,,,,,,,,,,,,,,,,,,,,,
