Object Number,Record Type,URL,ResourceID,Reference Number,Status,Format Dimension,Page Numbers,Page Type,Sheet Numbers,Format Type,Status,Sheeet Type,Group or individual,Typescripts used,Writing style,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhbr:46784,Brief,https://anet.be/record/opaclhobj/tg:lhbr:46784/N,f77c69bf-a8ba-5b39-8064-3c1eb8efa4b8,BE-ANN07/br/000045081,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f77c69bf-a8ba-5b39-8064-3c1eb8efa4b8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:151044,Brief,https://anet.be/record/opaclhobj/tg:lhbr:151044/N,86919103-130f-5a10-8d8d-f63a45f9001a,BE-ANN07/br/000142449,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/86919103-130f-5a10-8d8d-f63a45f9001a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:88178,Brief,https://anet.be/record/opaclhobj/tg:lhbr:88178/N,e832fd3f-c285-5e5a-b815-b9906e40579d,BE-ANN07/br/000082764,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e832fd3f-c285-5e5a-b815-b9906e40579d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:118928,Brief,https://anet.be/record/opaclhobj/tg:lhbr:118928/N,ecbe9043-47b0-5023-8549-9beb33d968dd,BE-ANN07/br/000111983,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ecbe9043-47b0-5023-8549-9beb33d968dd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:59888,Brief,https://anet.be/record/opaclhobj/tg:lhbr:59888/N,d6752a40-1cf7-515b-bbfe-b360d7306173,BE-ANN07/br/000057275,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d6752a40-1cf7-515b-bbfe-b360d7306173'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:290518,Brief,https://anet.be/record/opaclhobj/tg:lhbr:290518/N,8d8ab8be-d6d3-5f70-aeee-815f8696469b,BE-ANN07/br/000279004,,,,,,,,,Individueel,1,Handgeschreven,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8d8ab8be-d6d3-5f70-aeee-815f8696469b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:213262,Brief,https://anet.be/record/opaclhobj/tg:lhbr:213262/N,a14a8aa6-f216-55b0-9e3e-a696dd396b1e,BE-ANN07/br/000202726,,,,,,,Doorslag,,Individueel,1,Getypt,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a14a8aa6-f216-55b0-9e3e-a696dd396b1e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:245402,Brief,https://anet.be/record/opaclhobj/tg:lhbr:245402/N,e8db8390-ad3c-576e-8bdd-2d4487651144,BE-ANN07/br/000234357,,,,,,,,,Individueel,1,Handgeschreven,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e8db8390-ad3c-576e-8bdd-2d4487651144'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:106936,Brief,https://anet.be/record/opaclhobj/tg:lhbr:106936/N,a0cb3375-019d-5470-a936-8eeb32af8e3a,BE-ANN07/br/000100678,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a0cb3375-019d-5470-a936-8eeb32af8e3a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:47896,Brief,https://anet.be/record/opaclhobj/tg:lhbr:47896/N,dd6500cc-62e8-50f9-8de6-1ab8ffd33497,BE-ANN07/br/000046137,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/dd6500cc-62e8-50f9-8de6-1ab8ffd33497'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:20552,Brief,https://anet.be/record/opaclhobj/tg:lhbr:20552/N,c5d7e515-aaad-589d-b02a-a587fd60eab6,BE-ANN07/br/000019704,,,,,,,Fotokopie,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c5d7e515-aaad-589d-b02a-a587fd60eab6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:137292,Brief,https://anet.be/record/opaclhobj/tg:lhbr:137292/N,bf8d831a-148f-5b62-b0dd-f99bf61cc953,BE-ANN07/br/000129265,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/bf8d831a-148f-5b62-b0dd-f99bf61cc953'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:76332,Brief,https://anet.be/record/opaclhobj/tg:lhbr:76332/N,334aa488-6296-5aa6-b565-8bdbd2e17cf8,BE-ANN07/br/000073005,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/334aa488-6296-5aa6-b565-8bdbd2e17cf8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:238132,Brief,https://anet.be/record/opaclhobj/tg:lhbr:238132/N,2b8d7a86-389f-5ba7-8a66-2ba9ce4e0677,BE-ANN07/br/000227271,,,,,,,,,Individueel,1,Handgeschreven,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2b8d7a86-389f-5ba7-8a66-2ba9ce4e0677'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:96166,Brief,https://anet.be/record/opaclhobj/tg:lhbr:96166/N,2ac4aebf-35e3-56f9-b60f-239dd28eb5e8,BE-ANN07/br/000090248,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2ac4aebf-35e3-56f9-b60f-239dd28eb5e8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:186163,Brief,https://anet.be/record/opaclhobj/tg:lhbr:186163/N,6c4711dd-082c-55e8-9bad-a5438a189953,BE-ANN07/br/000175874,,,,,,,,,Individueel,1,Handgeschreven,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6c4711dd-082c-55e8-9bad-a5438a189953'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:269097,Brief,https://anet.be/record/opaclhobj/tg:lhbr:269097/N,d0cdc2b8-0d59-5ede-babb-b03e1722452e,BE-ANN07/br/000257796,,,,,,,,,Individueel,1,Getypt,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d0cdc2b8-0d59-5ede-babb-b03e1722452e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:166337,Brief,https://anet.be/record/opaclhobj/tg:lhbr:166337/N,62478603-7ae2-571e-9766-82549c55a569,BE-ANN07/br/000156801,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/62478603-7ae2-571e-9766-82549c55a569'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:27297,Brief,https://anet.be/record/opaclhobj/tg:lhbr:27297/N,b3275c0b-feff-542e-9b15-0f3d6e93a3b1,BE-ANN07/br/000026240,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b3275c0b-feff-542e-9b15-0f3d6e93a3b1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:273863,Brief,https://anet.be/record/opaclhobj/tg:lhbr:273863/N,fb58bb47-3e10-5f2e-9a93-5478dd9ed47c,BE-ANN07/br/000262508,,,,,,,,,Individueel,1,Handgeschreven,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/fb58bb47-3e10-5f2e-9a93-5478dd9ed47c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:130557,Brief,https://anet.be/record/opaclhobj/tg:lhbr:130557/N,9ca29ea2-e787-587c-8ff1-6bf3a0458548,BE-ANN07/br/000122899,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9ca29ea2-e787-587c-8ff1-6bf3a0458548'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:157893,Brief,https://anet.be/record/opaclhobj/tg:lhbr:157893/N,6c13cd06-2f81-5294-9544-8eaabb8d27e0,BE-ANN07/br/000149034,,,,,,,,,Groep,2,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6c13cd06-2f81-5294-9544-8eaabb8d27e0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:16933,Brief,https://anet.be/record/opaclhobj/tg:lhbr:16933/N,9f378cba-4727-5924-9f60-c4f484115f92,BE-ANN07/br/000016252,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9f378cba-4727-5924-9f60-c4f484115f92'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:122993,Brief,https://anet.be/record/opaclhobj/tg:lhbr:122993/N,0d7c04ca-4160-594d-8c2a-8b997001de9f,BE-ANN07/br/000115712,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0d7c04ca-4160-594d-8c2a-8b997001de9f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:63833,Brief,https://anet.be/record/opaclhobj/tg:lhbr:63833/N,27fe323e-9d88-5e70-ade9-2e98d76642b8,BE-ANN07/br/000061182,,,,,,,,,Groep,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/27fe323e-9d88-5e70-ade9-2e98d76642b8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:113237,Brief,https://anet.be/record/opaclhobj/tg:lhbr:113237/N,b98bcfb9-a77b-5165-93a8-676bab3e5ead,BE-ANN07/br/000106531,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b98bcfb9-a77b-5165-93a8-676bab3e5ead'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:52397,Brief,https://anet.be/record/opaclhobj/tg:lhbr:52397/N,7591a6ad-d6e2-5393-8094-223674c45ac6,BE-ANN07/br/000050471,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/7591a6ad-d6e2-5393-8094-223674c45ac6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:99293,Brief,https://anet.be/record/opaclhobj/tg:lhbr:99293/N,5d2c6766-67f9-591b-877c-b35c8990fdbd,BE-ANN07/br/000093241,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5d2c6766-67f9-591b-877c-b35c8990fdbd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:206963,Brief,https://anet.be/record/opaclhobj/tg:lhbr:206963/N,2dc57c4d-bd5d-58a3-8355-01d8708223f8,BE-ANN07/br/000196486,,,,,,,,,Individueel,1,Getypt,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2dc57c4d-bd5d-58a3-8355-01d8708223f8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:145457,Brief,https://anet.be/record/opaclhobj/tg:lhbr:145457/N,c79f013d-ba79-5f89-b584-66f68563f91d,BE-ANN07/br/000137083,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c79f013d-ba79-5f89-b584-66f68563f91d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:138167,Brief,https://anet.be/record/opaclhobj/tg:lhbr:138167/N,9908ef13-e465-5b87-9e29-cece7f8e77cb,BE-ANN07/br/000130112,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9908ef13-e465-5b87-9e29-cece7f8e77cb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:28162,Brief,https://anet.be/record/opaclhobj/tg:lhbr:28162/N,ab693463-d80e-52fe-961c-6f262dc9f479,BE-ANN07/br/000027105,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ab693463-d80e-52fe-961c-6f262dc9f479'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:286136,Brief,https://anet.be/record/opaclhobj/tg:lhbr:286136/N,353496e3-4fef-5fcb-be79-37be09d74cbb,BE-ANN07/br/000274663,,,,,,,,,Individueel,1,Getypt,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/353496e3-4fef-5fcb-be79-37be09d74cbb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:55452,Brief,https://anet.be/record/opaclhobj/tg:lhbr:55452/N,8d04c237-448d-5e8c-b565-42ba0209941e,BE-ANN07/br/000053252,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8d04c237-448d-5e8c-b565-42ba0209941e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:142392,Brief,https://anet.be/record/opaclhobj/tg:lhbr:142392/N,dc4d8a4c-918c-592e-859f-f99268a424ff,BE-ANN07/br/000134159,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/dc4d8a4c-918c-592e-859f-f99268a424ff'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:189296,Brief,https://anet.be/record/opaclhobj/tg:lhbr:189296/N,d2457869-f8cc-5188-9f78-46316ebad8c7,BE-ANN07/br/000178970,,,,,,,,,Individueel,1,Handgeschreven,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d2457869-f8cc-5188-9f78-46316ebad8c7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:266362,Brief,https://anet.be/record/opaclhobj/tg:lhbr:266362/N,c59db546-71a3-5460-a24a-b9cb01e97205,BE-ANN07/br/000255101,,,,,,,,,Individueel,1,Handgeschreven,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c59db546-71a3-5460-a24a-b9cb01e97205'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:230502,Brief,https://anet.be/record/opaclhobj/tg:lhbr:230502/N,8ccb9540-c4a9-58fd-bed3-5fbd3de9401e,BE-ANN07/br/000219739,,,,,,,,,Individueel,1,Handgeschreven,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8ccb9540-c4a9-58fd-bed3-5fbd3de9401e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:173836,Brief,https://anet.be/record/opaclhobj/tg:lhbr:173836/N,309c8d2d-03ac-5a7e-ba40-8f3deaff4ea1,BE-ANN07/br/000163705,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/309c8d2d-03ac-5a7e-ba40-8f3deaff4ea1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:32996,Brief,https://anet.be/record/opaclhobj/tg:lhbr:32996/N,042b0fc3-b650-5a9b-becb-2e25024a9c5a,BE-ANN07/br/000031821,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/042b0fc3-b650-5a9b-becb-2e25024a9c5a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:172724,Brief,https://anet.be/record/opaclhobj/tg:lhbr:172724/N,07ccc37f-2be9-5612-b5dc-9f1da6ae6b14,BE-ANN07/br/000162609,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/07ccc37f-2be9-5612-b5dc-9f1da6ae6b14'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:33684,Brief,https://anet.be/record/opaclhobj/tg:lhbr:33684/N,e3f156c7-b191-5661-8ae1-766d52583d85,BE-ANN07/br/000032504,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e3f156c7-b191-5661-8ae1-766d52583d85'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:124144,Brief,https://anet.be/record/opaclhobj/tg:lhbr:124144/N,a750c617-c301-5d95-a333-9b1abc0d45ad,BE-ANN07/br/000116833,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a750c617-c301-5d95-a333-9b1abc0d45ad'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:192570,Brief,https://anet.be/record/opaclhobj/tg:lhbr:192570/N,a17ae6a1-b282-5d84-b2a7-e132a0529fe7,BE-ANN07/br/000182214,,,,,,,,,Individueel,1,Handgeschreven,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a17ae6a1-b282-5d84-b2a7-e132a0529fe7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:159474,Brief,https://anet.be/record/opaclhobj/tg:lhbr:159474/N,57fbb712-6b30-5303-8989-e6d0f946f375,BE-ANN07/br/000150532,,,,,,,,,Groep,2,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/57fbb712-6b30-5303-8989-e6d0f946f375'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:80548,Brief,https://anet.be/record/opaclhobj/tg:lhbr:80548/N,cd863f14-ca8e-540d-b2bd-61fdc603bafa,BE-ANN07/br/000075753,,,,,,,,,Groep,11,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/cd863f14-ca8e-540d-b2bd-61fdc603bafa'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:197288,Brief,https://anet.be/record/opaclhobj/tg:lhbr:197288/N,e06dd7fb-e77f-55d0-8a47-d1c504e7a42c,BE-ANN07/br/000186887,,,,,,,,,Individueel,1,Getypt,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e06dd7fb-e77f-55d0-8a47-d1c504e7a42c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:7332,Brief,https://anet.be/record/opaclhobj/tg:lhbr:7332/N,ce9a1a70-690f-5a9f-9d61-fea3d3de6e92,BE-ANN07/br/000006952,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ce9a1a70-690f-5a9f-9d61-fea3d3de6e92'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:82575,Brief,https://anet.be/record/opaclhobj/tg:lhbr:82575/N,83948d87-d97a-5083-8037-a105e988b48c,BE-ANN07/br/000077653,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/83948d87-d97a-5083-8037-a105e988b48c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:49471,Brief,https://anet.be/record/opaclhobj/tg:lhbr:49471/N,25b01693-3fcc-549a-b99a-aa2c598054e3,BE-ANN07/br/000047630,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/25b01693-3fcc-549a-b99a-aa2c598054e3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:207671,Brief,https://anet.be/record/opaclhobj/tg:lhbr:207671/N,96c833be-644f-5eec-85e5-2ce1f757356a,BE-ANN07/br/000197190,,,,,,,,,Individueel,1,Getypt,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/96c833be-644f-5eec-85e5-2ce1f757356a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:251011,Brief,https://anet.be/record/opaclhobj/tg:lhbr:251011/N,f8f11d86-cf4c-5a5a-854e-ab4b71b190a7,BE-ANN07/br/000239874,,,,,,,,,Groep,16,Handgeschreven,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f8f11d86-cf4c-5a5a-854e-ab4b71b190a7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:34141,Brief,https://anet.be/record/opaclhobj/tg:lhbr:34141/N,8ced8fb7-a7d1-5471-a32e-a45cfca1d386,BE-ANN07/br/000032936,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8ced8fb7-a7d1-5471-a32e-a45cfca1d386'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhbr:123681,Brief,https://anet.be/record/opaclhobj/tg:lhbr:123681/N,79d318b4-9919-5405-aefa-7703b7b0bec6,BE-ANN07/br/000116392,,,,,,,,,Individueel,1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/79d318b4-9919-5405-aefa-7703b7b0bec6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
