brocade.id,ResourceID,card,order,Archive Note,Serial Number,Acquisition Note,Source Note,Registration Number value,Location Number,Warehouse Location (begin),Warehouse Location (ende),Source Note Language,Source Note Type
tg:lhbr:277089,2e743d06-d13d-5695-86fb-1045a2d7136c,Items,1,isad:lh:157839,VV 237 / 2,tr:lh:139794,,,,,,Nederlands,Noot
tg:lhbr:105619,9ed17e17-485c-587d-ae7c-02b4058bfb60,Items,1,isad:lh:44855,,tr:lh:4758,,94339/794,M 896 / B,,,Nederlands,Noot
tg:lhbr:153079,538ec123-3a03-53b5-b8c1-aec1ab257f30,Items,1,isad:lh:63066,,tr:lh:5875,,126014/107,P 62695 / B2,,,Nederlands,Noot
tg:lhbr:208584,cfcaff68-3ecc-52d5-a418-9bba225476e6,Items,1,isad:lh:76726,,tr:lh:6413,,151667/3,W 256 / B2 ((periode L. Simons 1969-1984) 16),,,Nederlands,Noot
tg:lhbr:107624,14d6636f-1e4f-5289-ada8-1f4dc28b048d,Items,1,isad:lh:45703,,tr:lh:2325,,43900/9,M 9326 / B,,,Nederlands,Noot
tg:lhbr:46784,f77c69bf-a8ba-5b39-8064-3c1eb8efa4b8,Items,1,isad:lh:21537,,tr:lh:5834,,122712/2,D 5325 / B,,,Nederlands,Noot
tg:lhbr:151044,86919103-130f-5a10-8d8d-f63a45f9001a,Items,1,isad:lh:62431,,tr:lh:3055,,61077/520,V 4655 / B,,,Nederlands,Noot
tg:lhbr:88178,e832fd3f-c285-5e5a-b815-b9906e40579d,Items,1,isad:lh:37842,,tr:lh:5962,,130250/29,T 161203 / B,,,Nederlands,Noot
tg:lhbr:118928,ecbe9043-47b0-5023-8549-9beb33d968dd,Items,1,isad:lh:50527,,tr:lh:4787,,95313/14,P 254 / B,,,Nederlands,Noot
tg:lhbr:59888,d6752a40-1cf7-515b-bbfe-b360d7306173,Items,1,isad:lh:2094,,tr:lh:5936,,129188/120,G 102 / B (8),,,Nederlands,Noot
tg:lhbr:290518,8d8ab8be-d6d3-5f70-aeee-815f8696469b,Items,1,isad:lh:171570,D 1175 / 1,,,,,,,Nederlands,Noot
tg:lhbr:213262,a14a8aa6-f216-55b0-9e3e-a696dd396b1e,Items,1,isad:lh:77823,,tr:lh:7571,,198341/171a-c,M 224 / B,,,Nederlands,Noot
tg:lhbr:245402,e8db8390-ad3c-576e-8bdd-2d4487651144,Items,1,isad:lh:130189,D 9653 / 21 (130),tr:lh:126473,,,,,,Nederlands,Noot
tg:lhbr:106936,a0cb3375-019d-5470-a936-8eeb32af8e3a,Items,1,isad:lh:45468,,tr:lh:5778,,119201/2,N 1232 / B,,,Nederlands,Noot
tg:lhbr:47896,dd6500cc-62e8-50f9-8de6-1ab8ffd33497,Items,1,isad:lh:21973,,tr:lh:4929,,98403/9,D 8598 / B,,,Nederlands,Noot
tg:lhbr:20552,c5d7e515-aaad-589d-b02a-a587fd60eab6,Items,1,,,tr:lh:6407,,150637/2,B 909 / B,,,Nederlands,Noot
tg:lhbr:137292,bf8d831a-148f-5b62-b0dd-f99bf61cc953,Items,1,isad:lh:57214,,tr:lh:5845,,123038/2,S 83875 / B,,,Nederlands,Noot
tg:lhbr:76332,334aa488-6296-5aa6-b565-8bdbd2e17cf8,Items,1,,,tr:lh:6467,,158626/2,H 965 / B,,,Nederlands,Noot
tg:lhbr:238132,2b8d7a86-389f-5ba7-8a66-2ba9ce4e0677,Items,1,isad:lh:85375,,,,219406/89a-c,VV 509 / B2,,,Nederlands,Noot
tg:lhbr:96166,2ac4aebf-35e3-56f9-b60f-239dd28eb5e8,Items,1,isad:lh:41002,,tr:lh:6071,,138186,M 284 / B,,,Nederlands,Noot
tg:lhbr:186163,6c4711dd-082c-55e8-9bad-a5438a189953,Items,1,isad:lh:30857,,tr:lh:3772,,72465/287,T 48399 / B (1949),,,Nederlands,Noot
tg:lhbr:269097,d0cdc2b8-0d59-5ede-babb-b03e1722452e,Items,1,isad:lh:154866,D 325/151,tr:lh:7843,,,,,,Nederlands,Noot
tg:lhbr:166337,62478603-7ae2-571e-9766-82549c55a569,Items,1,isad:lh:67837,,tr:lh:2317,,44020/45,H 722 / B,,,Nederlands,Noot
tg:lhbr:27297,b3275c0b-feff-542e-9b15-0f3d6e93a3b1,Items,1,isad:lh:13259,,tr:lh:7314,,,FVCA / B (1919-1932),,,Nederlands,Noot
tg:lhbr:273863,fb58bb47-3e10-5f2e-9a93-5478dd9ed47c,Items,1,isad:lh:156528,D 325/227,tr:lh:7843,,,,,,Nederlands,Noot
tg:lhbr:130557,9ca29ea2-e787-587c-8ff1-6bf3a0458548,Items,1,isad:lh:54758,,tr:lh:4315,,83413/53,,,,Nederlands,Noot
tg:lhbr:157893,6c13cd06-2f81-5294-9544-8eaabb8d27e0,Items,1,isad:lh:64855,,,,,W 208 / B,,,Nederlands,Noot
tg:lhbr:16933,9f378cba-4727-5924-9f60-c4f484115f92,Items,1,isad:lh:8966,,tr:lh:6086,,139004/17,B 742 / B (12),,,Nederlands,Noot
tg:lhbr:122993,0d7c04ca-4160-594d-8c2a-8b997001de9f,Items,1,,,tr:lh:2921,,59108/8,R 5845 / B,,,Nederlands,Noot
tg:lhbr:63833,27fe323e-9d88-5e70-ade9-2e98d76642b8,Items,1,isad:lh:29241,,,,,G 563 / B,,,Nederlands,Noot
tg:lhbr:113237,b98bcfb9-a77b-5165-93a8-676bab3e5ead,Items,1,isad:lh:48046,,tr:lh:4736,,90119/10,P 27155 / B,,,Nederlands,Noot
tg:lhbr:52397,7591a6ad-d6e2-5393-8094-223674c45ac6,Items,1,isad:lh:23773,,tr:lh:6879,,170122/85,W 70898 / B2,,,Nederlands,Noot
tg:lhbr:99293,5d2c6766-67f9-591b-877c-b35c8990fdbd,Items,1,isad:lh:42215,,tr:lh:3344,,66472/249,G 32995 / B,,,Nederlands,Noot
tg:lhbr:206963,2dc57c4d-bd5d-58a3-8355-01d8708223f8,Items,1,isad:lh:76160,,tr:lh:6413,,151273/1,W 256 / B2 ((periode L. Simons 1969-1984) 3),,,Nederlands,Noot
tg:lhbr:145457,c79f013d-ba79-5f89-b584-66f68563f91d,Items,1,isad:lh:7203,,tr:lh:4796,,95560/46,H 722 / B (1961-63),,,Nederlands,Noot
tg:lhbr:138167,9908ef13-e465-5b87-9e29-cece7f8e77cb,Items,1,isad:lh:57584,,tr:lh:6553,,161684/2,CC 92 / B2,,,Nederlands,Noot
tg:lhbr:28162,ab693463-d80e-52fe-961c-6f262dc9f479,Items,1,isad:lh:13711,,tr:lh:7314,,,FVCA / B (1933-1940),,,Nederlands,Noot
tg:lhbr:286136,353496e3-4fef-5fcb-be79-37be09d74cbb,Items,1,isad:lh:129204,B 805 /53,tr:lh:128691,,,,,,Nederlands,Noot
tg:lhbr:55452,8d04c237-448d-5e8c-b565-42ba0209941e,Items,1,,,,,99495/4,G 236 / B,,,Nederlands,Noot
tg:lhbr:142392,dc4d8a4c-918c-592e-859f-f99268a424ff,Items,1,isad:lh:914,,tr:lh:651,,12668/823,"H 90783 / B (Boek III, 2)",,,Nederlands,Noot
tg:lhbr:189296,d2457869-f8cc-5188-9f78-46316ebad8c7,Items,1,isad:lh:6062,,tr:lh:7063,,177317/732,D 125 / B2,,,Nederlands,Noot
tg:lhbr:266362,c59db546-71a3-5460-a24a-b9cb01e97205,Items,1,isad:lh:132774,R 462 / 837,tr:lh:128783,,,,,,Nederlands,Noot
tg:lhbr:230502,8ccb9540-c4a9-58fd-bed3-5fbd3de9401e,Items,1,isad:lh:82952,,tr:lh:7785,,202193/70,R 467 / B2,,,Nederlands,Noot
tg:lhbr:173836,309c8d2d-03ac-5a7e-ba40-8f3deaff4ea1,Items,1,isad:lh:70302,,tr:lh:7094,,177690/71,W 3955 / B2,,,Nederlands,Noot
tg:lhbr:32996,042b0fc3-b650-5a9b-becb-2e25024a9c5a,Items,1,isad:lh:15861,,tr:lh:5863,,124383/470,C 289 / B,,,Nederlands,Noot
tg:lhbr:172724,07ccc37f-2be9-5612-b5dc-9f1da6ae6b14,Items,1,isad:lh:70020,,tr:lh:7352,,195544/404,B 6781 / B2,,,Nederlands,Noot
tg:lhbr:33684,e3f156c7-b191-5661-8ae1-766d52583d85,Items,1,isad:lh:16169,,tr:lh:4195,,81124/6,C 322 / B,,,Nederlands,Noot
tg:lhbr:124144,a750c617-c301-5d95-a333-9b1abc0d45ad,Items,1,,,tr:lh:5661,,113943/2,R 6537 / B,,,Nederlands,Noot
tg:lhbr:192570,a17ae6a1-b282-5d84-b2a7-e132a0529fe7,Items,1,isad:lh:74298,,,,163829/4,G 395 / B2,,,Nederlands,Noot
tg:lhbr:159474,57fbb712-6b30-5303-8989-e6d0f946f375,Items,1,isad:lh:65428,,,,,W 555 / B,,,Nederlands,Noot
tg:lhbr:80548,cd863f14-ca8e-540d-b2bd-61fdc603bafa,Items,1,isad:lh:35244,,,,,J 422 / B,,,Nederlands,Noot
tg:lhbr:197288,e06dd7fb-e77f-55d0-8a47-d1c504e7a42c,Items,1,isad:lh:1523,,tr:lh:4620,,88354/168b,T 48399 / B (1946),,,Nederlands,Noot
tg:lhbr:7332,ce9a1a70-690f-5a9f-9d61-fea3d3de6e92,Items,1,,,tr:lh:294,,7857/13,B 211 / B,,,Nederlands,Noot
tg:lhbr:82575,83948d87-d97a-5083-8037-a105e988b48c,Items,1,isad:lh:555,,tr:lh:5630,,112913/823,K 376 / B (Deel II),,,Nederlands,Noot
tg:lhbr:49471,25b01693-3fcc-549a-b99a-aa2c598054e3,Items,1,isad:lh:22593,,tr:lh:2695,,53186/124,E 141 / B,,,Nederlands,Noot
tg:lhbr:207671,96c833be-644f-5eec-85e5-2ce1f757356a,Items,1,isad:lh:76419,,tr:lh:6413,,151406/1,W 256 / B2 ((periode L. Simons 1969-1984) 8),,,Nederlands,Noot
tg:lhbr:251011,f8f11d86-cf4c-5a5a-854e-ab4b71b190a7,Items,1,isad:lh:12477,B 708 / 1353,tr:lh:3032,,,,,,Nederlands,Noot
tg:lhbr:34141,8ced8fb7-a7d1-5471-a32e-a45cfca1d386,Items,1,isad:lh:16315,,tr:lh:4736,,90506/24,C 33703 / B,,,Nederlands,Noot
tg:lhbr:123681,79d318b4-9919-5405-aefa-7703b7b0bec6,Items,1,isad:lh:52421,,tr:lh:4265,,82760/8,P 647 / B,,,Nederlands,Noot
tg:lhbr:62721,12116036-61f4-520c-9bed-313871d83770,Items,1,isad:lh:28372,,,,,G 563 / B,,,Nederlands,Noot
tg:lhbr:170719,5d8935b4-6e98-5c1f-bcad-e577134fea99,Items,1,isad:lh:69334,,tr:lh:7063,,177312/859,D 125 / B2,,,Nederlands,Noot
tg:lhbr:126179,771736aa-2fb1-5740-8dd2-640abe3c51f3,Items,1,isad:lh:53025,,tr:lh:6952,,173576/a-c,R 72 / B,,,Nederlands,Noot
tg:lhbr:202189,eeb3ea1f-fdd2-514f-9c27-c46f4e3ec94c,Items,1,isad:lh:75276,,tr:lh:7571,,198334/19,M 224 / B,,,Nederlands,Noot
tg:lhbr:140205,51132fa8-ab66-543b-94fc-10c207a5c7a5,Items,1,isad:lh:58312,,tr:lh:5403,,105902/929,S 9975 / B,,,Nederlands,Noot
tg:lhbr:255951,c2a96063-23d2-59a1-96d0-3b0303e5f4e3,Items,1,isad:lh:146291,J 416 / 58,tr:lh:9770,,,,,,Nederlands,Noot
tg:lhbr:116465,f3705416-17c5-5939-893d-f24ddfa97216,Items,1,isad:lh:49466,,tr:lh:5565,,117298,P 545 / B,,,Nederlands,Noot
tg:lhbr:30801,fbea5afc-274a-5e82-b9b9-3273d0141c58,Items,1,isad:lh:14998,,tr:lh:1697,,30664/1,V 3437 / B,,,Nederlands,Noot
tg:lhbr:232495,d518d35d-3184-50fa-98f3-5eaba3e3d20e,Items,1,isad:lh:83504,,tr:lh:9529,,217598/4a-b,E 285 / B2 (dossier publiciteit 1942-1944),,,Nederlands,Noot
tg:lhbr:281759,2b3f801f-4911-5aa9-baee-6e71ce47aaf8,Items,1,isad:lh:161771,L 1833 / 133,,,,,,,Nederlands,Noot
tg:lhbr:122839,351c0874-2676-5203-9e03-991a9febf662,Items,1,isad:lh:52091,,tr:lh:5778,,119405/2,R 5845 / B,,,Nederlands,Noot
tg:lhbr:63999,afd2c2be-5b8a-537e-ba51-64c23a0e8899,Items,1,isad:lh:29376,,,,,G 563 / B,,,Nederlands,Noot
tg:lhbr:99339,b65f5aee-648d-57c3-85fb-8829a23e3e8f,Items,1,isad:lh:42239,,tr:lh:4529,,87196/31,S 823 / B,,,Nederlands,Noot
tg:lhbr:248660,8ffcbc69-384c-5da7-8eb0-08251a67598e,Items,1,isad:lh:141004,C 3622 / 24,tr:lh:2279,Betreffende een reis door Frankrijk,,,,,Nederlands,Noot
tg:lhbr:283764,0ceec1f6-b3bb-5b2b-837c-009b5d4153d1,Items,1,isad:lh:163205,D 325 / 1278,tr:lh:7843,,202504/60a-b,,,,Nederlands,Noot
tg:lhbr:235350,63dfc445-a82d-5096-a42a-2907e6038833,Items,1,isad:lh:84207,,tr:lh:9767,,217989/1668,Y 2 / B2,,,Nederlands,Noot
tg:lhbr:263530,529b6f09-9318-57dd-8ebb-470e6ca7cc7d,Items,1,isad:lh:150950,B 798 / 236 - 293,tr:lh:139974,,,,,,Nederlands,Noot
tg:lhbr:120804,7c82a035-c7eb-5a1a-84c9-bf0b4bb963c7,Items,1,isad:lh:51260,,tr:lh:1102,,19954/27,R 421 / B,,,Nederlands,Noot
tg:lhbr:50200,daf6da72-3add-5e89-846e-f228877aab9f,Items,1,isad:lh:22879,,tr:lh:4744,,92529/27,E 184 / B,,,Nederlands,Noot
tg:lhbr:142238,460b2ced-3bec-5637-8e11-76a009b9cf34,Items,1,isad:lh:59110,,tr:lh:5863,,124401/302,T 3228 / B,,,Nederlands,Noot
tg:lhbr:114458,2a721693-b6ff-5c32-ad1a-f12226c00ab8,Items,1,isad:lh:4161,,tr:lh:4124,,79951/195,V 672 / B2 (1926),,,Nederlands,Noot
tg:lhbr:169168,ec9d6925-d3ae-527f-8580-6990556ae2ca,Items,1,isad:lh:68932,,tr:lh:6196,,143657,D 531 / B2,,,Nederlands,Noot
tg:lhbr:253186,c833cbd0-1341-5cca-9efe-2815a266a819,Items,1,isad:lh:144626,,tr:lh:139785,,,R 139785 / B2,,,Nederlands,Noot
tg:lhbr:7298,8cf497ac-7f29-52ce-9fc7-449244ff8739,Items,1,isad:lh:4681,,tr:lh:2026,,37818/a-b,B 19855 / B,,,Nederlands,Noot
tg:lhbr:121716,aa8335fc-73e5-5542-aa32-b937fb5c5e39,Items,1,isad:lh:51643,,tr:lh:1749,,31171/93,R 952 / B,,,Nederlands,Noot
tg:lhbr:177176,011fad9c-e6bd-54ef-bc43-d29d95f9e614,Items,1,isad:lh:70941,,,,74145/643,H 5367 / B2,,,Nederlands,Noot
tg:lhbr:197322,997a2e34-86a3-57d4-a997-e3377b18aa6f,Items,1,isad:lh:1523,,tr:lh:4620,,88354/274c,T 48399 / B (1946),,,Nederlands,Noot
tg:lhbr:282876,5afca339-d8d7-54a7-9f35-b5a7b6da6c92,Items,1,isad:lh:162607,D 325 / 1093,tr:lh:7843,,202504/60a-b,,,,Nederlands,Noot
tg:lhbr:249972,e6a31841-2e4e-5267-a0b5-660ae33eecaa,Items,1,isad:lh:142883,,tr:lh:3456,,77213 /891,A 493 / B2,,,Nederlands,Noot
tg:lhbr:2560,a97767ef-7fff-5ec0-b483-339be507aa99,Items,1,isad:lh:1990,,tr:lh:2207,,42049/9,W 709 / B,,,Nederlands,Noot
tg:lhbr:229373,c668f159-4d7d-5d90-9047-3d2cded6e3f3,Items,1,isad:lh:82586,,tr:lh:7336,,186444/196a-b-c,S 59 / Archief Editions - Uitgevers / Editions du Griffon,,,Nederlands,Noot
tg:lhbr:67173,a4bdfba4-3240-58a1-a070-b46c717c5bb2,Items,1,isad:lh:2094,,tr:lh:5936,,129188/294,G 102 / B (8),,,Nederlands,Noot
tg:lhbr:31713,7a991888-2a54-502c-9ee2-a16bf8ca8017,Items,1,isad:lh:15374,,tr:lh:5752,,117524/7a-c,C 2632 / B,,,Nederlands,Noot
tg:lhbr:254643,8c8a461f-0da5-5529-9d32-85c796e5eb29,Items,1,isad:lh:145504,J 416 / 53,tr:lh:9770,,,,,,Nederlands,Noot
tg:lhbr:202023,bd08b379-5ecc-5c41-9494-4d8e27778785,Items,1,isad:lh:75275,,tr:lh:5678,,114694/88,T 48399 / B (1972),,,Nederlands,Noot
tg:lhbr:221743,62bd37d1-b3d4-58a0-a632-87aee0e423f7,Items,1,isad:lh:80190,,tr:lh:7336,,186699/6,S 59 / Archief K,,,Nederlands,Noot
tg:lhbr:277123,e6a5dfc1-4f64-5eca-a6da-5a14a67de054,Items,1,isad:lh:157845,VV 237 / 2,tr:lh:139794,,,,,,Nederlands,Noot
tg:lhbr:12073,91dec6be-671c-501f-86c4-19ccd8e00400,Items,1,isad:lh:6976,,tr:lh:5863,,124382/526,B 649 / B,,,Nederlands,Noot
tg:lhbr:44613,d210046e-6878-5524-8842-56ba2f4e88e0,Items,1,isad:lh:20706,,tr:lh:6415,,152982/3,D 125 / B2,,,Nederlands,Noot
tg:lhbr:182823,5c8453ea-86fa-53e1-981d-426bc84a1008,Items,1,isad:lh:72565,,tr:lh:7475,,197213/49,S 314 / B1,,,Nederlands,Noot
tg:lhbr:149927,5175d703-52b3-5596-aca3-10ed978add24,Items,1,,,tr:lh:1280,,21872/4,V 4165 / B,,,Nederlands,Noot
tg:lhbr:178283,2556d9c0-a503-5993-a4b1-5b6e22d26033,Items,1,isad:lh:71372,,tr:lh:6886,,171373/54,S 935 / B2,,,Nederlands,Noot
tg:lhbr:39323,6dd317f7-cab2-59ba-a465-9cc50624099e,Items,1,isad:lh:18517,,tr:lh:5778,,119094/3,C 4891 / B,,,Nederlands,Noot
tg:lhbr:129326,4c1e0607-c143-5ffe-9267-ad4a8a642cda,Items,1,isad:lh:9139,,tr:lh:5778,,119305/104,R 5845 / B (Mijn Oorlogsdossier: Map 5),,,Nederlands,Noot
tg:lhbr:68286,bc40ec89-9289-587f-8e8d-c80d6039a4d3,Items,1,isad:lh:31053,,,,,H 191 / B,,,Nederlands,Noot
tg:lhbr:92826,2499a57e-978f-588b-9170-1eba3d2c3d92,Items,1,isad:lh:39615,,tr:lh:168,,2499/5,L 733 / B,,,Nederlands,Noot
tg:lhbr:118882,8f6a2a4f-047e-53f0-9542-68c292c85f79,Items,1,isad:lh:50497,,tr:lh:4460,,86739/17,P 254 / B,,,Nederlands,Noot
tg:lhbr:59922,cb40bc22-ee60-5230-a0ac-5e74ef49c452,Items,1,isad:lh:5117,,tr:lh:5936,,129846/1938,G 102 / B (Tentoonstelling 61),,,Nederlands,Noot
tg:lhbr:154616,006b3aec-045b-5451-9720-4d69be9f8d4f,Items,1,isad:lh:63720,,tr:lh:2702,,53355/6,V 7154 / B,,,Nederlands,Noot
tg:lhbr:102076,85c3d31d-91ec-5c76-87c0-61beffcf7424,Items,1,isad:lh:6188,,tr:lh:651,,12668/431,H 90783 / B (Boek II),,,Nederlands,Noot
tg:lhbr:226086,fdf3f109-43a4-5d0f-9c02-98f4aeaa2234,Items,1,isad:lh:81592,,tr:lh:7860,,203526/130,M 224 / B,,,Nederlands,Noot
tg:lhbr:73560,aac54dab-803c-534b-9f7f-da55912211bc,Items,1,isad:lh:33137,,tr:lh:2695,,53186/350,H 674 / B,,,Nederlands,Noot
tg:lhbr:25300,14de20be-c366-5337-9817-66c12b303f23,Items,1,isad:lh:2695,,tr:lh:5692,,115194/55,C 416 / B (1978),,,Nederlands,Noot
tg:lhbr:240250,e38e75d6-f590-5cb9-b71a-f7e10bda4f1b,Items,1,isad:lh:117376,,tr:lh:6886,,100603/263,S 935 / B2,,,Nederlands,Noot
tg:lhbr:216430,a311c834-bc1b-5161-8182-647315e8f944,Items,1,isad:lh:78541,,tr:lh:7702,,200270/64,E 285 / B2,,,Nederlands,Noot
tg:lhbr:155904,30a3637a-7a0e-56c8-ad00-0048ffc78b77,Items,1,isad:lh:64205,,tr:lh:5800,,121423/3,V 892 / B,,,Nederlands,Noot
tg:lhbr:119790,fa7a2557-f6d6-533b-b276-1d507e576e4c,Items,1,isad:lh:50913,,tr:lh:6036,,133791/4,D 2195 / B2,,,Nederlands,Noot
tg:lhbr:58630,bd0e8afa-fe54-5729-ada2-05a4333b178a,Items,1,,,,,16577/4a-d,G 3947 / B,,,Nederlands,Noot
tg:lhbr:93734,1e6dfe0a-b7f6-512f-a348-6f2693f597be,Items,1,isad:lh:40006,,tr:lh:5890,,126328/2,K 452 / B2,,,Nederlands,Noot
tg:lhbr:137338,fd4036d3-2ccc-5dd3-a94e-1a751d10a5cb,Items,1,isad:lh:57233,,tr:lh:5863,,124400/839,S 839655 / B,,,Nederlands,Noot
tg:lhbr:76298,e8b70298-2ea6-5041-8877-7171fa63c6f2,Items,1,,,tr:lh:2182,,41232/30,H 965 / B,,,Nederlands,Noot
tg:lhbr:161558,995c43b7-3021-5fd2-924e-f9453629369d,Items,1,isad:lh:66131,,tr:lh:5752,,117861/3,S 8719 / B,,,Nederlands,Noot
tg:lhbr:148635,b084cce9-ff76-5f49-8fc4-db8a9c62aa11,Items,1,isad:lh:61661,,tr:lh:4758,,94355/35,V 3545 / B,,,Nederlands,Noot
tg:lhbr:183731,b14f0cff-58ab-52db-97ee-448d3435c4af,Items,1,isad:lh:73032,,tr:lh:7514,,197900,R 71164 / B2,,,Nederlands,Noot
tg:lhbr:45901,b85f5615-9278-5cee-bd86-0c6d355121fd,Items,1,isad:lh:21246,,tr:lh:6045,,135277/32,S 1035 / B,,,Nederlands,Noot
tg:lhbr:247595,af1d2c38-e69c-529c-8c6d-e073fcaaf769,Items,1,isad:lh:41076,C 3622 / 22,tr:lh:2279,,,,,,Nederlands,Noot
tg:lhbr:135305,10f2f798-df2d-5af1-8bd3-5b02dcda20de,Items,1,,,,,142679,S 6892 / B,,,Nederlands,Noot
tg:lhbr:220851,e0b47039-22d8-57ee-919c-124618efea3a,Items,1,isad:lh:80017,,tr:lh:7336,,186450/9,S 59 / Archief E,,,Nederlands,Noot
tg:lhbr:163565,df0c117d-74f1-531f-9177-b25bd3180ad1,Items,1,isad:lh:66720,,tr:lh:6415,,153454/1,D 125 / B2,,,Nederlands,Noot
tg:lhbr:289369,cf4d2368-5151-5b34-9429-7e0008d5cc3e,Items,1,isad:lh:168786,R 1476 / 175,tr:lh:5479,,107680,,,,Nederlands,Noot
tg:lhbr:157939,98e88482-b7c2-590b-81c7-ef632aba0e80,Items,1,isad:lh:64869,,tr:lh:4044,,77521/109,W 208 / B,,,Nederlands,Noot
tg:lhbr:16899,d176e59a-deff-566e-8ee1-b7730d8a9b88,Items,1,isad:lh:7507,,tr:lh:6086,,139085/100,B 742 / B (46),,,Nederlands,Noot
tg:lhbr:91709,790a96a6-f4bb-5e89-b5c5-40f0f1c76b66,Items,1,isad:lh:39200,,tr:lh:4786,,94725/1a-b,L 57525 / B,,,Nederlands,Noot
tg:lhbr:238562,65f8e439-4ef8-53b5-956b-00c2406c0bff,Items,1,isad:lh:85599,,,,220461/9a-d,S 962 / B2,,,Nederlands,Noot
tg:lhbr:96536,57c9ad22-b436-5fa5-a1d7-5533aa496af6,Items,1,isad:lh:41146,,tr:lh:4397,,84638/36,M 335 / B,,,Nederlands,Noot
tg:lhbr:245052,de248af2-2828-5ba8-a0c6-3d4068a19c19,Items,1,isad:lh:130188,D 9653 / 20 (91),tr:lh:126473,,,,,,Nederlands,Noot
tg:lhbr:213632,900a5b0a-bb8e-5688-859e-e571666610c7,Items,1,isad:lh:77923,,tr:lh:7571,,198355/132,M 224 / B,,,Nederlands,Noot
tg:lhbr:20102,7f4aa917-f2a3-5090-a1a6-1d6c672338f7,Items,1,isad:lh:5044,,tr:lh:4124,,79953/52,V 672 / B2 (1929),,,Nederlands,Noot
tg:lhbr:130107,baae3d1c-fa50-5b5f-b861-07672994b986,Items,1,,,,,,N 261 / B,,,Nederlands,Noot
tg:lhbr:166767,f9d8f04e-218e-58ff-9dbb-04fcfc8e231c,Items,1,isad:lh:67999,,,,145516/23,T 483 / B2,,,Nederlands,Noot
tg:lhbr:289693,1ff8170a-e597-5c10-bac3-bfce0c7c1e90,Items,1,isad:lh:169074,D 11435 / B2,tr:lh:5993,,131448/3,,,,Nederlands,Noot
tg:lhbr:186533,97c335ad-2a16-596d-87f2-b4c3e32e5b5d,Items,1,isad:lh:73549,,tr:lh:3772,,72465/127,T 48399 / B (1950),,,Nederlands,Noot
tg:lhbr:259071,6b1c0e2a-562a-5e58-a3d1-248d7a24a1e2,Items,1,isad:lh:148245,J 416 / 70,tr:lh:9770,,,,,,Nederlands,Noot
tg:lhbr:17271,1d10a5de-4d6f-5c56-a2d2-a0663893f432,Items,1,isad:lh:9069,,tr:lh:9822,,79955/201,S 5754 / B2,,,Nederlands,Noot
tg:lhbr:288981,d6cbb115-ec18-5347-867d-5d5aa67c08a0,Items,1,isad:lh:168688,R 1476 / 173,tr:lh:5479,,107680,,,,Nederlands,Noot
tg:lhbr:243885,0b8e9347-9f37-5977-a93e-e7bc1a3d0d9f,Items,1,isad:lh:131582,,tr:lh:7729,,,HH 14 / B1,,,Nederlands,Noot
tg:lhbr:41411,d628e9db-221c-5a34-ac4c-26b7cb754470,Items,1,isad:lh:19407,,tr:lh:6036,,133520/5a-b,D 2195 / B,,,Nederlands,Noot
tg:lhbr:224541,f2540f21-f514-5b32-8ff1-62c26e48cd82,Items,1,isad:lh:81071,,tr:lh:7759,,201164/49,VV 112 / B1,,,Nederlands,Noot
tg:lhbr:12589,62315a28-d18a-55eb-aa6a-5fc6d5a63ad4,Items,1,isad:lh:7153,,tr:lh:6100,,139775,S 614 / B,,,Nederlands,Noot
tg:lhbr:153429,e45b9d47-30cd-5d0f-aae3-f99293041b9a,Items,1,isad:lh:63206,,tr:lh:3923,,74688/3,V 52882 / B,,,Nederlands,Noot
tg:lhbr:105249,7ea195a8-820f-5f3d-b05d-fce0bff30e3b,Items,1,isad:lh:44632,,tr:lh:2287,,43251/141,M 896 / B,,,Nederlands,Noot
tg:lhbr:8497,dd93f85b-128a-5d7a-88d1-6f08efdea834,Items,1,isad:lh:5275,,tr:lh:6879,,170153/43,"W 70898 / B2 (""""20 Eeuwen Vlaanderen"""")",,,Nederlands,Noot
tg:lhbr:178779,177ea180-7989-56be-8f56-f12c6a47fc5a,Items,1,isad:lh:71512,,tr:lh:6886,,171373/398,S 935 / B2,,,Nederlands,Noot
tg:lhbr:223284,73f04d1c-8409-518f-98d6-774df36623a7,Items,1,isad:lh:80118,,tr:lh:7336,,186695/13,S 59 / Archief H,,,Nederlands,Noot
tg:lhbr:77870,29425a29-dd95-560d-9fd2-455fd04f698e,Items,1,isad:lh:34301,,tr:lh:7314,,,FVCA / B2 (1940-1944),,,Nederlands,Noot
tg:lhbr:151414,f6f6da8b-c867-53ba-b241-666e22341d03,Items,1,,,tr:lh:5736,,116218/4,V 4655 / B,,,Nederlands,Noot
tg:lhbr:212920,e055af5b-9691-5e8f-b183-27a847757f52,Items,1,isad:lh:77796,,tr:lh:5678,,114700/3,T 48399 / B (1979),,,Nederlands,Noot
tg:lhbr:107274,e1ad3cfe-9023-59e8-8dc5-65b589c5d8de,Items,1,isad:lh:45582,,tr:lh:5863,,125280/2,N 169 / B,,,Nederlands,Noot
tg:lhbr:290148,fb76e2dc-9dbb-5226-8dbb-1904b637e5dc,Items,1,isad:lh:169927,R 5419 / 216,,,,,,,Nederlands,Noot
tg:lhbr:88528,12a38e63-18ea-53ad-99e8-9114ce143735,Items,1,isad:lh:37974,,tr:lh:6182,,144295/30,S 7913 / B2,,,Nederlands,Noot
