brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Location Number,Archive Note,Warehouse Location (begin),adm.note,Serial Number,Warehouse Location (ende),adm.note.language,adm.note.type
tg:lhob:697,dd77b818-29ec-5f99-97a8-fe332619a05d,Items,1,tr:lh:7376,195826/3,,isad:lh:134288,V3 D,,,,Nederlands,remarks
tg:lhob:443,ea63b2e1-eec9-5c63-b945-ca5a10a2d68c,Items,1,tr:lh:5451,107003/1,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:156,e00bf30a-f104-51d0-b51f-5e1f74dc90fe,Items,1,tr:lh:6928,,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 4 / 23,,,Nederlands,remarks
tg:lhob:506,9826ab91-70c2-5fde-85cc-eba92d573c33,Items,1,,,S 7865 / SC,isad:lh:148327,,,,,Nederlands,remarks
tg:lhob:140,ab80adc7-4b66-5b79-a8bc-4471573dbf72,Items,1,tr:lh:6928,,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 4 / 7,,,Nederlands,remarks
tg:lhob:269,17af7350-37d3-5ca6-bbf6-6f04b5185046,Items,1,tr:lh:5941,129689,V 254 / V,isad:lh:134703,V3 B 1 A1,Doos 12 / 2,,,Nederlands,remarks
tg:lhob:639,adf00675-7459-5b65-93e8-7a85cdeda73d,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,remarks
tg:lhob:402,c65b3e20-950a-5f33-bc83-1f56ed8df40b,Items,1,,,,isad:lh:135859,V3 B 1 A1,,Doos 15 / 46,,Nederlands,remarks
tg:lhob:117,5efdc0a4-9c5e-5742-a112-9e8ccca70b6f,Items,1,tr:lh:314,6892,,isad:lh:134261,V3 B 1 A1,,Doos 3 / 8,,Nederlands,remarks
tg:lhob:547,e1349bf0-864a-5493-a9f5-83c370d46b89,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,,Nederlands,remarks
tg:lhob:394,c53c116d-612a-5866-8156-f4e79a564a05,Items,1,tr:lh:6976,178735,D 716 / V,isad:lh:134590,V3 B 1 A1,Doos 15 / 38,,,Nederlands,remarks
tg:lhob:681,7e394a1f-98cc-51ce-971d-ca67b17b454e,Items,1,tr:lh:6898,170837,L 319 / E,,,,,,Nederlands,remarks
tg:lhob:249,790cce77-ee87-545e-a764-d9833e966af2,Items,1,tr:lh:4005,76596,B 872 / V,isad:lh:134701,V3 B 1 A1,Doos 11 / 28,,,Nederlands,remarks
tg:lhob:619,3b2b92d1-b288-574f-9812-536816a02813,Items,1,,,M 5162 / E,,,,,,Nederlands,remarks
tg:lhob:530,0468d01e-d8d4-5685-a9dd-d46c02c4cd7c,Items,1,tr:lh:6603,163529,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:160,db4a03a4-f2f3-5b36-b685-671fdd682eea,Items,1,tr:lh:6928,,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 4 / 1,,,Nederlands,remarks
tg:lhob:475,95317105-b4b6-54d0-99ff-923788f2c3ea,Items,1,tr:lh:1615,29109,K 376 / V,isad:lh:134292,V3 D,,,,Nederlands,remarks
tg:lhob:137,162e1cb7-0d06-5988-bef3-a990f9024164,Items,1,tr:lh:6444,158170 / 3,J 422 / V,isad:lh:134507,V3 B 1 A1,Doos 4 / 3,,,Nederlands,remarks
tg:lhob:567,db112985-9e58-5bbf-aba9-51cb55ff8b65,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,,Nederlands,remarks
tg:lhob:80,a995fca2-6221-50f3-b5db-05b04f0302b2,Items,1,tr:lh:6928,,C 395 / 427,isad:lh:109818,V3 B 1 A1,Doos 1 / 12,,,Nederlands,remarks
tg:lhob:588,e9d37355-8a66-5db9-8713-60f291784aca,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:422,5a0951f9-d0fe-5180-9a00-3250678a39fd,Items,1,,63002/4,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:658,add0edc2-02fb-5d28-ada2-36ebcd0daff4,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,remarks
tg:lhob:571,48203733-f5a9-5ce1-9bd8-c81a3257697f,Items,1,tr:lh:2030,37974,R 985/ E,,,,,,Nederlands,remarks
tg:lhob:121,1fe25073-d6f1-504e-8853-687a484be611,Items,1,tr:lh:5760,118310,,,,,Doos 3 / 11,,Nederlands,remarks
tg:lhob:434,e04b2a06-7970-5563-8e6d-6db8ddda1b9b,Items,1,tr:lh:4188,80798,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:96,8eec5187-a589-5928-8af5-c303c66d6be7,Items,1,tr:lh:1985,81.272 1b,T 3125 / V,isad:lh:134405,V3 B 1 A1,doos 2 / 4,,,Nederlands,remarks
tg:lhob:176,e902c14a-31d2-5c7d-94d7-a900aa85cf82,Items,1,tr:lh:2190,41393,L 3045 / V,isad:lh:134666,V3 B 1 A1,Doos 6 / 3,,,Nederlands,remarks
tg:lhob:526,40166baf-2332-59fe-90b0-1bfe0f7f7a24,Items,1,tr:lh:6603,163532,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:199,b94c25da-70a1-58bf-abf6-d4ee4402b8af,Items,1,tr:lh:6595,166150,A 493 / V,isad:lh:134459,V3 B 1 A1,Doos 9 / 2,,,Nederlands,remarks
tg:lhob:674,cd2cecf7-1d21-5a4b-abaf-509763524502,Items,1,tr:lh:6444,158198,J 422 / E,,,,,,Nederlands,remarks
tg:lhob:224,81a6ead5-2a03-5b0e-b422-861aa7c52945,Items,1,tr:lh:7776,201537,M 295 / V,isad:lh:134697,V3 B 1 A1,Doos 11 / 3,,,Nederlands,remarks
tg:lhob:361,84fe284b-bb3b-5415-89a7-4940cf6d2074,Items,1,,,J 257 / V en J 2547 / V,isad:lh:134720,V3 B 1 A1,Doos 15 / 3,,,Nederlands,remarks
tg:lhob:418,901c2aaf-2deb-5003-a479-6eddfd432db1,Items,1,,63003/4,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:623,786ba107-299e-5814-beb7-5af40de6b736,Items,1,,,M 5162 / E,,,,,,Nederlands,remarks
tg:lhob:336,04b685dd-c0cd-5de3-87d3-acab01e92070,Items,1,tr:lh:7703,200289,,isad:lh:134678,V3 B 1 A1,,Doos 14 / 17,,Nederlands,remarks
tg:lhob:635,b930c16b-6ae2-589e-9758-ea4f65f962cf,Items,1,,,K 9045 / E,,,,,,Nederlands,remarks
tg:lhob:265,5817cdbd-04d6-5b9b-84e9-82a794f564fb,Items,1,tr:lh:2432,50022,D 1175 / V,isad:lh:134709,V3 B 1 A1,Doos 11 / 45,,,Nederlands,remarks
tg:lhob:320,f7d42bd8-5818-586b-902a-1ef13168691d,Items,1,tr:lh:1619,29142,M 762 / V,isad:lh:134449,V3 B 1 A1,Doos 14 / 1,,,Nederlands,remarks
tg:lhob:14,f2387b00-89c3-5e8e-adbf-fd8a002d437d,Items,1,tr:lh:9894,,S 292 / V,isad:lh:102577,V3 D,,,,Nederlands,remarks
tg:lhob:398,a0afca54-6c32-5aa4-b787-51579d0ab369,Items,1,,,,isad:lh:134493,V3 B 1 A1,,Doos 15 / 42,,Nederlands,remarks
tg:lhob:662,dd4b4f79-7c3f-5de3-b990-e2dde0ef5efb,Items,1,tr:lh:6341,148070,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:377,3d2e41a5-4a18-53a0-8ae9-8e5bbe77eb8b,Items,1,tr:lh:3043,60744,W 173 / V,isad:lh:135487,V3 B 1 A1,Doos 15 / 18,,,Nederlands,remarks
tg:lhob:43,776e4d65-235d-576e-bcc6-0ca8f3645e5d,Items,1,tr:lh:103984,,E 285 / V,isad:lh:112099,V3 D 1 B3,,,,Nederlands,remarks
tg:lhob:42,460b6cab-88cf-5354-9af8-5d9f96c8715a,Items,1,,,,,V2 F,oipopipoio,,,Nederlands,remarks
tg:lhob:233,1f68222a-eb92-5fad-92d0-f3e3dd78933f,Items,1,tr:lh:7776,201537,M 295 / V,isad:lh:134697,V3 B 1 A1,Doos 11 / 11,,,Nederlands,remarks
tg:lhob:399,c9e75669-7a8f-5315-b1fe-fb962296747a,Items,1,tr:lh:2212,42162,,isad:lh:134273,V3 B 1 A1,,Doos 15 / 43,,Nederlands,remarks
tg:lhob:663,2066eb40-ec23-51e6-ae92-aaf0ac66e132,Items,1,tr:lh:6341,148070,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:376,7eb5e9ea-4c51-56a5-b093-6813b3d90f12,Items,1,,,,isad:lh:134493,V3 B 1 A1,,Doos 15 / 22,,Nederlands,remarks
tg:lhob:634,8b1a0c93-bdba-53a3-b4ae-adc49bafdae1,Items,1,,,K 9045 / E,,,,,,Nederlands,remarks
tg:lhob:264,be2e5632-f964-56e3-9b65-20e4805740ba,Items,1,tr:lh:1558,28266,H 754 / V,,V3 B 1 A1,Doos 11 / 44,,,Nederlands,remarks
tg:lhob:321,2eed1caa-65a3-544a-aa66-fdce85d5e48d,Items,1,tr:lh:6284,146034,H 7653 / V,isad:lh:134769,V3 B 1 A1,Doos 14 / 2,,,Nederlands,remarks
tg:lhob:272,4ae32a4b-a881-55ee-b376-32aee2165334,Items,1,,,J 2547 / V,isad:lh:134493,V3 B 1 A1,Doos 12 / 6,,,Nederlands,remarks
tg:lhob:622,89b4dfaf-afc1-58ca-b880-7d683cd94dda,Items,1,,,M 5162 / E,,,,,,Nederlands,remarks
tg:lhob:337,cf652607-7ee6-5410-84a7-a9ba30ecded9,Items,1,,,,isad:lh:134720,V3 B 1 A1,,Doos 14 / 18,,Nederlands,remarks
tg:lhob:419,eb71e65b-6bec-5bd3-9d66-4cea4f014c6e,Items,1,,63003/3,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:54,ecd8e82d-4837-557d-b625-443fde3c484a,Items,1,,,,isad:lh:109818,V3 D 2 A3,,C 395 / 28,,Nederlands,remarks
tg:lhob:675,8eba721f-4eeb-5456-a7eb-c3d52bd85ffa,Items,1,tr:lh:6444,158198,J 422 / E,,,,,,Nederlands,remarks
tg:lhob:225,48710dde-ab8a-533a-b049-02b36607fc40,Items,1,tr:lh:7776,201537,M 295 / V,isad:lh:134697,V3 B 1 A1,Doos 11 / 4,,,Nederlands,remarks
tg:lhob:360,d347822e-a9be-5b09-beaa-6007f82f6712,Items,1,,,,isad:lh:134720,V3 B 1 A1,,Doos 15 / 2,,Nederlands,remarks
tg:lhob:177,ffbbc428-5f0a-5a5c-9625-b499f68272e5,Items,1,tr:lh:1078,19214,,,V3 B 1 A1,,Doos 6 / 2,,Nederlands,remarks
tg:lhob:527,377ff061-cd54-5d9a-b0f8-07ea161601ea,Items,1,tr:lh:6603,163527,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:198,6397d1d9-2933-5d74-b9ce-dbd7fd9afc03,Items,1,tr:lh:2974,60257,V 115 / V,isad:lh:134689,V3 B 1 A1,Doos 9 / 1,,,Nederlands,remarks
tg:lhob:78,b552b3c8-3c49-5c0d-b859-afdf3ee6731b,Items,1,tr:lh:7369,195 785 / 1,N 4935 / V,isad:lh:134344,V3 B 1 A1,Doos 1 / 11,,,Nederlands,remarks
tg:lhob:570,ed0037e8-7327-5e1f-bc2b-a19f652aab54,Items,1,tr:lh:7740,,S 5621 / E,,,,,,Nederlands,remarks
tg:lhob:120,4f55cf51-0c3d-5d6d-a5fd-602b0ee108c0,Items,1,tr:lh:3992,76136,,isad:lh:112024,V3 B 1 A1,,Doos 3 / 10,,Nederlands,remarks
tg:lhob:435,dd888ee3-82ac-5881-81a8-1a65702e08fb,Items,1,tr:lh:4188,80798,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:97,94bf5cb2-5d92-5c22-a8e7-c6d4c9f79eef,Items,1,tr:lh:7844,166266,,isad:lh:123315,V3 B 1 A1,Doos 2 /,2,,Nederlands,remarks
tg:lhob:209,4930d2e4-672a-5070-9e9d-fd537cfed591,Items,1,,,,isad:lh:134688,V3 B 1 A1,,Doos 8 / 2,,Nederlands,remarks
tg:lhob:659,1dd15763-2ce8-5cc5-bd48-802e88ffafc8,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,remarks
tg:lhob:136,0b9ba119-2a3b-515d-bcf0-dbf2af49d480,Items,1,tr:lh:6799,168392,,isad:lh:134566,V3 B 1 A1,,Doos 4 / 2,,Nederlands,remarks
tg:lhob:566,75cc313d-efbd-509a-8737-7b8bd466910d,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,,Nederlands,remarks
tg:lhob:589,c66c86ef-afc6-56fb-a7ce-bf6c8c756735,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:423,bb607fe9-f2be-5b22-bb2c-dfcf76062157,Items,1,,63002/3,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:531,988e58f0-2a23-557a-b93b-8232a458f1fb,Items,1,tr:lh:6603,163534,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:161,c838a14c-9b24-55ae-88ac-7df1f45f5f1d,Items,1,tr:lh:6595,166148,A 493 / V,isad:lh:134459,V3 B 1 A1,Doos 5 / 1,,,Nederlands,remarks
tg:lhob:248,e229b2a0-434b-5070-88a5-e22a548c9c95,Items,1,,220365,L 179 / V,isad:lh:134693,V3 B 1 A1,Doos 11 / 16,,,Nederlands,remarks
tg:lhob:618,4ba1648e-a8df-539b-8b81-b7031c26f816,Items,1,,,M 5162 / E,,,,,,Nederlands,remarks
tg:lhob:395,95b1368a-87ee-58f0-a92e-fac8e00450bf,Items,1,,,J 2547 / V,isad:lh:134493,V3 B 1 A1,Doos 15 / 39,,,Nederlands,remarks
tg:lhob:680,957f959e-c9ee-57c7-8228-71a64eaa1fe5,Items,1,tr:lh:6898,170837,L 319 / E,,,,,,Nederlands,remarks
tg:lhob:403,39c39583-8827-5021-b354-e3dd463b04c3,Items,1,tr:lh:6603,166283 / 1-4,,isad:lh:123315,V3 B 1 A1,,Doos 15 / 47,,Nederlands,remarks
tg:lhob:116,a4d80d20-213d-5c83-9695-4d5fc87d3f81,Items,1,tr:lh:6928,,,isad:lh:109818,V3 B 1 A1,,Doos 3 / 5-6,,Nederlands,remarks
tg:lhob:546,969d3940-703f-5641-8702-7b03fd617fbb,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,,Nederlands,remarks
tg:lhob:268,3780e21a-5417-5c72-ab7b-90e427e4e27b,Items,1,tr:lh:358,7245,J 2545 / V,,V3 B 1 A1,Doos 12 / 1,,,Nederlands,remarks
tg:lhob:638,345b8ffb-6c11-5792-9217-b8442f0ded75,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,remarks
tg:lhob:511,307f6465-e953-5eaf-9fa3-ba9ee9e2d5c6,Items,1,,,,isad:lh:161151,,,D 4813 / 189,,Nederlands,remarks
tg:lhob:141,7029d28a-a083-542b-8406-a90c568f06ab,Items,1,tr:lh:6928,,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 4 / 8,,,Nederlands,remarks
tg:lhob:291,d179bac0-9ce6-515f-bec0-e11aa2a17914,Items,1,,203541,,isad:lh:134513,V3 B 1 A1,,Doos 12 / 20,,Nederlands,remarks
tg:lhob:442,dbef691b-c842-5b29-b256-7f30cda0cb4b,Items,1,tr:lh:5451,107003/2,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:157,57ec2f5a-2f2f-5493-9edd-7a7f25d3d91f,Items,1,tr:lh:6928,,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 4 / 24,,,Nederlands,remarks
tg:lhob:507,cf8d332e-0a5d-549f-b5b1-0cc78da2487d,Items,1,,,,isad:lh:161151,,,D 4813 / 190,,Nederlands,remarks
tg:lhob:229,8222d346-b85e-5693-8389-20883d5dec2d,Items,1,tr:lh:7776,201537,M 295 / V,isad:lh:134697,V3 B 1 A1,Doos 11 / 8,,,Nederlands,remarks
tg:lhob:383,0e0d61f8-410e-5916-934a-e5deb2925126,Items,1,tr:lh:4094,79450,B 745 / V,,V3 B 1 A1,Doos 15 / 25,,,Nederlands,remarks
tg:lhob:679,d5ba803a-54ed-50e6-8a44-fe5116b72023,Items,1,tr:lh:6898,170837,L 319 / E,,,,,,Nederlands,remarks
tg:lhob:696,48732279-78f4-5bb6-8d30-195e5cd119a5,Items,1,tr:lh:7376,195826/2,,isad:lh:134288,V3 D,,,,Nederlands,remarks
tg:lhob:415,f88b49eb-3644-548a-8ad2-57f9deb7b1c1,Items,1,tr:lh:2412,,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:550,a028d808-e634-56e4-bd49-4e48dccd2a08,Items,1,tr:lh:7740,200995,S 5621 / E,,,,,,Nederlands,remarks
tg:lhob:100,cefe38fd-5fbd-5420-b527-4de2666f31a1,Items,1,tr:lh:2497,,,isad:lh:134273,V3 B 1 A1,,Doos 2 / 13-15,,Nederlands,remarks
tg:lhob:317,87c30b91-7890-5972-b6d8-f02fa26d6616,Items,1,tr:lh:5981,143091,H 5049 / V,isad:lh:134767,V3 B 1 A1,Doos 13 / 16,,,Nederlands,remarks
tg:lhob:252,152d1879-65ac-5f69-b76f-08441011ec88,Items,1,tr:lh:6484,159014,,isad:lh:134699,V3 B 1 A1,,Doos 11 / 31,,Nederlands,remarks
tg:lhob:602,e77c188c-c9cb-50b0-9f38-63405daf1047,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:23,8ceaee61-d717-5c91-9388-d1fd5d407456,Items,1,tr:lh:5852,123908,V2 F,isad:lh:98422,,,,,Nederlands,remarks
tg:lhob:194,68ee3384-d58f-5750-867e-5e2b18bf21de,Items,1,tr:lh:9709,,J 2547 / V,isad:lh:134493,V3 B 1 A1,Doos 8 / 3,,,Nederlands,remarks
tg:lhob:340,f0d3a911-94a6-5266-8ee7-8a0879f551d2,Items,1,,,,isad:lh:134799,V3 B 1 A1,,Doos 14 / 21,,Nederlands,remarks
tg:lhob:655,39db8cd6-f2b9-56b7-9799-37bb42b8cd9e,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,remarks
tg:lhob:205,da2ce92f-069f-511f-a473-a18f23d0f318,Items,1,tr:lh:3755,72192,,isad:lh:134506,V3 B 1 A1,,Doos 9 / 8,,Nederlands,remarks
tg:lhob:74,29adc635-f31a-5dd6-8c11-25a8d4fd1693,Items,1,tr:lh:1616,29112 / 3,K 3024,isad:lh:134305,V3 B 1 A1,Doos 1 / 6,,,Nederlands,remarks
tg:lhob:593,8a02b15c-31c3-54f9-ac7b-0376cfc7078e,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:439,29715e68-dc7a-5a22-a837-11ab7ae26ecc,Items,1,tr:lh:2412,46451,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:356,faea45fc-e078-50ba-9b57-06daa28e97be,Items,1,tr:lh:5451,107000 / 1,A 2875 / V,isad:lh:134421,V3 B 1 A1,Doos 14 / 36,,,Nederlands,remarks
tg:lhob:706,8d24e174-41ac-5829-b724-b210acf3da2a,Items,1,tr:lh:7376,,,isad:lh:134288,V3 D,,,,Nederlands,remarks
tg:lhob:213,3f28a4e2-3466-519c-badc-a73232699e53,Items,1,,,E 147 / V,isad:lh:134442,V3 B 1 A1,,,,Nederlands,remarks
tg:lhob:643,5d4c3a0a-40b6-508e-8b59-fddec3e44740,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,remarks
tg:lhob:62,2721a866-3579-56f3-a811-af323551c412,Items,1,tr:lh:314,6892,,isad:lh:134261,V3 B 1 A1,,Doos 1 / 10,,Nederlands,remarks
tg:lhob:585,aff66aff-2401-566d-87e2-8c825afc489f,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:301,d17d86bf-224e-53c6-be69-ea3bb4c6e0d3,Items,1,tr:lh:268,5210,A 2012 / V,isad:lh:134261,V3 B 1 A1,Doos 13 / 1,,,Nederlands,remarks
tg:lhob:614,9d5f15c3-4fdc-5863-b366-b2d3fecd9b73,Items,1,,,M 5162 / E,,,,,,Nederlands,remarks
tg:lhob:244,c0bdfe98-aca7-5c98-8490-dcf6db968f5e,Items,1,tr:lh:1533,27719,B 435 / V,isad:lh:134663,V3 B 1 A1,Doos 11 / 22,,,Nederlands,remarks
tg:lhob:497,5a62e8d7-e0a5-54fd-b8bb-c5306c89baae,Items,1,,,D 9565 / V,isad:lh:154727,V3 D,,,,Nederlands,remarks
tg:lhob:182,0d855a01-3e8a-56a8-9352-921e3cc58867,Items,1,tr:lh:4778,94181 / 3,E 3175 / V,isad:lh:134677,V3 B 1 A1,Doos 7 / 1,,,Nederlands,remarks
tg:lhob:478,22c139d2-b72c-564d-9e05-1a5cffff145a,Items,1,tr:lh:5941,129686,V 254 / V,isad:lh:134703,V3 D,,,,Nederlands,remarks
tg:lhsc:729,c51130d7-eff4-5fc8-80d5-926020c83fe7,Items,1,tr:lh:2212,42375,K2 B 16 A,,,,,,Nederlands,remarks
tg:lhsc:683,76d1d594-7daa-5788-b714-b5e906c49376,Items,1,tr:lh:1874,33534,K2 B 09 A,isad:lh:96715,,,,,Nederlands,remarks
tg:lhsc:6935,4581f726-f3be-55e0-9df3-a7421168cf88,Items,1,tr:lh:9863,219063,K2 B 53 C,isad:lh:96868,,,,,Nederlands,remarks
tg:lhsc:816,964cc9f8-c6fb-5e05-be6f-a69ec8f45f88,Items,1,tr:lh:2212,42291/2,K2 B 29 A,,,,,,Nederlands,remarks
tg:lhsc:1989,84c924d8-6955-52ca-b091-4cf48979272b,Items,1,,199671,V2 A,,,"Na het overlijden van Jean François Loos liet het stadsbestuur ter ere van hem een monument oprichten op de Loosplaats (op de plaats van de door hem afgebroken Spaanse vesten.) Dit monument bestond uit het borstbeeld van de burgemeester geflankeerd door 4 figuren die de Nijverheid, de Handel, de Scheepvaart en de Kunsten voorstelden. In 1960 moest het Loosmonument weg om vrij baan te maken in een drukke verkeersader. Het monument werd in stukken gezaagd. De brokstukken werden 40 jaar later uit de magazijnen gehaald en belandden op sokkels op de heraangelegde Leopold de Waelplaats, vlak voor het Museum voor Schone Kunsten. Enkel de buste van de burgemeester kwam op 11 mei 1960 in het AMVC-Letterenhuis terecht. Het monument werd opgericht door Jules Pecher maar de 4 beelden werden gemaakt door Auguste Rodin. De buste van Burgemeester Loos is dan weer door iemand anders gemaakt.",,,Nederlands,remarks
tg:lhsc:1120,41b4a25e-fb9e-5f1c-898b-5cf330d4ad97,Items,1,,51907,K2 B 58 A,,,,,,Nederlands,remarks
tg:lhsc:1065,c57d3dff-ca95-5c7a-a70c-0715b04bad2c,Items,1,tr:lh:1144,20128,K2 B 52 A,,,Door middel van het bijschrift bij een foto van Lode Vleeshouwers (op de foto is te zien hoe Vleeshouwers aan de kop van Gijsen werkt) kon de data van het beeld achterhaald worden.,,,Nederlands,remarks
tg:lhsc:953,edc8c733-dcfd-5003-b0f8-e0983ef6b059,Items,1,tr:lh:6202,143726,K2 B 44 E,,,,,,Nederlands,remarks
tg:lhsc:791,544acddc-3fe4-5e0d-b9d3-5229b7329e99,Items,1,,119922,K2 B 27 A,,,,,,Nederlands,remarks
tg:lhsc:1177,c109e1c8-3c8c-5d08-ab95-85b87e1decba,Items,1,tr:lh:3056,60855,K2 C 14,isad:lh:96837,,,,,Nederlands,remarks
tg:lhsc:841,9a3697a7-0eb4-5fc8-8218-9cadb7d1fd11,Items,1,tr:lh:5492,122169,K2 B 36 B,,,"Op 19 november 1896 werd een buitengewone galavertoning gehouden t.g.v.
Verstraetes gouden toneeljubileum. Na het stuk _Arbeid Adelt_ van Ernest
Legouvé had een huldiging plaats en op 21 november een banket in het
Hollandsch Hotel. Als blijvende herinnering werd in de Vlaamsche Schouwburg
aan de Kipdorpbrug het medaillon onthuld. Dit diende tevens als model voor de
bronzen medaille, gemaakt door Aug. Relik.",,,Nederlands,remarks
tg:lhsc:904,45f7e0df-8b29-5eb8-9067-5079ce728265,Items,1,,28412/1,K2 B 41 D,,,,,,Nederlands,remarks
tg:lhsc:1198,67c5f24b-ffab-5b5d-82d4-1c9e129a3fa8,Items,1,tr:lh:2212,42248,K2 B Permanente,,,,,,Nederlands,remarks
tg:lhsc:457,1609b2cf-5d7d-50bc-ab15-5385e12df4b2,Items,1,,78228,K2 B,isad:lh:96801,,,,,Nederlands,remarks
tg:lhsc:9402,1906ee6d-eb81-5292-bc07-6bc13cd7780d,Items,1,,,K2 B 31 A,,,,,,Nederlands,remarks
tg:lhsc:1032,0e60bd6c-c9d5-570a-a65a-f17bbf834784,Items,1,tr:lh:4242,82397,K2 B 48 C,,,,,,Nederlands,remarks
tg:lhsc:768,ae836d71-5e59-5462-9c05-31c088dd28c5,Items,1,tr:lh:1247,21465/1,K2 B 18 E,,,,,,Nederlands,remarks
tg:lhsc:1618,30d5beb5-d97e-5113-9ef4-c93ee48fe2a4,Items,1,,199602,K2 B 33 B,,,,,,Nederlands,remarks
tg:lhsc:9382,8952ee98-4a3b-5e5a-b709-53a2465da5a3,Items,1,tr:lh:104011,300071,V 254/I,isad:lh:96438,K2 B 1 B,,,,Nederlands,remarks
tg:lhsc:787,9ec48475-dc2c-5560-91cd-a805973fb943,Items,1,tr:lh:2212,42281,K2 B 23 C,,,,,,Nederlands,remarks
tg:lhsc:1248,182ca4c1-d8d4-5c27-b488-5a278e6359b5,Items,1,,WK,K2 B 61 B,,,,,,Nederlands,remarks
tg:lhsc:857,fe310f26-b418-5763-b976-fc04b8d38ea9,Items,1,,128982,K2 B 38 D,,,"Zie _Het Koninklijk Museum voor Schone Kunsten te Antwerpen. Het museumgebouw.
Historische terugblik en overzicht van de restauratiewerken 1976-1977..._,
1977, p. 12

De datering is op basis van archiefbronnen in het SAA, MA 3597/68-69
(Bouwdossiers Museum voor Schone Kunsten)",,,Nederlands,remarks
tg:lhsc:1161,9cd28d8b-e349-53a4-888a-51527624ee2c,Items,1,,221293,,,K2 C 7 B,,,,Nederlands,remarks
tg:lhsc:1024,07a46c3b-de09-57ad-8c5e-fd8103ee16f1,Items,1,tr:lh:2172,40976,K2 B 47 D,isad:lh:96787,,,,,Nederlands,remarks
tg:lhsc:9414,5e98834f-3e94-5421-8842-854d1dc7cd02,Items,1,,,K2 B 42 F,isad:lh:96717,,,,,Nederlands,remarks
tg:lhsc:441,b7f2caf3-61ca-5ff6-aeb6-ba624f2d1f9a,Items,1,,196955,K2 B 58 A,,,,,,Nederlands,remarks
tg:lhsc:912,3d901fed-7929-52c6-946f-3713c156d696,Items,1,,9461/1,K2 B 42 A,,,,,,Nederlands,remarks
tg:lhsc:5749,0a58669d-1ba2-52ac-9f85-7ad38b554934,Items,1,,202327,K2 B 55 C,,,,,,Nederlands,remarks
tg:lhsc:695,6106ae53-85b6-574d-b2c2-fcdb66051e39,Items,1,,78331,K2 B 13 B,,,,,,Nederlands,remarks
tg:lhsc:1136,f638ca16-0b48-5df0-a70f-55b77f5ac68f,Items,1,,221291,K2 B 00,,,,,,Nederlands,remarks
tg:lhsc:800,70c446d3-7c58-5155-943f-1f5109682d87,Items,1,tr:lh:2212,42284/1,K2 B 28 A,,,,,,Nederlands,remarks
tg:lhsc:945,0132a4ce-d78f-5f35-b607-75a7bd6d5179,Items,1,,24202,K2 B 44 C,,,,,,Nederlands,remarks
