Object Number,Record Type,URL,ResourceID,Reference Number,Temporary Location Note,Carrier Colour,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhsc:844,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:844/N,8575eef5-6c62-575f-96f9-83eea94eee0e,BE-ANN07/sc/000000235,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8575eef5-6c62-575f-96f9-83eea94eee0e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:9368,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:9368/N,c55d8e5c-0c32-5a84-b0ca-7f539e6c7c88,BE-ANN07/sc/000000784,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c55d8e5c-0c32-5a84-b0ca-7f539e6c7c88,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1308,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1308/N,68bfe4d0-81b3-5bfc-9d6d-e224eb66db06,BE-ANN07/sc/000000647,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/68bfe4d0-81b3-5bfc-9d6d-e224eb66db06,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1021,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1021/N,76cb8230-0207-514d-80dc-2cd86e18392d,BE-ANN07/sc/000000405,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/76cb8230-0207-514d-80dc-2cd86e18392d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:9411,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:9411/N,b5fbbbda-0327-5228-a554-d79b4a7c8efa,BE-ANN07/sc/000000808,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b5fbbbda-0327-5228-a554-d79b4a7c8efa,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:444,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:444/N,679c49d9-39a9-5ede-a7be-6ad703b3f951,BE-ANN07/sc/000000048,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/679c49d9-39a9-5ede-a7be-6ad703b3f951,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:917,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:917/N,1a4a4907-bdbb-5583-b920-1405a3816c62,BE-ANN07/sc/000000304,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1a4a4907-bdbb-5583-b920-1405a3816c62,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:852,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:852/N,40df15a3-98e9-5829-bd2e-50f47c1f2434,BE-ANN07/sc/000000243,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/40df15a3-98e9-5829-bd2e-50f47c1f2434,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1164,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1164/N,67e61948-f05c-59fc-841b-23a767c0ebf6,BE-ANN07/sc/000000546,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/67e61948-f05c-59fc-841b-23a767c0ebf6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:8191,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:8191/N,f1172ab4-f619-5395-b771-2b5bb142f932,BE-ANN07/sc/000000767,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f1172ab4-f619-5395-b771-2b5bb142f932,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:690,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:690/N,5327884c-1110-50ff-a685-afd248897555,BE-ANN07/sc/000000093,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5327884c-1110-50ff-a685-afd248897555,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:413,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:413/N,e1e12bda-8bfa-5681-b90f-c2ff56793f19,BE-ANN07/sc/000000017,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e1e12bda-8bfa-5681-b90f-c2ff56793f19,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1076,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1076/N,96391bbf-50c9-5989-a1c2-2f0c41d04400,BE-ANN07/sc/000000458,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/96391bbf-50c9-5989-a1c2-2f0c41d04400,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1099,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1099/N,9bf33940-f5c7-53d3-bc5a-3d8235624a23,BE-ANN07/sc/000000481,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9bf33940-f5c7-53d3-bc5a-3d8235624a23,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1133,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1133/N,5dba41c9-21e0-59ce-905e-dd13a26b24d5,BE-ANN07/sc/000000515,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5dba41c9-21e0-59ce-905e-dd13a26b24d5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:805,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:805/N,4433fa87-006f-568d-92f7-0689e5e943bf,BE-ANN07/sc/000000197,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4433fa87-006f-568d-92f7-0689e5e943bf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:741,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:741/N,3083eebf-50ea-5927-b6b7-8bc11af15ff5,BE-ANN07/sc/000000140,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3083eebf-50ea-5927-b6b7-8bc11af15ff5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1261,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1261/N,0a8eb4be-7ff6-5663-a2b5-b5cf0ec50342,BE-ANN07/sc/000000616,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0a8eb4be-7ff6-5663-a2b5-b5cf0ec50342,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1148,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1148/N,fc22eec7-fd45-5249-ae03-973842ab198b,BE-ANN07/sc/000000530,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fc22eec7-fd45-5249-ae03-973842ab198b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:891,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:891/N,08a2e2fe-05ae-55be-b8cc-df795bcf63bb,BE-ANN07/sc/000000280,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/08a2e2fe-05ae-55be-b8cc-df795bcf63bb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:716,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:716/N,2ee3dd9e-5ef9-54aa-a74a-ce5cae6e3292,BE-ANN07/sc/000000115,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2ee3dd9e-5ef9-54aa-a74a-ce5cae6e3292,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1689,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1689/N,973d4981-ed11-51ae-803d-b4d4189d40d5,BE-ANN07/sc/000000704,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/973d4981-ed11-51ae-803d-b4d4189d40d5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1666,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1666/N,f3c99371-f1a2-5ff4-aacc-c61bac76c7e0,BE-ANN07/sc/000000694,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f3c99371-f1a2-5ff4-aacc-c61bac76c7e0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1236,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1236/N,1c8162a2-3043-5a35-84c7-ca0b4c2c81e3,BE-ANN07/sc/000000604,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1c8162a2-3043-5a35-84c7-ca0b4c2c81e3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:829,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:829/N,60b14266-ffa6-502b-8e9a-70d6b8b3811f,BE-ANN07/sc/000000221,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/60b14266-ffa6-502b-8e9a-70d6b8b3811f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:983,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:983/N,74ebc791-e2a7-5cb3-b346-7d0ed2f769f1,BE-ANN07/sc/000000368,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/74ebc791-e2a7-5cb3-b346-7d0ed2f769f1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1365,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1365/N,d6e59309-3ec3-58ca-8584-834f7e0e04fa,BE-ANN07/sc/000000671,In Permanente vanaf 16/10/2004.,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d6e59309-3ec3-58ca-8584-834f7e0e04fa,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1735,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1735/N,0a9292f1-56e8-5b61-8f44-c115208c5601,BE-ANN07/sc/000000717,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0a9292f1-56e8-5b61-8f44-c115208c5601,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:700,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:700/N,16cd52ba-18f9-5427-b9ff-559d91e29a8f,BE-ANN07/sc/000000103,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/16cd52ba-18f9-5427-b9ff-559d91e29a8f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1220,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1220/N,1a154f31-f551-5563-8774-aab66c817a57,BE-ANN07/sc/000000589,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1a154f31-f551-5563-8774-aab66c817a57,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:4921,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:4921/N,4c6766be-1454-50f1-acd2-6d9de7282e87,BE-ANN07/sc/000000734,bij kristien,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4c6766be-1454-50f1-acd2-6d9de7282e87,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1109,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1109/N,26ae5af7-b963-5417-96f3-95f8469e3937,BE-ANN07/sc/000000491,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/26ae5af7-b963-5417-96f3-95f8469e3937,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:995,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:995/N,2c9edd25-5211-5861-b3b6-7e7c19d7ca32,BE-ANN07/sc/000000380,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2c9edd25-5211-5861-b3b6-7e7c19d7ca32,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:429,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:429/N,c9bea283-db59-5fd1-b8d0-d8a193b47e69,BE-ANN07/sc/000000033,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c9bea283-db59-5fd1-b8d0-d8a193b47e69,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:9186,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:9186/N,82c544cb-c8f3-5489-9b73-99b9b99c7b46,BE-ANN07/sc/000000771,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/82c544cb-c8f3-5489-9b73-99b9b99c7b46,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:757,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:757/N,4ca5a8df-ba54-501b-a719-3701cfbac826,BE-ANN07/sc/000000154,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4ca5a8df-ba54-501b-a719-3701cfbac826,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:8056,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:8056/N,29f98a5e-4430-5e93-90d8-050c9d245949,BE-ANN07/sc/000000765,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/29f98a5e-4430-5e93-90d8-050c9d245949,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:868,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:868/N,23d5c9d7-06d4-55d4-8094-97930c23b8f9,BE-ANN07/sc/000000259,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/23d5c9d7-06d4-55d4-8094-97930c23b8f9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:9094,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:9094/N,8bf3a2b3-09d4-52f2-8c92-36e864478583,BE-ANN07/sc/000000770,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8bf3a2b3-09d4-52f2-8c92-36e864478583,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:887,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:887/N,2fe44fd3-3a3c-52cd-8d94-473787935ead,BE-ANN07/sc/000000276,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2fe44fd3-3a3c-52cd-8d94-473787935ead,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:409,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:409/N,1dd34fd5-86a6-5104-8f19-b46960f7025b,BE-ANN07/sc/000000013,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1dd34fd5-86a6-5104-8f19-b46960f7025b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1596,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1596/N,0af52f4e-e38e-5f00-9c01-5d4cf6b2861b,BE-ANN07/sc/000000683,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0af52f4e-e38e-5f00-9c01-5d4cf6b2861b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1083,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1083/N,18ce845c-6504-5aef-a969-85dedfe8886e,BE-ANN07/sc/000000465,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/18ce845c-6504-5aef-a969-85dedfe8886e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1129,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1129/N,0d8253f6-eb52-5b57-9192-981e3dce9354,BE-ANN07/sc/000000511,in bruikleen,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0d8253f6-eb52-5b57-9192-981e3dce9354,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1200,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1200/N,d5496666-b51c-594b-8783-3158093a8aee,BE-ANN07/sc/000000578,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d5496666-b51c-594b-8783-3158093a8aee,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:665,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:665/N,03fabdcb-d5b7-5aff-8aec-9422f497d864,BE-ANN07/sc/000000071,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/03fabdcb-d5b7-5aff-8aec-9422f497d864,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:720,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:720/N,31f09c6e-ef63-5c7e-8d3f-4bf99f2372a8,BE-ANN07/sc/000000119,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/31f09c6e-ef63-5c7e-8d3f-4bf99f2372a8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1191,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1191/N,8bab2d05-7b5f-52d2-9af1-606eb599ac1c,BE-ANN07/sc/000000570,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8bab2d05-7b5f-52d2-9af1-606eb599ac1c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:848,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:848/N,7b339770-6cc5-5328-8a88-295a03828862,BE-ANN07/sc/000000239,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7b339770-6cc5-5328-8a88-295a03828862,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1607,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1607/N,3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,BE-ANN07/sc/000000685,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1257,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1257/N,3c3607df-3a80-5329-a342-9851eef7b3e1,BE-ANN07/sc/000000615,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3c3607df-3a80-5329-a342-9851eef7b3e1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:777,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:777/N,434a257d-29dc-588a-9324-4cf2532c327a,BE-ANN07/sc/000000174,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/434a257d-29dc-588a-9324-4cf2532c327a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:9372,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:9372/N,c344fa49-3a39-5794-bb9f-5220ea13b07c,BE-ANN07/sc/000000787,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c344fa49-3a39-5794-bb9f-5220ea13b07c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1312,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1312/N,82368831-7662-5e52-a07b-eba091297e05,BE-ANN07/sc/000000651,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/82368831-7662-5e52-a07b-eba091297e05,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1187,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1187/N,1fe6d00c-774b-50b6-9146-a7e88e5e870d,BE-ANN07/sc/000000566,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1fe6d00c-774b-50b6-9146-a7e88e5e870d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:448,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:448/N,c13c3ee6-e2ef-5504-b04c-9272386aa314,BE-ANN07/sc/000000052,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c13c3ee6-e2ef-5504-b04c-9272386aa314,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1168,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1168/N,c2b6778f-53b8-568d-a04e-b07b714cb32b,BE-ANN07/sc/000000550,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c2b6778f-53b8-568d-a04e-b07b714cb32b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1611,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1611/N,5b938c98-6d35-5cb8-9ff5-1968dedf8706,BE-ANN07/sc/000000686,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5b938c98-6d35-5cb8-9ff5-1968dedf8706,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:2197,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:2197/N,66c7f586-9091-5bc8-baa6-a0207973df5c,BE-ANN07/sc/000000725,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/66c7f586-9091-5bc8-baa6-a0207973df5c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:8060,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:8060/N,af620ccf-378e-54b7-80e8-75946ec2b76a,BE-ANN07/sc/000000766,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/af620ccf-378e-54b7-80e8-75946ec2b76a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1304,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1304/N,c3a8883c-1ba2-531b-b5dc-dac74020f333,BE-ANN07/sc/000000644,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c3a8883c-1ba2-531b-b5dc-dac74020f333,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:9364,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:9364/N,2188a431-8cf0-5a90-9d3a-aa15f69cc7b5,BE-ANN07/sc/000000782,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2188a431-8cf0-5a90-9d3a-aa15f69cc7b5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:761,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:761/N,9c95c2ba-090b-5570-9063-969e1637b65a,BE-ANN07/sc/000000158,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9c95c2ba-090b-5570-9063-969e1637b65a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:2206,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:2206/N,667e47e6-3f59-51de-8928-2c7c3e92f215,BE-ANN07/sc/000000727,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/667e47e6-3f59-51de-8928-2c7c3e92f215,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:809,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:809/N,11507332-e461-583b-9d82-2932578876fa,BE-ANN07/sc/000000201,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/11507332-e461-583b-9d82-2932578876fa,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:52,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:52/N,353c748e-7678-56ee-89b3-8f9b99fa1947,BE-ANN07/sc/000000003,Permanente,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/353c748e-7678-56ee-89b3-8f9b99fa1947,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1095,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1095/N,51ae9a81-d71b-5aff-b940-04d3c28dce1d,BE-ANN07/sc/000000477,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/51ae9a81-d71b-5aff-b940-04d3c28dce1d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1216,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1216/N,927a17bb-1a18-5cdc-a282-69bb66ea451e,BE-ANN07/sc/000000587,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/927a17bb-1a18-5cdc-a282-69bb66ea451e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:736,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:736/N,92a719ae-e1a9-50df-ba85-a89e6ab38c4a,BE-ANN07/sc/000000135,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/92a719ae-e1a9-50df-ba85-a89e6ab38c4a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:872,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:872/N,99130394-5b56-5587-a3dc-cb7a761fc666,BE-ANN07/sc/000000263,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/99130394-5b56-5587-a3dc-cb7a761fc666,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1144,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1144/N,205d53ec-60e7-57f1-a7e0-6a0419627781,BE-ANN07/sc/000000526,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/205d53ec-60e7-57f1-a7e0-6a0419627781,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1001,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1001/N,f053208f-5f5e-5cb6-8547-833a7164997f,BE-ANN07/sc/000000386,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f053208f-5f5e-5cb6-8547-833a7164997f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:937,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:937/N,70bf6ddd-f65c-5ba4-a6db-0a7873076c35,BE-ANN07/sc/000000324,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/70bf6ddd-f65c-5ba4-a6db-0a7873076c35,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1282,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1282/N,e864017c-cfec-5faa-bc67-54323836dadd,BE-ANN07/sc/000000632,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e864017c-cfec-5faa-bc67-54323836dadd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
