Object Number,Record Type,URL,ResourceID,Reference Number,Material Type,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhps:50191,Affiche,https://anet.be/record/opaclhobj/tg:lhps:50191/N,70bc1914-7a72-5d49-9636-74a8ba09060f,BE-ANN07/ps/000046057,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/70bc1914-7a72-5d49-9636-74a8ba09060f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:60527,Affiche,https://anet.be/record/opaclhobj/tg:lhps:60527/N,fa9d220e-0b71-504c-99d6-be809fb6911d,BE-ANN07/ps/000056316,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/fa9d220e-0b71-504c-99d6-be809fb6911d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:7109,Affiche,https://anet.be/record/opaclhobj/tg:lhps:7109/N,7eb5f06c-c434-5bbf-8104-489908f07ce6,BE-ANN07/ps/000006980,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/7eb5f06c-c434-5bbf-8104-489908f07ce6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:5134,Affiche,https://anet.be/record/opaclhobj/tg:lhps:5134/N,5182846e-a6d4-5c11-a2c1-bb979d59ef1e,BE-ANN07/ps/000005018,Papier,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5182846e-a6d4-5c11-a2c1-bb979d59ef1e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:56946,Affiche,https://anet.be/record/opaclhobj/tg:lhps:56946/N,464cf418-f402-5e39-abb0-8e1be9cc3493,BE-ANN07/ps/000052740,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/464cf418-f402-5e39-abb0-8e1be9cc3493'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:31482,Affiche,https://anet.be/record/opaclhobj/tg:lhps:31482/N,497e75d0-366b-53a7-a96e-d5f82d3c20ad,BE-ANN07/ps/000030775,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/497e75d0-366b-53a7-a96e-d5f82d3c20ad'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:44582,Affiche,https://anet.be/record/opaclhobj/tg:lhps:44582/N,29d0489f-d3f6-56a0-9bc3-16f4aec44b40,BE-ANN07/ps/000040498,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/29d0489f-d3f6-56a0-9bc3-16f4aec44b40'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:23846,Affiche,https://anet.be/record/opaclhobj/tg:lhps:23846/N,e0a6f6e7-6f14-5ce5-8ea4-540f67b49c51,BE-ANN07/ps/000023188,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e0a6f6e7-6f14-5ce5-8ea4-540f67b49c51'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:15427,Affiche,https://anet.be/record/opaclhobj/tg:lhps:15427/N,110d1c9b-b7b1-5b51-bcf5-b1200f83b1fa,BE-ANN07/ps/000014889,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/110d1c9b-b7b1-5b51-bcf5-b1200f83b1fa'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:43247,Affiche,https://anet.be/record/opaclhobj/tg:lhps:43247/N,ce4ef897-8042-5650-8ccb-5d530bf1b523,BE-ANN07/ps/000039176,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ce4ef897-8042-5650-8ccb-5d530bf1b523'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:20769,Affiche,https://anet.be/record/opaclhobj/tg:lhps:20769/N,161ae47a-14c6-5728-af57-0134c104dde5,BE-ANN07/ps/000020139,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/161ae47a-14c6-5728-af57-0134c104dde5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:25091,Affiche,https://anet.be/record/opaclhobj/tg:lhps:25091/N,36361cec-64b9-5135-b2b2-23a68c4af7b8,BE-ANN07/ps/000024430,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/36361cec-64b9-5135-b2b2-23a68c4af7b8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:22754,Affiche,https://anet.be/record/opaclhobj/tg:lhps:22754/N,bc40144b-94ab-5272-b378-a40aee30b0bd,BE-ANN07/ps/000022100,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/bc40144b-94ab-5272-b378-a40aee30b0bd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:44428,Affiche,https://anet.be/record/opaclhobj/tg:lhps:44428/N,279c7540-d57c-5a28-9653-31f9ddb2dce7,BE-ANN07/ps/000040345,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/279c7540-d57c-5a28-9653-31f9ddb2dce7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:12248,Affiche,https://anet.be/record/opaclhobj/tg:lhps:12248/N,954819a2-d2b4-5f40-9003-75ca6fb0ba90,BE-ANN07/ps/000011864,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/954819a2-d2b4-5f40-9003-75ca6fb0ba90'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:8356,Affiche,https://anet.be/record/opaclhobj/tg:lhps:8356/N,dcc672ad-b0ca-545a-bc91-dc8fd983a0d0,BE-ANN07/ps/000008219,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/dcc672ad-b0ca-545a-bc91-dc8fd983a0d0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:46415,Affiche,https://anet.be/record/opaclhobj/tg:lhps:46415/N,a1e189d9-e351-5c00-a2df-9a17e3200dbe,BE-ANN07/ps/000042301,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a1e189d9-e351-5c00-a2df-9a17e3200dbe'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:10275,Affiche,https://anet.be/record/opaclhobj/tg:lhps:10275/N,212100b8-620f-558b-b94c-0073e57fffe4,BE-ANN07/ps/000010089,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/212100b8-620f-558b-b94c-0073e57fffe4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:27106,Affiche,https://anet.be/record/opaclhobj/tg:lhps:27106/N,1b03d25b-166e-5209-8164-6031a603c708,BE-ANN07/ps/000026427,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1b03d25b-166e-5209-8164-6031a603c708'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:1874,Affiche,https://anet.be/record/opaclhobj/tg:lhps:1874/N,d9ef29be-656d-5a2d-bff2-1c25541ed3f9,BE-ANN07/ps/000001865,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d9ef29be-656d-5a2d-bff2-1c25541ed3f9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:52006,Affiche,https://anet.be/record/opaclhobj/tg:lhps:52006/N,d1d2de57-4cc5-5d72-a7f8-46a1da7a394f,BE-ANN07/ps/000047848,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d1d2de57-4cc5-5d72-a7f8-46a1da7a394f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:3849,Affiche,https://anet.be/record/opaclhobj/tg:lhps:3849/N,de718de4-fd16-5623-b608-e4dd4ddb2af5,BE-ANN07/ps/000003816,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/de718de4-fd16-5623-b608-e4dd4ddb2af5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:19957,Affiche,https://anet.be/record/opaclhobj/tg:lhps:19957/N,1cccade4-5439-507e-931c-90cd240026fa,BE-ANN07/ps/000019333,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1cccade4-5439-507e-931c-90cd240026fa'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:18645,Affiche,https://anet.be/record/opaclhobj/tg:lhps:18645/N,5289fe79-292a-51cd-8d9d-d1bb4dcb82b2,BE-ANN07/ps/000018027,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5289fe79-292a-51cd-8d9d-d1bb4dcb82b2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:33515,Affiche,https://anet.be/record/opaclhobj/tg:lhps:33515/N,379305c1-b4d8-590b-b812-033e4fa0fdff,BE-ANN07/ps/000032711,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/379305c1-b4d8-590b-b812-033e4fa0fdff'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:31528,Affiche,https://anet.be/record/opaclhobj/tg:lhps:31528/N,0b1d0dc4-16b1-58b1-abfa-28ff6ab6a28f,BE-ANN07/ps/000030820,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0b1d0dc4-16b1-58b1-abfa-28ff6ab6a28f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:36717,Affiche,https://anet.be/record/opaclhobj/tg:lhps:36717/N,0548f667-2c22-547b-8019-b27d9bfe3207,BE-ANN07/ps/000035884,Doek,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0548f667-2c22-547b-8019-b27d9bfe3207'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:7559,Affiche,https://anet.be/record/opaclhobj/tg:lhps:7559/N,35add78b-9dd5-536e-ada0-5d8461e1523e,BE-ANN07/ps/000007425,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/35add78b-9dd5-536e-ada0-5d8461e1523e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:60177,Affiche,https://anet.be/record/opaclhobj/tg:lhps:60177/N,4301b5f6-a1e7-5209-8f02-69c561e07f65,BE-ANN07/ps/000055968,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4301b5f6-a1e7-5209-8f02-69c561e07f65'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:5564,Affiche,https://anet.be/record/opaclhobj/tg:lhps:5564/N,7870336a-0ef9-5005-aff5-8d3bcfefedaf,BE-ANN07/ps/000005445,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/7870336a-0ef9-5005-aff5-8d3bcfefedaf'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:35838,Affiche,https://anet.be/record/opaclhobj/tg:lhps:35838/N,a818a1cf-a4f0-58d3-b2fa-d9721ecf8308,BE-ANN07/ps/000035009,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a818a1cf-a4f0-58d3-b2fa-d9721ecf8308'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:57204,Affiche,https://anet.be/record/opaclhobj/tg:lhps:57204/N,2ead74e7-74a8-5834-8da8-29b3ef33ee7f,BE-ANN07/ps/000053001,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2ead74e7-74a8-5834-8da8-29b3ef33ee7f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:55239,Affiche,https://anet.be/record/opaclhobj/tg:lhps:55239/N,ca2473c8-c150-5d6c-98cb-70d86a658aff,BE-ANN07/ps/000051046,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ca2473c8-c150-5d6c-98cb-70d86a658aff'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:28709,Affiche,https://anet.be/record/opaclhobj/tg:lhps:28709/N,f509beb3-bf88-5d91-990b-1a87879defaf,BE-ANN07/ps/000028022,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f509beb3-bf88-5d91-990b-1a87879defaf'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:20339,Affiche,https://anet.be/record/opaclhobj/tg:lhps:20339/N,7899706b-5cd2-5c01-9f3e-6b41aa000c1c,BE-ANN07/ps/000019711,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/7899706b-5cd2-5c01-9f3e-6b41aa000c1c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:42905,Affiche,https://anet.be/record/opaclhobj/tg:lhps:42905/N,786d4043-a50e-5125-86a7-8d332b4b9390,BE-ANN07/ps/000038843,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/786d4043-a50e-5125-86a7-8d332b4b9390'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:841,Affiche,https://anet.be/record/opaclhobj/tg:lhps:841/N,9fe1a025-b556-5b91-823e-e47a6171f22a,BE-ANN07/ps/000000835,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9fe1a025-b556-5b91-823e-e47a6171f22a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:40938,Affiche,https://anet.be/record/opaclhobj/tg:lhps:40938/N,c2f1d0ad-f8d4-5410-b804-8c5afca36582,BE-ANN07/ps/000036923,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c2f1d0ad-f8d4-5410-b804-8c5afca36582'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:43617,Affiche,https://anet.be/record/opaclhobj/tg:lhps:43617/N,43483ded-5c16-5383-8886-cbdd28641b46,BE-ANN07/ps/000039543,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/43483ded-5c16-5383-8886-cbdd28641b46'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:15077,Affiche,https://anet.be/record/opaclhobj/tg:lhps:15077/N,40ae7de9-b5db-58b4-b11a-6ecc20d2e3f4,BE-ANN07/ps/000014552,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/40ae7de9-b5db-58b4-b11a-6ecc20d2e3f4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:57711,Affiche,https://anet.be/record/opaclhobj/tg:lhps:57711/N,8f83e65c-7f2b-5245-8eb7-2f496a051605,BE-ANN07/ps/000053507,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8f83e65c-7f2b-5245-8eb7-2f496a051605'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:5071,Affiche,https://anet.be/record/opaclhobj/tg:lhps:5071/N,a126710a-8c0f-59ea-99fe-0f3d6bffb7a9,BE-ANN07/ps/000004956,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a126710a-8c0f-59ea-99fe-0f3d6bffb7a9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:56803,Affiche,https://anet.be/record/opaclhobj/tg:lhps:56803/N,24c9fb61-959d-51ee-a57d-78287a52e5b2,BE-ANN07/ps/000052594,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/24c9fb61-959d-51ee-a57d-78287a52e5b2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:60462,Affiche,https://anet.be/record/opaclhobj/tg:lhps:60462/N,bdc9ed36-7539-5c6e-a2fb-9470cdaf9b82,BE-ANN07/ps/000056251,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/bdc9ed36-7539-5c6e-a2fb-9470cdaf9b82'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:43302,Affiche,https://anet.be/record/opaclhobj/tg:lhps:43302/N,9a982951-c926-5076-85e9-1c7ef67fa623,BE-ANN07/ps/000039230,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9a982951-c926-5076-85e9-1c7ef67fa623'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:15562,Affiche,https://anet.be/record/opaclhobj/tg:lhps:15562/N,c2736c4f-d5d5-5ca7-9457-b2e15fc006d9,BE-ANN07/ps/000015022,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c2736c4f-d5d5-5ca7-9457-b2e15fc006d9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:23903,Affiche,https://anet.be/record/opaclhobj/tg:lhps:23903/N,6d55f558-b9fd-5f62-adf9-d26a55c507f7,BE-ANN07/ps/000023245,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6d55f558-b9fd-5f62-adf9-d26a55c507f7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:22611,Affiche,https://anet.be/record/opaclhobj/tg:lhps:22611/N,b902be4e-8f2e-5eb2-9ab8-9ef1b55ffc22,BE-ANN07/ps/000021957,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b902be4e-8f2e-5eb2-9ab8-9ef1b55ffc22'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:9951,Affiche,https://anet.be/record/opaclhobj/tg:lhps:9951/N,b5af0fff-9b7d-58c2-a419-1aeda3c4582e,BE-ANN07/ps/000009768,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b5af0fff-9b7d-58c2-a419-1aeda3c4582e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:27413,Affiche,https://anet.be/record/opaclhobj/tg:lhps:27413/N,821fced5-24b2-557e-89f4-f5c274a9ff4f,BE-ANN07/ps/000026734,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/821fced5-24b2-557e-89f4-f5c274a9ff4f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:11872,Affiche,https://anet.be/record/opaclhobj/tg:lhps:11872/N,7484f655-6db1-56b6-b62b-e9a277a3d169,BE-ANN07/ps/000011538,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/7484f655-6db1-56b6-b62b-e9a277a3d169'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:15098,Affiche,https://anet.be/record/opaclhobj/tg:lhps:15098/N,cb06a1af-fd9d-55dd-8f00-14fe7cab889d,BE-ANN07/ps/000014573,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/cb06a1af-fd9d-55dd-8f00-14fe7cab889d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:46100,Affiche,https://anet.be/record/opaclhobj/tg:lhps:46100/N,665396e4-acbb-5e57-8da7-1d814fe68f89,BE-ANN07/ps/000041996,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/665396e4-acbb-5e57-8da7-1d814fe68f89'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:60198,Affiche,https://anet.be/record/opaclhobj/tg:lhps:60198/N,03f1f695-a62b-5943-a9b2-e917ceb0114f,BE-ANN07/ps/000055989,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/03f1f695-a62b-5943-a9b2-e917ceb0114f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:18350,Affiche,https://anet.be/record/opaclhobj/tg:lhps:18350/N,fce91057-8363-54e6-8749-37523e0ff14e,BE-ANN07/ps/000017735,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/fce91057-8363-54e6-8749-37523e0ff14e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:33000,Affiche,https://anet.be/record/opaclhobj/tg:lhps:33000/N,1b033100-3940-53dd-9f72-8be3435b77fd,BE-ANN07/ps/000032221,Doek,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1b033100-3940-53dd-9f72-8be3435b77fd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:52513,Affiche,https://anet.be/record/opaclhobj/tg:lhps:52513/N,03e1c8e1-0190-5f36-9c1f-003e819ff6b4,BE-ANN07/ps/000048352,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/03e1c8e1-0190-5f36-9c1f-003e819ff6b4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:5421,Affiche,https://anet.be/record/opaclhobj/tg:lhps:5421/N,160b53ea-b0d0-5d3c-add7-d37a0b87bf57,BE-ANN07/ps/000005303,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/160b53ea-b0d0-5d3c-add7-d37a0b87bf57'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
