ResourceID,brocade.id,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,adm.note,Serial Number,Warehouse Location (begin),Warehouse Location (ende)
003e9c1f-28c4-5e1d-8c77-ae249dd25947,tg:lhph:20378,Items,1,tr:lh:7859,203626/1408,isad:lh:94873,M 224 / P (NEG0049/7/69),,,,
fd54e1c5-18c9-5716-a5e8-c9fce3e93ac1,tg:lhph:25480,Items,1,tr:lh:1647,29751/16,,O 33745 / P (Opvoeringen),,,,
5163a42e-33e8-5d50-ac9c-411c01aad2d8,tg:lhph:42944,Items,1,tr:lh:7191,179166/44,isad:lh:93778,B 9078 / P,,,,
a9501287-3478-50a5-bf29-de14fb7c237d,tg:lhph:800,Items,1,,59918/4,,B 7307 / P,,,,
62bdb8aa-0301-59c8-b449-b69f02c76cbc,tg:lhph:28748,Items,1,tr:lh:1892,33652/2,isad:lh:93079,P 9594 / P,,,,
2a13cefe-6690-5e2c-b164-4f119d7f7675,tg:lhph:37844,Items,1,tr:lh:3381,66849/1,isad:lh:93061,M 195 / P,,,,
2a13cefe-6690-5e2c-b164-4f119d7f7675,tg:lhph:37844,Items,2,tr:lh:3473,68658/10,isad:lh:95580,M 195 / P,,,,
12ceb545-d48d-5683-8e0e-9c947ab007c2,tg:lhph:50580,Items,1,,,isad:lh:146515,,,,,
e3e2efb3-845a-5a52-a6a1-a9427fd73cd2,tg:lhph:35879,Items,1,tr:lh:7883,233515,,L 4214 / P,,,,
00db405d-40ff-5437-a3be-e4448bb06c80,tg:lhph:5525,Items,1,,233990/4,,W 213 / P,,,,
7139a3b4-4890-5e46-afd3-456b6c1c2c2e,tg:lhph:31093,Items,1,tr:lh:4094,79264,isad:lh:93234,G 705 / P,,,,
991a4744-e3cb-5574-9a19-1d4e7cbf763b,tg:lhph:7518,Items,1,tr:lh:7176,179029/2,,V 3417 / P,,,,
06c656fc-d628-5503-9fd3-6da1f91b6f3a,tg:lhph:36756,Items,1,tr:lh:754,14127/6,isad:lh:93611,L 5654 / P,,,,
51ddcbb4-b9ea-5906-ab62-e8333d5f028e,tg:lhph:25195,Items,1,,19136/6,,V 34766 / P,,,,
e2a05ac0-1d09-502e-8464-5ad3df86a66e,tg:lhph:22650,Items,1,tr:lh:7859,203626/2335,isad:lh:94873,M 224 / P (NEG0078/1/24),,,,
00f0ce91-3a9b-51f2-b783-3ca3fdc507da,tg:lhph:23942,Items,1,tr:lh:4034,77343/38,isad:lh:95009,T 3125 / P,,,,
00f0ce91-3a9b-51f2-b783-3ca3fdc507da,tg:lhph:23942,Items,2,tr:lh:4988,98850/113,isad:lh:93077,T 3125 / P,,,,
a0232694-caef-594b-8dd0-1c824cb4298a,tg:lhph:44486,Items,1,tr:lh:9949,220711/1 en 2,isad:lh:95282,V 6982 / P,,,,
efa4eb85-b740-51cc-8a8d-f2a198af0b83,tg:lhph:15523,Items,1,tr:lh:4883,97495,isad:lh:94522,R 653 / P,,,,
69fd1d0b-e505-5981-9f8c-7ac8e0e6c58c,tg:lhph:43343,Items,1,tr:lh:9945,132307,isad:lh:94057,B 212 / P,,,,
b87b3746-15b4-591e-81f2-1db2f40541af,tg:lhph:36243,Items,1,tr:lh:9510,218458/1764,isad:lh:95309,B 1183 / P (NEG00191/4/14),,,,
4e6b31a0-59d7-5b66-b2b6-a0b729bb875b,tg:lhph:5030,Items,1,tr:lh:6666,164356/150,isad:lh:93701,A 3885 / P,,,,
da62fff9-0382-5d95-a0a7-bc116f0a3502,tg:lhph:31586,Items,1,,27381/186c,,J 257 / P (VI),,,,
cfa57ada-0936-5b66-977b-dd87dbcc22e5,tg:lhph:50095,Items,1,,,isad:lh:143165,,,,,
cc9d7080-c56c-5682-99fd-a0d8c0cb4683,tg:lhph:35896,Items,1,tr:lh:4902,97912/2,,L 423 / P,,,,
f243040d-b3e7-57fa-a2c9-41271ea89048,tg:lhph:52552,Items,1,tr:lh:139964,,isad:lh:161170,,Bruikleen Vlaamse Gemeenschap - STR11163,S 935 / 486,,
c9a0ad2d-fa01-5ced-8898-42a76a121d9d,tg:lhph:33041,Items,1,,166443/1,,A 357 / P,,,,
65de333c-78ee-5c65-bafe-c83ddbf2a9b9,tg:lhph:18311,Items,1,tr:lh:1423,24722/2,,S 7875 / P,,,,
9a50b496-f4ee-5ffb-a38c-c1db29b90b03,tg:lhph:34784,Items,1,tr:lh:9510,218458/1335,isad:lh:95309,B 1183 / P (NEG00141/3/7),,,,
052b2975-28c4-5a48-9881-72fb2146e1de,tg:lhph:8602,Items,1,tr:lh:5825,122364/12,isad:lh:92946,V 714 / P,,,,
35b4421d-eb42-5fcd-ba92-78b446d1f5e3,tg:lhph:41684,Items,1,tr:lh:6497,159327/39,isad:lh:95662,W 909 / P,,,,
3657e9e4-3eed-5386-a485-a59a5c255b68,tg:lhph:10721,Items,1,tr:lh:882,16079/53,isad:lh:93498,U 756 / P,,,,
d8657986-1ac1-5cf4-8397-4af89a8d817b,tg:lhph:46141,Items,1,tr:lh:3327,203857/6,isad:lh:109796,C 395 / ARC (374),,,,
5e2e2eb3-50df-54d2-a97a-82c4f9902106,tg:lhph:11833,Items,1,tr:lh:815,15061,isad:lh:94241,S 725 / P,,,,
b817f3c3-713b-51c8-b59f-9b0c387a64f4,tg:lhph:20397,Items,1,tr:lh:7859,203626/1417,isad:lh:94873,M 224 / P (NEG0050/2/29),,,,
13367cf7-200e-51e7-b128-0f6fe141b97d,tg:lhph:9910,Items,1,tr:lh:6467,159828,,R 1476 / P,,,,
076ffdd4-0ff4-5b4f-8943-bc4510559a7e,tg:lhph:27452,Items,1,tr:lh:1411,24169/1,,"P 505 / P (I),(II)en (III)",,,,
076ffdd4-0ff4-5b4f-8943-bc4510559a7e,tg:lhph:27452,Items,2,tr:lh:7721,200537/43,isad:lh:146741,"P 505 / P (I),(II)en (III)",,,,
9e0c370c-ccee-5b96-9d1b-e8929843d255,tg:lhph:40996,Items,1,tr:lh:2976,59980,isad:lh:95647,M 6351 / P,,,,
be298eb4-e459-5cf2-9c76-2a362a2af86b,tg:lhph:15173,Items,1,tr:lh:6191,143201/34,isad:lh:93289,R 5842 / P,,,,
b911c79d-0ccd-5cfc-8625-92ca51bf4f83,tg:lhph:11999,Items,1,tr:lh:5683,114922/1,isad:lh:93140,B 461 / P,,,,
aaf4733b-ef10-5231-9f3b-a033a1bee72d,tg:lhph:42801,Items,1,,102742/42,,E 281 / P,,,,
aaf4733b-ef10-5231-9f3b-a033a1bee72d,tg:lhph:42801,Items,2,tr:lh:9923,147428/13,,E 281 / P,,,,
92856ee2-5f80-5469-ba5b-1c7c3a6b069f,tg:lhph:945,Items,1,tr:lh:5780,119861/10,isad:lh:93049,G 8805 / P,,,,
fd540dac-65af-5326-94e2-c4833cbf1baa,tg:lhph:22200,Items,1,tr:lh:139964,,isad:lh:182279,S 935 / 1029,Bruikleen Vlaamse Gemeenschap - GLN000293,,,
4a30ff02-7c38-5c39-86d9-94b0e8033415,tg:lhph:37901,Items,1,tr:lh:2782,54968/i,isad:lh:94317,M 1934 / P (A),,,,
b9337d36-e246-5a46-8a41-edb777a7d004,tg:lhph:36613,Items,1,tr:lh:9510,218458/1880,isad:lh:95309,B 1183 / P (NEG00205/2/12),,,,
ceda5574-37d8-5c34-9a9a-ac1ec5502834,tg:lhph:5460,Items,1,tr:lh:6551,161648/9,,Z 317 / P,,,,
296371f1-ff23-5e91-a839-cd027da9d805,tg:lhph:18741,Items,1,tr:lh:2320,45250/6,isad:lh:93020,H 635 / P,,,,
8c855876-5f72-596e-834f-3a8dd1682d90,tg:lhph:33411,Items,1,tr:lh:7512,197738/10,,VV 409 / P,,,,
4fe286d0-39cf-5444-a1d4-c64800b15061,tg:lhph:1970,Items,1,tr:lh:7323,185655/26,,K1 E,,,,
950ae766-144c-541e-9b0a-683009da5969,tg:lhph:52102,Items,1,tr:lh:140087,,isad:lh:154993,,,G 2932 / 212 (50),,
e23be7ce-0d72-51a4-afa9-8d908ef1038e,tg:lhph:19853,Items,1,tr:lh:7859,203626/1147,isad:lh:94873,M 224 / P (NEG0042/3/21),,,,
0372ff93-e9db-5e1a-aa44-a9bfeb226a78,tg:lhph:27002,Items,1,tr:lh:6723,166652/4,isad:lh:93841,V 454 / P,,,,
09b1733d-0c22-551c-b625-e38de40171cf,tg:lhph:8252,Items,1,,113661,,W 803 / P,,,,
b6d9c1c7-6844-55a9-a04f-9dd17c396367,tg:lhph:15489,Items,1,tr:lh:3942,76860/4,,E 2854 / P,,,,
f76aacac-7bf6-5d88-988a-3b8c547b92c2,tg:lhph:46511,Items,1,,203872/94,isad:lh:93917,P 3445 / P,,,,
6cebf547-5200-5695-83f1-0cf8e0f61294,tg:lhph:23041,Items,1,tr:lh:2152,40544/1,,T 1192 / P,,,,
6cebf547-5200-5695-83f1-0cf8e0f61294,tg:lhph:23041,Items,2,,66764,,T 1192 / P,,,,
6cebf547-5200-5695-83f1-0cf8e0f61294,tg:lhph:23041,Items,3,tr:lh:3676,71257,isad:lh:94634,T 1192 / P,,,,
6cebf547-5200-5695-83f1-0cf8e0f61294,tg:lhph:23041,Items,4,tr:lh:4988,98850/110,isad:lh:93043,T 1192 / P,,,,
6cebf547-5200-5695-83f1-0cf8e0f61294,tg:lhph:23041,Items,5,tr:lh:6512,161724,isad:lh:93888,T 1192 / P,"Gekleefd op presentatiekarton (23,5 x 17,5 cm)",,,
56f1266e-52ad-5f31-a70f-c2d543785f44,tg:lhph:24784,Items,1,tr:lh:9762,235658,isad:lh:95068,NN 1 / P,,,,
13b1155c-560b-55f8-ad8c-735bf0fe6387,tg:lhph:416,Items,1,tr:lh:7314,,isad:lh:92944,FVCA / P,,,,
277362ef-71e1-5d82-99b7-af7ecd9f4447,tg:lhph:42552,Items,1,tr:lh:5834,122793/210,isad:lh:92962,B 861 / P,,,,
8121ed95-53c5-5ed3-91e9-63c7dc85e2d1,tg:lhph:4621,Items,1,tr:lh:7331,186149/6,,A 3365 / P,,,,
535626b9-d2ed-553a-be68-b5a1018e3b57,tg:lhph:30397,Items,1,tr:lh:6378,148946/121,isad:lh:94672,V 724 / P,,,,
2c3ebf2e-f92e-57ee-9ef5-eebbda080c34,tg:lhph:37452,Items,1,,14348/61,,LL 12 / P (II),,,,
1e5bd8f1-9d55-567d-b246-c911c407e0bb,tg:lhph:50996,Items,1,tr:lh:139964,,isad:lh:182279,,Bruikleen Vlaamse Gemeenschap - GLN1000176,S 935 / 1017,,
1e5bd8f1-9d55-567d-b246-c911c407e0bb,tg:lhph:50996,Items,2,tr:lh:139964,,isad:lh:182279,,Bruikleen Vlaamse Gemeenschap - STR10383,S 935 / 483,,
a35d3a72-65be-55de-a94f-db38a16597ff,tg:lhph:51684,Items,1,tr:lh:140070,,isad:lh:176329,,"4 dia's

Foto van de Nederlandse fotograaf Pieter-Paul Koster",L 179 / P,,
c66c677b-2e15-595a-ab00-11411c61517d,tg:lhph:5933,Items,1,tr:lh:7191,179166/104,isad:lh:93778,B 9078 / P,,,,
ecef67b9-9742-5df5-95e1-aff9829f7e17,tg:lhph:33942,Items,1,tr:lh:3733,72408,,B 1333 / P (Portretten tot 1920.),,,,
ecef67b9-9742-5df5-95e1-aff9829f7e17,tg:lhph:33942,Items,2,tr:lh:4988,98850/2,isad:lh:93043,B 1333 / P (Portretten tot 1920.),,,,
ecef67b9-9742-5df5-95e1-aff9829f7e17,tg:lhph:33942,Items,3,,,isad:lh:152091,,,,,
b09fc57e-63ed-5b52-96a9-27317738c622,tg:lhph:53343,Items,1,tr:lh:2348,44199,,,,,,
ba79c920-fe81-56db-9eb2-6147cefef47d,tg:lhph:1423,Items,1,tr:lh:4752,92402/74,isad:lh:93000,T 176 / P,,,,
d2e9e7b0-c93c-5afb-8835-edd239af6b8c,tg:lhph:35195,Items,1,,142290/7,,L 154 / P,,,,
88a41dc0-0bdc-5810-b587-c39a6664c77d,tg:lhph:19500,Items,1,tr:lh:7859,203626/911,isad:lh:94873,M 224 / P (NEG0035/1/18A),,,,
fa23ee15-a9b6-5b03-9b6c-6d53779dfd16,tg:lhph:32650,Items,1,tr:lh:6476,158755/4a-c,isad:lh:92980,J 4453 / P (II),,,,
060c5792-74d1-5ca9-93b0-9106642e0e1f,tg:lhph:47750,Items,1,tr:lh:6415,,isad:lh:93360,D 125 / P (Album),,,,
a4db78db-152b-5875-99c2-17feb42f9170,tg:lhph:11130,Items,1,tr:lh:6989,174524/60,isad:lh:92953,T 491 / P,,,,
7e603411-cc77-5815-9dcb-90a3c76f17ba,tg:lhph:9013,Items,1,tr:lh:5584,111577/29,isad:lh:93039,R 5845 / P,,,,
1a57e694-11df-5d7a-bcbd-bebfaf2c86d1,tg:lhph:40095,Items,1,tr:lh:6828,168661/8,isad:lh:95621,M 43828 / P,,,,
ef144eca-99c2-51e3-81c9-c2d8ad88a0b3,tg:lhph:26243,Items,1,tr:lh:5587,111604/102,isad:lh:93687,O 4854 / P,,,,
2a2bf0ef-48f5-5665-a729-03951a39d0f6,tg:lhph:21586,Items,1,tr:lh:139964,,isad:lh:182279,,Bruikleen Vlaamse Gemeenschap - GLN000631,S 935 / 1063,,
2a2bf0ef-48f5-5665-a729-03951a39d0f6,tg:lhph:21586,Items,2,tr:lh:139964,,isad:lh:182279,,Bruikleen Vlaamse Gemeenschap - STR12448,S 935 / 492,,
849344f5-3771-5a1b-9add-ebe929cad089,tg:lhph:46842,Items,1,tr:lh:9923,147519/16,,E 147 / P,,,,
c4b968b4-eede-5280-9425-c940de2ad054,tg:lhph:14762,Items,1,tr:lh:3522,69708,,R 394 / P,,,,
2199c476-d251-5ed5-a156-8d4fab9ed651,tg:lhph:42102,Items,1,tr:lh:6741,167039/72,isad:lh:93313,W 4897 / P (AII),,,,
0b1866df-62ea-5cd0-bc77-8e23c7898bca,tg:lhph:23411,Items,1,tr:lh:3480,69041/4-4a,,I 405 / P,,,,
ff2d2460-fe1e-5a5e-b4c0-a0a7cd5b69fa,tg:lhph:15870,Items,1,tr:lh:7634,213065,,F 4395 / P,,,,
5d843457-3cc2-55fb-af31-1e49fecf6699,tg:lhph:4271,Items,1,tr:lh:3240,64534/3,isad:lh:93544,A 246 / P,,,,
b30bac37-51d1-5c07-ad4d-a4d08fe3188e,tg:lhph:1589,Items,1,tr:lh:5813,121943/2,isad:lh:93227,C 2753 / P,,,,
b30bac37-51d1-5c07-ad4d-a4d08fe3188e,tg:lhph:1589,Items,2,tr:lh:7000,175710/123,isad:lh:170886,C 2753 / P,,,,
84d8d30b-1083-5610-8a02-90e1a59bee17,tg:lhph:37002,Items,1,tr:lh:679,13082/x,isad:lh:95549,B 435 / P,,,,
84d8d30b-1083-5610-8a02-90e1a59bee17,tg:lhph:37002,Items,2,,235299/1,,B 435 / P,,,,
9ad2d3d7-af62-59c9-83bd-b794a61f5f37,tg:lhph:1073,Items,1,tr:lh:2744,54347/1,isad:lh:93013,B 917 / P,,,,
f4decc20-87b3-59ac-9dc3-fb3c8c3e4600,tg:lhph:52801,Items,1,tr:lh:139964,,isad:lh:161173,,Bruikleen Vlaamse Gemeenschap - STR11774,S 935 / 489,,
d62e85df-3225-5394-b634-2e099c7f8809,tg:lhph:32200,Items,1,tr:lh:9510,218458/762,isad:lh:95309,B 1183 / P (NEG0075/2/9),,,,
6fc76178-365b-55c0-91b3-b7d2f3c6840a,tg:lhph:19150,Items,1,tr:lh:7859,203626/687,isad:lh:94873,M 224 / P (NEG0026/2/14A),,,,
bf0eca53-0321-54cf-a5f2-914cbc78d68a,tg:lhph:53713,Items,1,tr:lh:139964,,isad:lh:175416,,Bruikleen Vlaamse Gemeenschap,,,
344cf990-72ba-5b7a-8775-a48490c8c88c,tg:lhph:5899,Items,1,,234798/255,,Y 952 / P,,,,
6be10984-e95f-5f0e-80ab-b275a85509c1,tg:lhph:26613,Items,1,tr:lh:3478,68619/c,isad:lh:95153,P 245 / P,,,,
fafa6fcb-c00b-55b0-87cf-3dc4c99469e5,tg:lhph:14298,Items,1,tr:lh:3959,76054/3,isad:lh:93183,D 23685 / P,,,,
89bd5f39-07cc-544c-9783-1d74094e5d78,tg:lhph:11560,Items,1,tr:lh:3874,74159/4,,G 3145 / P,,,,
30969899-95a0-56cc-b5c2-621a3d6142ad,tg:lhph:9443,Items,1,tr:lh:3832,73747/1-2-3,,M 6147 / P,,,,
7fb0187c-bf88-55f1-8c28-16eef880feb3,tg:lhph:27901,Items,1,tr:lh:7142,178460/56,isad:lh:93773,P 568 / P,,,,
a745b2d7-50b1-5471-909d-c398f78e0c70,tg:lhph:1264,Items,1,tr:lh:3033,60536/16,,B 709 / P,,,,
ec9f5b39-565f-5d72-9447-f44321f63b70,tg:lhph:32017,Items,1,tr:lh:4730,89875/5,isad:lh:95355,V 9132 / P,,,,
f6be8804-a85f-5320-988a-42974b8eae3f,tg:lhph:3259,Items,1,tr:lh:2830,56289/2,isad:lh:93287,G 994 / P,,,,
f6be8804-a85f-5320-988a-42974b8eae3f,tg:lhph:3259,Items,2,tr:lh:5991,131386/180,isad:lh:93287,G 994 / P,,,,
84723385-7cc2-54e3-9587-70f574225669,tg:lhph:19347,Items,1,tr:lh:1028,18801,,C 34 / P,,,,
b304e610-6c29-50f6-ba44-f9fa224e4f89,tg:lhph:51539,Items,1,tr:lh:139964,,isad:lh:182268,,Bruikleen Vlaamse Gemeenschap - GLN000635,S 935 / 1063,,
b304e610-6c29-50f6-ba44-f9fa224e4f89,tg:lhph:51539,Items,2,tr:lh:139964,,isad:lh:182268,,Bruikleen Vlaamse Gemeenschap - STR11056,S 935 / 486,,
b304e610-6c29-50f6-ba44-f9fa224e4f89,tg:lhph:51539,Items,3,tr:lh:139964,,isad:lh:182268,,Bruikleen Vlaamse Gemeenschap - STR13365,S 935 / 496,,
5027798e-9c3c-5eb8-875c-65e4dd803896,tg:lhph:53504,Items,1,tr:lh:139964,,isad:lh:163248,,Bruikleen Vlaamse Gemeenschap - STR12762,S 935 / 494,,
61288ed2-8d3d-57ec-b8e1-301659b36ace,tg:lhph:12858,Items,1,tr:lh:3837,74403/5,,C 1421 / P,,,,
2141d5d4-ae50-5633-a3de-8a2a72c8f5d6,tg:lhph:8946,Items,1,tr:lh:4988,98850/106,isad:lh:93077,S 314 / P,,,,
4edf034a-d596-5f6d-8ee7-f04d898c3835,tg:lhph:26404,Items,1,tr:lh:5800,120691/5,isad:lh:93071,T 395 / P,,,,
3368ac4d-a7ee-56b8-a294-4e9452949ac4,tg:lhph:24439,Items,1,tr:lh:5253,104242/1,isad:lh:95015,V 15543 / P,,,,
5c7b6d8c-5550-5aac-a692-f05b482cd617,tg:lhph:10865,Items,1,tr:lh:3826,74187/5,,U 964 / P,,,,
5a9745d0-812f-5a94-89eb-543957b07ded,tg:lhph:47117,Items,1,tr:lh:5832,123650/57,isad:lh:93067,F 162 / P,,,,
32361b1c-e24f-55fc-a4ac-8e03cf283d5b,tg:lhph:9654,Items,1,tr:lh:4139,80354/2,,S 58812 / P,,,,
12d48e7b-1bbe-5b35-88d0-34e6686ddbfd,tg:lhph:20929,Items,1,tr:lh:7859,203626/1628,isad:lh:94873,M 224 / P (NEG0056/6/6),,,,
2aa233ef-cb9e-53fd-8de5-a70090135c87,tg:lhph:251,Items,1,tr:lh:7314,,isad:lh:92943,FVCA / P (1930/3),,,,
c4893f5b-3bf2-5744-85ab-8f83cbf4567f,tg:lhph:42315,Items,1,tr:lh:6350,148145/2,,B 79903 / P,,,,
916a4161-4748-5a0c-b823-23b3dbf56ec2,tg:lhph:14575,Items,1,,168616/4,,R 162 / P,,,,
8c716f41-b00b-5278-afd6-1a6323498710,tg:lhph:40328,Items,1,tr:lh:2714,53550/7a,isad:lh:93220,M 496 / P,,,,
9bb325fd-bca5-5d05-a97a-524b19110211,tg:lhph:16548,Items,1,tr:lh:1492,27493/15,,H 1426 / P,,,,
cdd96920-5da7-5772-9daf-63d7a82722c2,tg:lhph:22914,Items,1,tr:lh:5113,101045/95,,N 135 / P,,,,
fcef8c83-b2b2-5ced-81f4-42e8d9061365,tg:lhph:23606,Items,1,tr:lh:7009,176400/5,isad:lh:93322,I 5578815 / P,,,,
25cd3ee0-365e-56f0-9e39-2461ed9999b8,tg:lhph:48718,Items,1,tr:lh:9579,,isad:lh:126771,C 146 / P,,,,
eeba0b34-556d-57e3-a0c8-9746913bacb6,tg:lhph:35228,Items,1,tr:lh:5034,99512/6,isad:lh:117833,W 292 / P,,,,
e94d9ae9-3e2a-547e-891b-4670a1d32f5d,tg:lhph:4066,Items,1,,106067,,G 8194 / P,,,,
4dd1177a-2873-5297-a291-c9c39a6bbf56,tg:lhph:37215,Items,1,,27381/324,,L 91 / P,,,,
4dd1177a-2873-5297-a291-c9c39a6bbf56,tg:lhph:37215,Items,2,tr:lh:4739,91322/1,isad:lh:93471,L 91 / P,,,,
74aa656b-f676-5bc6-b735-96714457f5ed,tg:lhph:51169,Items,1,tr:lh:139964,,isad:lh:182274,,Bruikleen Vlaamse Gemeenschap - GLN000260,S 935 / 1025,,
a95ab351-0e55-55ec-89e5-631cd24e94f9,tg:lhph:18805,Items,1,,76364/1,,S 8168 / P,,,,
2e7e9d0f-2973-523d-a247-a2dfda78fc9e,tg:lhph:53154,Items,1,tr:lh:139964,,isad:lh:162969,,Bruikleen Vlaamse Gemeenschap - STR12482,S 935 / 493,,
bc54415e-c6f6-5b59-ad67-9ae04f8bcf7b,tg:lhph:1634,Items,1,tr:lh:5813,121987/32,isad:lh:93227,C 2753 / P,,,,
b11c370b-721c-5564-816a-8fb7246b94c1,tg:lhph:35382,Items,1,tr:lh:9510,218458/1500,isad:lh:95309,B 1183 / P (NEG00159/4/4),,,,
406dc288-9cca-579e-a5f8-780de54407a1,tg:lhph:19717,Items,1,tr:lh:6713,166431/47,,S 8565 / P,,,,
ca50afb5-c9fb-53fe-a480-8c80db358187,tg:lhph:3609,Items,1,,27381/752,,A 1786 / P,,,,
ca50afb5-c9fb-53fe-a480-8c80db358187,tg:lhph:3609,Items,2,tr:lh:1492,28290/2,,A 1786 / P,,,,
56310c20-211e-53ad-a7d0-319a546ee8b8,tg:lhph:32447,Items,1,tr:lh:7634,212627/1 a en b,isad:lh:95320,B 1183 / P,,,,
9ce364c8-44d7-528b-ad5e-41e2b5c3c2d2,tg:lhph:20883,Items,1,tr:lh:4493,86564/5,,S 9505 / P,,,,
24d4a492-4bb2-53b0-b017-04348d332acf,tg:lhph:11327,Items,1,tr:lh:9945,132307,isad:lh:94057,B 212 / P,Afdruk (120 x 90) door Guy Verwimp,,,
24d4a492-4bb2-53b0-b017-04348d332acf,tg:lhph:11327,Items,2,tr:lh:4943,98855,,M 6864 / P,,,,
d9b74d71-7536-594f-84db-037abfe17327,tg:lhph:47547,Items,1,tr:lh:103933,,isad:lh:105405,,,P 272639 / 5,V2 A 4 D2,V2 A 4 D2
753e92b9-14cc-554e-b258-d4ad5c2a5335,tg:lhph:9204,Items,1,,233352/12,,S 535 / P,,,,
27760239-64ea-5df5-9cc3-5221617f16de,tg:lhph:40282,Items,1,tr:lh:4316,83539,,M 445 / P,,,,
dfef55cc-019d-54b6-8d92-7ee4ec81136a,tg:lhph:26054,Items,1,tr:lh:754,14127/3,isad:lh:93611,T 3746 / P,,,,
48c75b2c-31db-5f13-8c6a-a41d458e3d60,tg:lhph:24069,Items,1,tr:lh:5085,100612/10,isad:lh:95013,M 826 / P,,,,
b880133e-37b3-5425-8205-09416625fe21,tg:lhph:21791,Items,1,tr:lh:139964,,isad:lh:182271,,Bruikleen Vlaamse Gemeenschap - STR10163,S 935 / 482,,
5ca8922c-0594-55e2-a811-8e043ff3faca,tg:lhph:23256,Items,1,tr:lh:4226,81518/2,isad:lh:94259,I 12 / P,,,,
533ee44c-6552-5c8a-9a15-fd2c12d7f2ff,tg:lhph:24593,Items,1,,199612/3,,V 254 / P,,,,
3bdc63fd-0219-5d3e-be95-c58cabf5d158,tg:lhph:43857,Items,1,,161694/6,,S 5759 / P,,,,
9d2d5781-2ce9-5d70-8b1e-3daab6a557fd,tg:lhph:14125,Items,1,tr:lh:4478,86298/2,isad:lh:94496,D 1155 / P,,,,
bf3f4755-b69f-5919-a4ea-b6b65c16fc0e,tg:lhph:42745,Items,1,tr:lh:7601,198979/14,isad:lh:93452,G 9947 / P,,,,
0f4e73ba-3e69-5b1f-80ab-97c684c016c4,tg:lhph:601,Items,1,,119956/c,,S 7265 / P,,,,
9fc866f8-42ec-5aa3-a27b-65a9e5286c64,tg:lhph:16118,Items,1,tr:lh:3135,63469/9,isad:lh:93163,R 78598 / P,,,,
bb84e2f3-034a-5088-9bc8-d092ac62adde,tg:lhph:40778,Items,1,,15860/121,,M 573 / P,,,,
80580199-e055-5cd5-a7a9-a9f446b40343,tg:lhph:45080,Items,1,tr:lh:9987,219756,,Z 164 / P,,,,
d59d732f-c14c-53f5-937a-1088cb7ce468,tg:lhph:4436,Items,1,tr:lh:269,5211,isad:lh:93582,A 2012 / P,,,,
bf2a1dff-a467-51ed-849e-584fcf8904d8,tg:lhph:35678,Items,1,tr:lh:9510,218458/1580,isad:lh:95309,B 1183 / P (NEG00169/2/8),,,,
c27fc8dc-42fe-569c-8383-456a3533d113,tg:lhph:48348,Items,1,,,isad:lh:120046,,,TT 93 / 40,,
7423ca2d-b7cd-5fe5-94bb-641e9275390d,tg:lhph:30180,Items,1,tr:lh:9510,218458/167,isad:lh:95309,B 1183 / P (NEG0015/4/5),,,,
537fc7b2-eabe-5d62-a541-eacb8f2517a0,tg:lhph:28949,Items,1,tr:lh:6350,148185/18,,PP 70 / P,,,,
b83207df-f246-574b-93c6-936f8cb61c3f,tg:lhph:37645,Items,1,tr:lh:9510,218458/2204,isad:lh:95309,B 1183 / P (NEG00238/4/10),,,,
08560c3c-e9ec-558e-84f3-9ef5ff5e4237,tg:lhph:36957,Items,1,tr:lh:2713,53523/7,isad:lh:93479,L 696 / P,,,,
55bd2c07-98b5-5331-aea8-ddb330d41659,tg:lhph:51493,Items,1,tr:lh:139964,,isad:lh:182274,,Bruikleen Vlaamse Gemeenschap - GLN000570,S 935 / 1056,,
effd1a7c-d759-57b6-8b77-456b2eab9232,tg:lhph:18556,Items,1,tr:lh:7859,203626/320,isad:lh:94873,M 224 / P (NEG0010/6/15A),,,,
55d138c5-e235-5ba3-a7ed-e32819c65afa,tg:lhph:2448,Items,1,tr:lh:6603,163141/572,isad:lh:93324,G 395 / P,,,,
c6248886-bdca-5579-8a9b-c67b7b7e4dd4,tg:lhph:33606,Items,1,tr:lh:9510,218458/1093,isad:lh:95309,B 1183 / P (NEG00112/1/6),,,,
afcad880-4282-5abb-8a69-c069df1bf6a9,tg:lhph:30929,Items,1,tr:lh:5604,128193,isad:lh:93183,G 4372 / P,,,,
5fc9de93-8fbe-5ee0-bdfd-80c87e4b7eed,tg:lhph:52315,Items,1,tr:lh:139964,,isad:lh:182263,,Bruikleen Vlaamse Gemeenschap - STR10229,S 935 / 483,,
5fbf0b6b-4b57-5f0f-9fa4-f11835811f93,tg:lhph:50328,Items,1,,,isad:lh:57769,P 957 / 96,,,,
be6119d2-b30a-5acb-a2f7-487fa289b32d,tg:lhph:32914,Items,1,,66215,,K 243 / P,,,,
6951b5ba-14ae-5a20-b804-c3f91bc2bf45,tg:lhph:25228,Items,1,,104603/21a,,T 3465 / P,,,,
e7dd9500-327e-55f2-a06f-1b43fc856e96,tg:lhph:47814,Items,1,tr:lh:7336,212087,isad:lh:103960,S 59 /P,,,,
6dfa91c2-229a-5a0e-8ef6-9e97f05d5d76,tg:lhph:27215,Items,1,tr:lh:1070,20207/4,,P 346 / P,,,,
5aaf7003-8edd-598e-a9d6-336ecf6504a1,tg:lhph:8045,Items,1,tr:lh:5424,106346/11,isad:lh:93395,G 994 / P,,,,
