brocade.id,ResourceID,card,order,Registration Number value,Archive Note,Warehouse Location (begin),adm.note,Serial Number,adm.note.language,adm.note.type
tg:mpmre:533,605e2992-1fcc-5f2a-8ff7-16359a36f246,Items,1,Arch. 140,isad:mpm:364,10 Q 3 C,,,Nederlands,remarks
tg:mpmre:499,6313c57a-a7a1-5cee-8fef-23bca91bd29d,Items,1,Arch. 496,isad:mpm:201,10 Q 6 C,,,Nederlands,remarks
tg:mpmre:163,0ad3a46a-1d40-5dd5-a13c-85ee7b8f23a9,Items,1,Arch. 473,isad:mpm:277,10 Q 6 D,,,Nederlands,remarks
tg:mpmre:708,331b19bc-0a4b-544c-b21d-fb63ec712006,Items,1,Arch. 1071,isad:mpm:668,,,,Nederlands,remarks
tg:mpmre:358,755f1dbe-4aae-5a22-aa07-79fb546bbb04,Items,1,Arch. 231,isad:mpm:206,10 Q 4 D,,,Nederlands,remarks
tg:mpmre:421,f563bd0c-f8ea-512b-8a7b-b546624be386,Items,1,Arch. 365,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:7,51c78be3-7f1b-5b40-934c-0a78d59b45bd,Items,1,Arch. 45,isad:mpm:206,10 Q 1 C,,,Nederlands,remarks
tg:mpmre:83,5bece0b2-040b-5a71-a69e-c40204034b9c,Items,1,Arch. 1009,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:134,22747f78-aaaf-5c45-88b9-dd80a96b985e,Items,1,Arch. 775,isad:mpm:211,10 R 9 C,,,Nederlands,remarks
tg:mpmre:564,f7e346cc-30e6-5b6b-a3ea-3a7cfb612ed9,Items,1,Arch. 280,isad:mpm:364,10 Q 4 B,,,Nederlands,remarks
tg:mpmre:95,6fede8fe-55ce-500a-865c-71e609a75b53,Items,1,Arch. 1021,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:437,8f6e4f66-0b66-573a-9c98-11a7a8d5d490,Items,1,Arch. 378,isad:mpm:259,10 Q 5 B,2de los stuk achteraan,,Nederlands,remarks
tg:mpmre:572,3f63286e-f4cc-53a0-a36a-18442d5566a0,Items,1,Arch. 286,isad:mpm:259,10 Q 4 A,tussen fol. 128-129,los stuk 5,Nederlands,remarks
tg:mpmre:122,d092effb-e5ab-5e84-8f07-49f4707ade2c,Items,1,Arch. 1048,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:319,7610dd7b-312c-55d9-8397-520f002dba51,Items,1,Arch. 62,isad:mpm:206,10 Q 1 B,,,Nederlands,remarks
tg:mpmre:460,d77ce95a-d65a-5efe-bad0-9d7c2091abff,Items,1,Arch. 491,isad:mpm:213,10 Q 6 C,,,Nederlands,remarks
tg:mpmre:175,74772795-c7ee-5f17-8e28-4d234ed5796c,Items,1,Arch. 853,isad:mpm:203,10 R 8 D,Arch. 849-862 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:525,0080ab7f-8e6d-5f07-8ad8-19fa53513765,Items,1,Arch. 11,isad:mpm:364,10 Q 1 E,,,Nederlands,remarks
tg:mpmre:698,d31e8e8f-7487-5527-875f-e42f0764659b,Items,1,Arch. 14,isad:mpm:215,10 Q 1 E,,1,Nederlands,remarks
tg:mpmre:362,ddbe966e-5601-5c38-a594-8e3cccdfb4c8,Items,1,Arch. 235,isad:mpm:206,10 Q 4 D,,,Nederlands,remarks
tg:mpmre:677,de64a529-aca2-58f3-b0bf-54c3915c94ed,Items,1,MR 42.01,isad:mpm:583,,,,Nederlands,remarks
tg:mpmre:227,c3a77aa8-12c3-5969-8b0f-26d331266dda,Items,1,Arch. 905,isad:mpm:203,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:56,1303f015-c610-5d9f-867a-c23756454f79,Items,1,Arch. 987,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:335,beb02de6-67c3-5b01-8beb-31e0b2047469,Items,1,Arch. 173,isad:mpm:206,10 Q 3 B,,,Nederlands,remarks
tg:mpmre:270,d717cd45-3f49-58b3-93b5-048497b38029,Items,1,Arch. 944,isad:mpm:203,10 R 8 D,Arch. 931-946 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:620,99866af7-a97e-5f1f-8487-aea154a73664,Items,1,Arch. 1385,isad:mpm:466,10 R 3 D,,,Nederlands,remarks
tg:mpmre:159,fc7e5327-1ca9-58b0-9a3a-0c01c3222cfc,Items,1,Arch. 42,isad:mpm:256,10 Q 1 C,,,Nederlands,remarks
tg:mpmre:289,aa4b6aa6-45c4-55e9-8052-c4c0ca1952f6,Items,1,Arch. 1090,isad:mpm:304,10 R 8 A,Arch. 1090-1100 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:323,077e8cbd-2036-5dd8-9df7-4b3e27fcc620,Items,1,Arch. 66,isad:mpm:206,10 Q 1 B,,,Nederlands,remarks
tg:mpmre:636,49a83fb4-aca8-5f39-8bb9-664d6007aad0,Items,1,Arch. 40,isad:mpm:207,10 Q 1 D,,,Nederlands,remarks
tg:mpmre:266,2c7decec-fa16-5b3a-bb4b-65a3e27a9790,Items,1,Arch. 940,isad:mpm:203,10 R 8 D,Arch. 931-946 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:17,053eaefd-b76e-5d9c-ba1f-1de30dc50179,Items,1,Arch. 334,isad:mpm:248,10 Q 5 C,,fol. 89-102,Nederlands,remarks
tg:mpmre:374,a3e222ba-f231-51df-9d2c-0513e4ee335b,Items,1,Arch. 247,isad:mpm:206,10 Q 4 C,,,Nederlands,remarks
tg:mpmre:231,3160e6d1-aa92-5d83-9fd3-669f6255db1d,Items,1,Arch. 908,isad:mpm:203,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:661,34d83d88-6761-5afc-bb17-e8b7e67d0810,Items,1,Arch. 301,isad:mpm:567,10 Q 4 A,,los stuk tussen fol. 207 links-rechts,Nederlands,remarks
tg:mpmre:548,a9e3bbba-4d32-5db5-90f5-326815efd056,Items,1,Arch. 298,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:118,1eea9247-ae94-5c33-8edb-a8cf852f2a0b,Items,1,Arch. 1044,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:40,e8fe0a48-6d65-56b3-a19b-9a83098f0e4e,Items,1,Arch. 972,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:180,7f31b809-f0bf-5dea-a5a4-895cd77323cf,Items,1,Arch. 858,isad:mpm:203,10 R 8 D,Arch. 849-862 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:37,6bbbd504-28ed-56bd-9d40-ed55b62c1b73,Items,1,Arch. 969,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:495,0858a9d6-21e1-5cd5-a238-55033bfccd9f,Items,1,Arch. 761,isad:mpm:201,10 R 9 C,,,Nederlands,remarks
tg:mpmre:616,dd0457d2-de4f-5b89-8235-bf6cdcda09bb,Items,1,Arch. 1357,isad:mpm:466,10 R 4 B,,,Nederlands,remarks
tg:mpmre:246,40919775-4193-5949-ba69-dcb16e10ffa1,Items,1,Arch. 922,isad:mpm:203,10 R 8 D,Arch. 919-930 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:303,4dc035fb-ccad-5ea6-92a7-63ae27411ce6,Items,1,Arch. 47,isad:mpm:206,10 Q 1 C,,,Nederlands,remarks
tg:mpmre:587,577bc478-0ee3-51c4-93da-9a2ca7f0c2cc,Items,1,Arch. 290,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:568,f8577e98-d4ce-5f32-a722-388ae5a62649,Items,1,Arch. 283,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:138,0e794942-4868-5c4e-9aa3-ae65ed50fe84,Items,1,Arch. 325,isad:mpm:211,10 Q 5 C,,,Nederlands,remarks
tg:mpmre:60,02dd1a27-db0f-5409-9cae-23e602b7d7c9,Items,1,Arch. 991,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:211,65d15b89-a635-5723-9d65-66a6b4edb2ce,Items,1,Arch. 889,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:641,ba62eaa3-1791-527e-a503-7384a52db172,Items,1,Arch. 19,isad:mpm:335,10 Q 1 D,,,Nederlands,remarks
tg:mpmre:354,96fcfcaa-ff1a-5d64-bd07-bd496d636557,Items,1,Arch. 227,isad:mpm:206,10 Q 4 D,,,Nederlands,remarks
tg:mpmre:704,52ee7d14-7ca8-52f6-97df-4257e6c872a4,Items,1,Arch. 1067,isad:mpm:668,,,,Nederlands,remarks
tg:mpmre:591,c3f8be8c-db4e-515d-86fb-d6f3008622f6,Items,1,Arch. 1372 (II),isad:mpm:446,10 R 4 A,,,Nederlands,remarks
tg:mpmre:99,d9596d88-bedd-5c37-b877-5ec07884d1e0,Items,1,Arch. 1025,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:76,21332924-8d2c-5b51-8f67-ace102f24fe8,Items,1,Arch. 1003,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:657,9b94c466-0e5a-5a61-aa5d-97e5a127bda3,Items,1,Arch. 669,isad:mpm:559,10 Q 8 A,,,Nederlands,remarks
tg:mpmre:207,7a3ec0cd-d3a2-5739-83c5-679bbfd98557,Items,1,Arch. 885,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:342,1dc193eb-16cc-5dd2-ac8b-9afa0980d561,Items,1,Arch. 180,isad:mpm:206,10 Q 3 A,,,Nederlands,remarks
tg:mpmre:196,0617c448-410e-55ad-a4ec-9ad7addd5681,Items,1,Arch. 875,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:529,e7b53be3-bf48-5f10-8a58-654d2385025f,Items,1,Arch. 136,isad:mpm:364,10 Q 3 C,,,Nederlands,remarks
tg:mpmre:483,a09ec092-4ecf-5c25-9b0e-25816142d8a3,Items,1,Arch. 746,isad:mpm:208,10 R 9 D,,,Nederlands,remarks
tg:mpmre:179,684443a5-ec02-5f07-b411-1ca4cfc17824,Items,1,Arch. 857,isad:mpm:203,10 R 8 D,Arch. 849-862 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:21,26706c5e-8942-5db4-89f3-459980a21cdb,Items,1,Arch. 264,isad:mpm:249,10 Q 4 B,,,Nederlands,remarks
tg:mpmre:250,fac3c3b3-d495-532e-b263-d70d8423bd5c,Items,1,Arch. 925,isad:mpm:203,10 R 8 D,Arch. 919-930 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:315,3f58d414-7c76-5026-9749-4ae1cd18116f,Items,1,Arch. 59,isad:mpm:206,10 Q 1 B,,,Nederlands,remarks
tg:mpmre:552,7ba69ef6-dba9-5823-aa5a-5e478ae73554,Items,1,Arch. 295 bis,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:102,d02d62ca-c8f4-5e91-b71e-9dfdb91601cb,Items,1,Arch. 1028,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:417,69ca99b2-6144-5690-bf83-eb2143fef5f6,Items,1,Arch. 397,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:694,6c21c890-73be-5ab9-a5fc-6809f3bbfbb4,Items,1,Arch. 1230,isad:mpm:664,10 R 5 C,,,Nederlands,remarks
tg:mpmre:381,65eba50f-508c-5a03-beaa-120066bf199e,Items,1,Arch. 254,isad:mpm:206,10 Q 4 C,,,Nederlands,remarks
tg:mpmre:155,da472f92-bdd2-5420-b652-3e2be1d0d5ca,Items,1,Arch. 782,isad:mpm:212,10 R 9 B,,,Nederlands,remarks
tg:mpmre:505,ca17dca5-ce4a-59f8-965d-49ef9607f2c4,Items,1,Arch. 467,isad:mpm:341,10 Q 6 D,,,Nederlands,remarks
tg:mpmre:440,b4cecade-b256-5b6d-b6fd-a83c70fbbf1a,Items,1,Arch. 680,isad:mpm:206,10 Q 8 A,,,Nederlands,remarks
tg:mpmre:293,ca341459-548a-5744-b0a0-0eaa7d4d8077,Items,1,Arch. 1096,isad:mpm:203,10 R 8 A,Arch. 1090-1100 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:339,b8c8d4e0-fa2d-5890-afe2-aa2af2e33e53,Items,1,Arch. 177,isad:mpm:206,10 Q 3 A,,,Nederlands,remarks
tg:mpmre:513,d91311fa-f48a-58dd-9345-45b566cc4051,Items,1,Arch. 1459,isad:mpm:259,10 R 3 B,,7,Nederlands,remarks
tg:mpmre:143,d95e6935-8d63-5541-a046-ddc4bbee8ee5,Items,1,Arch. 794,isad:mpm:211,10 R 9 A,,,Nederlands,remarks
tg:mpmre:456,9b21b620-8ee3-59c8-9015-1c02b439c67a,Items,1,Arch. 2,isad:mpm:206,10 Q 1 E,,,Nederlands,remarks
tg:mpmre:285,c7e93b2b-1a31-573d-85f3-252ef523a380,Items,1,Arch. 959,isad:mpm:203,10 R 8 D,Arch. 947-961 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:114,b3eea759-a6a0-59e9-a5a2-2b8d320bc905,Items,1,Arch. 1040,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:544,71fd928d-34e2-5b4c-b531-9556b9c09a55,Items,1,Arch. 151,isad:mpm:364,10 Q 3 C,,,Nederlands,remarks
tg:mpmre:401,c183a392-d1e5-5fb2-8f8a-c08b96103f7f,Items,1,Arch. 416,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:682,93b8cb22-700a-5751-ada2-808d611753be,Items,1,MR 45.02,isad:mpm:585,,,,Nederlands,remarks
tg:mpmre:378,00eefe84-d8db-55ef-87a0-0fdf632d6d3b,Items,1,Arch. 251,isad:mpm:206,10 Q 4 C,,,Nederlands,remarks
tg:mpmre:397,89101aaa-3cee-56f0-9ca3-bb212412b37e,Items,1,Arch. 412,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:47,b303a14a-164a-5e2c-a9cc-2aac33398602,Items,1,Arch. 979,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:689,003cbcab-20e6-5677-a93d-c0e024fab06f,Items,1,MR 48.03,isad:mpm:590,,,,Nederlands,remarks
tg:mpmre:373,f2820dd6-d86c-5de6-9f31-74b2438a3bf3,Items,1,Arch. 246,isad:mpm:206,10 Q 4 C,,,Nederlands,remarks
tg:mpmre:236,d612c3a3-2b4b-570b-90fb-248949cbe3a0,Items,1,Arch. 913,isad:mpm:203,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:666,54a6369b-9200-5036-8c4f-c72841584f65,Items,1,Arch. 362,isad:mpm:564,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:148,44e53e73-d510-5357-8f60-49dc96a3d6b8,Items,1,Arch. 33,isad:mpm:212,10 Q 1 D,,,Nederlands,remarks
tg:mpmre:518,12c6e6ca-affd-5737-bf30-9f896d1b473f,Items,1,Arch. 335,isad:mpm:565,10 Q 5 C,,,Nederlands,remarks
tg:mpmre:324,446c46ca-d3a3-592a-b365-7bd57ad4ee63,Items,1,Arch. 67,isad:mpm:206,10 Q 1 B,,,Nederlands,remarks
tg:mpmre:631,3f833d95-0021-5094-aa1b-1ec776428071,Items,1,Arch. 38,isad:mpm:207,10 Q 1 D,,,Nederlands,remarks
tg:mpmre:261,41d303b4-3bed-5943-93e2-5d80d0009ae3,Items,1,Arch. 936,isad:mpm:203,10 R 8 D,Arch. 931-946 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:332,512b3a3a-23fb-5f5e-9c47-d7a6bc25d83a,Items,1,Arch. 75,isad:mpm:206,10 Q 1 A,,,Nederlands,remarks
tg:mpmre:298,1309e4cd-2be3-5da0-b1b8-8f44cf2c3647,Items,1,Arch. 1101,isad:mpm:203,10 R 8 A,Arch. 1101-1103 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:277,14f776c8-3804-5495-bd49-d0ed440abe10,Items,1,Arch. 951,isad:mpm:203,10 R 8 D,Arch. 947-961 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:627,e2ea7417-683d-5037-987c-afe5b0ce0a22,Items,1,Arch. 1382,isad:mpm:467,10 R 4 A,,,Nederlands,remarks
tg:mpmre:109,1c140085-9e5b-5cdc-a72f-6efeeae49780,Items,1,Arch. 1035,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:559,a1d1cd01-639c-5850-8bfe-1ff2ed4d22f9,Items,1,Arch. 277,isad:mpm:364,10 Q 4 B,,,Nederlands,remarks
tg:mpmre:51,660bbcb5-612d-5535-a8d3-ea183d9101e9,Items,1,Arch. 982,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:365,72d22b5f-afee-5773-81ca-f84e61777cc8,Items,1,Arch. 238,isad:mpm:206,10 Q 4 C,,,Nederlands,remarks
tg:mpmre:670,4438f722-448c-572f-a213-c80a2da4bcd1,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,,p. 69-72,Nederlands,remarks
tg:mpmre:220,d16adbce-f709-5110-b273-d09c039068e5,Items,1,Arch. 898,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:467,41065ee2-8420-50ec-bf57-e0baa89420a1,Items,1,Arch. 1166,isad:mpm:213,10 R 7 D,Arch. 1166 en 1167 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:488,c14c6c4e-fae1-546b-b085-316cd0d5ca1c,Items,1,Arch. 322,isad:mpm:207,10 Q 5 D,,,Nederlands,remarks
tg:mpmre:172,37cc5a4a-897f-5c5c-b51b-0c92c4852ae3,Items,1,Arch. 850,isad:mpm:203,10 R 8 D,Arch. 849-862 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:522,aa1ea775-2118-5228-8d57-3bf8203f1053,Items,1,Arch. 8,isad:mpm:364,10 Q 1 E,,,Nederlands,remarks
tg:mpmre:430,2b0987a6-3e37-5f40-9b8d-6d0457e23af2,Items,1,Arch. 373,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:92,abd49e5c-31fe-5c8d-bcbd-a843a5442d71,Items,1,Arch. 1018,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:575,df9550e6-fc0d-52ac-a4ea-94f17b9fef11,Items,1,Arch. 288,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:125,1015b87b-85ba-51fa-8e7d-999c1688f077,Items,1,Arch. 1051,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:349,6459e6e9-9885-50dc-ba57-c1f279b2983e,Items,1,Arch. 222,isad:mpm:206,10 Q 4 D,,,Nederlands,remarks
tg:mpmre:84,b7f69d44-8a55-54c8-9516-14e7ebfd2a05,Items,1,Arch. 1010,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:426,4b8b99ef-8042-5c7f-971e-60b265afb359,Items,1,Arch. 370,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:133,53d8c3dc-89c5-50dd-982b-35406942ce6e,Items,1,Arch. 774,isad:mpm:211,10 R 9 C,,,Nederlands,remarks
tg:mpmre:563,9245b172-285d-58ef-9e32-ebdd82be7d63,Items,1,Arch. 281,isad:mpm:364,10 Q 4 B,,,Nederlands,remarks
tg:mpmre:471,953abc04-b3f2-5454-a2b7-fd4573757b6e,Items,1,Arch. TS A stuk 10,isad:mpm:329,15 R 1 A,Tussen fol. 144 links-rechts,,Nederlands,remarks
tg:mpmre:534,03226fac-6a4d-5e94-af19-db903ae55726,Items,1,Arch. 141,isad:mpm:364,10 Q 3 C,,,Nederlands,remarks
tg:mpmre:164,7bbd951a-c073-59c4-aab8-a05720dcd82b,Items,1,Arch. 807,isad:mpm:277,10 R 9 A,,,Nederlands,remarks
tg:mpmre:308,0fdcfd99-98f5-5774-accc-3b1d5db1450a,Items,1,Arch. 52,isad:mpm:206,10 Q 1 C,,,Nederlands,remarks
tg:mpmre:685,47cb3694-7c7e-548c-a4a0-651ea604d492,Items,1,MR 45.06,isad:mpm:635,,,,Nederlands,remarks
tg:mpmre:390,e9e4e716-83ba-532b-a3a3-e5763571eac3,Items,1,Arch. 405,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:113,d2f5751d-845f-5c2e-8e7a-b57d1f3b2c92,Items,1,Arch. 1039,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:543,b3a93a21-2e85-5e73-b9e4-d722503aa2e2,Items,1,Arch. 150,isad:mpm:364,10 Q 3 C,,,Nederlands,remarks
tg:mpmre:406,fd6958a0-8c57-5de0-ac87-3f58fc32ac68,Items,1,Arch. 386,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:328,7bb4b5b2-d296-53a4-beaf-4d017c5e5fd6,Items,1,Arch. 71,isad:mpm:206,10 Q 1 A,,,Nederlands,remarks
tg:mpmre:282,4656f030-8209-595b-aa30-30199a219eb8,Items,1,Arch. 956,isad:mpm:203,10 R 8 D,Arch. 947-961 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:514,583bf403-e321-55fa-8d55-8d3ee03c8ff8,Items,1,Arch. 1459,isad:mpm:259,10 R 3 B,,8,Nederlands,remarks
tg:mpmre:144,76c92fd1-9456-5fd7-92bf-f2698429466e,Items,1,Arch. 430,isad:mpm:211,10 Q 6 E,,stuk 1,Nederlands,remarks
tg:mpmre:451,21327467-1422-5d35-b7d7-e88c92bac5ae,Items,1,Arch. 265,isad:mpm:259,10 Q 4 B,Los stuk vooraan,,Nederlands,remarks
tg:mpmre:294,d11645a6-eaa4-5b2f-ab11-9367b4c1895f,Items,1,Arch. 1097,isad:mpm:203,10 R 8 A,Arch. 1090-1100 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:152,4d87c251-4917-5a4a-9762-83acbff5dda8,Items,1,Arch. 781,isad:mpm:212,10 R 9 B,,,Nederlands,remarks
tg:mpmre:502,f662771c-d114-5008-b1be-a93d0f5e66aa,Items,1,Arch. 43.1,isad:mpm:201,10 Q 1 C,,,Nederlands,remarks
tg:mpmre:447,f2487207-fb66-5c22-b4bf-ac77d5bbb95e,Items,1,Arch. 503,isad:mpm:239,10 Q 6 C,,,Nederlands,remarks
tg:mpmre:693,2bebce21-ccb3-52c9-a4e5-39714851bcfb,Items,1,MR 42.01,isad:mpm:631,,,,Nederlands,remarks
tg:mpmre:369,d1fe4e54-d52e-574c-a941-ce53c0e0439d,Items,1,Arch. 242,isad:mpm:206,10 Q 4 C,,,Nederlands,remarks
tg:mpmre:386,3aebcb56-12e8-5bc3-98c7-f95086adcd59,Items,1,Arch. 401,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:555,ee002190-08d0-508d-8bbc-49587af9df0d,Items,1,Arch. 294,isad:mpm:221,10 Q 4 A,losse katern,,Nederlands,remarks
tg:mpmre:105,bf0a4d3e-31dc-5ab0-9535-dbcb2d08fe7a,Items,1,Arch. 1031,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:410,71335e51-8e28-5a51-9d98-9c499fa7b8de,Items,1,Arch. 390,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:257,4c7cbc7a-67d7-5b4b-80a4-d86d1f8f044b,Items,1,Arch. 932,isad:mpm:203,10 R 8 D,Arch. 931-946 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:607,7bcaf89d-d1ec-5d0a-8739-34cc7a84aadd,Items,1,Arch. 1358,isad:mpm:465,10 R 4 B,,,Nederlands,remarks
tg:mpmre:312,d30a91df-232d-5eda-99ab-9df9c514d8ca,Items,1,Arch. 56,isad:mpm:206,10 Q 1 B,,,Nederlands,remarks
tg:mpmre:191,6854bc25-61a3-5de7-b645-e4a0d5d1fd8f,Items,1,Arch. 869,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:26,e844b28d-1ad8-5c86-84a0-5d11187b753e,Items,1,Arch. 821,isad:mpm:344,10 R 8 F,,,Nederlands,remarks
tg:mpmre:484,e05a29b5-ba62-5529-b660-49b8d1ef0e12,Items,1,Arch. 1449,isad:mpm:208,10 R 3 B,,,Nederlands,remarks
tg:mpmre:650,619d6bdc-5b2f-5c4f-b332-461971e3c01b,Items,1,Arch. 111,isad:mpm:218,10 Q 2 A,,,Nederlands,remarks
tg:mpmre:200,73067118-1a07-5aca-8f24-a725b8817a26,Items,1,Arch. 879,isad:mpm:291,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:345,f64a452b-f97b-54a7-a063-0c9fb956fed7,Items,1,Arch. 218,isad:mpm:206,10 Q 3 A,,,Nederlands,remarks
tg:mpmre:596,f79283df-fb59-5813-87d0-3b72d27aa5da,Items,1,Arch. 815,isad:mpm:364,10 R 8 F,,,Nederlands,remarks
tg:mpmre:129,d1cafecc-8d43-5d6a-8756-c93cc9088eea,Items,1,Arch. 779,isad:mpm:211,10 R 9 B,,,Nederlands,remarks
tg:mpmre:579,5d1feeca-22e7-5a6a-92f5-9cdad33f170b,Items,1,Arch. 1339,isad:mpm:446,10 R 4 C,,,Nederlands,remarks
tg:mpmre:71,6e77aa76-10cb-5fa2-9385-2312f71ba0a4,Items,1,Arch. 998,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:216,250f66da-313f-5591-a78d-87371047a945,Items,1,Arch. 894,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:646,a714422b-c51f-5b08-8809-f923a729b5cd,Items,1,Arch. 128,isad:mpm:220,10 Q 3 D,,,Nederlands,remarks
tg:mpmre:353,d58c9c69-f329-57c6-9444-65511f52d570,Items,1,Arch. 226,isad:mpm:206,10 Q 4 D,,,Nederlands,remarks
tg:mpmre:703,511be900-3058-5042-862f-d5466e251612,Items,1,Arch. 14,isad:mpm:215,10 Q 1 E,,6,Nederlands,remarks
tg:mpmre:88,e37a1ae3-3158-5331-8ebd-df0f9c29c0d6,Items,1,Arch. 1014,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:67,1f144a95-e543-5a4c-8a11-2cbc06718661,Items,1,Arch. 996,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:611,c4bc55fb-eb4e-5a69-803d-38d3f0d3b2ef,Items,1,Arch. 1379,isad:mpm:465,10 R 4 A,,,Nederlands,remarks
tg:mpmre:241,1d4dbba7-a927-5ec4-831d-f3b9073866d3,Items,1,Arch. 918,isad:mpm:305,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:304,9eba0924-46b0-5089-97dd-15ff0361368e,Items,1,Arch. 48,isad:mpm:206,10 Q 1 C,,,Nederlands,remarks
