Object Number,Record Type,ResourceID,Keeper,Object Identifier,Object Number Type,Object Identifier Type,order,card,brocade.id,source_field,Immaterial Record,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,source_code,Carrier Type,Colour,Description,Description Type,Description Language,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Illustration URL,Illustration Type,Acquisition Note,Registration Number value,Location Number,Archive Note,adm.note,Warehouse Location (begin),Serial Number,Legacy Information Value,Legacy Information Type,Legacy Information Published,Mark Text,Mark Type,Mark Language,Material,ire.isaar.uuid,ISAAR Brocade ID,Entity Relation,Entity Widget,Entity Identifier,Title,Title Type,Title Language,ire.isaar.id,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Type,Start Date,Start Date Type,End Date,End Date Type
,,effc4827-46c2-5a5f-b969-665203630a63,,,,,2,OriginalBrocade,tg:lhpr:2514_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa139263-82d1-5647-be2a-3d553314cea9,au::8324,keywords,"dlod={""name"":""Het Handelsblad"",""ark"":""ark:/83110/x0/aa139263-82d1-5647-be2a-3d553314cea9"",""uri"":""/agents/corporate_entities/22915"",""id"":""au::8324"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/aa139263-82d1-5647-be2a-3d553314cea9,,,,,,,,,,,,
,,effc4827-46c2-5a5f-b969-665203630a63,,,,,1,ProductionTechniques,tg:lhpr:2514_#2,kenmerken/lhtechbasispr.lhtechpr,,,,,,,,,,,pls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lithography,,,,
tg:lhpr:2598_#2,Prenten,f21d6014-6749-5ed4-ab6a-d583e70367dd,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f21d6014-6749-5ed4-ab6a-d583e70367dd,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f21d6014-6749-5ed4-ab6a-d583e70367dd,,,,,1,Acquisitions,tg:lhpr:2598_#2,,,tr:lh:5551,"dlod={""name"":""Oningeschreven gevonden in 1980"",""ark"":""ark:/24970/x0/e24abb3b-ceef-5884-8d63-54929efe3be4"",""uri"":""/repositories/11/accessions/13152"",""id"":""tr:lh:5551"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/e24abb3b-ceef-5884-8d63-54929efe3be4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f21d6014-6749-5ed4-ab6a-d583e70367dd,,,,,1,Carrier,tg:lhpr:2598_#2,kenmerken/lhdragerico.lhdragertypeico,,,,,,,,,,,dpp,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f21d6014-6749-5ed4-ab6a-d583e70367dd,,,,,1,DimensionSourceNotes,tg:lhpr:2598_#2,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,37 x 28 ,,,,,,,,,37 x 28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f21d6014-6749-5ed4-ab6a-d583e70367dd,,,,,1,DimensionSourceNotes,tg:lhpr:2598_#2,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,"1)56 x 43,5 2)75,5 x 56,5 3)67 x 48",,,,,,,,,"1)56 x 43,5 2)75,5 x 56,5 3)67 x 48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f21d6014-6749-5ed4-ab6a-d583e70367dd,,,,,,Dimensions,tg:lhpr:2598_#2,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,370.0,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f21d6014-6749-5ed4-ab6a-d583e70367dd,,,,,,Dimensions,tg:lhpr:2598_#2,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,280.0,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f21d6014-6749-5ed4-ab6a-d583e70367dd,,,,,1,Images,tg:lhpr:2598_#2,ill.lowres,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:lh:553747,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f21d6014-6749-5ed4-ab6a-d583e70367dd,,,,,1,ImmaterialRecord,tg:lhpr:2598_#2,brocade.immaterial_uuid,"[{""resourceId"": ""ea411509-ffb6-5ad6-bff0-0f500c46ee7a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5f4a90cc-22a1-460d-b531-292eb8f8396c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f21d6014-6749-5ed4-ab6a-d583e70367dd,,,,,1,Items,tg:lhpr:2598_#2,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:5551,115520,"Planex GP / IX, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f21d6014-6749-5ed4-ab6a-d583e70367dd,,,,,1,LegacyInformation,,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIRES028/ico/2598i.jpg,commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,
,,f21d6014-6749-5ed4-ab6a-d583e70367dd,,,,,1,LegacyInformation,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/pr/000000310,referentienummer,False,,,,,,,,,,,,,,,,,,,,,
,,f21d6014-6749-5ed4-ab6a-d583e70367dd,,,,,1,LegacyInformation,,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhpr:2598_#2,brocade id,False,,,,,,,,,,,,,,,,,,,,,
,,f21d6014-6749-5ed4-ab6a-d583e70367dd,,,,,1,LegacyInformation,,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhpr:2598/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,
,,f21d6014-6749-5ed4-ab6a-d583e70367dd,,,,,1,Marks,tg:lhpr:2598_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1-2) r.o.: _Monogram VJS / Jos van Steen._ / o.l.: _Dr.J.G. De Gruyter_>; (3)
l.o.: <i>voor """"Dr. De Gruyter Genootschap"""" Afgedrukt zonder de tekst. _ Jos
Steen<i/>",signatures (names),Nederlands,,,,,,,,,,,,,,,,,,
,,f21d6014-6749-5ed4-ab6a-d583e70367dd,,,,,2,OriginalBrocade,tg:lhpr:2598_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ae5df61-7251-5bdf-8d8c-3fed33f32998,au::8060,keywords,"dlod={""name"":""Jan Oscar de Gruyter"",""ark"":""ark:/83110/x0/4ae5df61-7251-5bdf-8d8c-3fed33f32998"",""uri"":""/agents/people/54757"",""id"":""au::8060"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4ae5df61-7251-5bdf-8d8c-3fed33f32998,,,,,,,,,,,,
,,f21d6014-6749-5ed4-ab6a-d583e70367dd,,,,,1,ProductionActors,tg:lhpr:2598_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e4df39c-ab07-57ef-93ad-b2b7e9c22350,,,,,,,,au::17539,artists (visual artists),"dlod={""name"":""Jos van Steen"",""ark"":""ark:/83110/x0/5e4df39c-ab07-57ef-93ad-b2b7e9c22350"",""uri"":""/agents/people/51066"",""id"":""au::17539"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5e4df39c-ab07-57ef-93ad-b2b7e9c22350,,,,,
,,f21d6014-6749-5ed4-ab6a-d583e70367dd,,,,,1,ProductionTechniques,tg:lhpr:2598_#2,kenmerken/lhtechbasispr.lhtechpr,,,,,,,,,,,pll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,linoleum block printing,,,,
tg:lhpr:2240_#2,Prenten,f2ae580f-4dd3-5b54-b769-315ab073489b,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f2ae580f-4dd3-5b54-b769-315ab073489b,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f2ae580f-4dd3-5b54-b769-315ab073489b,,,,,1,DimensionSourceNotes,tg:lhpr:2240_#2,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,"20,6 x 13,3",,,,,,,,,"20,6 x 13,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f2ae580f-4dd3-5b54-b769-315ab073489b,,,,,,Dimensions,tg:lhpr:2240_#2,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,206.0,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f2ae580f-4dd3-5b54-b769-315ab073489b,,,,,,Dimensions,tg:lhpr:2240_#2,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,133.0,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f2ae580f-4dd3-5b54-b769-315ab073489b,,,,,1,Images,tg:lhpr:2240_#2,ill.lowres,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:lh:46379,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f2ae580f-4dd3-5b54-b769-315ab073489b,,,,,1,ImmaterialRecord,tg:lhpr:2240_#2,brocade.immaterial_uuid,"[{""resourceId"": ""ee359dfe-6794-5eeb-bd6b-2812aef5c916"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d028f8af-72b7-4426-8980-31e307effbc9"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f2ae580f-4dd3-5b54-b769-315ab073489b,,,,,1,Items,tg:lhpr:2240_#2,,,,,,,,,,,,,,,,,,,,,,,,,27381/263,Planex KP / S 7255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f2ae580f-4dd3-5b54-b769-315ab073489b,,,,,1,LegacyInformation,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/pr/000000167,referentienummer,False,,,,,,,,,,,,,,,,,,,,,
,,f2ae580f-4dd3-5b54-b769-315ab073489b,,,,,1,LegacyInformation,,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhpr:2240_#2,brocade id,False,,,,,,,,,,,,,,,,,,,,,
,,f2ae580f-4dd3-5b54-b769-315ab073489b,,,,,1,LegacyInformation,,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhpr:2240/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,
,,f2ae580f-4dd3-5b54-b769-315ab073489b,,,,,1,Marks,tg:lhpr:2240_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,onder: _G.Ph. Van der Veken / Rome 1888 / R Snieders_,signatures (names),Nederlands,,,,,,,,,,,,,,,,,,
,,f2ae580f-4dd3-5b54-b769-315ab073489b,,,,,1,OriginalBrocade,tg:lhpr:2240_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705973a5-5e48-5f9f-9a81-e367c8644d60,au::17202,keywords,"dlod={""name"":""Jan Renier Snieders"",""ark"":""ark:/83110/x0/705973a5-5e48-5f9f-9a81-e367c8644d60"",""uri"":""/agents/people/47519"",""id"":""au::17202"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/705973a5-5e48-5f9f-9a81-e367c8644d60,,,,,,,,,,,,
,,f2ae580f-4dd3-5b54-b769-315ab073489b,,,,,1,ProductionTechniques,tg:lhpr:2240_#2,kenmerken/lhtechbasispr.lhtechpr,,,,,,,,,,,pku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,copper engraving (printing process),,,,
,,f2ae580f-4dd3-5b54-b769-315ab073489b,,,,,,ProductionTimeSpans,tg:lhpr:2240_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,,,
tg:lhpr:2326_#5,Prenten,f30e41d9-6df5-5ae3-abdb-a823c195fce9,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f30e41d9-6df5-5ae3-abdb-a823c195fce9,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,1,Acquisitions,tg:lhpr:2326_#5,,,tr:lh:5683,"dlod={""name"":""Archief van Edward Keurvels"",""ark"":""ark:/24970/x0/840ae765-d7f6-5f8d-9471-45202eb27bfb"",""uri"":""/repositories/11/accessions/15975"",""id"":""tr:lh:5683"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/840ae765-d7f6-5f8d-9471-45202eb27bfb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,1,Annotations,tg:lhpr:2326_#5,adm.note,,,,,"(5) _Aan Edward Keurvels, van harten / Pol de Mont_;(6) _aan den Heer Max
Rooses / aug: 1904 / Ph.Zilcken_",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,1,Archives,tg:lhpr:2326_#5,,,,,,,,,isad:lh:96256,"dlod={""name"":""Prenten"",""ark"":""ark:/24970/x0/b17ce15b-6af2-5450-a779-01b3437e1e66"",""uri"":""/repositories/11/archival_objects/318976"",""id"":""isad:lh:96256"",""nameWithContext"":[""Verzamelingen"",""Kunstwerken""],""resourceName"":""Archief van Edward Keurvels"",""resourceArk"":""ark:/24970/x0/9dce1cf3-0547-5b77-a158-a65e0809b819"",""resourceURI"":""/repositories/11/resources/4012"",""resourceID"":""isad:lh:552"",""capacity"":""Prenten"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/b17ce15b-6af2-5450-a779-01b3437e1e66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,1,Carrier,tg:lhpr:2326_#5,kenmerken/lhdragerico.lhdragertypeico,,,,,,,,,,,dpp,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,1,Colours,tg:lhpr:2326_#5,kenmerken/lhdragerico.lhkleur,,,,,,,,,,,kgw,,cream (color),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,1,DimensionSourceNotes,tg:lhpr:2326_#5,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,"14,5 x 10,6",,,,,,,,,"14,5 x 10,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,1,DimensionSourceNotes,tg:lhpr:2326_#5,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,16 x 11,,,,,,,,,16 x 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,,Dimensions,tg:lhpr:2326_#5,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,145.0,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,,Dimensions,tg:lhpr:2326_#5,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,106.0,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,,Dimensions,tg:lhpr:2326_#5,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,,,,,,,160.0,hoogte met rand,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,,Dimensions,tg:lhpr:2326_#5,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,,,,,,,110.0,breedte met rand,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,1,Images,tg:lhpr:2326_#5,ill.lowres,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:lh:46412,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,1,ImmaterialRecord,tg:lhpr:2326_#5,brocade.immaterial_uuid,"[{""resourceId"": ""47205cb0-793f-583c-a9d9-a60f9b2a0e0a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0c565369-a5b2-41c5-9582-d6f719fcfe3a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,1,Items,tg:lhpr:2326_#5,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:5683,114961,Planex KP / M 762,isad:lh:96256,"(5) _Aan Edward Keurvels, van harten / Pol de Mont_;(6) _aan den Heer Max
Rooses / aug: 1904 / Ph.Zilcken_",,,,,,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,1,LegacyInformation,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/pr/000000200,referentienummer,False,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,1,LegacyInformation,,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhpr:2326_#5,brocade id,False,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,1,LegacyInformation,,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhpr:2326/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,3,LegacyInformation,,note.lhherkomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1)Oningeschreven gevonden; (3) Afkomstig uit archief 'De Rozeknop';(7) Geschenk Walter Resseler, archiefvormer: Victor Resseler.",herkomst,False,,,,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,1,Marks,tg:lhpr:2326_#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r.o.: _Ph. Zilcken / 343_,signatures (names),Nederlands,,,,,,,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,2,OriginalBrocade,tg:lhpr:2326_#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67b78ec4-0a19-5856-99a3-7fdb36d5ef22,au::13075,keywords,"dlod={""name"":""Pol de Mont"",""ark"":""ark:/83110/x0/67b78ec4-0a19-5856-99a3-7fdb36d5ef22"",""uri"":""/agents/people/69759"",""id"":""au::13075"",""nameWithContext"":[""Janne van Assenede"",""Jan Dingen Dingemans"",""Karl"",""Montsalvat"",""Multafero"",""Nemo"",""Olympio"",""A. Scalde""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/67b78ec4-0a19-5856-99a3-7fdb36d5ef22,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,3,OriginalBrocade,tg:lhpr:2326_#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ade7aa1f-ba2c-534c-a988-4244405a31b8,au::2827,keywords,"dlod={""name"":""Stanislas van der Brempt"",""ark"":""ark:/83110/x0/ade7aa1f-ba2c-534c-a988-4244405a31b8"",""uri"":""/agents/people/51930"",""id"":""au::2827"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ade7aa1f-ba2c-534c-a988-4244405a31b8,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,4,OriginalBrocade,tg:lhpr:2326_#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77f80908-578d-5e22-b42e-b86ea48283df,au::10236,keywords,"dlod={""name"":""Edward Keurvels"",""ark"":""ark:/83110/x0/77f80908-578d-5e22-b42e-b86ea48283df"",""uri"":""/agents/people/81495"",""id"":""au::10236"",""nameWithContext"":[""E. Duward""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/77f80908-578d-5e22-b42e-b86ea48283df,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,5,OriginalBrocade,tg:lhpr:2326_#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7f91652-0da0-591b-b5e9-98c545b06d15,au::16136,keywords,"dlod={""name"":""De Rozeknop"",""ark"":""ark:/83110/x0/f7f91652-0da0-591b-b5e9-98c545b06d15"",""uri"":""/agents/corporate_entities/27613"",""id"":""au::16136"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f7f91652-0da0-591b-b5e9-98c545b06d15,,,,,,,,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,1,ProductionActors,tg:lhpr:2326_#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd863ee1-a232-5f1d-8a82-efa4f83878df,,,,,,,,au::21797,artists (visual artists),"dlod={""name"":""Philippe Zilcken"",""ark"":""ark:/83110/x0/dd863ee1-a232-5f1d-8a82-efa4f83878df"",""uri"":""/agents/people/58447"",""id"":""au::21797"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dd863ee1-a232-5f1d-8a82-efa4f83878df,,,,,
,,f30e41d9-6df5-5ae3-abdb-a823c195fce9,,,,,1,ProductionTechniques,tg:lhpr:2326_#5,kenmerken/lhtechbasispr.lhtechpr,,,,,,,,,,,pku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,copper engraving (printing process),,,,
tg:lhpr:9259_#1,Prenten,f315ef23-c2cb-577f-96d4-457158aa498f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f315ef23-c2cb-577f-96d4-457158aa498f,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f315ef23-c2cb-577f-96d4-457158aa498f,,,,,1,Acquisitions,tg:lhpr:9259_#1,,,tr:lh:891,"dlod={""name"":""Schenking van Lodewijk van Boeckel"",""ark"":""ark:/24970/x0/0fdf4f09-9ae3-50eb-8416-57cd6f71f7f3"",""uri"":""/repositories/11/accessions/13557"",""id"":""tr:lh:891"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/0fdf4f09-9ae3-50eb-8416-57cd6f71f7f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f315ef23-c2cb-577f-96d4-457158aa498f,,,,,1,Annotations,tg:lhpr:9259_#1,adm.note,,,,,De spotprent is de titelpagina van het maandblad L' Estrille (nr 4 van het jaar 1868).,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f315ef23-c2cb-577f-96d4-457158aa498f,,,,,1,Archives,tg:lhpr:9259_#1,,,,,,,,,isad:lh:96673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f315ef23-c2cb-577f-96d4-457158aa498f,,,,,1,Carrier,tg:lhpr:9259_#1,kenmerken/lhdragerico.lhdragertypeico,,,,,,,,,,,dpp,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f315ef23-c2cb-577f-96d4-457158aa498f,,,,,1,DimensionSourceNotes,tg:lhpr:9259_#1,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,48 x 37,,,,,,,,,48 x 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f315ef23-c2cb-577f-96d4-457158aa498f,,,,,,Dimensions,tg:lhpr:9259_#1,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,480.0,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f315ef23-c2cb-577f-96d4-457158aa498f,,,,,,Dimensions,tg:lhpr:9259_#1,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,370.0,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f315ef23-c2cb-577f-96d4-457158aa498f,,,,,1,Images,tg:lhpr:9259_#1,ill.highres,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:lh:232441,Hoge resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f315ef23-c2cb-577f-96d4-457158aa498f,,,,,2,Images,tg:lhpr:9259_#1,ill.lowres,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:lh:748772,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f315ef23-c2cb-577f-96d4-457158aa498f,,,,,1,ImmaterialRecord,tg:lhpr:9259_#1,brocade.immaterial_uuid,"[{""resourceId"": ""66f1c1ac-e33c-5be2-9c7a-a6c989613172"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3abd83c3-0354-495f-bf50-7daf053aa81b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f315ef23-c2cb-577f-96d4-457158aa498f,,,,,1,Items,tg:lhpr:9259_#1,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:891,16184/3,Planex GP / J 1378,isad:lh:96673,De spotprent is de titelpagina van het maandblad L' Estrille (nr 4 van het jaar 1868).,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f315ef23-c2cb-577f-96d4-457158aa498f,,,,,1,LegacyInformation,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/pr/000001579,referentienummer,False,,,,,,,,,,,,,,,,,,,,,
,,f315ef23-c2cb-577f-96d4-457158aa498f,,,,,1,LegacyInformation,,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhpr:9259_#1,brocade id,False,,,,,,,,,,,,,,,,,,,,,
,,f315ef23-c2cb-577f-96d4-457158aa498f,,,,,1,LegacyInformation,,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhpr:9259/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,
