Object Number,Record Type,URL,ResourceID,Reference Number,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:rubgr:3056,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3056/N,bab3d8db-a03f-5dfb-baa6-36e52976b0c9,BE-ANN14/gr/000003056,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/bab3d8db-a03f-5dfb-baa6-36e52976b0c9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:5028,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:5028/N,5bf89ae4-a639-5a67-9ca4-8ef4d09a736c,BE-ANN14/gr/000005028,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/5bf89ae4-a639-5a67-9ca4-8ef4d09a736c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2217,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2217/N,696adade-391e-5bd5-a248-ce411a86a09b,BE-ANN14/gr/000002217,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/696adade-391e-5bd5-a248-ce411a86a09b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2647,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2647/N,7a5f8eb1-e26d-5c42-97d4-096386b4f9e1,BE-ANN14/gr/000002647,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/7a5f8eb1-e26d-5c42-97d4-096386b4f9e1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:5182,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:5182/N,480ecf86-2f70-5a59-8f13-90c790c86e48,BE-ANN14/gr/000005182,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/480ecf86-2f70-5a59-8f13-90c790c86e48'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1968,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1968/N,1f230dc6-5143-574f-907f-7281c86cbbab,BE-ANN14/gr/000001968,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/1f230dc6-5143-574f-907f-7281c86cbbab'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3955,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3955/N,0c678bcb-5b5d-5066-8b87-123533d8d1f8,BE-ANN14/gr/000003955,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/0c678bcb-5b5d-5066-8b87-123533d8d1f8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:43,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:43/N,01f90409-5383-5048-a805-7ae93f4da00c,BE-ANN14/gr/000000043,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/01f90409-5383-5048-a805-7ae93f4da00c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2352,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2352/N,f4a0af18-9321-5a0a-a001-cab9f9dbd3de,BE-ANN14/gr/000002352,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f4a0af18-9321-5a0a-a001-cab9f9dbd3de'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1987,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1987/N,5b91d30f-8aeb-59b9-88ab-021a53a4951a,BE-ANN14/gr/000001987,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/5b91d30f-8aeb-59b9-88ab-021a53a4951a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2702,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2702/N,8f080548-6746-5bf3-953a-1b699b820bfb,BE-ANN14/gr/000002702,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8f080548-6746-5bf3-953a-1b699b820bfb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3810,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3810/N,535f019d-8e2c-55ae-95fe-36e4297bbcdb,BE-ANN14/gr/000003810,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/535f019d-8e2c-55ae-95fe-36e4297bbcdb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:818,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:818/N,1029461d-7b12-5c67-b287-6dfa11b5e8d4,BE-ANN14/gr/000000818,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/1029461d-7b12-5c67-b287-6dfa11b5e8d4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3543,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3543/N,ddb9df4b-fc0a-53b0-bc82-cb08b9395fb7,BE-ANN14/gr/000003543,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ddb9df4b-fc0a-53b0-bc82-cb08b9395fb7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4286,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4286/N,e385332e-8a6a-56a7-87b8-a4b97372d187,BE-ANN14/gr/000004286,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/e385332e-8a6a-56a7-87b8-a4b97372d187'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1084,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1084/N,4d3e145e-f5cc-5c1f-a96e-880b35609cbd,BE-ANN14/gr/000001084,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/4d3e145e-f5cc-5c1f-a96e-880b35609cbd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3113,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3113/N,23862bbe-29ee-59fb-afd2-f629a9b6ed1a,BE-ANN14/gr/000003113,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/23862bbe-29ee-59fb-afd2-f629a9b6ed1a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4638,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4638/N,6f1f8c9c-94a3-5715-83e7-2bceca9efd7c,BE-ANN14/gr/000004638,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/6f1f8c9c-94a3-5715-83e7-2bceca9efd7c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3407,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3407/N,ac1ef660-639e-561d-aa1e-bc6b7038ae20,BE-ANN14/gr/000003407,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ac1ef660-639e-561d-aa1e-bc6b7038ae20'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1590,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1590/N,ae2de83f-d4fa-52b5-b4b6-ca13ba3ff7db,BE-ANN14/gr/000001590,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ae2de83f-d4fa-52b5-b4b6-ca13ba3ff7db'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4268,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4268/N,cfff52e3-3a8a-526e-9b8d-9f6cbbd66c66,BE-ANN14/gr/000004268,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/cfff52e3-3a8a-526e-9b8d-9f6cbbd66c66'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3057,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3057/N,45140d3c-85fa-5d8d-b20b-496b9541c268,BE-ANN14/gr/000003057,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/45140d3c-85fa-5d8d-b20b-496b9541c268'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4792,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4792/N,c9e31f13-c15e-58ce-99da-dfb8e270c631,BE-ANN14/gr/000004792,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/c9e31f13-c15e-58ce-99da-dfb8e270c631'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:5029,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:5029/N,855ca36b-b96b-5120-a00f-2d9df06c44e6,BE-ANN14/gr/000005029,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/855ca36b-b96b-5120-a00f-2d9df06c44e6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2216,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2216/N,b3d25863-58a3-53be-9f62-2b74456b24f3,BE-ANN14/gr/000002216,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b3d25863-58a3-53be-9f62-2b74456b24f3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:5183,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:5183/N,364bd52f-12bc-5014-bdac-867fc88d71c3,BE-ANN14/gr/000005183,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/364bd52f-12bc-5014-bdac-867fc88d71c3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2646,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2646/N,5ff16fdf-ffce-5892-949d-a8d8431ec4bf,BE-ANN14/gr/000002646,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/5ff16fdf-ffce-5892-949d-a8d8431ec4bf'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3954,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3954/N,b49e03ec-9f6e-5e87-9905-19d6d28f8664,BE-ANN14/gr/000003954,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b49e03ec-9f6e-5e87-9905-19d6d28f8664'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1969,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1969/N,3a111210-3b23-59dd-b949-20b4b6c8fbf3,BE-ANN14/gr/000001969,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/3a111210-3b23-59dd-b949-20b4b6c8fbf3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:42,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:42/N,cfa1a910-6da9-529d-9fef-7330e249dba9,BE-ANN14/gr/000000042,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/cfa1a910-6da9-529d-9fef-7330e249dba9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2353,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2353/N,60796253-cec4-5743-aa3b-afaf54b28af7,BE-ANN14/gr/000002353,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/60796253-cec4-5743-aa3b-afaf54b28af7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1986,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1986/N,a251a4e9-414f-5225-84c3-78f98008da37,BE-ANN14/gr/000001986,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/a251a4e9-414f-5225-84c3-78f98008da37'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2703,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2703/N,f8aba239-daa0-5b03-9a8e-f9175e48fd45,BE-ANN14/gr/000002703,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f8aba239-daa0-5b03-9a8e-f9175e48fd45'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3811,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3811/N,c5f1fad5-b642-568f-a123-c757ee9a3065,BE-ANN14/gr/000003811,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/c5f1fad5-b642-568f-a123-c757ee9a3065'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:819,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:819/N,78ebc03a-4dc4-5bb2-bd54-75d1e5bf94d3,BE-ANN14/gr/000000819,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/78ebc03a-4dc4-5bb2-bd54-75d1e5bf94d3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4287,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4287/N,1b7ec6e0-8194-54af-aef3-37f26d9a3825,BE-ANN14/gr/000004287,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/1b7ec6e0-8194-54af-aef3-37f26d9a3825'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3542,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3542/N,02d8ca91-ba62-5b5d-a6ca-e4e6a5c93375,BE-ANN14/gr/000003542,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/02d8ca91-ba62-5b5d-a6ca-e4e6a5c93375'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1085,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1085/N,4c3a9b7c-97c9-5f98-bbec-e0c085711fa0,BE-ANN14/gr/000001085,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/4c3a9b7c-97c9-5f98-bbec-e0c085711fa0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3112,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3112/N,22992a66-6c3e-5f88-872d-f09e1885d469,BE-ANN14/gr/000003112,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/22992a66-6c3e-5f88-872d-f09e1885d469'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4907,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4907/N,1fd87a6a-7da2-5637-8e81-09758ecdc66a,BE-ANN14/gr/000004907,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/1fd87a6a-7da2-5637-8e81-09758ecdc66a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2580,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2580/N,5773de05-9c41-5d04-ab27-4fd375bf755d,BE-ANN14/gr/000002580,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/5773de05-9c41-5d04-ab27-4fd375bf755d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:5245,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:5245/N,79ec666e-0337-5c9c-a53f-14711c68647a,BE-ANN14/gr/000005245,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/79ec666e-0337-5c9c-a53f-14711c68647a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1206,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1206/N,08d61989-3ff3-5472-9888-adef3c9db67e,BE-ANN14/gr/000001206,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/08d61989-3ff3-5472-9888-adef3c9db67e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4004,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4004/N,62109936-5b92-5e0f-a746-87813cffa4fe,BE-ANN14/gr/000004004,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/62109936-5b92-5e0f-a746-87813cffa4fe'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:233,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:233/N,dee6ae3a-1768-5f60-83fc-31baad4e1b17,BE-ANN14/gr/000000233,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/dee6ae3a-1768-5f60-83fc-31baad4e1b17'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:399,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:399/N,331c6fcd-6942-5333-8eef-712b8d9b6757,BE-ANN14/gr/000000399,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/331c6fcd-6942-5333-8eef-712b8d9b6757'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2979,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2979/N,533a4734-97ba-56c6-9038-c19b944a976e,BE-ANN14/gr/000002979,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/533a4734-97ba-56c6-9038-c19b944a976e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1656,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1656/N,70dba73f-8442-523d-92a4-b01d94f8ef3e,BE-ANN14/gr/000001656,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/70dba73f-8442-523d-92a4-b01d94f8ef3e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4454,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4454/N,89db168b-fa94-5227-975d-c576abf36dd5,BE-ANN14/gr/000004454,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/89db168b-fa94-5227-975d-c576abf36dd5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3391,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3391/N,49568217-c1b2-5e31-a8f9-9abe287053d4,BE-ANN14/gr/000003391,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/49568217-c1b2-5e31-a8f9-9abe287053d4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:663,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:663/N,a773bf0b-eb95-5966-b499-bddaab9fbdf6,BE-ANN14/gr/000000663,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/a773bf0b-eb95-5966-b499-bddaab9fbdf6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2996,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2996/N,7ce287b2-660e-579f-8d0c-fe527af0f318,BE-ANN14/gr/000002996,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/7ce287b2-660e-579f-8d0c-fe527af0f318'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3684,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3684/N,87a0ffbb-5001-5bcb-adef-f3859275cb98,BE-ANN14/gr/000003684,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/87a0ffbb-5001-5bcb-adef-f3859275cb98'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4141,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4141/N,62ccf79a-7342-541e-a630-1d00163c729f,BE-ANN14/gr/000004141,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/62ccf79a-7342-541e-a630-1d00163c729f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:376,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:376/N,db89b1cb-fb7c-59fa-823a-0b6143ed7f1f,BE-ANN14/gr/000000376,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/db89b1cb-fb7c-59fa-823a-0b6143ed7f1f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1343,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1343/N,a9b29e87-76d4-5cc5-94d3-b8f2cab024b2,BE-ANN14/gr/000001343,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/a9b29e87-76d4-5cc5-94d3-b8f2cab024b2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4511,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4511/N,f14f6215-80d3-522a-9e67-2d2f5f04eab0,BE-ANN14/gr/000004511,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f14f6215-80d3-522a-9e67-2d2f5f04eab0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:726,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:726/N,46cfcd93-2586-5d4b-ad2d-c4b5dcabf8e2,BE-ANN14/gr/000000726,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/46cfcd93-2586-5d4b-ad2d-c4b5dcabf8e2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
