ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,db,record.id,record_uuid,source_place_name,source_au_uuid,match_id,record_id,Creation Place Widget,Creation Place Note,Creation Place Note Language,Creation Place Note Type,Start Date,Start Date Type,End Date,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Depicted Item Type,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
13e37524-f03c-591b-8dbf-7814a6fc95e2,tg:lhsc:31,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""9e5ddaa5-6ba0-5b69-a0c8-74686625a803"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ee5ba7fd-261c-4ec2-a586-576d5bc1ee7c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
13e37524-f03c-591b-8dbf-7814a6fc95e2,tg:lhsc:31,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piet van Assche,constructed titles,Dutch (language),,,,,,,,,
140332d8-540d-5f5a-82d9-0a9dd88a28b5,tg:lhsc:925,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:925,https://data.letterenhuis.be/ark:/24970/140332d8-540d-5f5a-82d9-0a9dd88a28b5,Beeldhouwwerken,,,,,
140332d8-540d-5f5a-82d9-0a9dd88a28b5,tg:lhsc:925,e73_CreationActors,,,au::38582,,,,lh,lhsc,Object,5b9e4af7-add5-554d-b3a4-528acf0674dc,ar,artists (visual artists),au::38582:1,au::38582g:1,,"dlod={""suggest"":[""/agents/people/4128274"",""au::38582"",""au::38582:1"",""ark:/83110/x0/5b9e4af7-add5-554d-b3a4-528acf0674dc"",""G. (Juffr.) Verlinden""],""name"":""G. (Juffr.) Verlinden"",""ark"":""ark:/83110/x0/5b9e4af7-add5-554d-b3a4-528acf0674dc"",""uri"":""/agents/people/4128274"",""id"":""au::38582:1"",""isCapacity"":false}",ark:/83110/x0/5b9e4af7-add5-554d-b3a4-528acf0674dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140332d8-540d-5f5a-82d9-0a9dd88a28b5,tg:lhsc:925,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined
140332d8-540d-5f5a-82d9-0a9dd88a28b5,tg:lhsc:925,e73_DepictedItems,,,au::8060,,,,lh,,,4ae5df61-7251-5bdf-8d8c-3fed33f32998,kw,,au::8060:1,au::8060g:1,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/862420"",""au::8060"",""au::8060:1"",""ark:/83110/x0/4ae5df61-7251-5bdf-8d8c-3fed33f32998"",""Jan Oscar de Gruyter""],""name"":""Jan Oscar de Gruyter"",""ark"":""ark:/83110/x0/4ae5df61-7251-5bdf-8d8c-3fed33f32998"",""uri"":""/agents/people/862420"",""id"":""au::8060:1"",""isCapacity"":false}",ark:/83110/x0/4ae5df61-7251-5bdf-8d8c-3fed33f32998,agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140332d8-540d-5f5a-82d9-0a9dd88a28b5,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000312,referentienummer,False,,,,,,,,,,,,,,,,,,
140332d8-540d-5f5a-82d9-0a9dd88a28b5,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:925,brocade id,False,,,,,,,,,,,,,,,,,,
140332d8-540d-5f5a-82d9-0a9dd88a28b5,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:925/N,brocade url,False,,,,,,,,,,,,,,,,,,
140332d8-540d-5f5a-82d9-0a9dd88a28b5,tg:lhsc:925,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b34ae544-6c57-5c5d-a4a5-3da9bb9cdf6b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""98d17f56-0f7d-48d7-b99c-2e542081355c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
140332d8-540d-5f5a-82d9-0a9dd88a28b5,tg:lhsc:925,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Oscar de Gruyter,constructed titles,Dutch (language),,,,,,,,,
14d909f9-f9e2-52ad-93a6-20afa4c66ccc,tg:lhsc:1663,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:1663,https://data.letterenhuis.be/ark:/24970/14d909f9-f9e2-52ad-93a6-20afa4c66ccc,Beeldhouwwerken,,,,,
14d909f9-f9e2-52ad-93a6-20afa4c66ccc,tg:lhsc:1663,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925.0,2040,In Copyright
14d909f9-f9e2-52ad-93a6-20afa4c66ccc,tg:lhsc:1663,e73_CreationActors,,,au::16696,,,,lh,lhsc,Object,d241efe4-a73b-56cb-9ef4-d9057cbb0a90,ar,artists (visual artists),au::16696:1,au::16696g:1,,"dlod={""suggest"":[""/agents/people/1786472"",""au::16696"",""au::16696:1"",""ark:/83110/x0/d241efe4-a73b-56cb-9ef4-d9057cbb0a90"",""Cesar Schroevens""],""name"":""Cesar Schroevens"",""ark"":""ark:/83110/x0/d241efe4-a73b-56cb-9ef4-d9057cbb0a90"",""uri"":""/agents/people/1786472"",""id"":""au::16696:1"",""isCapacity"":false}",ark:/83110/x0/d241efe4-a73b-56cb-9ef4-d9057cbb0a90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14d909f9-f9e2-52ad-93a6-20afa4c66ccc,tg:lhsc:1663,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14d909f9-f9e2-52ad-93a6-20afa4c66ccc,tg:lhsc:1663,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,datum vóór,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14d909f9-f9e2-52ad-93a6-20afa4c66ccc,tg:lhsc:1663,e73_DepictedItems,,,au::19537,,,,lh,,,bac72682-49c5-50ba-bc60-9b578632bf4d,kw,,au::19537:1,au::19537g:1,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/2090459"",""au::19537"",""au::19537:1"",""ark:/83110/x0/bac72682-49c5-50ba-bc60-9b578632bf4d"",""Emile Verhaeren""],""name"":""Emile Verhaeren"",""ark"":""ark:/83110/x0/bac72682-49c5-50ba-bc60-9b578632bf4d"",""uri"":""/agents/people/2090459"",""id"":""au::19537:1"",""isCapacity"":false}",ark:/83110/x0/bac72682-49c5-50ba-bc60-9b578632bf4d,agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14d909f9-f9e2-52ad-93a6-20afa4c66ccc,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000693,referentienummer,False,,,,,,,,,,,,,,,,,,
14d909f9-f9e2-52ad-93a6-20afa4c66ccc,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:1663,brocade id,False,,,,,,,,,,,,,,,,,,
14d909f9-f9e2-52ad-93a6-20afa4c66ccc,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:1663/N,brocade url,False,,,,,,,,,,,,,,,,,,
14d909f9-f9e2-52ad-93a6-20afa4c66ccc,tg:lhsc:1663,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""882136e0-0867-5a02-965e-803e51b10fd2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a79b168f-e1b8-493a-b955-ce7309ec5129"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
14d909f9-f9e2-52ad-93a6-20afa4c66ccc,tg:lhsc:1663,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emile Verhaeren,constructed titles,Dutch (language),,,,,,,,,
14e6bdc2-e723-55a4-a090-6e6b5b099805,tg:lhsc:779,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:779,https://data.letterenhuis.be/ark:/24970/14e6bdc2-e723-55a4-a090-6e6b5b099805,Beeldhouwwerken,,,,,
14e6bdc2-e723-55a4-a090-6e6b5b099805,tg:lhsc:779,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,2066,In Copyright
14e6bdc2-e723-55a4-a090-6e6b5b099805,tg:lhsc:779,e73_CreationActors,,,au::21062,,,,lh,lhsc,Object,ad7aa1b8-21a8-5367-965b-91a5595cb387,ar,artists (visual artists),au::21062:1,au::21062g:1,,"dlod={""suggest"":[""/agents/people/2253634"",""au::21062"",""au::21062:1"",""ark:/83110/x0/ad7aa1b8-21a8-5367-965b-91a5595cb387"",""Georges Wasterlain""],""name"":""Georges Wasterlain"",""ark"":""ark:/83110/x0/ad7aa1b8-21a8-5367-965b-91a5595cb387"",""uri"":""/agents/people/2253634"",""id"":""au::21062:1"",""isCapacity"":false}",ark:/83110/x0/ad7aa1b8-21a8-5367-965b-91a5595cb387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14e6bdc2-e723-55a4-a090-6e6b5b099805,tg:lhsc:779,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14e6bdc2-e723-55a4-a090-6e6b5b099805,tg:lhsc:779,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14e6bdc2-e723-55a4-a090-6e6b5b099805,tg:lhsc:779,e73_DepictedItems,,,au::3880,,,,lh,,,6326b41f-fe7f-58a7-a4e7-da7b542045ed,kw,,au::3880:1,au::3880g:1,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/415160"",""au::3880"",""au::3880:1"",""ark:/83110/x0/6326b41f-fe7f-58a7-a4e7-da7b542045ed"",""Ernest Claes""],""name"":""Ernest Claes"",""ark"":""ark:/83110/x0/6326b41f-fe7f-58a7-a4e7-da7b542045ed"",""uri"":""/agents/people/415160"",""id"":""au::3880:1"",""isCapacity"":false}",ark:/83110/x0/6326b41f-fe7f-58a7-a4e7-da7b542045ed,agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14e6bdc2-e723-55a4-a090-6e6b5b099805,tg:lhsc:779,e73_Descriptions,1.0,note.lhdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Sokkel: standart, hout</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14e6bdc2-e723-55a4-a090-6e6b5b099805,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000176,referentienummer,False,,,,,,,,,,,,,,,,,,
14e6bdc2-e723-55a4-a090-6e6b5b099805,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:779,brocade id,False,,,,,,,,,,,,,,,,,,
14e6bdc2-e723-55a4-a090-6e6b5b099805,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:779/N,brocade url,False,,,,,,,,,,,,,,,,,,
14e6bdc2-e723-55a4-a090-6e6b5b099805,tg:lhsc:779,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""da6f02e0-4a68-5e61-a203-6624ec505e16"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f85f3522-4867-4314-a072-cca0cb96b920"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
14e6bdc2-e723-55a4-a090-6e6b5b099805,tg:lhsc:779,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ernest Claes,constructed titles,Dutch (language),,,,,,,,,
1522fb40-e86a-5a0c-b9b6-51e80bab9202,tg:lhob:242,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhob:242,https://data.letterenhuis.be/ark:/24970/1522fb40-e86a-5a0c-b9b6-51e80bab9202,Voorwerpen,,,,,
1522fb40-e86a-5a0c-b9b6-51e80bab9202,tg:lhob:242,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929.0,2044,In Copyright
1522fb40-e86a-5a0c-b9b6-51e80bab9202,tg:lhob:242,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522fb40-e86a-5a0c-b9b6-51e80bab9202,tg:lhob:242,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929,datum vóór,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522fb40-e86a-5a0c-b9b6-51e80bab9202,tg:lhob:242,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pijp met een bruyère ketel en een rechte steel. Het mondstuk werd bevestigd met een zilverkleurig busje.,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522fb40-e86a-5a0c-b9b6-51e80bab9202,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ob/000000189,referentienummer,False,,,,,,,,,,,,,,,,,,
1522fb40-e86a-5a0c-b9b6-51e80bab9202,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhob:242,brocade id,False,,,,,,,,,,,,,,,,,,
1522fb40-e86a-5a0c-b9b6-51e80bab9202,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhob:242/N,brocade url,False,,,,,,,,,,,,,,,,,,
1522fb40-e86a-5a0c-b9b6-51e80bab9202,tg:lhob:242,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""67d2755d-5ab5-56de-8bc2-af96a6e1b631"", ""ontologyProperty"": """", ""resourceXresourceId"": ""829b7339-7fe2-40c9-9d06-0ab08691b980"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
1522fb40-e86a-5a0c-b9b6-51e80bab9202,tg:lhob:242,e73_OriginalBrocade,,,au::21615,,,,lh,,,e61ca404-75cd-5a72-8fba-f0196619183c,kw,,au::21615:1,au::21615g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/2312805"",""au::21615"",""au::21615:1"",""ark:/83110/x0/e61ca404-75cd-5a72-8fba-f0196619183c"",""Karel van de Woestijne""],""name"":""Karel van de Woestijne"",""ark"":""ark:/83110/x0/e61ca404-75cd-5a72-8fba-f0196619183c"",""uri"":""/agents/people/2312805"",""id"":""au::21615:1"",""isCapacity"":false}",ark:/83110/x0/e61ca404-75cd-5a72-8fba-f0196619183c,agent,,,,,,,,,,,,
1522fb40-e86a-5a0c-b9b6-51e80bab9202,tg:lhob:242,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pijp van Karel van de Woestijne,titles proper,Dutch (language),,,,,,,,,
152d1879-65ac-5f69-b76f-08441011ec88,tg:lhob:252,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhob:252,https://data.letterenhuis.be/ark:/24970/152d1879-65ac-5f69-b76f-08441011ec88,Voorwerpen,,,,,
152d1879-65ac-5f69-b76f-08441011ec88,tg:lhob:252,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971.0,2086,In Copyright
152d1879-65ac-5f69-b76f-08441011ec88,tg:lhob:252,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19710000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152d1879-65ac-5f69-b76f-08441011ec88,tg:lhob:252,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971,datum vóór,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152d1879-65ac-5f69-b76f-08441011ec88,tg:lhob:252,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pijp met een rechte steel. Op de kop staat ""Albertson Calcine"" te lezen.",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152d1879-65ac-5f69-b76f-08441011ec88,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ob/000000197,referentienummer,False,,,,,,,,,,,,,,,,,,
152d1879-65ac-5f69-b76f-08441011ec88,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhob:252,brocade id,False,,,,,,,,,,,,,,,,,,
152d1879-65ac-5f69-b76f-08441011ec88,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhob:252/N,brocade url,False,,,,,,,,,,,,,,,,,,
152d1879-65ac-5f69-b76f-08441011ec88,tg:lhob:252,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""208c20ec-cdb2-5dcd-9114-fd634eabd270"", ""ontologyProperty"": """", ""resourceXresourceId"": ""47092f6b-49c4-42e2-ba91-bc7903fc9604"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
152d1879-65ac-5f69-b76f-08441011ec88,tg:lhob:252,e73_OriginalBrocade,,,au::15830,,,,lh,,,cd1ea265-39f8-5455-afaa-2358204a31bb,kw,,au::15830:1,au::15830g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1693810"",""au::15830"",""au::15830:1"",""ark:/83110/x0/cd1ea265-39f8-5455-afaa-2358204a31bb"",""Jan de Roek""],""name"":""Jan de Roek"",""ark"":""ark:/83110/x0/cd1ea265-39f8-5455-afaa-2358204a31bb"",""uri"":""/agents/people/1693810"",""id"":""au::15830:1"",""isCapacity"":false}",ark:/83110/x0/cd1ea265-39f8-5455-afaa-2358204a31bb,agent,,,,,,,,,,,,
152d1879-65ac-5f69-b76f-08441011ec88,tg:lhob:252,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pijp van Jan de Roek,titles proper,Dutch (language),,,,,,,,,
156363b4-e6bc-576e-aa4e-6b592655c021,tg:lhsc:1093,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:1093,https://data.letterenhuis.be/ark:/24970/156363b4-e6bc-576e-aa4e-6b592655c021,Beeldhouwwerken,,,,,
156363b4-e6bc-576e-aa4e-6b592655c021,tg:lhsc:1093,e73_CreationActors,,,au::13656,,,,lh,lhsc,Object,35bd2011-0d78-5e17-9317-54e62cda24eb,ar,artists (visual artists),au::13656:1,au::13656g:1,,"dlod={""suggest"":[""/agents/people/1461192"",""au::13656"",""au::13656:1"",""ark:/83110/x0/35bd2011-0d78-5e17-9317-54e62cda24eb"",""Nat Neujean""],""name"":""Nat Neujean"",""ark"":""ark:/83110/x0/35bd2011-0d78-5e17-9317-54e62cda24eb"",""uri"":""/agents/people/1461192"",""id"":""au::13656:1"",""isCapacity"":false}",ark:/83110/x0/35bd2011-0d78-5e17-9317-54e62cda24eb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156363b4-e6bc-576e-aa4e-6b592655c021,tg:lhsc:1093,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined
156363b4-e6bc-576e-aa4e-6b592655c021,tg:lhsc:1093,e73_DepictedItems,,,au::21603,,,,lh,,,71ca2581-51b6-55b5-b224-c40e31c5d6dd,kw,,au::21603:1,au::21603g:1,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/2311521"",""au::21603"",""au::21603:1"",""ark:/83110/x0/71ca2581-51b6-55b5-b224-c40e31c5d6dd"",""Frans Wittemans""],""name"":""Frans Wittemans"",""ark"":""ark:/83110/x0/71ca2581-51b6-55b5-b224-c40e31c5d6dd"",""uri"":""/agents/people/2311521"",""id"":""au::21603:1"",""isCapacity"":false}",ark:/83110/x0/71ca2581-51b6-55b5-b224-c40e31c5d6dd,agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156363b4-e6bc-576e-aa4e-6b592655c021,tg:lhsc:1093,e73_Descriptions,1.0,note.lhdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Vlakke vierzijdige steunplaat, slechts langs de voorzijde met de buste verbonden, uitghesneden rug- en zijvlakken.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156363b4-e6bc-576e-aa4e-6b592655c021,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000475,referentienummer,False,,,,,,,,,,,,,,,,,,
156363b4-e6bc-576e-aa4e-6b592655c021,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:1093,brocade id,False,,,,,,,,,,,,,,,,,,
156363b4-e6bc-576e-aa4e-6b592655c021,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:1093/N,brocade url,False,,,,,,,,,,,,,,,,,,
156363b4-e6bc-576e-aa4e-6b592655c021,,e73_LegacyInformation,4,note.lhherkomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Geschonken door Frans Wittemans op 27 februari 1963, kort voor zijn dood.</p>
",herkomst,False,,,,,,,,,,,,,,,,,,
156363b4-e6bc-576e-aa4e-6b592655c021,tg:lhsc:1093,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""ea9df3f8-cbfc-5ce4-ae9a-cc786dba937f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""82cc32e1-3e1a-4964-87d6-a9f0916e3a72"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
156363b4-e6bc-576e-aa4e-6b592655c021,tg:lhsc:1093,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frans Wittemans,constructed titles,Dutch (language),,,,,,,,,
15bb6d7d-57e4-53a9-bf04-b93e809ba0d4,tg:lhob:773,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhob:773,https://data.letterenhuis.be/ark:/24970/15bb6d7d-57e4-53a9-bf04-b93e809ba0d4,Voorwerpen,,,,,
15bb6d7d-57e4-53a9-bf04-b93e809ba0d4,tg:lhob:773,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920.0,2035,In Copyright
