Object Number,Record Type,URL,ResourceID,Reference Number,Stage Type,Format Dimension,Format Type,Sheet Numbers,Sheeet Type,Page Numbers,Page Type,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:rubhs:183,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:183/N,49892431-bc2a-50f8-96c0-ccb9f4b359cf,BE-ANN14/hs/RA001/122/120,Handgeschreven,19 x 14 x 2,Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/49892431-bc2a-50f8-96c0-ccb9f4b359cf'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:63,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:63/N,4e37693b-e937-5536-ad55-9c21d86cee53,BE-ANN14/hs/RA001/122/013,Handgeschreven,"16,5 x 10,5 x 1,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/4e37693b-e937-5536-ad55-9c21d86cee53'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:75,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:75/N,bf1ea677-dc81-5e11-997c-658e291849eb,BE-ANN14/hs/RA001/122/025,Handgeschreven,"16,5 x 11 x 1,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/bf1ea677-dc81-5e11-997c-658e291849eb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:204,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:204/N,63470bbd-1ac7-5b2c-a570-6ccf1abf7c7b,BE-ANN14/hs/RA001/122/134,Handgeschreven,"21, 8 x 17, 5 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/63470bbd-1ac7-5b2c-a570-6ccf1abf7c7b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:22,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:22/N,da5d40cc-feda-5437-be6f-2898179f56c8,BE-ANN14/hs/RA001/001/18,Handgeschreven,"7,6 x 11 x 0,7",Maximum,90,Circa,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/da5d40cc-feda-5437-be6f-2898179f56c8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:195,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:195/N,35420d49-1920-5358-a302-f91893728def,BE-ANN14/hs/RA001/122/125,Handgeschreven,"16 x 10 x 0,6",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/35420d49-1920-5358-a302-f91893728def'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:59,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:59/N,3f377f02-e7c5-5b6e-992c-aef5050aa0d4,BE-ANN14/hs/RA001/122/009,Handgeschreven,"17 x 10,5 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/3f377f02-e7c5-5b6e-992c-aef5050aa0d4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:101,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:101/N,64e24d91-5997-55c1-92cf-9666e5a8e1b4,BE-ANN14/hs/RA001/002/006,Handgeschreven,"17 x 10,5 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/64e24d91-5997-55c1-92cf-9666e5a8e1b4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:156,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:156/N,66ee24ad-bccd-555b-bda2-3fd81b481e90,BE-ANN14/hs/RA001/122/095,Handgeschreven,"16,5 x 10,5 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/66ee24ad-bccd-555b-bda2-3fd81b481e90'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:18,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:18/N,87474395-b13a-597b-821b-be7ae3d6d461,BE-ANN14/hs/RA001/001/14,Handgeschreven,"11,1 x 7,4 x 1",Maximum,110,Circa,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/87474395-b13a-597b-821b-be7ae3d6d461'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:117,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:117/N,65b839f9-12bc-57af-9d30-e6f61655a6d9,BE-ANN14/hs/RA001/122/058,Handgeschreven,"7 x 11 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/65b839f9-12bc-57af-9d30-e6f61655a6d9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:38,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:38/N,71627245-8df3-5bfa-a9ff-5dd5f397f28d,BE-ANN14/hs/RA001/001/34,Handgeschreven,"12,5 x 8,2 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/71627245-8df3-5bfa-a9ff-5dd5f397f28d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:137,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:137/N,6c774a55-ac69-59f8-93a0-b1be0c7a230d,BE-ANN14/hs/RA001/122/078,Handgeschreven,"16 x 10 x 1,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/6c774a55-ac69-59f8-93a0-b1be0c7a230d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:80,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:80/N,ebc83518-f60b-5f0c-b64c-80c6387a73d0,BE-ANN14/hs/RA001/122/030,Handgeschreven,16 x 10 x 2,Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ebc83518-f60b-5f0c-b64c-80c6387a73d0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:208,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:208/N,a928c7a8-04c3-5484-9d94-e11d0e2c2f4b,BE-ANN14/hs/RA001/122/138,Handgeschreven,"23,5 x 17,5 x 4",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/a928c7a8-04c3-5484-9d94-e11d0e2c2f4b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:79,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:79/N,f3c7e972-bd15-5ea5-a80f-88f304395901,BE-ANN14/hs/RA001/122/029,Handgeschreven,"16,5 x 10,5 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f3c7e972-bd15-5ea5-a80f-88f304395901'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:121,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:121/N,9bad62a0-8708-586c-af29-72c95b19d67d,BE-ANN14/hs/RA001/122/062,Handgeschreven,"7 x 11 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/9bad62a0-8708-586c-af29-72c95b19d67d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:96,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:96/N,ec73332b-329b-53aa-9605-2b7ab293c964,BE-ANN14/hs/RA001/002/002,Handgeschreven,"17 x 10,5 x 0,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ec73332b-329b-53aa-9605-2b7ab293c964'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:176,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:176/N,58f9caae-36f5-5268-95c3-6b6008397d6b,BE-ANN14/hs/RA001/122/113,Handgeschreven,"14,5 X 10 X 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/58f9caae-36f5-5268-95c3-6b6008397d6b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:199,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:199/N,b459deaa-ca58-5669-aa67-8ba057c13a8e,BE-ANN14/hs/RA001/122/129,Handgeschreven,"23,5 x 18,5 x 0,2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b459deaa-ca58-5669-aa67-8ba057c13a8e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:55,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:55/N,162d1564-e5ba-56ec-b3b4-ef157376760e,BE-ANN14/hs/RA001/122/005,Handgeschreven,"16,5 x 10,2 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/162d1564-e5ba-56ec-b3b4-ef157376760e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:14,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:14/N,6cb7ea80-d572-507a-96ae-037c5456fab9,BE-ANN14/hs/RA001/001/10,Handgeschreven,"13,6 x 8 x 2",Maximum,180,Circa,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/6cb7ea80-d572-507a-96ae-037c5456fab9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:43,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:43/N,1f383322-e8b4-573b-86ee-bc6813d2abbd,BE-ANN14/hs/RA001/001/39,Handgeschreven,"12 x 8 x 1,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/1f383322-e8b4-573b-86ee-bc6813d2abbd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:42,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:42/N,f796fdf7-8d51-535e-842d-58981ff831bd,BE-ANN14/hs/RA001/001/38,Handgeschreven,"12,5 x 8 x 1,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f796fdf7-8d51-535e-842d-58981ff831bd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:15,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:15/N,62d47886-01c6-526e-8bb0-9edb3250b286,BE-ANN14/hs/RA001/001/11,Handgeschreven,"13,3 x 8 x 0,7",Maximum,60,Circa,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/62d47886-01c6-526e-8bb0-9edb3250b286'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:54,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:54/N,7c8bfada-027d-59c3-a98b-721d66367ea8,BE-ANN14/hs/RA001/122/004,Handgeschreven,"16,5 x 10,5 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/7c8bfada-027d-59c3-a98b-721d66367ea8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:177,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:177/N,8f7639cb-98ff-5006-aaf5-f02dd8d29b35,BE-ANN14/hs/RA001/122/114,Handgeschreven,16 x 10 x 2,Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8f7639cb-98ff-5006-aaf5-f02dd8d29b35'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:198,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:198/N,16b14bac-f4f7-5c30-8175-7c001926a264,BE-ANN14/hs/RA001/122/128,Handgeschreven,"20,8 x 17 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/16b14bac-f4f7-5c30-8175-7c001926a264'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:78,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:78/N,a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b,BE-ANN14/hs/RA001/122/028,Handgeschreven,"16,5 x 10,5 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:120,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:120/N,be7a0d92-7297-5e93-a370-d2702df1c042,BE-ANN14/hs/RA001/122/061,Handgeschreven,"7 x 11 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/be7a0d92-7297-5e93-a370-d2702df1c042'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:97,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:97/N,3a0f4383-2dc1-507e-badf-09bf52c28b5f,BE-ANN14/hs/RA001/002/003,Handgeschreven,"17 x 10,5 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/3a0f4383-2dc1-507e-badf-09bf52c28b5f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:209,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:209/N,3baa811e-a310-587f-bb59-d0447c53d0e7,BE-ANN14/hs/RA001/122/139,Handgeschreven,"24,7 x 18,8 x 2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/3baa811e-a310-587f-bb59-d0447c53d0e7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:136,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:136/N,afcbab71-31c7-506c-b51b-433c89feac93,BE-ANN14/hs/RA001/122/077,Handgeschreven,16 x 10 x 2,Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/afcbab71-31c7-506c-b51b-433c89feac93'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:81,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:81/N,51b168ce-729d-54c0-a9ce-7b6a533a96b6,BE-ANN14/hs/RA001/122/031,Handgeschreven,"16,5 x 10,5 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/51b168ce-729d-54c0-a9ce-7b6a533a96b6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:5,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:5/N,b60f8b49-fe75-52a5-9c7d-6b7ebc8bb095,BE-ANN14/hs/RA001/001/1,Handgeschreven,"13 x 8,7 x 0,5",Maximum,50,Circa,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b60f8b49-fe75-52a5-9c7d-6b7ebc8bb095'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:39,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:39/N,8dbee85f-5fa3-5a90-9213-400b10872b48,BE-ANN14/hs/RA001/001/35,Handgeschreven,"12,5 x 7,9 x 1,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8dbee85f-5fa3-5a90-9213-400b10872b48'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:116,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:116/N,91ee98a4-3d3a-5ddf-b8fe-2c74ed627849,BE-ANN14/hs/RA001/122/057,Handgeschreven,"16,5 x 10,5 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/91ee98a4-3d3a-5ddf-b8fe-2c74ed627849'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:19,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:19/N,cecae92a-7ba7-5736-aedd-5bb257ebc095,BE-ANN14/hs/RA001/001/15,Handgeschreven,"11 x 7,4 x 1,1",Maximum,100,Circa,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/cecae92a-7ba7-5736-aedd-5bb257ebc095'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:141,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:141/N,6df0a930-ab2d-5f2c-9379-39ba8439b92e,BE-ANN14/hs/RA001/122/081,Handgeschreven,"15,7 x 10 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/6df0a930-ab2d-5f2c-9379-39ba8439b92e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:157,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:157/N,41eac4eb-3b74-56f5-9d08-c0c998a6ae5e,BE-ANN14/hs/RA001/122/096,Handgeschreven,"16 x 10 x 1,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/41eac4eb-3b74-56f5-9d08-c0c998a6ae5e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:58,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:58/N,7c6f8d0d-b144-5810-a5fa-599e8c9c5cce,BE-ANN14/hs/RA001/122/008,Handgeschreven,"16,5 x 10 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/7c6f8d0d-b144-5810-a5fa-599e8c9c5cce'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:100,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:100/N,3aed7578-560b-5a55-b79a-491492b5e8ae,BE-ANN14/hs/RA001/002/005,Handgeschreven,"17 x 10,5 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/3aed7578-560b-5a55-b79a-491492b5e8ae'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:23,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:23/N,18455cb0-af81-5990-8c2f-9be2d557f2df,BE-ANN14/hs/RA001/001/19,Handgeschreven,"11,2 x 8,3 x 1,2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/18455cb0-af81-5990-8c2f-9be2d557f2df'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:194,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:194/N,bf0f985e-b085-5f46-bdf2-050b8a2c7638,BE-ANN14/hs/RA001/122/124,Handgeschreven,"21 x 17 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/bf0f985e-b085-5f46-bdf2-050b8a2c7638'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:205,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:205/N,5e2ac8ce-bc6f-5923-bc03-5c33df7689ff,BE-ANN14/hs/RA001/122/135,Handgeschreven,"21 x 16,5 x 1,2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/5e2ac8ce-bc6f-5923-bc03-5c33df7689ff'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:74,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:74/N,f6809f2c-1600-5325-bdd0-74bd2281af3e,BE-ANN14/hs/RA001/122/024,Handgeschreven,"16 x 10,5 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f6809f2c-1600-5325-bdd0-74bd2281af3e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:213,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:213/N,127afc38-d546-52da-9db8-2043726f5b2c,BE-ANN14/hs/RA001/50/001,Handgeschreven,"19 x 13 x 0,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/127afc38-d546-52da-9db8-2043726f5b2c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:62,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:62/N,845bc693-2538-5d6d-9e00-26cf91dec288,BE-ANN14/hs/RA001/122/012,Handgeschreven,"16,5 x 10,5 x 1,5",Maximum,200,,35,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/845bc693-2538-5d6d-9e00-26cf91dec288'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:9,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:9/N,a6f753c8-f1e2-57f2-bcd7-0745988c4e23,BE-ANN14/hs/RA001/001/5,Handgeschreven,"13,3 x 8,4 x 0,6",Maximum,70,Circa,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/a6f753c8-f1e2-57f2-bcd7-0745988c4e23'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:35,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:35/N,d4dcf6bd-130c-51db-839f-e92b544d2111,BE-ANN14/hs/RA001/001/31,Handgeschreven,"10,6 x 6,7 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/d4dcf6bd-130c-51db-839f-e92b544d2111'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
