Object Number,Record Type,URL,ResourceID,Reference Number,Carrier Type,Carrier Colour,Temporary Location Note,Production Technique Keywords,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhtk:2079,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:2079/N,04ea83c9-d0d1-52bd-a7dc-3c5fe145d695,BE-ANN07/tk/000000440,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/04ea83c9-d0d1-52bd-a7dc-3c5fe145d695'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:5246,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:5246/N,2ac9ce60-244c-5f91-a982-dd5dbb88a27d,BE-ANN07/tk/000002465,Papier,,,Tekening met oost-indische inkt op papier en kleurpotlood op kalkpapier.,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2ac9ce60-244c-5f91-a982-dd5dbb88a27d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:12090,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:12090/N,40e3c6c9-2878-58b8-b7c0-4a0f8e0f74e6,BE-ANN07/tk/000007630,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/40e3c6c9-2878-58b8-b7c0-4a0f8e0f74e6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:14847,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:14847/N,4a34fb5b-e61d-5b89-b2b7-0034aca0165f,BE-ANN07/tk/000010332,Papier,Wit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4a34fb5b-e61d-5b89-b2b7-0034aca0165f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:11891,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:11891/N,5f2779d3-b02a-563f-8de7-515395a9655a,BE-ANN07/tk/000007430,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5f2779d3-b02a-563f-8de7-515395a9655a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:10783,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:10783/N,151a422a-a1a8-5f54-9418-150f3a84db05,BE-ANN07/tk/000006327,Papier,Ivoorwit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/151a422a-a1a8-5f54-9418-150f3a84db05'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:7555,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:7555/N,3890134e-dce0-5a3f-bc7a-55e7f342fb54,BE-ANN07/tk/000004057,Papier,,K1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3890134e-dce0-5a3f-bc7a-55e7f342fb54'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:5092,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:5092/N,dad35a87-659a-592a-8e85-d6badb52805e,BE-ANN07/tk/000002347,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/dad35a87-659a-592a-8e85-d6badb52805e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:12244,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:12244/N,b95d2942-c699-571b-9611-0f37a3266ca8,BE-ANN07/tk/000007784,Papier,Gebroken Wit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b95d2942-c699-571b-9611-0f37a3266ca8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:5138,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:5138/N,b910b469-c3b6-5499-acf2-a08bd618cafc,BE-ANN07/tk/000002380,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b910b469-c3b6-5499-acf2-a08bd618cafc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:13906,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:13906/N,2a544cbe-fc30-5219-807e-57bbec3c1173,BE-ANN07/tk/000009421,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2a544cbe-fc30-5219-807e-57bbec3c1173'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:9818,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:9818/N,41d1191b-d795-5474-a0cb-92bb875b156d,BE-ANN07/tk/000005399,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/41d1191b-d795-5474-a0cb-92bb875b156d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:10629,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:10629/N,f94bfa08-387d-5a16-b1d3-c4dcefc50b25,BE-ANN07/tk/000006178,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f94bfa08-387d-5a16-b1d3-c4dcefc50b25'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:12614,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:12614/N,8d291584-a6cb-5576-9523-908913ca05c7,BE-ANN07/tk/000008150,Kalkpapier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8d291584-a6cb-5576-9523-908913ca05c7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:11192,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:11192/N,29a0a339-3910-51e5-81db-3b5956aa43fc,BE-ANN07/tk/000006734,Papier,Gebroken Wit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/29a0a339-3910-51e5-81db-3b5956aa43fc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:4379,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:4379/N,9a1de43e-27bf-5e70-aac0-f3b94dacdb1f,BE-ANN07/tk/000001778,Geruit Papier,,Boekbinders eerste verdieping.,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9a1de43e-27bf-5e70-aac0-f3b94dacdb1f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:1481,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:1481/N,3f399001-65ef-5a64-9507-83b754d0747e,BE-ANN07/tk/000000119,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3f399001-65ef-5a64-9507-83b754d0747e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:3146,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:3146/N,8fed719c-dc5d-5805-a4e0-ad54a703c6be,BE-ANN07/tk/000001021,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8fed719c-dc5d-5805-a4e0-ad54a703c6be'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:4683,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:4683/N,dc6f3270-f70c-5bed-b941-582e6c9c4c4e,BE-ANN07/tk/000001958,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/dc6f3270-f70c-5bed-b941-582e6c9c4c4e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:13455,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:13455/N,251df501-5622-5aaf-8052-d38151abe1b0,BE-ANN07/tk/000008973,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/251df501-5622-5aaf-8052-d38151abe1b0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:14390,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:14390/N,8fb796c6-67ef-5959-8ed7-94933c6e3355,BE-ANN07/tk/000009885,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8fb796c6-67ef-5959-8ed7-94933c6e3355'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:11468,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:11468/N,f228a2b2-da65-5d84-a876-45b655e675c4,BE-ANN07/tk/000007009,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f228a2b2-da65-5d84-a876-45b655e675c4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:7806,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:7806/N,13c1d677-cf36-5c84-9b65-903f4632e5a2,BE-ANN07/tk/000004295,Papier,,K1,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/13c1d677-cf36-5c84-9b65-903f4632e5a2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:6714,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:6714/N,2b06eb5c-45f8-5806-853e-d49408911d23,BE-ANN07/tk/000003506,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2b06eb5c-45f8-5806-853e-d49408911d23'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:4729,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:4729/N,1656b649-9d7c-51fd-88bc-31e6b5f0ff7f,BE-ANN07/tk/000002001,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1656b649-9d7c-51fd-88bc-31e6b5f0ff7f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:13005,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:13005/N,d5f95646-7609-5912-b552-ad3ca7780258,BE-ANN07/tk/000008538,Papier,Gebroken Wit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d5f95646-7609-5912-b552-ad3ca7780258'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:11038,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:11038/N,71025277-431f-547e-bdb9-d8c116c5129b,BE-ANN07/tk/000006580,Papier,Gebroken Wit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/71025277-431f-547e-bdb9-d8c116c5129b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:3003,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:3003/N,3d65c9b9-5054-52ac-aec7-f7bc4818e813,BE-ANN07/tk/000000916,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3d65c9b9-5054-52ac-aec7-f7bc4818e813'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:13510,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:13510/N,6d7fdedd-3e4e-5815-b0a4-61801e8324e3,BE-ANN07/tk/000009028,Papier,Wit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6d7fdedd-3e4e-5815-b0a4-61801e8324e3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:6201,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:6201/N,b9841bd1-6b0d-55bf-88ad-f0929b9e9dd1,BE-ANN07/tk/000003209,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b9841bd1-6b0d-55bf-88ad-f0929b9e9dd1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:3453,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:3453/N,637cb969-7f0c-56b7-8f62-25961bf4c530,BE-ANN07/tk/000001178,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/637cb969-7f0c-56b7-8f62-25961bf4c530'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:13140,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:13140/N,65a84f48-860b-5b9f-b33a-eda091531b6b,BE-ANN07/tk/000008669,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/65a84f48-860b-5b9f-b33a-eda091531b6b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:11487,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:11487/N,886a0552-675b-585b-9ec7-10319b02519e,BE-ANN07/tk/000007028,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/886a0552-675b-585b-9ec7-10319b02519e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:7943,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:7943/N,4fb8626c-7ea7-53db-8f86-9be54c6f98aa,BE-ANN07/tk/000004422,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4fb8626c-7ea7-53db-8f86-9be54c6f98aa'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:6651,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:6651/N,ec83310b-7481-5cba-a31c-ba516403f107,BE-ANN07/tk/000003474,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ec83310b-7481-5cba-a31c-ba516403f107'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:3900,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:3900/N,c0b2fab5-3402-5cfd-b8cb-0c43b8df04b0,BE-ANN07/tk/000001428,Papier,Grijs,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c0b2fab5-3402-5cfd-b8cb-0c43b8df04b0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:2612,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:2612/N,b086d771-6eb5-5da0-abfb-f2d069e108bf,BE-ANN07/tk/000000681,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b086d771-6eb5-5da0-abfb-f2d069e108bf'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:12301,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:12301/N,5d959ee6-aa86-560e-9a62-9793355d8f6b,BE-ANN07/tk/000007840,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5d959ee6-aa86-560e-9a62-9793355d8f6b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:7410,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:7410/N,163768b2-effd-5514-a89b-53aa1fa8e72b,BE-ANN07/tk/000003953,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/163768b2-effd-5514-a89b-53aa1fa8e72b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:2242,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:2242/N,092acaec-8439-51a5-b3cd-86df0503e8cc,BE-ANN07/tk/000000550,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/092acaec-8439-51a5-b3cd-86df0503e8cc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:5587,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:5587/N,be9e0ee4-e00a-5b4f-acf8-ed0b20312b49,BE-ANN07/tk/000002714,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/be9e0ee4-e00a-5b4f-acf8-ed0b20312b49'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:13843,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:13843/N,eb16ce65-2336-5179-93e6-b72d09fdecc0,BE-ANN07/tk/000009361,Papier,Wit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/eb16ce65-2336-5179-93e6-b72d09fdecc0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:12751,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:12751/N,71b7cccf-72e1-50b0-ae6b-3bd649b9c639,BE-ANN07/tk/000008288,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/71b7cccf-72e1-50b0-ae6b-3bd649b9c639'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:15094,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:15094/N,e28516f4-7ed7-5b22-9ce2-1f41794e9d40,BE-ANN07/tk/000010570,Papier,Wit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e28516f4-7ed7-5b22-9ce2-1f41794e9d40'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:10296,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:10296/N,74af2d2b-616d-5fff-af75-3e3ef5908931,BE-ANN07/tk/000005855,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/74af2d2b-616d-5fff-af75-3e3ef5908931'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:7040,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:7040/N,ab0a6e31-ac10-5200-b7d3-3dede21b59c0,BE-ANN07/tk/000003649,Papier,Grijs,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ab0a6e31-ac10-5200-b7d3-3dede21b59c0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:11254,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:11254/N,dd9c19c1-8b15-562c-a75c-5e675e35d125,BE-ANN07/tk/000006796,Papier,Ivoorwit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/dd9c19c1-8b15-562c-a75c-5e675e35d125'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:13269,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:13269/N,520aba37-4172-558d-94a8-4cd0403b8d70,BE-ANN07/tk/000008797,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/520aba37-4172-558d-94a8-4cd0403b8d70'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:6082,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:6082/N,28f16b9c-e00a-5fa7-a9e9-3ab56a844bb4,BE-ANN07/tk/000003093,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/28f16b9c-e00a-5fa7-a9e9-3ab56a844bb4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:4545,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:4545/N,72b6fe7f-49cf-503a-a74b-85bb1154bec7,BE-ANN07/tk/000001846,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/72b6fe7f-49cf-503a-a74b-85bb1154bec7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:6578,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:6578/N,65a6a2c7-a7fc-5db9-96b5-4c6e88af37bd,BE-ANN07/tk/000003417,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/65a6a2c7-a7fc-5db9-96b5-4c6e88af37bd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:14056,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:14056/N,381d4455-6dd4-5ace-87e4-87abcab06e3c,BE-ANN07/tk/000009566,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/381d4455-6dd4-5ace-87e4-87abcab06e3c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:13793,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:13793/N,2c16d7d8-5221-5ef1-8a00-110ad36378e0,BE-ANN07/tk/000009312,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2c16d7d8-5221-5ef1-8a00-110ad36378e0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:12881,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:12881/N,90b5424d-90be-58e1-8bd3-0ceac5fb3d41,BE-ANN07/tk/000008416,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/90b5424d-90be-58e1-8bd3-0ceac5fb3d41'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhtk:11604,Tekening,https://anet.be/record/opaclhobj/tg:lhtk:11604/N,6d832f60-885d-5eb2-ba53-88070b7f78d7,BE-ANN07/tk/000007146,Papier,Gebroken Wit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6d832f60-885d-5eb2-ba53-88070b7f78d7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
