Object Number,Record Type,URL,ResourceID,Reference Number,Stage Type,Format Dimension,Format Type,Sheet Numbers,Sheeet Type,Page Numbers,Page Type,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card,brocade.id,note,Annotation,Annotation Type,Annotation Language,Archive Brocade ID,Archive Name,Archive Identifier,Description,Description Type,Description Language,Genre Type,Brocade ID,ISAAR Brocade ID,Entity Identifier,ire.type.value,Entity Type,Entity Name,Relation Type,Archive Note,Warehouse Location (begin),Warehouse Location (ende),Source Note,Serial Number,Source Note Language,Source Note Type,Language,Production Actor Identifier,Production Actor ID,Production Actor Name,Production Actor Role,Title,Title Type,Title Language,Writing material
,,,eb18bae2-09d9-5d6d-b2a6-ea518b7eee12,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:73,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/eb18bae2-09d9-5d6d-b2a6-ea518b7eee12'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,eb18bae2-09d9-5d6d-b2a6-ea518b7eee12,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje met aantekeningen betreffende Rubenswerk in Nederland.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,eb18bae2-09d9-5d6d-b2a6-ea518b7eee12,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:73,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,eb18bae2-09d9-5d6d-b2a6-ea518b7eee12,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:73,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,eb18bae2-09d9-5d6d-b2a6-ea518b7eee12,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:73,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,23,Nederlands,Noot,,,,,,,,,
,,,eb18bae2-09d9-5d6d-b2a6-ea518b7eee12,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:73,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,eb18bae2-09d9-5d6d-b2a6-ea518b7eee12,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:73,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,eb18bae2-09d9-5d6d-b2a6-ea518b7eee12,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"Rubens in Holland""""",Titel,Nederlands,
,,,eb18bae2-09d9-5d6d-b2a6-ea518b7eee12,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,eb18bae2-09d9-5d6d-b2a6-ea518b7eee12,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:80,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:80/N,ebc83518-f60b-5f0c-b64c-80c6387a73d0,BE-ANN14/hs/RA001/122/030,Handgeschreven,16 x 10 x 2,Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ebc83518-f60b-5f0c-b64c-80c6387a73d0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ebc83518-f60b-5f0c-b64c-80c6387a73d0,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:80,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/ebc83518-f60b-5f0c-b64c-80c6387a73d0'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ebc83518-f60b-5f0c-b64c-80c6387a73d0,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,"Notitieboekje met aantekeningen betreffende bezoeken aan Duitsland, Oostenrijk, Zwitserland, Denemarken, Zweden en Rusland.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,ebc83518-f60b-5f0c-b64c-80c6387a73d0,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:80,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,ebc83518-f60b-5f0c-b64c-80c6387a73d0,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:80,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,ebc83518-f60b-5f0c-b64c-80c6387a73d0,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:80,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,30,Nederlands,Noot,,,,,,,,,
,,,ebc83518-f60b-5f0c-b64c-80c6387a73d0,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:80,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,ebc83518-f60b-5f0c-b64c-80c6387a73d0,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:80,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,ebc83518-f60b-5f0c-b64c-80c6387a73d0,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"Duitsland & Zweden""""",Titel,Nederlands,
,,,ebc83518-f60b-5f0c-b64c-80c6387a73d0,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,ebc83518-f60b-5f0c-b64c-80c6387a73d0,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:96,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:96/N,ec73332b-329b-53aa-9605-2b7ab293c964,BE-ANN14/hs/RA001/002/002,Handgeschreven,"17 x 10,5 x 0,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ec73332b-329b-53aa-9605-2b7ab293c964'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ec73332b-329b-53aa-9605-2b7ab293c964,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:96,,,,,isad:rub:315,Adresboekjes,{'url':'https://id.rubenianum.be//ark:/86530/ec73332b-329b-53aa-9605-2b7ab293c964'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ec73332b-329b-53aa-9605-2b7ab293c964,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,"Adresboekje België, zonder Antwerpen en Brussel.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,ec73332b-329b-53aa-9605-2b7ab293c964,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:96,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,ec73332b-329b-53aa-9605-2b7ab293c964,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:96,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,ec73332b-329b-53aa-9605-2b7ab293c964,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:96,,,,,,,,,,,,,,,,,,,isad:rub:315,T 2 20 2,T 2 20 2,RA 001 / 002,2,Nederlands,Noot,,,,,,,,,
,,,ec73332b-329b-53aa-9605-2b7ab293c964,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:96,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,ec73332b-329b-53aa-9605-2b7ab293c964,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:96,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,ec73332b-329b-53aa-9605-2b7ab293c964,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adresboekje """"België, zonder Antwerpen en Brussel""""",Titel,Nederlands,
,,,ec73332b-329b-53aa-9605-2b7ab293c964,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,ec73332b-329b-53aa-9605-2b7ab293c964,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:16,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:16/N,ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8,BE-ANN14/hs/RA001/001/12,Handgeschreven,"12,8 x 8,5 x 0,6",Maximum,80,Circa,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:16,,,,,isad:rub:314,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Agenda voor het jaar 1926.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:16,,,,,,,,,,,Agenda,,,,,,,,,,,,,,,,,,,,,,,
,,,ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:16,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:16,,,,,,,,,,,,,,,,,,,isad:rub:314,,,RA 001 / 001,12,Nederlands,Noot,,,,,,,,,
,,,ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:16,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:16,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agenda 1926,Titel,Nederlands,
,,,ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:27,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:27/N,f021c1e0-9333-510e-9096-13d86932f25e,BE-ANN14/hs/RA001/001/23,Handgeschreven,"12 x 8 x 1,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f021c1e0-9333-510e-9096-13d86932f25e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,f021c1e0-9333-510e-9096-13d86932f25e,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:27,,,,,isad:rub:314,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/f021c1e0-9333-510e-9096-13d86932f25e'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,f021c1e0-9333-510e-9096-13d86932f25e,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Agenda voor het jaar 1937.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,f021c1e0-9333-510e-9096-13d86932f25e,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:27,,,,,,,,,,,Agenda,,,,,,,,,,,,,,,,,,,,,,,
,,,f021c1e0-9333-510e-9096-13d86932f25e,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:27,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,f021c1e0-9333-510e-9096-13d86932f25e,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:27,,,,,,,,,,,,,,,,,,,isad:rub:314,,,RA 001 / 001,23,Nederlands,Noot,,,,,,,,,
,,,f021c1e0-9333-510e-9096-13d86932f25e,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:27,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,f021c1e0-9333-510e-9096-13d86932f25e,,,,,,,,,,,,,,,,,,2,Languages,tg:rubhs:27,,,,,,,,,,,,,,,,,,,,,,,,,,Engels,,,,,,,,
,,,f021c1e0-9333-510e-9096-13d86932f25e,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:27,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,f021c1e0-9333-510e-9096-13d86932f25e,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agenda 1937,Titel,Nederlands,
,,,f021c1e0-9333-510e-9096-13d86932f25e,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,f021c1e0-9333-510e-9096-13d86932f25e,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:79,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:79/N,f3c7e972-bd15-5ea5-a80f-88f304395901,BE-ANN14/hs/RA001/122/029,Handgeschreven,"16,5 x 10,5 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f3c7e972-bd15-5ea5-a80f-88f304395901'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,f3c7e972-bd15-5ea5-a80f-88f304395901,,,,,,,,,,,,,,,,,,1,Annotations,tg:rubhs:79,note.rubalg,Vochtschade = quarantaine,Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,f3c7e972-bd15-5ea5-a80f-88f304395901,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:79,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/f3c7e972-bd15-5ea5-a80f-88f304395901'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,f3c7e972-bd15-5ea5-a80f-88f304395901,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje met aantekeningen betreffende werk van Rubens en Van Dyck in de collectie Bonnet te Bayonne.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,f3c7e972-bd15-5ea5-a80f-88f304395901,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:79,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,f3c7e972-bd15-5ea5-a80f-88f304395901,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:79,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,f3c7e972-bd15-5ea5-a80f-88f304395901,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:79,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,29,Nederlands,Noot,,,,,,,,,
,,,f3c7e972-bd15-5ea5-a80f-88f304395901,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:79,,,,,,,,,,,,,,,,,,,,,,,,,,Frans,,,,,,,,
,,,f3c7e972-bd15-5ea5-a80f-88f304395901,,,,,,,,,,,,,,,,,,2,Languages,tg:rubhs:79,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,f3c7e972-bd15-5ea5-a80f-88f304395901,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:79,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,f3c7e972-bd15-5ea5-a80f-88f304395901,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"Bayonne Coll. Bonnet""""",Titel,Nederlands,
,,,f3c7e972-bd15-5ea5-a80f-88f304395901,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,f3c7e972-bd15-5ea5-a80f-88f304395901,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:186,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:186/N,f49d2a33-3d8a-5ebe-be25-675a2d97419f,BE-ANN14/hs/RA001/003/002,Handgeschreven,"21,5 x 18 x 2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f49d2a33-3d8a-5ebe-be25-675a2d97419f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,f49d2a33-3d8a-5ebe-be25-675a2d97419f,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:186,,,,,isad:rub:1107,Agenda's op de briefwisseling,{'url':'https://id.rubenianum.be//ark:/86530/f49d2a33-3d8a-5ebe-be25-675a2d97419f'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,f49d2a33-3d8a-5ebe-be25-675a2d97419f,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Agenda op de briefwisseling van 1933 tot 1937,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,f49d2a33-3d8a-5ebe-be25-675a2d97419f,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:186,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,f49d2a33-3d8a-5ebe-be25-675a2d97419f,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:186,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,f49d2a33-3d8a-5ebe-be25-675a2d97419f,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:186,,,,,,,,,,,,,,,,,,,isad:rub:1107,T 2 20 2,T 2 20 2,RA 001 / 003,2,Nederlands,Noot,,,,,,,,,
,,,f49d2a33-3d8a-5ebe-be25-675a2d97419f,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:186,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,f49d2a33-3d8a-5ebe-be25-675a2d97419f,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:186,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,f49d2a33-3d8a-5ebe-be25-675a2d97419f,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agenda op de briefwisseling,Titel,Nederlands,
,,,f49d2a33-3d8a-5ebe-be25-675a2d97419f,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,f49d2a33-3d8a-5ebe-be25-675a2d97419f,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:11,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:11/N,f4cde989-f1ee-5c80-8adf-8eb25786a428,BE-ANN14/hs/RA001/001/7,Handgeschreven,"13,3 x 8 x 0,7",Maximum,60,Circa,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f4cde989-f1ee-5c80-8adf-8eb25786a428'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,f4cde989-f1ee-5c80-8adf-8eb25786a428,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:11,,,,,isad:rub:314,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/f4cde989-f1ee-5c80-8adf-8eb25786a428'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,f4cde989-f1ee-5c80-8adf-8eb25786a428,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Agenda voor het jaar 1921.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,f4cde989-f1ee-5c80-8adf-8eb25786a428,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:11,,,,,,,,,,,Agenda,,,,,,,,,,,,,,,,,,,,,,,
,,,f4cde989-f1ee-5c80-8adf-8eb25786a428,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:11,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,f4cde989-f1ee-5c80-8adf-8eb25786a428,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:11,,,,,,,,,,,,,,,,,,,isad:rub:314,,,RA 001 / 001,7,Nederlands,Noot,,,,,,,,,
,,,f4cde989-f1ee-5c80-8adf-8eb25786a428,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:11,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,f4cde989-f1ee-5c80-8adf-8eb25786a428,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:11,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,f4cde989-f1ee-5c80-8adf-8eb25786a428,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agenda 1921,Titel,Nederlands,
,,,f4cde989-f1ee-5c80-8adf-8eb25786a428,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,f4cde989-f1ee-5c80-8adf-8eb25786a428,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:133,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:133/N,f4f61012-e6e6-53f0-87aa-1af53cde29a3,BE-ANN14/hs/RA001/122/074,Handgeschreven,"16,5 x 10,5 x 0,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f4f61012-e6e6-53f0-87aa-1af53cde29a3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,f4f61012-e6e6-53f0-87aa-1af53cde29a3,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:133,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/f4f61012-e6e6-53f0-87aa-1af53cde29a3'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,f4f61012-e6e6-53f0-87aa-1af53cde29a3,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje met aantekeningen betreffende bezoeken aan collecties in Parijs.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,f4f61012-e6e6-53f0-87aa-1af53cde29a3,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:133,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,f4f61012-e6e6-53f0-87aa-1af53cde29a3,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:133,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
