brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,Source Note,Serial Number,Warehouse Location (begin),Warehouse Location (ende),Source Note Language,Source Note Type
tg:lhph:48667,50254896-0dc4-5475-a2a8-ba6343304bfb,Items,1,tr:lh:9579,,isad:lh:126771,C 30702 / P (Literaire vrienden),,,,,Nederlands,Noot
tg:lhph:53181,9d374371-20e4-5f06-9b45-a320d3941e22,Items,1,tr:lh:139964,,isad:lh:161020,,Bruikleen Vlaamse Gemeenschap - STR108,S 935 / 480,,,Nederlands,Noot
tg:lhph:29374,c2204cf3-d8d3-55b0-99e0-e31824a3b9ad,Items,1,tr:lh:6461,158560/9,isad:lh:94760,R 2325 / P,,,,,Nederlands,Noot
tg:lhph:36982,5cddb812-b29b-5f62-a9be-721a06297d49,Items,1,,216478/1,,L 713 / P,,,,,Nederlands,Noot
tg:lhph:51446,d99e0ba4-c3f2-5b0c-a557-3b47e0135c43,Items,1,tr:lh:139964,,isad:lh:182274,,Bruikleen Vlaamse Gemeenschap - GLN000516,S 935 / 1051,,,Nederlands,Noot
tg:lhph:37690,c6f6b95c-3d7d-5228-9dbd-facec1e30c08,Items,1,tr:lh:2432,47127/3,isad:lh:93230,B 438 / P,,,,,Nederlands,Noot
tg:lhph:37690,c6f6b95c-3d7d-5228-9dbd-facec1e30c08,Items,2,tr:lh:2480,48202/39,,B 438 / P,,,,,Nederlands,Noot
tg:lhph:19238,969ddf6b-0179-5070-8992-194fb9ee58d7,Items,1,tr:lh:7859,203626/752,isad:lh:94873,M 224 / P (NEG0028/3/4A),,,,,Nederlands,Noot
tg:lhph:3326,ce4f9a8a-dd85-5d2d-a1c8-565157423aad,Items,1,tr:lh:5991,131386/45,isad:lh:93287,G 994 / P,,,,,Nederlands,Noot
tg:lhph:32168,363ba473-f497-50d7-9915-c16df8ff3115,Items,1,,215861/29,,RR 20 / P,,,,,Nederlands,Noot
tg:lhph:30155,95ea4cb5-20c1-5982-a45c-0d4cd29f95f2,Items,1,,84306/2,,G 4965 / P,,,,,Nederlands,Noot
tg:lhph:30155,95ea4cb5-20c1-5982-a45c-0d4cd29f95f2,Items,2,tr:lh:6117,140721/27,isad:lh:93346,G 4965 / P,,,,,Nederlands,Noot
tg:lhph:13635,a92a0bbd-efe1-5cf6-bab2-f7ad6bfde50d,Items,1,tr:lh:4450,85757/2,isad:lh:93341,C 275 / P,,,,,Nederlands,Noot
tg:lhph:45055,086885bc-4912-5785-898c-345ac233a09e,Items,1,tr:lh:7281,179826/19,isad:lh:95185,P 223 / P,,,,,Nederlands,Noot
tg:lhph:38565,cb4fc34a-2ad0-5534-b2a0-a9fc403f9f2d,Items,1,tr:lh:9510,218458/2524,isad:lh:95309,B 1183 / P (NEG00269/3/10),,,,,Nederlands,Noot
tg:lhph:42790,d8e7fc11-cf54-503b-916f-fa30ef29919f,Items,1,tr:lh:7601,198979/23,isad:lh:93452,G 9947 / P,,,,,Nederlands,Noot
tg:lhph:11608,ab3ed52c-464c-5c28-b259-4c86fbd119f1,Items,1,tr:lh:1282,21983/1,,H 498 / P,,,,,Nederlands,Noot
tg:lhph:47068,00670a75-175f-51fb-99c6-cc56a3cd24fe,Items,1,tr:lh:5832,123650/11,isad:lh:93067,F 162 / P,,,,,Nederlands,Noot
tg:lhph:24546,1432fce4-8fa6-5a3f-9ea6-2644ac96e8cb,Items,1,,27381/302,,V 25072 / P,,,,,Nederlands,Noot
tg:lhph:43882,0c596cdd-ce0b-5eb5-b015-3896f44ce78b,Items,1,,161694/30,,S 5759 / P,,,,,Nederlands,Noot
tg:lhph:8839,b2b29c96-8970-5174-a375-23b5b96d7f25,Items,1,tr:lh:157,2181,isad:lh:93469,S 245 / P,,,,,Nederlands,Noot
tg:lhph:8839,b2b29c96-8970-5174-a375-23b5b96d7f25,Items,2,tr:lh:3200,63638/59,isad:lh:93059,S 245 / P,,,,,Nederlands,Noot
tg:lhph:8839,b2b29c96-8970-5174-a375-23b5b96d7f25,Items,3,tr:lh:4795,104042/7,isad:lh:93469,S 245 / P,,,,,Nederlands,Noot
tg:lhph:12927,ba4ab5fb-8bcb-5ca1-a0ac-c21e1371a715,Items,1,,20685,,C 2 / P,,,,,Nederlands,Noot
tg:lhph:23283,f76387f2-fb7a-5b14-a89d-928920771054,Items,1,tr:lh:2007,37306/7,isad:lh:93469,M 762 / P,,,,,Nederlands,Noot
tg:lhph:23283,f76387f2-fb7a-5b14-a89d-928920771054,Items,2,tr:lh:4795,104044/9,isad:lh:93469,M 762 / P,,,,,Nederlands,Noot
tg:lhph:40607,282e84ba-6823-5ba0-b273-eb4fc892f15a,Items,1,tr:lh:1492,27571/28,,M 555 / P,,,,,Nederlands,Noot
tg:lhph:16067,31ef6cd0-8073-5687-b097-f0a189c5e18c,Items,1,tr:lh:5800,120691/416,isad:lh:93071,R 776 / P,,,,,Nederlands,Noot
tg:lhph:9681,904fb73f-8aed-52c4-bea6-890d5690f991,Items,1,,232821/1,,S 587 / P,,,,,Nederlands,Noot
tg:lhph:21314,f0243cbd-3298-5918-862f-a97bb0b52417,Items,1,tr:lh:7885,234140,isad:lh:93241,H 747 / P,,,,,Nederlands,Noot
tg:lhph:43928,402b570d-582e-5ad4-99f1-efed886a33de,Items,1,tr:lh:3838,73794/4,isad:lh:93780,G 36985 / P,,,,,Nederlands,Noot
tg:lhph:43928,402b570d-582e-5ad4-99f1-efed886a33de,Items,2,tr:lh:9854,219752/26,isad:lh:93780,G 36985 / P,,,,,Nederlands,Noot
tg:lhph:41915,1b47bdf1-9f4e-5b9f-809a-f45820d1d2fb,Items,1,tr:lh:6916,171120/32,isad:lh:94934,B 75357 / P,,,,,Nederlands,Noot
tg:lhph:23329,f71f65ab-722b-542e-979c-834d95a0157b,Items,1,tr:lh:5960,130201/16,,T 265148 / P,,,,,Nederlands,Noot
tg:lhph:8993,f248b672-097c-5082-9a7d-385f032abb0d,Items,1,tr:lh:4250,82567/2,isad:lh:93039,R 5845 / P,,,,,Nederlands,Noot
tg:lhph:34815,e1c5e2df-b034-58ed-a994-85d93dc2b9af,Items,1,tr:lh:5978,130994,,B 339 / P,,,,,Nederlands,Noot
tg:lhph:29724,17fbdc35-7ec1-56ec-9a1f-9959b5fb84ad,Items,1,tr:lh:9510,218458/16,isad:lh:95309,B 1183 / P (NEG0002/2/1),,,,,Nederlands,Noot
tg:lhph:36828,8de01374-e35e-5464-ac86-b3c698ff1a30,Items,1,tr:lh:4543,87869/5,,L 618 / P,,,,,Nederlands,Noot
tg:lhph:19392,7b98d624-0255-5a33-ba74-069ec7280200,Items,1,tr:lh:7859,203626/841,isad:lh:94873,M 224 / P (NEG0032/3/7A),,,,,Nederlands,Noot
tg:lhph:28836,6fd29e19-e854-5960-9fc5-eaf12666f18f,Items,1,,62652/4,,V 3965 / P,,,,,Nederlands,Noot
tg:lhph:6574,ee9e52a1-80b3-5b9f-9993-280f9be4ed7d,Items,1,tr:lh:7586,198481/0171,isad:lh:93725,T 3465 / P,,,,,Nederlands,Noot
tg:lhph:48237,996ec998-31be-5a9f-9f5c-04b54772b647,Items,1,,,isad:lh:119760,,,V 7576 / 161,,,Nederlands,Noot
tg:lhph:35707,e8ca8995-bef0-5acb-bc77-6edbb7fb4cdf,Items,1,,102742/36,,L 323 / P,,,,,Nederlands,Noot
tg:lhph:4549,38ff6244-ea92-533c-be4d-a9e1103b0f37,Items,1,tr:lh:5006,99178/16,isad:lh:93600,A 2873 / P,,,,,Nederlands,Noot
tg:lhph:32538,4a0d02a3-2143-5983-8216-81fe988d0f7f,Items,1,tr:lh:6444,158225/11,isad:lh:93254,J 422 / P (VI),,,,,Nederlands,Noot
tg:lhph:3776,454f54d0-ec7d-5419-a513-4da6ee2c1621,Items,1,tr:lh:6476,158750/7b,isad:lh:92980,O 3945 / P,,,,,Nederlands,Noot
tg:lhph:3776,454f54d0-ec7d-5419-a513-4da6ee2c1621,Items,2,tr:lh:7836,202357/10,isad:lh:92982,O 3945 / P,,,,,Nederlands,Noot
tg:lhph:30505,9e02a08d-8eca-5157-91c5-fab38321f9da,Items,1,tr:lh:9510,218458/269,isad:lh:95309,B 1183 / P (NEG0025/3/4),,,,,Nederlands,Noot
tg:lhph:51016,c08dd8b6-927b-507e-9d0d-61e38e9c6bff,Items,1,tr:lh:139964,,isad:lh:182279,,Bruikleen Vlaamse Gemeenschap - GLN000199,S 935 / 1019,,,Nederlands,Noot
tg:lhph:51016,c08dd8b6-927b-507e-9d0d-61e38e9c6bff,Items,2,tr:lh:139964,,isad:lh:182279,,Bruikleen Vlaamse Gemeenschap - STR10412,S 935 / 483,,,Nederlands,Noot
tg:lhph:2864,7fc818d8-7cf1-5ac0-afc0-c5d96941279c,Items,1,tr:lh:6603,163141/651,isad:lh:93324,G 395 / P,,,,,Nederlands,Noot
tg:lhph:24116,505ff20d-0ccf-534a-8461-cfc4a4891fe0,Items,1,tr:lh:6902,170898/67,isad:lh:95010,V 15507 / P,,,,,Nederlands,Noot
tg:lhph:38135,f264767a-81e4-542d-aaa1-446049f6b0eb,Items,1,tr:lh:6376,148920/12c,,M 198 / P (A),,,,,Nederlands,Noot
tg:lhph:45405,0ac3b921-901f-5cd4-94f4-199cb9b9b0bd,Items,1,tr:lh:6511,160059/417,isad:lh:94488,D 2969 / P,,,,,Nederlands,Noot
tg:lhph:13265,ad256df8-2d28-5540-93fd-ac47a1c3ac91,Items,1,tr:lh:1122,19840/3,,B 9298 / P,,,,,Nederlands,Noot
tg:lhph:284,4ae2ce6b-6885-55b3-9be0-6caa8dde7ac2,Items,1,tr:lh:7314,,isad:lh:92943,FVCA / P (1910-1919/10),,,,,Nederlands,Noot
tg:lhph:11258,3bd154ee-1563-5694-8378-a59f21828ac9,Items,1,tr:lh:3151,62894/1,,B 1333 / P,,,,,Nederlands,Noot
tg:lhph:11258,3bd154ee-1563-5694-8378-a59f21828ac9,Items,2,,234410/1,,B 1333 / P,,,,,Nederlands,Noot
tg:lhph:51503,1ca7ee4a-fe0a-5202-9e1b-72f493ac152e,Items,1,tr:lh:139964,,isad:lh:182271,,Bruikleen Vlaamse Gemeenschap - GLN000582,S 935 / 1058,,,Nederlands,Noot
tg:lhph:30010,62386ba1-a805-5917-b3c9-b70c27f92fde,Items,1,tr:lh:7634,212163/3,,G 354 / P,,,,,Nederlands,Noot
tg:lhph:3263,ff12b65e-15b2-5235-b334-a421154fa2b2,Items,1,tr:lh:5991,131386/98,isad:lh:93287,G 994 / P,,,,,Nederlands,Noot
tg:lhph:791,a3b44969-0042-505a-9877-981f315fbae0,Items,1,tr:lh:6167,142298/12,isad:lh:93029,B 7307 / P,,,,,Nederlands,Noot
tg:lhph:38420,53de228f-ee1c-5270-9a94-e02d9b17e022,Items,1,tr:lh:9510,218458/2440,isad:lh:95309,B 1183 / P (NEG00260/3/8A),,,,,Nederlands,Noot
tg:lhph:45110,350b7166-fdee-5066-83c5-deeb6e49a684,Items,1,,234851/12,isad:lh:94529,D 239 / P,,,,,Nederlands,Noot
tg:lhph:13770,578e0f99-0518-52c5-aede-5980bfbdcf8f,Items,1,tr:lh:1752,31197,,C 3217 / P,,,,,Nederlands,Noot
tg:lhph:16088,13edd63b-2e15-55cd-845f-82f2cb588a38,Items,1,tr:lh:3100,62237,,R 7793 / P,,,,,Nederlands,Noot
tg:lhph:12862,8c6fe643-d8d0-5dbf-831f-528f3aaa03b0,Items,1,,239888,,C 1421 / P,,,,,Nederlands,Noot
tg:lhph:24403,08346503-5cb5-565d-bc10-48f87e9cea34,Items,1,,119967/18-19,,N 107 / P,,,,,Nederlands,Noot
tg:lhph:21601,ebb6822c-b2ce-5b75-9c2b-3e5c5cc2959f,Items,1,tr:lh:7314,203646/30,isad:lh:92943,FVCA / P (Familie),,,,,Nederlands,Noot
tg:lhph:20913,42b5466f-eda8-548a-8258-ffbb6c76e4e7,Items,1,tr:lh:4543,87869/1,,H 6935 / P,,,,,Nederlands,Noot
tg:lhph:40312,5671674e-7063-50d3-be74-28b338675b17,Items,1,tr:lh:9510,218458/3017,isad:lh:95309,B 1183 / P (NEG00323/3/4),,,,,Nederlands,Noot
tg:lhph:16572,760b0216-c604-5683-8e4f-bfabca3e05d5,Items,1,tr:lh:2405,46376,,R 952 / P,,,,,Nederlands,Noot
tg:lhph:16572,760b0216-c604-5683-8e4f-bfabca3e05d5,Items,2,tr:lh:4739,91320/3,isad:lh:93471,R 952 / P,,,,,Nederlands,Noot
tg:lhph:9394,58d5cee8-e1f5-50be-9895-a2aa9e29f905,Items,1,tr:lh:7055,178652,,S 5756 / P,,,,,Nederlands,Noot
tg:lhph:48722,737c9025-4809-57b4-884a-374bd1da58cd,Items,1,tr:lh:9579,,isad:lh:126771,M 242 / P,,,,,Nederlands,Noot
tg:lhph:35212,92b8a56c-d6c5-5b44-b102-925b77974961,Items,1,tr:lh:3899,74479/5,,B 366 / P,,,,,Nederlands,Noot
tg:lhph:3799,f8c53691-e618-526f-8c43-8d8ca337643f,Items,1,tr:lh:6476,158757/19,isad:lh:92980,O 3945 / P,,,,,Nederlands,Noot
tg:lhph:19687,6dc9cba3-9154-5c7b-8756-774665ffbecb,Items,1,tr:lh:3134,63110/6,isad:lh:93789,S 8565 / P,,,,,Nederlands,Noot
tg:lhph:19687,6dc9cba3-9154-5c7b-8756-774665ffbecb,Items,2,tr:lh:7512,197730,,S 8565 / P,,,,,Nederlands,Noot
tg:lhph:6061,039b1a7f-f192-5b5e-b009-8a7f0fc405f1,Items,1,tr:lh:7176,179034/1,,Y 615 / P,,,,,Nederlands,Noot
tg:lhph:29231,8e57c499-7bc8-57e5-98d8-3269fd3ed857,Items,1,tr:lh:2713,53524/2,isad:lh:93479,V 724 / P,,,,,Nederlands,Noot
tg:lhph:18995,b903db15-f917-527e-96b3-e5fc078af737,Items,1,tr:lh:7859,203626/595,isad:lh:94873,M 224 / P (NEG0021/1/6),,,,,Nederlands,Noot
tg:lhph:30440,f3b56dc6-1c6c-5e61-92db-4f4ab98ec8c0,Items,1,tr:lh:9510,218458/240,isad:lh:95309,B 1183 / P (NEG0024/1/28),,,,,Nederlands,Noot
tg:lhph:48688,e1448c17-aa54-51f2-913f-6232afb3f2f5,Items,1,tr:lh:9579,,isad:lh:126771,M 977 / P,,,,,Nederlands,Noot
tg:lhph:37385,8fbf589f-1109-5088-8d0a-f445967d35de,Items,1,tr:lh:9510,218458/2143,isad:lh:95309,B 1183 / P (NEG00233/4/27),,,,,Nederlands,Noot
tg:lhph:3633,74dc04d6-a01e-551b-9584-e806e3ace946,Items,1,tr:lh:5448,106978/59,isad:lh:93416,A 1811 / P,,,,,Nederlands,Noot
tg:lhph:2921,07fcfb95-09fc-58ab-a513-b2e8e6d246a7,Items,1,tr:lh:6603,163140,isad:lh:93324,G 395 / P,,,,,Nederlands,Noot
tg:lhph:23796,1d690b03-e35d-5d52-89f9-b348c71f6beb,Items,1,tr:lh:7009,176400/25,isad:lh:93322,I 5578815 / P,,,,,Nederlands,Noot
tg:lhph:24053,2d0fa0b6-f24c-512b-9ca6-ceadd0ecf5d3,Items,1,tr:lh:6902,170898/13,isad:lh:95010,V 15507 / P,,,,,Nederlands,Noot
tg:lhph:42285,f7f30005-7c40-5425-873f-b1fc18081bea,Items,1,tr:lh:9913,147158/8,isad:lh:94302,B 76823 / P,,,,,Nederlands,Noot
tg:lhph:22884,011236d8-f14b-5e1a-9366-b648c21af352,Items,1,tr:lh:7859,203626/2441,isad:lh:94873,M 224 / P (NEG0080/6/34),,,,,Nederlands,Noot
tg:lhph:13320,7e11b320-7511-5b50-891a-edb36704c1da,Items,1,,102124/3,,B 8525 / P,,,,,Nederlands,Noot
tg:lhph:45540,6f02f971-2ec0-5a16-b797-fb01f7508d66,Items,1,,27381/743,,D 348 / P,,,,,Nederlands,Noot
tg:lhph:38070,373da3f7-b362-5583-a814-c4f123518053,Items,1,tr:lh:9510,218458/2319,isad:lh:95309,B 1183 / P (NEG00249/2/5A),,,,,Nederlands,Noot
tg:lhph:47087,c3c157c2-5b9f-5b78-998c-a374a17d9c05,Items,1,tr:lh:5832,123650/29,isad:lh:93067,F 162 / P,,,,,Nederlands,Noot
tg:lhph:16122,a292162f-f5f9-57cc-ba80-4ba4602c0425,Items,1,,98685/3,,G 314 / P,,,,,Nederlands,Noot
tg:lhph:40742,9e7b87ee-c6e4-597e-9fc9-de178f5c90c7,Items,1,tr:lh:7859,203626/2568,isad:lh:94873,M 224 / P (NEG0085/3/20),,,,,Nederlands,Noot
tg:lhph:26594,5b71c3a4-4dfe-5325-bada-da953ba8ea3b,Items,1,tr:lh:3478,68618/14,isad:lh:95153,P 245 / P,,,,,Nederlands,Noot
tg:lhph:41850,bba84f32-98e3-55a1-bf0d-c97b94ce1ad4,Items,1,tr:lh:2939,59356/13,isad:lh:93972,W 7072 / P,,,,,Nederlands,Noot
tg:lhph:21251,2dfa3759-b082-5290-909b-bbd3ce113848,Items,1,tr:lh:6807,168456/7,isad:lh:93612,S 9657 / P,,,,,Nederlands,Noot
tg:lhph:29661,3d5d8e64-0a35-5da9-b09a-bbeedf2ac0aa,Items,1,tr:lh:1122,19823/5,,G 943 / P,,,,,Nederlands,Noot
tg:lhph:29661,3d5d8e64-0a35-5da9-b09a-bbeedf2ac0aa,Items,2,tr:lh:1497,27321/13,,G 943 / P,,,,,Nederlands,Noot
tg:lhph:29661,3d5d8e64-0a35-5da9-b09a-bbeedf2ac0aa,Items,3,tr:lh:5824,122246,isad:lh:93637,G 943 / P,,,,,Nederlands,Noot
tg:lhph:34950,f33195a1-e138-5add-854b-1ba7a6a3d514,Items,1,tr:lh:3747,73649/5,,L 2254 / P,,,,,Nederlands,Noot
tg:lhph:53494,8fd11614-a703-5e1b-9a9b-8ecb658767fb,Items,1,tr:lh:139964,,isad:lh:163248,,Bruikleen Vlaamse Gemeenschap - STR12719,S 935 / 494,,,Nederlands,Noot
tg:lhph:35642,d6fff392-cf81-5e14-ba07-6fc163cd9fe0,Items,1,tr:lh:7281,179828/32,isad:lh:95489,L 319 / P,,,,,Nederlands,Noot
tg:lhph:48372,d564aa7c-7ea4-5b92-8fe0-9c492bf42007,Items,1,tr:lh:7872,,isad:lh:120111,S 59 /P,,,,,Nederlands,Noot
tg:lhph:28973,0cb6f430-dfaf-530c-a218-397e732607f2,Items,1,tr:lh:9947,235810/50-51,isad:lh:95275,PP 81 / P,,,,,Nederlands,Noot
tg:lhph:32187,aaed5426-f214-5f94-b679-4bff4fe3eda9,Items,1,tr:lh:9510,218458/761,isad:lh:95309,B 1183 / P (NEG0075/1/16),,,,,Nederlands,Noot
tg:lhph:6431,fd701f3f-58f1-5923-9679-cfc89e297129,Items,1,tr:lh:4767,92987/18,isad:lh:93777,Y 952 / P,,,,,Nederlands,Noot
tg:lhph:30913,8506845c-75ea-54c9-82e1-462efdf2579d,Items,1,tr:lh:7325,185996,,G 4372 / P,,,,,Nederlands,Noot
tg:lhph:2472,8783bf6d-9c92-5678-bffe-7c3c9d8aa323,Items,1,tr:lh:6342,234609/3,,G 395 / P,,,,,Nederlands,Noot
tg:lhph:31601,0e8cb9bf-0c0e-5798-bd9b-16d023baef87,Items,1,tr:lh:9510,218458/644,isad:lh:95309,B 1183 / P (NEG0061/3/8A),,,,,Nederlands,Noot
tg:lhph:12161,8f2faddb-f970-5a41-af44-b9a38a1a571d,Items,1,,105568/3,,B 6471 / P,,,,,Nederlands,Noot
tg:lhph:39231,1ba90611-c356-5762-a2bf-ed5b69a31627,Items,1,,75251/5,,M 3005 / P,,,,,Nederlands,Noot
tg:lhph:17699,7ef5c024-54db-557d-8f6f-a6471b69db6b,Items,1,,116354/5,,H 5235 / P,,,,,Nederlands,Noot
tg:lhph:25212,a6a70a91-fa6d-5ddc-8a66-12d14dc99baa,Items,1,tr:lh:1657,29595,,T 3465 / P,,,,,Nederlands,Noot
tg:lhph:45813,2733f47e-aecb-5038-b37b-af1055affa9b,Items,1,tr:lh:6989,174520/46,isad:lh:92953,D 715 / P,,,,,Nederlands,Noot
tg:lhph:20010,e0f628af-9af3-5258-9eb1-a1f60b2e1da3,Items,1,tr:lh:7859,203626/1226,isad:lh:94873,M 224 / P (NEG0044/7/16),,,,,Nederlands,Noot
tg:lhph:17363,04e2baab-f5fd-5229-95bd-176948aa2797,Items,1,tr:lh:2936,59296/32,isad:lh:93151,H 449 / P,,,,,Nederlands,Noot
tg:lhph:41503,176af6aa-7da7-58a9-9d93-f81621bdfaf4,Items,1,tr:lh:6796,169039/75,isad:lh:93791,ZZ 15 / P,,,,,Nederlands,Noot
tg:lhph:8585,dbbd98f1-171e-576c-8b9a-cadaed9a9fd7,Items,1,,119959/a,,V 716867 / P,,,,,Nederlands,Noot
tg:lhph:18096,95bdcf23-2455-5e18-8d76-da2eb810127a,Items,1,tr:lh:7859,203626/101,isad:lh:94873,M 224 / P (NEG0004/3/26),,,,,Nederlands,Noot
tg:lhph:2188,0ba2d5e2-d485-5fb9-84d7-d303ac61dea1,Items,1,tr:lh:5584,111577/81,isad:lh:93039,M 656 / P,,,,,Nederlands,Noot
tg:lhph:7670,9eca9424-be34-52e5-a0a8-80c207caed8b,Items,1,tr:lh:6886,171373/2452b,isad:lh:75691,S 935 / P,,,,,Nederlands,Noot
tg:lhph:34403,cf437f6a-23b8-558a-b01a-602a3f3eec2e,Items,1,tr:lh:9923,147617,,B 153 / P,,,,,Nederlands,Noot
tg:lhph:28420,d9996246-1a2c-5e5d-be39-b1fd8f3caef2,Items,1,,49740/2,,P 828 / P,,,,,Nederlands,Noot
tg:lhph:6962,0d1fff1c-d33a-5471-a08b-fca31e9d5f61,Items,1,,168580/6,isad:lh:92978,S 935 / P,,,,,Nederlands,Noot
tg:lhph:36594,2640fa21-9a95-574e-8e74-99d62cdfddae,Items,1,tr:lh:1492,27493/387,,B 435 / P,,,,,Nederlands,Noot
tg:lhph:36594,2640fa21-9a95-574e-8e74-99d62cdfddae,Items,2,tr:lh:2936,59298/3,isad:lh:93151,B 435 / P,,,,,Nederlands,Noot
tg:lhph:36594,2640fa21-9a95-574e-8e74-99d62cdfddae,Items,3,tr:lh:5817,122065/6,isad:lh:95031,B 435 / P,,,,,Nederlands,Noot
tg:lhph:51850,008c71e5-7646-57d4-9481-43d3b17b1b0e,Items,1,,235698/1-4,isad:lh:93287,G 994 / P,,,,,Nederlands,Noot
tg:lhph:2022,65fe012e-beee-5b72-a264-a9c43996b857,Items,1,tr:lh:9946,235438/150,isad:lh:93182,P 45 / P,,,,,Nederlands,Noot
tg:lhph:31251,ca281a6f-6202-5e20-9f99-c9b22a6ff0b8,Items,1,tr:lh:1447,25301,isad:lh:95341,J 2503 / P,,,,,Nederlands,Noot
tg:lhph:31251,ca281a6f-6202-5e20-9f99-c9b22a6ff0b8,Items,2,tr:lh:2303,43638/3,isad:lh:93522,J 2503 / P,,,,,Nederlands,Noot
tg:lhph:49099,8495f121-22e8-5d23-9c79-ebdbdee18018,Items,1,tr:lh:128702,,,K 7145 / P,,,,,Nederlands,Noot
tg:lhph:25642,7f4c0d8d-a8cc-5693-90d6-5e1ddf71902b,Items,1,tr:lh:7764,201222/1,,C 2756 / P,,,,,Nederlands,Noot
tg:lhph:22187,f221214d-5cc0-5109-ba43-07d0fe84fd02,Items,1,tr:lh:139964,,isad:lh:182279,,Bruikleen Vlaamse Gemeenschap - GLN000586,S 935 / 1058,,,Nederlands,Noot
tg:lhph:22187,f221214d-5cc0-5109-ba43-07d0fe84fd02,Items,2,tr:lh:139964,,isad:lh:182279,,Bruikleen Vlaamse Gemeenschap - STR10995,S 935 / 486,,,Nederlands,Noot
tg:lhph:38973,624a6749-ced6-525c-8bcd-1f3e2a277b67,Items,1,tr:lh:5200,102844/4,,M 2355 / P (II),,,,,Nederlands,Noot
tg:lhph:39661,5aa78c2b-db24-58fe-aec7-4953f8f13eb8,Items,1,tr:lh:6989,174489/11,isad:lh:92953,M 4073 / P,,,,,Nederlands,Noot
tg:lhph:44351,b16782d2-5c90-5830-b3ce-70e8f0a62182,Items,1,,220195,,D 2375 / P,,,,,Nederlands,Noot
tg:lhph:12531,16a20c02-c73c-5c89-a7de-13f672d09634,Items,1,tr:lh:5832,123657/10,isad:lh:93067,B 8758 / P,,,,,Nederlands,Noot
tg:lhph:24950,d58cd0fe-088d-5cad-9afc-a380586c3e9a,Items,1,tr:lh:6794,168277/1-23,isad:lh:173052,O 203 / P,,,,,Nederlands,Noot
tg:lhph:43494,aeaa74c2-ade1-5466-abe8-529d21a7b92c,Items,1,tr:lh:6007,132739,isad:lh:93627,S 497 / P (GF),,,,,Nederlands,Noot
tg:lhph:41153,7d2bf4f4-e808-5a73-9900-753d69eeffde,Items,1,tr:lh:6989,174498/21,isad:lh:93721,M 6864 / P,,,,,Nederlands,Noot
tg:lhph:41153,7d2bf4f4-e808-5a73-9900-753d69eeffde,Items,2,tr:lh:6989,174613/2,isad:lh:93721,M 6864 / P,,,,,Nederlands,Noot
tg:lhph:17733,734a9474-7109-505d-9eb9-2941959ec622,Items,1,tr:lh:4212,81358/9,isad:lh:92998,S 7035 / P,,,,,Nederlands,Noot
tg:lhph:46696,feb52228-abaf-5f23-af85-5bea6eeda30a,Items,1,tr:lh:3099,62186/53,isad:lh:95865,D 9565 / P,,,,,Nederlands,Noot
tg:lhph:20440,ed0121f7-6a35-5867-ad6a-5e8aa74fc6c0,Items,1,tr:lh:7859,203626/1439,isad:lh:94873,M 224 / P (NEG0051/2/6),,,,,Nederlands,Noot
tg:lhph:47984,2493b240-fd9b-50f9-a433-aa4f443cfe0f,Items,1,tr:lh:7336,,isad:lh:117930,S 59 /P,,,,,Nederlands,Noot
tg:lhph:16821,be014964-c3d0-533f-bc1e-6fbf41b4a679,Items,1,tr:lh:3755,72198/2,isad:lh:93990,S 172 / P,,,,,Nederlands,Noot
tg:lhph:27385,dad9cefb-1a1e-5281-a73d-4b7f07138154,Items,1,tr:lh:4231,81775/68,isad:lh:93123,V 36695 / P,,,,,Nederlands,Noot
tg:lhph:52285,e4530312-0808-506e-a297-ce5129dff648,Items,1,tr:lh:139964,,isad:lh:161040,,Bruikleen Vlaamse Gemeenschap - STR10145,S 935 / 482,,,Nederlands,Noot
tg:lhph:28070,9808c96b-d3ea-5911-b7a7-809bdac19a00,Items,1,tr:lh:3839,74036/6,,V 36695 / P,,,,,Nederlands,Noot
tg:lhph:32884,df1a5ac1-3a87-5d86-96db-8ca4118647b2,Items,1,tr:lh:5552,110081/221,isad:lh:94734,K 162 / P,,,,,Nederlands,Noot
tg:lhph:33796,66b02669-44b2-5667-b3f4-8ee27168e12f,Items,1,tr:lh:9510,218458/1147,isad:lh:95309,B 1183 / P (NEG00118/2/10),,,,,Nederlands,Noot
tg:lhph:7220,362bc34e-994b-5563-afd2-4e90340e75ad,Items,1,tr:lh:3837,74033/2,,V 1521 / P,,,,,Nederlands,Noot
tg:lhph:34053,e0e70d95-8313-52a9-ba47-008f7a47d238,Items,1,tr:lh:3733,72408,,B 1333 / P (Portretten 1920-1945),,,,,Nederlands,Noot
tg:lhph:26347,609c7af5-877c-5c55-acae-8b2b9cd2bcc8,Items,1,tr:lh:6602,163107/5,isad:lh:95147,T 4045 / P,,,,,Nederlands,Noot
tg:lhph:46946,df66a4d9-a196-5bfe-8e7a-fcf9273837cd,Items,1,tr:lh:5834,122673/30,isad:lh:92962,E 2545 / P,,,,,Nederlands,Noot
tg:lhph:21482,c28a4889-91ee-5e16-9232-727d415f8af2,Items,1,tr:lh:7314,203647/108,isad:lh:92944,FVCA / P (Derden),,,,,Nederlands,Noot
