ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,ire.isaar.uuid,ire.isaar.id,Connected Subject Role,Connected Subject Widget,Connected Subject Identifier,source role,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,ISAAR Brocade ID,Original Entity Type,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
d16adbce-f709-5110-b273-d09c039068e5,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:220/N,brocade url,False,,,,,,,,,,,,,,,,
d16adbce-f709-5110-b273-d09c039068e5,tg:mpmre:220,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""06285b58-6652-58a3-a1af-5bd8307ff995"", ""ontologyProperty"": """", ""resourceXresourceId"": ""de2863f2-f8f9-4855-bbb8-d7e13896a69c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
d16adbce-f709-5110-b273-d09c039068e5,tg:mpmre:220,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carnet de Francfort, september 1598",titles proper,Dutch (language),,,,
d16adbce-f709-5110-b273-d09c039068e5,tg:mpmre:220,e73_Titles,2,id.title/subTitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notitieboekje van de boekhandel op de septemberfoor van Frankfurt in 1598,constructed titles,Dutch (language),,,,
d1cafecc-8d43-5d6a-8756-c93cc9088eea,tg:mpmre:129,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:129,https://data.museumplantinmoretus.be/ark:/11975/d1cafecc-8d43-5d6a-8756-c93cc9088eea,Registers,,,,,,,
d1cafecc-8d43-5d6a-8756-c93cc9088eea,tg:mpmre:129,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat vooraan een staat met de kosten per editie voor het zetten en drukken en de oplage voor de periode 1590-1602 (fol. 2 verso - 21 recto)</p>
","<p>Bevat vooraan een staat met de kosten per editie voor het zetten en drukken en de oplage voor de periode 1590-1602 (fol. 2 verso - 21 recto)</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1cafecc-8d43-5d6a-8756-c93cc9088eea,tg:mpmre:129,e73_AssociatedRecords,1,,,,,,mpmre,A,volgend register,tg:mpmre:130,Verwijzing naar MPM objectbeschrijvingen,5ce4ac66-4c37-5678-8c75-753e55cbe92a,"[{""resourceId"": ""5ce4ac66-4c37-5678-8c75-753e55cbe92a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""91a7cf74-40a6-4c9f-8b25-2cf728911963"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1cafecc-8d43-5d6a-8756-c93cc9088eea,tg:mpmre:129,e73_AssociatedRecords,2,,,,,,mpmre,,vorig register,tg:mpmre:128,Verwijzing naar MPM objectbeschrijvingen,49640d30-f1cd-5caf-b4f8-543c9fa9847e,"[{""resourceId"": ""49640d30-f1cd-5caf-b4f8-543c9fa9847e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1143e888-3c9c-4f8f-b4c3-b322c79e7dd4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1cafecc-8d43-5d6a-8756-c93cc9088eea,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b78b37d3-1662-47e5-b202-a01c6efd5ee8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3bf26e24-1f76-4dfb-8293-d25ce177b8eb"", ""inverseOntologyProperty"": """"}]"
d1cafecc-8d43-5d6a-8756-c93cc9088eea,tg:mpmre:129,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594,1709,No Copyright - Public Domain Mark 1.0,
d1cafecc-8d43-5d6a-8756-c93cc9088eea,tg:mpmre:129,e73_CreationActors,1,,,,,,,,,,,,,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,,,,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1cafecc-8d43-5d6a-8756-c93cc9088eea,tg:mpmre:129,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15940108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1cafecc-8d43-5d6a-8756-c93cc9088eea,tg:mpmre:129,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16021224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1cafecc-8d43-5d6a-8756-c93cc9088eea,tg:mpmre:129,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,1594-01-08,,1602-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1cafecc-8d43-5d6a-8756-c93cc9088eea,tg:mpmre:129,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,
d1cafecc-8d43-5d6a-8756-c93cc9088eea,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000124,referentienummer,False,,,,,,,,,,,,,,,,
d1cafecc-8d43-5d6a-8756-c93cc9088eea,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:129,brocade id,False,,,,,,,,,,,,,,,,
d1cafecc-8d43-5d6a-8756-c93cc9088eea,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:129/N,brocade url,False,,,,,,,,,,,,,,,,
d1cafecc-8d43-5d6a-8756-c93cc9088eea,tg:mpmre:129,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""afb15201-e7a4-5df8-aa17-6865a0fad380"", ""ontologyProperty"": """", ""resourceXresourceId"": ""03ea115e-fd2f-46b3-b661-7851954008f5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
d1cafecc-8d43-5d6a-8756-c93cc9088eea,tg:mpmre:129,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memoriaal van de wekelijkse betalingen aan de werklieden 1594-1602,titles proper,Dutch (language),,,,
d1cafecc-8d43-5d6a-8756-c93cc9088eea,tg:mpmre:129,e73_Titles,2,id.title/in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepmaines des compagnons commencans en l'an 1594 en janvier finissant en decembre 1602,incipits,French (language),,,,
d1edf711-b7f0-5c83-88a6-cec0db16bfec,tg:mpmre:54,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:54,https://data.museumplantinmoretus.be/ark:/11975/d1edf711-b7f0-5c83-88a6-cec0db16bfec,Registers,,,,,,,
d1edf711-b7f0-5c83-88a6-cec0db16bfec,tg:mpmre:54,e73_AssociatedRecords,1,,,,,,mpmre,YY,volgend register,tg:mpmre:55,Verwijzing naar MPM objectbeschrijvingen,7e33a179-d2de-563a-a439-6fc55611c1e6,"[{""resourceId"": ""7e33a179-d2de-563a-a439-6fc55611c1e6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8114140a-c7eb-46b3-a5cf-e7ed79019ce1"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1edf711-b7f0-5c83-88a6-cec0db16bfec,tg:mpmre:54,e73_AssociatedRecords,2,,,,,,mpmre,VV,vorig register,tg:mpmre:53,Verwijzing naar MPM objectbeschrijvingen,f84d385f-eb42-539b-95e2-75144fc56e6a,"[{""resourceId"": ""f84d385f-eb42-539b-95e2-75144fc56e6a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b4d9b1bb-0320-497c-9993-e0a5fe37dda2"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1edf711-b7f0-5c83-88a6-cec0db16bfec,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""de6d220e-2837-4ce7-bd94-994fea6c09d8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""12c2afb8-7671-4aa6-b2ca-56f36b5ad7f2"", ""inverseOntologyProperty"": """"}]"
d1edf711-b7f0-5c83-88a6-cec0db16bfec,tg:mpmre:54,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598,1713,No Copyright - Public Domain Mark 1.0,
d1edf711-b7f0-5c83-88a6-cec0db16bfec,tg:mpmre:54,e73_CreationActors,1,,,,,,,,,,,,,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,,,,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1edf711-b7f0-5c83-88a6-cec0db16bfec,tg:mpmre:54,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15980300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1edf711-b7f0-5c83-88a6-cec0db16bfec,tg:mpmre:54,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,1598-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1edf711-b7f0-5c83-88a6-cec0db16bfec,tg:mpmre:54,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,
d1edf711-b7f0-5c83-88a6-cec0db16bfec,tg:mpmre:54,e73_Languages,2,kenmerken.mpmlanguage,lat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin (language),,,,,,,,,,,,,,,,,,,
d1edf711-b7f0-5c83-88a6-cec0db16bfec,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000049,referentienummer,False,,,,,,,,,,,,,,,,
d1edf711-b7f0-5c83-88a6-cec0db16bfec,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:54,brocade id,False,,,,,,,,,,,,,,,,
d1edf711-b7f0-5c83-88a6-cec0db16bfec,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:54/N,brocade url,False,,,,,,,,,,,,,,,,
d1edf711-b7f0-5c83-88a6-cec0db16bfec,tg:mpmre:54,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8e8fbc95-5645-5dfb-b4e9-16f26314f3b2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""08d84e07-10f0-48a2-a24e-bbd2d08623e5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
d1edf711-b7f0-5c83-88a6-cec0db16bfec,tg:mpmre:54,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cahier de Francfort, vasten 1598",titles proper,Dutch (language),,,,
d1edf711-b7f0-5c83-88a6-cec0db16bfec,tg:mpmre:54,e73_Titles,2,id.title/subTitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journaal van de boekhandel op de vastenfoor van Frankfurt in 1598,constructed titles,Dutch (language),,,,
d1edf711-b7f0-5c83-88a6-cec0db16bfec,tg:mpmre:54,e73_Titles,3,id.title/in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quadragesima 1598 XX PLNT,incipits,Latin (language),,,,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,tg:mpmak:106,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:106,https://data.museumplantinmoretus.be/ark:/11975/d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,Akten,,,,,,,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""ddb808f3-c80b-4bbc-baa1-12dc23189401"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c6729405-2d31-4b04-be7a-f8d891dee37e"", ""inverseOntologyProperty"": """"}]"
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,tg:mpmak:106,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,1784,No Copyright - Public Domain Mark 1.0,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,tg:mpmak:106,e73_CreationActors,1,,,,,,,,,,,,,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,,,,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,tg:mpmak:106,e73_CreationActors,2,,,,,,,,,,,,,f22cf2fc-edf8-5169-b668-4176437aa82e,au::109062,,,,va,recipients (people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,tg:mpmak:106,e73_CreationActors,3,,,,,,,,,,,,,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,,,,opd,writers (clerical workers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,tg:mpmak:106,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16690813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,tg:mpmak:106,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,1669-08-13,datum na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,tg:mpmak:106,e73_Descriptions,1.0,note.mpmcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Bevat een overzicht van de wederzijdse aankopen tussen 04/07/1665 en 13/08/1669</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,tg:mpmak:106,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/ak/000000094,referentienummer,False,,,,,,,,,,,,,,,,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmak:106,brocade id,False,,,,,,,,,,,,,,,,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmak:106/N,brocade url,False,,,,,,,,,,,,,,,,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,tg:mpmak:106,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""12a5afd6-2229-524e-a240-ab9e84df5173"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9a77f65a-8abd-4b52-b0b1-a9f34d1cb315"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,tg:mpmak:106,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rekening-courant van Balthasar II Moretus voor Lucas de Potter,titles proper,Dutch (language),,,,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,tg:mpmak:106,e73_Titles,2,id.title/in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sr. Lucas de Potter boeckvercooper tot Antwerpen debet aen Balthasar Moretus,incipits,Dutch (language),,,,
d1fe4e54-d52e-574c-a941-ce53c0e0439d,tg:mpmre:369,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:369,https://data.museumplantinmoretus.be/ark:/11975/d1fe4e54-d52e-574c-a941-ce53c0e0439d,Registers,,,,,,,
d1fe4e54-d52e-574c-a941-ce53c0e0439d,tg:mpmre:369,e73_AssociatedRecords,1,,,,,,mpmre,,volgend register,tg:mpmre:370,Verwijzing naar MPM objectbeschrijvingen,6c96059d-ad56-5a86-a40d-fc32c384a070,"[{""resourceId"": ""6c96059d-ad56-5a86-a40d-fc32c384a070"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c4f438a3-fca7-4f3d-971a-16b5bc2c21b9"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1fe4e54-d52e-574c-a941-ce53c0e0439d,tg:mpmre:369,e73_AssociatedRecords,2,,,,,,mpmre,,vorig register,tg:mpmre:368,Verwijzing naar MPM objectbeschrijvingen,dec49f1e-fe7e-5757-8a38-0641b860544e,"[{""resourceId"": ""dec49f1e-fe7e-5757-8a38-0641b860544e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""60148051-10ad-4c2e-9f65-682ec469b824"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1fe4e54-d52e-574c-a941-ce53c0e0439d,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""5c5b5296-a7b9-4584-a9a8-13408dfd3ff2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""81350a53-fd33-465b-a9e6-2b0deb99e937"", ""inverseOntologyProperty"": """"}]"
d1fe4e54-d52e-574c-a941-ce53c0e0439d,tg:mpmre:369,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634,1749,No Copyright - Public Domain Mark 1.0,
d1fe4e54-d52e-574c-a941-ce53c0e0439d,tg:mpmre:369,e73_CreationActors,1,,,,,,,,,,,,,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,,,,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1fe4e54-d52e-574c-a941-ce53c0e0439d,tg:mpmre:369,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16340101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1fe4e54-d52e-574c-a941-ce53c0e0439d,tg:mpmre:369,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16341230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1fe4e54-d52e-574c-a941-ce53c0e0439d,tg:mpmre:369,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,1634-01-01,,1634-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1fe4e54-d52e-574c-a941-ce53c0e0439d,tg:mpmre:369,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,
d1fe4e54-d52e-574c-a941-ce53c0e0439d,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000364,referentienummer,False,,,,,,,,,,,,,,,,
d1fe4e54-d52e-574c-a941-ce53c0e0439d,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:369,brocade id,False,,,,,,,,,,,,,,,,
d1fe4e54-d52e-574c-a941-ce53c0e0439d,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:369/N,brocade url,False,,,,,,,,,,,,,,,,
d1fe4e54-d52e-574c-a941-ce53c0e0439d,tg:mpmre:369,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""3cd19508-3ded-5853-aaa8-0bbc16cead9e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e7966e97-e974-42d9-9111-348932bcd8fb"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
d1fe4e54-d52e-574c-a941-ce53c0e0439d,tg:mpmre:369,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journaal 1634,titles proper,Dutch (language),,,,
d1fe4e54-d52e-574c-a941-ce53c0e0439d,tg:mpmre:369,e73_Titles,2,id.title/ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journal de l'an 1634 signe ZZ,incipits,French (language),,,,
d24d9574-5166-5163-aa12-96df01aa9354,tg:mpmak:56,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:56,https://data.museumplantinmoretus.be/ark:/11975/d24d9574-5166-5163-aa12-96df01aa9354,Akten,,,,,,,
d24d9574-5166-5163-aa12-96df01aa9354,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""0431e096-2cb6-4863-831c-97ed9ce7bb95"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0cf7c667-d6e8-4a9d-b656-1c5fcb1704b7"", ""inverseOntologyProperty"": """"}]"
d24d9574-5166-5163-aa12-96df01aa9354,tg:mpmak:56,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601,1716,No Copyright - Public Domain Mark 1.0,
d24d9574-5166-5163-aa12-96df01aa9354,tg:mpmak:56,e73_CreationActors,1,,,,,,,,,,,,,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,,,,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d24d9574-5166-5163-aa12-96df01aa9354,tg:mpmak:56,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16010300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d24d9574-5166-5163-aa12-96df01aa9354,tg:mpmak:56,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,1601-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d24d9574-5166-5163-aa12-96df01aa9354,tg:mpmak:56,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,
d24d9574-5166-5163-aa12-96df01aa9354,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/ak/000000047,referentienummer,False,,,,,,,,,,,,,,,,
d24d9574-5166-5163-aa12-96df01aa9354,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmak:56,brocade id,False,,,,,,,,,,,,,,,,
d24d9574-5166-5163-aa12-96df01aa9354,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmak:56/N,brocade url,False,,,,,,,,,,,,,,,,
