Object Number,Record Type,URL,ResourceID,Reference Number,Carrier Type,Transcription ID,Status,Access Type,Keeper,Object Identifier,Transcription URL,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:mpmre:629,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:629/N,745421ec-77a6-5e0c-bfe5-dccbb5289b09,BE-ANN00/re/000000617,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/745421ec-77a6-5e0c-bfe5-dccbb5289b09,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:279,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:279/N,612a891b-f47c-5624-b813-4a618b58d3ee,BE-ANN00/re/000000274,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/612a891b-f47c-5624-b813-4a618b58d3ee,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:296,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:296/N,62049036-e0bd-56fd-9eb9-a2617bad80ae,BE-ANN00/re/000000291,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/62049036-e0bd-56fd-9eb9-a2617bad80ae,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:453,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:453/N,9be39c7d-1ec5-529b-a869-ba4d2c82fd1a,BE-ANN00/re/000000448,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/9be39c7d-1ec5-529b-a869-ba4d2c82fd1a,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:516,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:516/N,2603deee-43c4-5a59-84f7-1ee1f158f6ae,BE-ANN00/re/000000511,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/2603deee-43c4-5a59-84f7-1ee1f158f6ae,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:146,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:146/N,63ff66ea-7c31-5a57-8dbf-7796c51bfa80,BE-ANN00/re/000000142,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/63ff66ea-7c31-5a57-8dbf-7796c51bfa80,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:280,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:280/N,22a83333-18ba-5c56-a70f-0312a789f104,BE-ANN00/re/000000275,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/22a83333-18ba-5c56-a70f-0312a789f104,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:404,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:404/N,dd63186c-a3cd-592a-90ec-8ab9b461775f,BE-ANN00/re/000000399,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/dd63186c-a3cd-592a-90ec-8ab9b461775f,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:49,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:49/N,4ded8afb-14d0-5ab0-9f19-ae6afe67e9bd,BE-ANN00/re/000000044,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4ded8afb-14d0-5ab0-9f19-ae6afe67e9bd,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:111,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:111/N,34aead91-64c2-5af6-8ce0-e34ca76adfd5,BE-ANN00/re/000000106,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/34aead91-64c2-5af6-8ce0-e34ca76adfd5,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:541,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:541/N,cbae2ec1-9bd2-5c3e-b96a-68b669ab7158,BE-ANN00/re/000000535,carbon paper,,transcriptions (documents),,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/cbae2ec1-9bd2-5c3e-b96a-68b669ab7158,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:392,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:392/N,c9c4aa5e-4005-542b-b9f4-74fb03297af2,BE-ANN00/re/000000387,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/c9c4aa5e-4005-542b-b9f4-74fb03297af2,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:668,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:668/N,79f7b44b-701a-56b1-a919-8e617d7a3431,BE-ANN00/re/000000656,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/79f7b44b-701a-56b1-a919-8e617d7a3431,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:238,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:238/N,f82b7e2e-9261-506a-bebf-aa43126e147d,BE-ANN00/re/000000233,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f82b7e2e-9261-506a-bebf-aa43126e147d,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:687,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:687/N,d3a4488a-cdc5-58e6-9635-d51e1c26fb82,BE-ANN00/re/000000674,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d3a4488a-cdc5-58e6-9635-d51e1c26fb82,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:393,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:393/N,835343b2-b5be-51a9-8222-4343be59b08f,BE-ANN00/re/000000388,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/835343b2-b5be-51a9-8222-4343be59b08f,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:669,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:669/N,8657ee74-5c45-53d3-80fb-8cddee295f13,BE-ANN00/re/000000657,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/8657ee74-5c45-53d3-80fb-8cddee295f13,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:239,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:239/N,ded30abd-e3db-59db-a0e8-c924d1186ddf,BE-ANN00/re/000000234,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ded30abd-e3db-59db-a0e8-c924d1186ddf,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:686,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:686/N,fa5648fc-e83b-5bd5-8259-261a63d24d70,BE-ANN00/re/000000673,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/fa5648fc-e83b-5bd5-8259-261a63d24d70,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:405,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:405/N,a032b4a4-6ab0-516e-8472-68cc4fcc2ca3,BE-ANN00/re/000000400,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/a032b4a4-6ab0-516e-8472-68cc4fcc2ca3,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:48,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:48/N,84b6db47-b2b4-5555-9211-f87be1d1187a,BE-ANN00/re/000000043,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/84b6db47-b2b4-5555-9211-f87be1d1187a,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:110,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:110/N,8dbb6f83-0035-572a-abad-284d3dabe2d2,BE-ANN00/re/000000105,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/8dbb6f83-0035-572a-abad-284d3dabe2d2,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:540,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:540/N,8722c1f4-775c-5905-a260-b4ec3d2d6e58,BE-ANN00/re/000000534,carbon paper,,transcriptions (documents),,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/8722c1f4-775c-5905-a260-b4ec3d2d6e58,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:281,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:281/N,5838f32d-8cce-50d7-9291-fa62371eb4ba,BE-ANN00/re/000000276,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/5838f32d-8cce-50d7-9291-fa62371eb4ba,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:452,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:452/N,4fe139ae-f93a-567d-a7ad-122b2193428f,BE-ANN00/re/000000447,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4fe139ae-f93a-567d-a7ad-122b2193428f,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:517,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:517/N,71fd73a7-1c26-54f5-bfb2-6a90b197a887,BE-ANN00/re/000000512,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/71fd73a7-1c26-54f5-bfb2-6a90b197a887,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:147,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:147/N,5a163bd1-8b99-55e4-8091-6997a98b0f37,BE-ANN00/re/000000143,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/5a163bd1-8b99-55e4-8091-6997a98b0f37,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:628,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:628/N,20c17370-1a5a-503d-b468-a302ea96b748,BE-ANN00/re/000000616,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/20c17370-1a5a-503d-b468-a302ea96b748,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:278,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:278/N,5d9490b1-1e6d-5633-b8a8-abc5f4b46b69,BE-ANN00/re/000000273,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/5d9490b1-1e6d-5633-b8a8-abc5f4b46b69,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:297,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:297/N,0dcb1b3f-a8c1-51c8-b77a-8f7d7985d4b5,BE-ANN00/re/000000292,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/0dcb1b3f-a8c1-51c8-b77a-8f7d7985d4b5,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:444,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:444/N,7176436a-692c-5f70-aec5-a9770d3cc985,BE-ANN00/re/000000439,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/7176436a-692c-5f70-aec5-a9770d3cc985,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:151,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:151/N,94b6906e-46a8-52a1-bb73-5a445f1153ed,BE-ANN00/re/000000147,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/94b6906e-46a8-52a1-bb73-5a445f1153ed,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:501,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:501/N,95942d90-426e-570f-a9dc-cad72e91523b,BE-ANN00/re/000000496,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/95942d90-426e-570f-a9dc-cad72e91523b,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:385,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:385/N,8676bb53-61e6-5ac3-8be6-85fe6cf3da17,BE-ANN00/re/000000380,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/8676bb53-61e6-5ac3-8be6-85fe6cf3da17,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:690,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:690/N,f97cf5df-52f6-5cac-b96e-8a595dfe504a,BE-ANN00/re/000000677,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f97cf5df-52f6-5cac-b96e-8a595dfe504a,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:413,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:413/N,d445760b-be21-5a95-977e-9c676e5c94b3,BE-ANN00/re/000000408,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d445760b-be21-5a95-977e-9c676e5c94b3,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:556,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:556/N,d13b3a96-102b-59af-aaa9-9678ee81989e,BE-ANN00/re/000000550,carbon paper,,drafts (documents),,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d13b3a96-102b-59af-aaa9-9678ee81989e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:106,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:106/N,ab4a8370-5bbd-55de-860f-1d4dea5a60ee,BE-ANN00/re/000000101,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ab4a8370-5bbd-55de-860f-1d4dea5a60ee,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:311,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:311/N,d397a9a2-e27e-5fab-af18-0cca0ddfcf62,BE-ANN00/re/000000306,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d397a9a2-e27e-5fab-af18-0cca0ddfcf62,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:254,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:254/N,1aae48b7-ecb6-5df8-879a-3671a1890202,BE-ANN00/re/000000249,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/1aae48b7-ecb6-5df8-879a-3671a1890202,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:487,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:487/N,818bea20-4d9f-5947-b181-a38cfc4ff1e9,BE-ANN00/re/000000482,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/818bea20-4d9f-5947-b181-a38cfc4ff1e9,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:25,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:25/N,a2748957-bb33-558c-abf6-fe1ae563e2c7,BE-ANN00/re/000000020,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/a2748957-bb33-558c-abf6-fe1ae563e2c7,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:192,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:192/N,4afbcb3e-2564-5bce-abc4-c7d32de04185,BE-ANN00/re/000000188,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4afbcb3e-2564-5bce-abc4-c7d32de04185,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:468,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:468/N,f30bfd20-e40d-59ac-897f-184565cae69a,BE-ANN00/re/000000463,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f30bfd20-e40d-59ac-897f-184565cae69a,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:346,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:346/N,27cfdf9c-159d-5728-83d8-8a6be005fdf6,BE-ANN00/re/000000341,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/27cfdf9c-159d-5728-83d8-8a6be005fdf6,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:653,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:653/N,26126f05-5dd7-5b3e-a75b-4d2001ac944e,BE-ANN00/re/000000641,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/26126f05-5dd7-5b3e-a75b-4d2001ac944e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:203,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:203/N,075d42ae-e647-5472-9291-a2f1d0b7494e,BE-ANN00/re/000000198,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/075d42ae-e647-5472-9291-a2f1d0b7494e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:72,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:72/N,da5a28a6-8199-5e6e-aa5a-c3204bf2e6f6,BE-ANN00/re/000000067,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/da5a28a6-8199-5e6e-aa5a-c3204bf2e6f6,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:595,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:595/N,afb34483-c032-51f5-8bce-30ee0d7f2fa5,BE-ANN00/re/000000585,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/afb34483-c032-51f5-8bce-30ee0d7f2fa5,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:350,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:350/N,6222a6c9-2b02-54f1-84a9-b8a3e8ab2738,BE-ANN00/re/000000345,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/6222a6c9-2b02-54f1-84a9-b8a3e8ab2738,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:700,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:700/N,9895694c-d754-5e16-a7a8-fac77cbb6672,BE-ANN00/re/000000687,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/9895694c-d754-5e16-a7a8-fac77cbb6672,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:215,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:215/N,4c78b73f-8e37-5cc2-a915-88b3978fd56c,BE-ANN00/re/000000210,carbon paper,,drafts (documents),,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4c78b73f-8e37-5cc2-a915-88b3978fd56c,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:645,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:645/N,30aaa080-48f5-55b7-9ae7-039c41049852,BE-ANN00/re/000000633,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/30aaa080-48f5-55b7-9ae7-039c41049852,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:64,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:64/N,57b1da68-87d2-50de-8878-9e289aa36f6f,BE-ANN00/re/000000059,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/57b1da68-87d2-50de-8878-9e289aa36f6f,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:429,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:429/N,f3bb0035-1cf6-592b-8541-2cb26067678b,BE-ANN00/re/000000424,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f3bb0035-1cf6-592b-8541-2cb26067678b,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:307,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:307/N,a6e76a64-3528-55c4-9466-1bc95ddd043e,BE-ANN00/re/000000302,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/a6e76a64-3528-55c4-9466-1bc95ddd043e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:612,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:612/N,0c249fbd-9e0f-5d19-bb8d-7f8dec03c739,BE-ANN00/re/000000599,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/0c249fbd-9e0f-5d19-bb8d-7f8dec03c739,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:242,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:242/N,22a17cb9-f167-52a7-b219-ebd58a9c080a,BE-ANN00/re/000000237,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/22a17cb9-f167-52a7-b219-ebd58a9c080a,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:33,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:33/N,c8dc76af-9536-5e6b-8709-3f26809875fe,BE-ANN00/re/000000028,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/c8dc76af-9536-5e6b-8709-3f26809875fe,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:491,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:491/N,299e3616-1450-57d8-b05b-951073008f69,BE-ANN00/re/000000486,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/299e3616-1450-57d8-b05b-951073008f69,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:184,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:184/N,4e2dd09e-f648-5fa0-8835-1b75db0d69dc,BE-ANN00/re/000000180,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4e2dd09e-f648-5fa0-8835-1b75db0d69dc,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:409,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:409/N,aad1c9f5-4e67-5e9d-9713-009fa9735da0,BE-ANN00/re/000000404,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/aad1c9f5-4e67-5e9d-9713-009fa9735da0,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:44,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:44/N,b054a520-6a61-582e-b462-0165d2b2f5b6,BE-ANN00/re/000000039,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/b054a520-6a61-582e-b462-0165d2b2f5b6,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:235,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:235/N,7a49208c-2fca-5c1e-9682-99ae43719891,BE-ANN00/re/000000230,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/7a49208c-2fca-5c1e-9682-99ae43719891,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:665,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:665/N,f11aef1a-f95c-5158-a44f-d0bfff584292,BE-ANN00/re/000000653,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f11aef1a-f95c-5158-a44f-d0bfff584292,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:370,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:370/N,6c96059d-ad56-5a86-a40d-fc32c384a070,BE-ANN00/re/000000365,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/6c96059d-ad56-5a86-a40d-fc32c384a070,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:13,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:13/N,86c3e469-76ac-5ad1-ae14-27d5194ce2d7,BE-ANN00/re/000000008,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/86c3e469-76ac-5ad1-ae14-27d5194ce2d7,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:632,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:632/N,b5f4db79-c66f-5532-8c5d-b687645a8fc7,BE-ANN00/re/000000620,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/b5f4db79-c66f-5532-8c5d-b687645a8fc7,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:262,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:262/N,2942fc43-29c1-54e3-8d46-f6564d2a1047,BE-ANN00/re/000000257,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/2942fc43-29c1-54e3-8d46-f6564d2a1047,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:327,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:327/N,cb1db0b5-fe1b-5995-aa61-0b4e729cda29,BE-ANN00/re/000000322,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/cb1db0b5-fe1b-5995-aa61-0b4e729cda29,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:448,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:448/N,c12b4d42-ff2d-5d17-a063-dfaa9135ee37,BE-ANN00/re/000000443,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/c12b4d42-ff2d-5d17-a063-dfaa9135ee37,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
